Území;Ukazatel;Roky;value
Česko;Náklady včetně daně z příjmu;2018;17157.587
Česko;Náklady včetně daně z příjmu;2019;13800.551
Česko;Náklady včetně daně z příjmu;2020;20351.226
Česko;Náklady včetně daně z příjmu;2021;21560.604
Česko;Náklady včetně daně z příjmu;2022;39189.265
Česko;Náklady na finanční činnosti;2018;15453.441
Česko;Náklady na finanční činnosti;2019;12020.418
Česko;Náklady na finanční činnosti;2020;18457.134
Česko;Náklady na finanční činnosti;2021;19207.055
Česko;Náklady na finanční činnosti;2022;36723.459
Česko;Nákladové úroky a podobné náklady;2018;2313.206
Česko;Nákladové úroky a podobné náklady;2019;1909.91
Česko;Nákladové úroky a podobné náklady;2020;1698.407
Česko;Nákladové úroky a podobné náklady;2021;2922.173
Česko;Nákladové úroky a podobné náklady;2022;1978.312
Česko;Náklady na devizové operace;2018;4071.461
Česko;Náklady na devizové operace;2019;2500.792
Česko;Náklady na devizové operace;2020;3175.1
Česko;Náklady na devizové operace;2021;2504.941
Česko;Náklady na devizové operace;2022;2169.064
Česko;Náklady na derivátové operace;2018;3094.772
Česko;Náklady na derivátové operace;2019;2490.47
Česko;Náklady na derivátové operace;2020;6781.586
Česko;Náklady na derivátové operace;2021;3426.382
Česko;Náklady na derivátové operace;2022;7775.235
Česko;Osobní náklady;2018;346.801
Česko;Osobní náklady;2019;360.777
Česko;Osobní náklady;2020;364.102
Česko;Osobní náklady;2021;370.53
Česko;Osobní náklady;2022;362.207
Česko;Ostatní správní náklady;2018;838.077
Česko;Ostatní správní náklady;2019;796.921
Česko;Ostatní správní náklady;2020;835.308
Česko;Ostatní správní náklady;2021;797.886
Česko;Ostatní správní náklady;2022;848.908
Česko;Odpisy dlouhodobého hmotného a nehmotného majetku;2018;75.194
Česko;Odpisy dlouhodobého hmotného a nehmotného majetku;2019;82.028
Česko;Odpisy dlouhodobého hmotného a nehmotného majetku;2020;73.491
Česko;Odpisy dlouhodobého hmotného a nehmotného majetku;2021;88.095
Česko;Odpisy dlouhodobého hmotného a nehmotného majetku;2022;90.707
Česko;Tvorba rezerv a opravných položeK;2018;79.735
Česko;Tvorba rezerv a opravných položeK;2019;98.101
Česko;Tvorba rezerv a opravných položeK;2020;69.894
Česko;Tvorba rezerv a opravných položeK;2021;312.698
Česko;Tvorba rezerv a opravných položeK;2022;519.221
Česko;Ostatní provozní náklady;2018;57.311
Česko;Ostatní provozní náklady;2019;41.048
Česko;Ostatní provozní náklady;2020;136.269
Česko;Ostatní provozní náklady;2021;278.398
Česko;Ostatní provozní náklady;2022;120.547
