Území;Ukazatel;Očištění;Typ indexu;CZ-NACE;Čtvrtletí;value
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2008;92.203325605
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2008;93.2890058853
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2008;99.9845918593
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2008;103.5203207776
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2007;101.2570970629
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2007;107.3369377118
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2007;107.3429396548
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2007;119.5656903012
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2006;110.4258015162
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2006;105.2859581225
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2006;111.0530394115
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2006;107.4528237855
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2005;111.8932694622
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2005;109.4330774955
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2005;100.8583150416
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2005;97.2615545
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2004;102.7380624354
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2004;115.5927094809
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2004;116.9956834694
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2004;114.6913774812
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2003;111.6533677767
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2003;105.2044826359
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2003;102.722050142
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2003;99.6134072855
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2002;99.4829404002
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2002;98.065297452
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2002;99.66887912
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2002;96.2964614786
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2001;110.4334986022
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2001;115.4993485203
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2001;113.2487021625
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2001;118.4756721703
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2025;101.3752681509
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2024;99.776417585
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2024;102.5024019341
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2024;105.5826556294
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2024;108.3563174407
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2023;105.5271290815
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2023;94.5653045193
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2023;93.4304023059
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2023;90.2732539955
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2022;91.9384113755
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2022;99.5830754456
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2022;104.9672419182
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2022;106.9433818244
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2021;106.2656161479
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2021;112.5564325718
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2021;112.4976010478
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2021;105.321441262
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2020;107.6014930394
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2020;104.5199169057
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2020;98.7100052481
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2020;104.2142443139
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2019;106.9333986282
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2019;100.1380775096
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2019;103.523208171
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2019;102.2731872788
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2018;103.8123987054
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2018;107.6330326527
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2018;104.3921287359
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2018;107.4936497683
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2017;102.7186816848
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2017;102.265539602
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2017;108.4425026675
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2017;101.1468128124
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2016;104.0534196078
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2016;104.0189105926
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2016;98.1208647467
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2016;103.2373315991
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2015;104.5143896487
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2015;103.3352190605
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2015;107.807768718
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2015;111.5337523139
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2014;107.588674367
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2014;107.8415700206
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2014;107.4924817833
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2014;104.8863371462
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2013;104.4387449584
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2013;103.3016449901
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2013;103.2870303287
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2013;101.9780915901
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2012;99.9095052083
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2012;100.2519950002
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2012;99.301937373
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2012;96.1709019338
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2011;96.9484291083
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2011;102.6907830471
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2011;101.4682085569
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2011;103.4436876788
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2010;100.3311480904
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2010;102.5746247045
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2010;107.9184155164
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2010;107.5677252527
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2009;108.9443989769
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2009;97.4210262735
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2009;83.827302698
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2009;85.6344428894
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2008;82.7294590441
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2008;91.2192358261
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2008;99.9479019661
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2008;104.2453081074
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2007;107.8940445517
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2007;107.6915978477
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2007;108.1404476563
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2007;106.2299292863
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2006;102.5675409228
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2006;100.8537084087
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2006;102.4935401509
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2006;102.4498501989
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2005;105.6054411346
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2005;103.7603979088
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2005;105.7363835259
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2005;103.9165651822
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2004;107.1051239367
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2004;120.1108870498
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2004;120.9527871078
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2004;117.6516634179
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2003;94.3112738147
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2003;87.5359755788
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2003;79.5470458591
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2003;87.5339488174
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2002;112.1807018873
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2002;106.4972310013
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2002;114.3282488991
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2002;112.3928751923
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2001;112.7827496116
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2001;115.6037057973
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2001;111.9235649924
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2001;112.0100118808
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba papíru a výrobků z papíru;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2025;95.2768275129
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2024;100.5599120397
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2024;97.7871064553
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;2. čtvrtletí 2024;103.3699077629
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;1. čtvrtletí 2024;102.3972420079
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;4. čtvrtletí 2023;89.1286843247
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tisk a rozmnožování nahraných nosičů;3. čtvrtletí 2023;87.090327313
