Ukazatel;Typ indexu;Území;Klasifikace CZ-CPA;Měsíce;value
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;červen 2024;184.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;červenec 2024;184.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;srpen 2024;184.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;září 2024;184.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;říjen 2024;184.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;listopad 2024;184.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;prosinec 2024;184.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;leden 2025;184.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;únor 2025;206.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;březen 2025;206.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;duben 2025;206.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2015;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2018;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2018;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2018;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2018;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2018;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2018;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2018;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2018;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2018;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2018;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2018;105.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2018;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2019;105.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2019;105.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2022;104.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2022;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2023;109.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2023;109.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2023;109.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2023;109.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2023;109.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2023;109.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2023;110.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2023;110.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2023;110.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2023;110.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2023;110.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2023;110.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2024;112.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2024;112.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;květen 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červen 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;červenec 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;srpen 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;září 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;říjen 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;listopad 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;prosinec 2024;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;leden 2025;113.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;únor 2025;117.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;březen 2025;117.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;duben 2025;117.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;leden 2015;99.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;únor 2015;99.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;březen 2015;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;duben 2015;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;květen 2015;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červen 2015;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červenec 2015;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;srpen 2015;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;září 2015;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;říjen 2015;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;listopad 2015;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;prosinec 2015;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;leden 2016;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;únor 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;březen 2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;duben 2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;květen 2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červen 2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červenec 2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;srpen 2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;září 2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;říjen 2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;listopad 2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;prosinec 2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;leden 2017;101.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;únor 2017;101.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;březen 2017;101.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;duben 2017;101.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;květen 2017;101.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červen 2017;101.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červenec 2017;103.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;srpen 2017;104.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;září 2017;103.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;říjen 2017;103.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;listopad 2017;103.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;prosinec 2017;103.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;leden 2018;105.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;únor 2018;104.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;březen 2018;105.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;duben 2018;105.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;květen 2018;105.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červen 2018;105.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červenec 2018;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;srpen 2018;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;září 2018;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;říjen 2018;105.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;listopad 2018;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;prosinec 2018;105.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;leden 2019;106.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;únor 2019;106.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;březen 2019;106.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;duben 2019;107.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;květen 2019;107.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červen 2019;107.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červenec 2019;107.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;srpen 2019;107.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;září 2019;107.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;říjen 2019;108.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;listopad 2019;108.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;prosinec 2019;108.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;leden 2020;108.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;únor 2020;108.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;březen 2020;108.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;duben 2020;108.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;květen 2020;108.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červen 2020;108.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;červenec 2020;108.7
