Typ indexu;Ukazatel;Očištění;Území;CZ NACE;Čtvrtletí;value
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2005;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2005;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2006;104.3106399044
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2006;102.9612387986
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2006;103.3795140064
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2006;107.5116217535
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2007;108.266617147
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2007;107.2699415981
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2007;110.3864594314
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2007;108.946980216
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2008;102.2684066946
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2008;100.8606742133
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2008;102.0414287313
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2008;96.2394546569
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2009;92.3065401724
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2009;88.8323460713
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2009;87.8589079219
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2009;91.4090799619
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2010;95.5708051542
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2010;100.6453835247
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2010;100.207725157
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2010;97.9884429892
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2011;100.7504687802
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2011;99.3071287348
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2011;95.4727218395
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2011;97.2037507742
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2012;101.2199079535
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2012;97.7989357004
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2012;100.5387265212
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2012;98.9439099446
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2013;98.4348162269
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2013;99.0787526816
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2013;100.1991770628
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2013;101.1709855889
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2014;99.2230887732
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2014;101.6406538704
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2014;103.0247018723
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2014;100.0487452658
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2015;103.4204903062
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2015;102.7633801883
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2015;102.3432289826
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2015;102.7123839014
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2016;101.1131499171
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2016;100.7291970565
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2016;100.9396868569
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2016;101.595419659
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2017;107.0578157919
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2017;103.6501062104
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2017;102.9156204672
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2017;102.3919255344
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2018;104.0202051081
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2018;103.8569965007
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2018;103.6700995413
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2018;101.5435551724
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2019;97.5707536393
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2019;101.3599854769
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2019;102.4693771025
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2019;103.0395082761
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2020;96.8136300626
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2020;79.5837942788
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2020;85.854723969
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2020;87.4312484327
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2021;93.2914366001
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2021;115.4774233141
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2021;109.3220672068
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2021;113.0554384258
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2022;114.0832216205
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2022;112.5689553257
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2022;106.8698883101
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2022;102.5793193078
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2023;102.0327325049
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2023;97.5145573421
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2023;95.7170636384
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2023;97.6816669135
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2024;100.0893567536
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2. čtvrtletí 2024;103.2203355615
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);3. čtvrtletí 2024;104.2477588083
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);4. čtvrtletí 2024;102.1357848849
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);1. čtvrtletí 2025;103.0457506883
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2001;111.6297299357
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2001;105.7906188639
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2001;104.5270374752
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2001;101.6447691745
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2002;100.6275038382
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2002;95.0838583047
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2002;94.1212518776
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2002;97.0955337193
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2003;105.1551321135
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2003;106.1195678416
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2003;111.9817351648
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2003;109.5320720706
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2004;108.3837380827
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2004;113.1315675619
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2004;106.0580533262
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2004;103.5006602079
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2005;105.165057252
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2005;104.3748561851
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2005;105.8305491959
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2005;108.514257442
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2006;106.6501979399
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2006;103.5715515757
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2006;105.7359235042
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2006;111.3087788619
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2007;113.2766970409
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2007;109.9710845701
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2007;107.2994509812
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2007;105.6259308855
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2008;101.0635107935
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2008;101.6460416342
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2008;103.2553382229
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2008;93.6280276227
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2009;88.5735075027
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2009;86.960454684
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2009;90.4364071676
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2009;94.4766045691
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2010;101.3284433734
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2010;107.4855322224
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2010;103.15537842
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2010;102.5260228153
