Ukazatel,Věkové skupiny,Pohlaví,Roky,Správní obvod ORP vystěhování,Správní obvod ORP přistěhování,value
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Praha,
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Benešov,660.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Beroun,838.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Brandýs nad Labem-Stará Boleslav,2820.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Čáslav,78.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Černošice,3812.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Český Brod,322.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Dobříš,256.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Hořovice,234.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kladno,1123.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kolín,467.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kralupy nad Vltavou,424.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kutná Hora,286.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Lysá nad Labem,370.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Mělník,359.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Mladá Boleslav,523.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Mnichovo Hradiště,50.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Neratovice,383.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Nymburk,269.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Poděbrady,279.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Příbram,335.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Rakovník,277.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Říčany,1913.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Sedlčany,92.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Slaný,312.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Vlašim,179.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Votice,90.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Blatná,43.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,České Budějovice,295.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Český Krumlov,71.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Dačice,20.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Jindřichův Hradec,92.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kaplice,22.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Milevsko,48.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Písek,160.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Prachatice,52.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Soběslav,80.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Strakonice,69.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Tábor,246.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Trhové Sviny,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Třeboň,33.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Týn nad Vltavou,22.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Vimperk,47.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Vodňany,18.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Blovice,36.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Domažlice,60.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Horažďovice,24.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Horšovský Týn,26.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Klatovy,110.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kralovice,41.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Nepomuk,26.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Nýřany,62.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Plzeň,480.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Přeštice,24.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Rokycany,121.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Stod,23.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Stříbro,30.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Sušice,47.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Tachov,71.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Aš,25.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Cheb,98.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Karlovy Vary,219.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kraslice,13.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Mariánské Lázně,109.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Ostrov,22.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Sokolov,57.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Bílina,21.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Děčín,96.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Chomutov,129.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kadaň,53.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Litoměřice,157.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Litvínov,59.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Louny,116.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Lovosice,60.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Most,146.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Podbořany,46.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Roudnice nad Labem,169.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Rumburk,56.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Teplice,230.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Ústí nad Labem,188.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Varnsdorf,28.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Žatec,69.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Česká Lípa,159.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Frýdlant,34.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Jablonec nad Nisou,95.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Jilemnice,64.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Liberec,324.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Nový Bor,55.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Semily,57.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Tanvald,37.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Turnov,77.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Železný Brod,32.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Broumov,30.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Dobruška,18.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Dvůr Králové nad Labem,38.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Hořice,48.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Hradec Králové,262.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Jaroměř,22.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Jičín,113.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kostelec nad Orlicí,25.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Náchod,96.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Nová Paka,28.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Nové Město nad Metují,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Nový Bydžov,35.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Rychnov nad Kněžnou,75.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Trutnov,86.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Vrchlabí,81.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Česká Třebová,19.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Hlinsko,28.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Holice,25.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Chrudim,133.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Králíky,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Lanškroun,16.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Litomyšl,36.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Moravská Třebová,25.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Pardubice,229.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Polička,25.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Přelouč,51.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Svitavy,27.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Ústí nad Orlicí,30.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Vysoké Mýto,40.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Žamberk,29.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Bystřice nad Pernštejnem,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Havlíčkův Brod,93.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Humpolec,36.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Chotěboř,38.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Jihlava,163.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Moravské Budějovice,18.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Náměšť nad Oslavou,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Nové Město na Moravě,17.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Pacov,21.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Pelhřimov,135.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Světlá nad Sázavou,55.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Telč,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Třebíč,55.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Velké Meziříčí,45.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Žďár nad Sázavou,46.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Blansko,31.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Boskovice,43.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Brno,637.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Břeclav,66.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Bučovice,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Hodonín,40.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Hustopeče,26.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Ivančice,20.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kuřim,24.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kyjov,41.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Mikulov,28.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Moravský Krumlov,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Pohořelice,22.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Rosice,13.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Slavkov u Brna,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Šlapanice,40.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Tišnov,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Veselí nad Moravou,19.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Vyškov,37.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Znojmo,49.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Židlochovice,13.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Hranice,15.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Jeseník,34.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Konice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Lipník nad Bečvou,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Litovel,10.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Mohelnice,16.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Olomouc,168.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Prostějov,42.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Přerov,33.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Šternberk,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Šumperk,40.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Uničov,16.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Zábřeh,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Bystřice pod Hostýnem,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Holešov,14.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kroměříž,45.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Luhačovice,20.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Otrokovice,32.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Rožnov pod Radhoštěm,22.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Uherské Hradiště,47.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Uherský Brod,60.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Valašské Klobouky,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Valašské Meziříčí,37.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Vizovice,10.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Vsetín,21.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Zlín,105.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Bílovec,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Bohumín,18.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Bruntál,16.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Český Těšín,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Frenštát pod Radhoštěm,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Frýdek-Místek,58.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Frýdlant nad Ostravicí,15.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Havířov,53.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Hlučín,15.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Jablunkov,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Karviná,38.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kopřivnice,33.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Kravaře,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Krnov,24.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Nový Jičín,43.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Odry,13.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Opava,67.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Orlová,17.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Ostrava,274.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Rýmařov,15.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Třinec,31.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Praha,Vítkov,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Praha,376.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Benešov,
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Beroun,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Brandýs nad Labem-Stará Boleslav,17.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Čáslav,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Černošice,37.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Český Brod,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Dobříš,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Hořovice,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kladno,20.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kolín,26.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kralupy nad Vltavou,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kutná Hora,27.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Lysá nad Labem,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Mělník,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Mladá Boleslav,17.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Mnichovo Hradiště,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Neratovice,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Nymburk,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Poděbrady,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Příbram,19.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Rakovník,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Říčany,44.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Sedlčany,32.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Slaný,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Vlašim,86.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Votice,60.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Blatná,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,České Budějovice,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Český Krumlov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Dačice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Jindřichův Hradec,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kaplice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Milevsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Písek,10.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Prachatice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Soběslav,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Strakonice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Tábor,46.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Trhové Sviny,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Třeboň,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Týn nad Vltavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Vimperk,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Vodňany,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Blovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Domažlice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Horažďovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Horšovský Týn,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Klatovy,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kralovice,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Nepomuk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Nýřany,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Plzeň,17.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Přeštice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Rokycany,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Stod,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Stříbro,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Sušice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Tachov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Aš,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Cheb,13.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Karlovy Vary,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kraslice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Mariánské Lázně,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Ostrov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Sokolov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Bílina,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Děčín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Chomutov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kadaň,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Litoměřice,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Litvínov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Louny,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Lovosice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Most,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Podbořany,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Roudnice nad Labem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Rumburk,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Teplice,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Ústí nad Labem,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Varnsdorf,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Žatec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Česká Lípa,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Frýdlant,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Jablonec nad Nisou,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Jilemnice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Liberec,14.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Nový Bor,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Semily,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Tanvald,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Turnov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Železný Brod,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Broumov,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Dobruška,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Dvůr Králové nad Labem,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Hořice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Hradec Králové,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Jaroměř,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Jičín,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Kostelec nad Orlicí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Náchod,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Nová Paka,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Nové Město nad Metují,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Nový Bydžov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Rychnov nad Kněžnou,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Trutnov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Vrchlabí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Česká Třebová,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Hlinsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Holice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Chrudim,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Králíky,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Lanškroun,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Litomyšl,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Moravská Třebová,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Benešov,Pardubice,3.0
