Ukazatel,Věkové skupiny,Pohlaví,Roky,Správní obvod ORP vystěhování,Správní obvod ORP přistěhování,value
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Pohořelice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Rosice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Slavkov u Brna,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Šlapanice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Tišnov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Veselí nad Moravou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Vyškov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Znojmo,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Židlochovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Hranice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Jeseník,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Konice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Lipník nad Bečvou,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Litovel,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Mohelnice,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Olomouc,127.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Prostějov,15.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Přerov,19.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Šternberk,
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Šumperk,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Uničov,44.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Zábřeh,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Bystřice pod Hostýnem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Holešov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Kroměříž,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Luhačovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Otrokovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Rožnov pod Radhoštěm,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Uherské Hradiště,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Uherský Brod,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Valašské Klobouky,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Valašské Meziříčí,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Vizovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Vsetín,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Zlín,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Bílovec,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Bohumín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Bruntál,13.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Český Těšín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Frenštát pod Radhoštěm,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Frýdek-Místek,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Frýdlant nad Ostravicí,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Havířov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Hlučín,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Jablunkov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Karviná,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Kopřivnice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Kravaře,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Krnov,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Nový Jičín,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Odry,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Opava,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Orlová,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Ostrava,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Rýmařov,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Třinec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šternberk,Vítkov,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Praha,96.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Benešov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Beroun,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Brandýs nad Labem-Stará Boleslav,10.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Čáslav,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Černošice,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Český Brod,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Dobříš,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Hořovice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kladno,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kolín,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kralupy nad Vltavou,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kutná Hora,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Lysá nad Labem,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Mělník,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Mladá Boleslav,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Mnichovo Hradiště,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Neratovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Nymburk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Poděbrady,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Příbram,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Rakovník,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Říčany,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Sedlčany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Slaný,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Vlašim,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Votice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Blatná,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,České Budějovice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Český Krumlov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Dačice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Jindřichův Hradec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kaplice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Milevsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Písek,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Prachatice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Soběslav,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Strakonice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Tábor,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Trhové Sviny,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Třeboň,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Týn nad Vltavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Vimperk,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Vodňany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Blovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Domažlice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Horažďovice,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Horšovský Týn,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Klatovy,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kralovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Nepomuk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Nýřany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Plzeň,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Přeštice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Rokycany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Stod,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Stříbro,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Sušice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Tachov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Aš,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Cheb,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Karlovy Vary,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kraslice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Mariánské Lázně,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Ostrov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Sokolov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Bílina,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Děčín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Chomutov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kadaň,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Litoměřice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Litvínov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Louny,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Lovosice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Most,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Podbořany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Roudnice nad Labem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Rumburk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Teplice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Ústí nad Labem,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Varnsdorf,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Žatec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Česká Lípa,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Frýdlant,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Jablonec nad Nisou,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Jilemnice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Liberec,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Nový Bor,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Semily,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Tanvald,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Turnov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Železný Brod,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Broumov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Dobruška,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Dvůr Králové nad Labem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Hořice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Hradec Králové,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Jaroměř,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Jičín,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kostelec nad Orlicí,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Náchod,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Nová Paka,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Nové Město nad Metují,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Nový Bydžov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Rychnov nad Kněžnou,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Trutnov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Vrchlabí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Česká Třebová,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Hlinsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Holice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Chrudim,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Králíky,24.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Lanškroun,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Litomyšl,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Moravská Třebová,11.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Pardubice,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Polička,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Přelouč,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Svitavy,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Ústí nad Orlicí,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Vysoké Mýto,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Žamberk,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Bystřice nad Pernštejnem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Havlíčkův Brod,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Humpolec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Chotěboř,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Jihlava,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Moravské Budějovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Náměšť nad Oslavou,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Nové Město na Moravě,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Pacov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Pelhřimov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Světlá nad Sázavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Telč,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Třebíč,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Velké Meziříčí,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Žďár nad Sázavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Blansko,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Boskovice,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Brno,69.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Břeclav,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Bučovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Hodonín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Hustopeče,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Ivančice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kuřim,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kyjov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Mikulov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Moravský Krumlov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Pohořelice,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Rosice,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Slavkov u Brna,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Šlapanice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Tišnov,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Veselí nad Moravou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Vyškov,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Znojmo,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Židlochovice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Hranice,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Jeseník,25.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Konice,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Lipník nad Bečvou,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Litovel,13.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Mohelnice,17.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Olomouc,104.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Prostějov,15.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Přerov,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Šternberk,14.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Šumperk,
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Uničov,24.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Zábřeh,138.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Bystřice pod Hostýnem,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Holešov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kroměříž,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Luhačovice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Otrokovice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Rožnov pod Radhoštěm,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Uherské Hradiště,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Uherský Brod,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Valašské Klobouky,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Valašské Meziříčí,7.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Vizovice,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Vsetín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Zlín,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Bílovec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Bohumín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Bruntál,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Český Těšín,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Frenštát pod Radhoštěm,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Frýdek-Místek,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Frýdlant nad Ostravicí,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Havířov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Hlučín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Jablunkov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Karviná,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kopřivnice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Kravaře,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Krnov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Nový Jičín,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Odry,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Opava,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Orlová,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Ostrava,18.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Rýmařov,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Třinec,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Šumperk,Vítkov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Praha,20.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Benešov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Beroun,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Brandýs nad Labem-Stará Boleslav,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Čáslav,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Černošice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Český Brod,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Dobříš,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Hořovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Kladno,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Kolín,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Kralupy nad Vltavou,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Kutná Hora,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Lysá nad Labem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Mělník,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Mladá Boleslav,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Mnichovo Hradiště,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Neratovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Nymburk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Poděbrady,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Příbram,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Rakovník,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Říčany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Sedlčany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Slaný,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Vlašim,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Votice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Blatná,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,České Budějovice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Český Krumlov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Dačice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Jindřichův Hradec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Kaplice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Milevsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Písek,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Prachatice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Soběslav,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Strakonice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Tábor,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Trhové Sviny,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Třeboň,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Týn nad Vltavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Vimperk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Vodňany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Blovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Domažlice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Uničov,Horažďovice,0.0
