Ukazatel;Roky;SO ORP;Velikostní skupina obcí;value
Počet obyvatel;2024;Blovice;20 000 až 49 999;
Počet obyvatel;2024;Blovice;50 000 až 99 999;
Počet obyvatel;2024;Blovice;100 000 a více;
Počet obyvatel;2024;Domažlice;Celkem;40810.0
Počet obyvatel;2024;Domažlice;méně než 200;
Počet obyvatel;2024;Domažlice;200 až 499;
Počet obyvatel;2024;Domažlice;500 až 999;
Počet obyvatel;2024;Domažlice;1 000 až 1 9999;
Počet obyvatel;2024;Domažlice;2 000 až 4 999;
Počet obyvatel;2024;Domažlice;5 000 až 9 9999;
Počet obyvatel;2024;Domažlice;10 000 až 19 999;
Počet obyvatel;2024;Domažlice;20 000 až 49 999;
Počet obyvatel;2024;Domažlice;50 000 až 99 999;
Počet obyvatel;2024;Domažlice;100 000 a více;
Počet obyvatel;2024;Horažďovice;Celkem;11372.0
Počet obyvatel;2024;Horažďovice;méně než 200;
Počet obyvatel;2024;Horažďovice;200 až 499;
Počet obyvatel;2024;Horažďovice;500 až 999;
Počet obyvatel;2024;Horažďovice;1 000 až 1 9999;
Počet obyvatel;2024;Horažďovice;2 000 až 4 999;
Počet obyvatel;2024;Horažďovice;5 000 až 9 9999;
Počet obyvatel;2024;Horažďovice;10 000 až 19 999;
Počet obyvatel;2024;Horažďovice;20 000 až 49 999;
Počet obyvatel;2024;Horažďovice;50 000 až 99 999;
Počet obyvatel;2024;Horažďovice;100 000 a více;
Počet obyvatel;2024;Horšovský Týn;Celkem;15104.0
Počet obyvatel;2024;Horšovský Týn;méně než 200;
Počet obyvatel;2024;Horšovský Týn;200 až 499;
Počet obyvatel;2024;Horšovský Týn;500 až 999;
Počet obyvatel;2024;Horšovský Týn;1 000 až 1 9999;
Počet obyvatel;2024;Horšovský Týn;2 000 až 4 999;
Počet obyvatel;2024;Horšovský Týn;5 000 až 9 9999;
Počet obyvatel;2024;Horšovský Týn;10 000 až 19 999;
Počet obyvatel;2024;Horšovský Týn;20 000 až 49 999;
Počet obyvatel;2024;Horšovský Týn;50 000 až 99 999;
Počet obyvatel;2024;Horšovský Týn;100 000 a více;
Počet obyvatel;2024;Klatovy;Celkem;51670.0
Počet obyvatel;2024;Klatovy;méně než 200;
Počet obyvatel;2024;Klatovy;200 až 499;
Počet obyvatel;2024;Klatovy;500 až 999;
Počet obyvatel;2024;Klatovy;1 000 až 1 9999;
Počet obyvatel;2024;Klatovy;2 000 až 4 999;
Počet obyvatel;2024;Klatovy;5 000 až 9 9999;
Počet obyvatel;2024;Klatovy;10 000 až 19 999;
Počet obyvatel;2024;Klatovy;20 000 až 49 999;
Počet obyvatel;2024;Klatovy;50 000 až 99 999;
Počet obyvatel;2024;Klatovy;100 000 a více;
Počet obyvatel;2024;Kralovice;Celkem;22902.0
Počet obyvatel;2024;Kralovice;méně než 200;
Počet obyvatel;2024;Kralovice;200 až 499;
Počet obyvatel;2024;Kralovice;500 až 999;
Počet obyvatel;2024;Kralovice;1 000 až 1 9999;
Počet obyvatel;2024;Kralovice;2 000 až 4 999;
Počet obyvatel;2024;Kralovice;5 000 až 9 9999;
Počet obyvatel;2024;Kralovice;10 000 až 19 999;
Počet obyvatel;2024;Kralovice;20 000 až 49 999;
Počet obyvatel;2024;Kralovice;50 000 až 99 999;
Počet obyvatel;2024;Kralovice;100 000 a více;
Počet obyvatel;2024;Nepomuk;Celkem;11315.0
Počet obyvatel;2024;Nepomuk;méně než 200;
Počet obyvatel;2024;Nepomuk;200 až 499;
Počet obyvatel;2024;Nepomuk;500 až 999;
Počet obyvatel;2024;Nepomuk;1 000 až 1 9999;
Počet obyvatel;2024;Nepomuk;2 000 až 4 999;
Počet obyvatel;2024;Nepomuk;5 000 až 9 9999;
Počet obyvatel;2024;Nepomuk;10 000 až 19 999;
Počet obyvatel;2024;Nepomuk;20 000 až 49 999;
Počet obyvatel;2024;Nepomuk;50 000 až 99 999;
Počet obyvatel;2024;Nepomuk;100 000 a více;
Počet obyvatel;2024;Nýřany;Celkem;60747.0
Počet obyvatel;2024;Nýřany;méně než 200;
Počet obyvatel;2024;Nýřany;200 až 499;
Počet obyvatel;2024;Nýřany;500 až 999;
Počet obyvatel;2024;Nýřany;1 000 až 1 9999;
Počet obyvatel;2024;Nýřany;2 000 až 4 999;
Počet obyvatel;2024;Nýřany;5 000 až 9 9999;
Počet obyvatel;2024;Nýřany;10 000 až 19 999;
Počet obyvatel;2024;Nýřany;20 000 až 49 999;
Počet obyvatel;2024;Nýřany;50 000 až 99 999;
Počet obyvatel;2024;Nýřany;100 000 a více;
Počet obyvatel;2024;Plzeň;Celkem;208461.0
Počet obyvatel;2024;Plzeň;méně než 200;
Počet obyvatel;2024;Plzeň;200 až 499;
Počet obyvatel;2024;Plzeň;500 až 999;
Počet obyvatel;2024;Plzeň;1 000 až 1 9999;
Počet obyvatel;2024;Plzeň;2 000 až 4 999;
Počet obyvatel;2024;Plzeň;5 000 až 9 9999;
Počet obyvatel;2024;Plzeň;10 000 až 19 999;
Počet obyvatel;2024;Plzeň;20 000 až 49 999;
Počet obyvatel;2024;Plzeň;50 000 až 99 999;
Počet obyvatel;2024;Plzeň;100 000 a více;
Počet obyvatel;2024;Přeštice;Celkem;23181.0
Počet obyvatel;2024;Přeštice;méně než 200;
Počet obyvatel;2024;Přeštice;200 až 499;
Počet obyvatel;2024;Přeštice;500 až 999;
Počet obyvatel;2024;Přeštice;1 000 až 1 9999;
Počet obyvatel;2024;Přeštice;2 000 až 4 999;
Počet obyvatel;2024;Přeštice;5 000 až 9 9999;
Počet obyvatel;2024;Přeštice;10 000 až 19 999;
Počet obyvatel;2024;Přeštice;20 000 až 49 999;
Počet obyvatel;2024;Přeštice;50 000 až 99 999;
Počet obyvatel;2024;Přeštice;100 000 a více;
Počet obyvatel;2024;Rokycany;Celkem;50796.0
Počet obyvatel;2024;Rokycany;méně než 200;
Počet obyvatel;2024;Rokycany;200 až 499;
Počet obyvatel;2024;Rokycany;500 až 999;
Počet obyvatel;2024;Rokycany;1 000 až 1 9999;
Počet obyvatel;2024;Rokycany;2 000 až 4 999;
Počet obyvatel;2024;Rokycany;5 000 až 9 9999;
Počet obyvatel;2024;Rokycany;10 000 až 19 999;
Počet obyvatel;2024;Rokycany;20 000 až 49 999;
Počet obyvatel;2024;Rokycany;50 000 až 99 999;
Počet obyvatel;2024;Rokycany;100 000 a více;
Počet obyvatel;2024;Stod;Celkem;24597.0
Počet obyvatel;2024;Stod;méně než 200;
Počet obyvatel;2024;Stod;200 až 499;
Počet obyvatel;2024;Stod;500 až 999;
Počet obyvatel;2024;Stod;1 000 až 1 9999;
Počet obyvatel;2024;Stod;2 000 až 4 999;
Počet obyvatel;2024;Stod;5 000 až 9 9999;
Počet obyvatel;2024;Stod;10 000 až 19 999;
Počet obyvatel;2024;Stod;20 000 až 49 999;
Počet obyvatel;2024;Stod;50 000 až 99 999;
Počet obyvatel;2024;Stod;100 000 a více;
Počet obyvatel;2024;Stříbro;Celkem;17849.0
Počet obyvatel;2024;Stříbro;méně než 200;
Počet obyvatel;2024;Stříbro;200 až 499;
Počet obyvatel;2024;Stříbro;500 až 999;
Počet obyvatel;2024;Stříbro;1 000 až 1 9999;
Počet obyvatel;2024;Stříbro;2 000 až 4 999;
Počet obyvatel;2024;Stříbro;5 000 až 9 9999;
Počet obyvatel;2024;Stříbro;10 000 až 19 999;
Počet obyvatel;2024;Stříbro;20 000 až 49 999;
Počet obyvatel;2024;Stříbro;50 000 až 99 999;
Počet obyvatel;2024;Stříbro;100 000 a více;
Počet obyvatel;2024;Sušice;Celkem;23680.0
Počet obyvatel;2024;Sušice;méně než 200;
Počet obyvatel;2024;Sušice;200 až 499;
Počet obyvatel;2024;Sušice;500 až 999;
Počet obyvatel;2024;Sušice;1 000 až 1 9999;
Počet obyvatel;2024;Sušice;2 000 až 4 999;
Počet obyvatel;2024;Sušice;5 000 až 9 9999;
Počet obyvatel;2024;Sušice;10 000 až 19 999;
Počet obyvatel;2024;Sušice;20 000 až 49 999;
Počet obyvatel;2024;Sušice;50 000 až 99 999;
Počet obyvatel;2024;Sušice;100 000 a více;
Počet obyvatel;2024;Tachov;Celkem;39521.0
Počet obyvatel;2024;Tachov;méně než 200;
Počet obyvatel;2024;Tachov;200 až 499;
Počet obyvatel;2024;Tachov;500 až 999;
Počet obyvatel;2024;Tachov;1 000 až 1 9999;
Počet obyvatel;2024;Tachov;2 000 až 4 999;
Počet obyvatel;2024;Tachov;5 000 až 9 9999;
Počet obyvatel;2024;Tachov;10 000 až 19 999;
Počet obyvatel;2024;Tachov;20 000 až 49 999;
Počet obyvatel;2024;Tachov;50 000 až 99 999;
Počet obyvatel;2024;Tachov;100 000 a více;
Počet obyvatel;2024;Aš;Celkem;17115.0
Počet obyvatel;2024;Aš;méně než 200;
Počet obyvatel;2024;Aš;200 až 499;
Počet obyvatel;2024;Aš;500 až 999;
Počet obyvatel;2024;Aš;1 000 až 1 9999;
Počet obyvatel;2024;Aš;2 000 až 4 999;
Počet obyvatel;2024;Aš;5 000 až 9 9999;
Počet obyvatel;2024;Aš;10 000 až 19 999;
Počet obyvatel;2024;Aš;20 000 až 49 999;
Počet obyvatel;2024;Aš;50 000 až 99 999;
Počet obyvatel;2024;Aš;100 000 a více;
Počet obyvatel;2024;Cheb;Celkem;50912.0
Počet obyvatel;2024;Cheb;méně než 200;
Počet obyvatel;2024;Cheb;200 až 499;
Počet obyvatel;2024;Cheb;500 až 999;
Počet obyvatel;2024;Cheb;1 000 až 1 9999;
Počet obyvatel;2024;Cheb;2 000 až 4 999;
Počet obyvatel;2024;Cheb;5 000 až 9 9999;
Počet obyvatel;2024;Cheb;10 000 až 19 999;
Počet obyvatel;2024;Cheb;20 000 až 49 999;
Počet obyvatel;2024;Cheb;50 000 až 99 999;
Počet obyvatel;2024;Cheb;100 000 a více;
Počet obyvatel;2024;Karlovy Vary;Celkem;88253.0
Počet obyvatel;2024;Karlovy Vary;méně než 200;
Počet obyvatel;2024;Karlovy Vary;200 až 499;
Počet obyvatel;2024;Karlovy Vary;500 až 999;
Počet obyvatel;2024;Karlovy Vary;1 000 až 1 9999;
Počet obyvatel;2024;Karlovy Vary;2 000 až 4 999;
Počet obyvatel;2024;Karlovy Vary;5 000 až 9 9999;
Počet obyvatel;2024;Karlovy Vary;10 000 až 19 999;
Počet obyvatel;2024;Karlovy Vary;20 000 až 49 999;
Počet obyvatel;2024;Karlovy Vary;50 000 až 99 999;
Počet obyvatel;2024;Karlovy Vary;100 000 a více;
Počet obyvatel;2024;Kraslice;Celkem;12607.0
Počet obyvatel;2024;Kraslice;méně než 200;
Počet obyvatel;2024;Kraslice;200 až 499;
Počet obyvatel;2024;Kraslice;500 až 999;
Počet obyvatel;2024;Kraslice;1 000 až 1 9999;
Počet obyvatel;2024;Kraslice;2 000 až 4 999;
Počet obyvatel;2024;Kraslice;5 000 až 9 9999;
Počet obyvatel;2024;Kraslice;10 000 až 19 999;
Počet obyvatel;2024;Kraslice;20 000 až 49 999;
Počet obyvatel;2024;Kraslice;50 000 až 99 999;
Počet obyvatel;2024;Kraslice;100 000 a více;
Počet obyvatel;2024;Mariánské Lázně;Celkem;25509.0
Počet obyvatel;2024;Mariánské Lázně;méně než 200;
Počet obyvatel;2024;Mariánské Lázně;200 až 499;
Počet obyvatel;2024;Mariánské Lázně;500 až 999;
Počet obyvatel;2024;Mariánské Lázně;1 000 až 1 9999;
Počet obyvatel;2024;Mariánské Lázně;2 000 až 4 999;
Počet obyvatel;2024;Mariánské Lázně;5 000 až 9 9999;
Počet obyvatel;2024;Mariánské Lázně;10 000 až 19 999;
Počet obyvatel;2024;Mariánské Lázně;20 000 až 49 999;
Počet obyvatel;2024;Mariánské Lázně;50 000 až 99 999;
Počet obyvatel;2024;Mariánské Lázně;100 000 a více;
Počet obyvatel;2024;Ostrov;Celkem;26314.0
Počet obyvatel;2024;Ostrov;méně než 200;
Počet obyvatel;2024;Ostrov;200 až 499;
Počet obyvatel;2024;Ostrov;500 až 999;
Počet obyvatel;2024;Ostrov;1 000 až 1 9999;
Počet obyvatel;2024;Ostrov;2 000 až 4 999;
Počet obyvatel;2024;Ostrov;5 000 až 9 9999;
Počet obyvatel;2024;Ostrov;10 000 až 19 999;
Počet obyvatel;2024;Ostrov;20 000 až 49 999;
Počet obyvatel;2024;Ostrov;50 000 až 99 999;
Počet obyvatel;2024;Ostrov;100 000 a více;
Počet obyvatel;2024;Sokolov;Celkem;72485.0
Počet obyvatel;2024;Sokolov;méně než 200;
Počet obyvatel;2024;Sokolov;200 až 499;
Počet obyvatel;2024;Sokolov;500 až 999;
Počet obyvatel;2024;Sokolov;1 000 až 1 9999;
Počet obyvatel;2024;Sokolov;2 000 až 4 999;
Počet obyvatel;2024;Sokolov;5 000 až 9 9999;
Počet obyvatel;2024;Sokolov;10 000 až 19 999;
Počet obyvatel;2024;Sokolov;20 000 až 49 999;
Počet obyvatel;2024;Sokolov;50 000 až 99 999;
Počet obyvatel;2024;Sokolov;100 000 a více;
Počet obyvatel;2024;Bílina;Celkem;19487.0
Počet obyvatel;2024;Bílina;méně než 200;
Počet obyvatel;2024;Bílina;200 až 499;
Počet obyvatel;2024;Bílina;500 až 999;
Počet obyvatel;2024;Bílina;1 000 až 1 9999;
Počet obyvatel;2024;Bílina;2 000 až 4 999;
Počet obyvatel;2024;Bílina;5 000 až 9 9999;
Počet obyvatel;2024;Bílina;10 000 až 19 999;
Počet obyvatel;2024;Bílina;20 000 až 49 999;
Počet obyvatel;2024;Bílina;50 000 až 99 999;
Počet obyvatel;2024;Bílina;100 000 a více;
Počet obyvatel;2024;Děčín;Celkem;74323.0
Počet obyvatel;2024;Děčín;méně než 200;
Počet obyvatel;2024;Děčín;200 až 499;
Počet obyvatel;2024;Děčín;500 až 999;
Počet obyvatel;2024;Děčín;1 000 až 1 9999;
Počet obyvatel;2024;Děčín;2 000 až 4 999;
Počet obyvatel;2024;Děčín;5 000 až 9 9999;
Počet obyvatel;2024;Děčín;10 000 až 19 999;
Počet obyvatel;2024;Děčín;20 000 až 49 999;
Počet obyvatel;2024;Děčín;50 000 až 99 999;
Počet obyvatel;2024;Děčín;100 000 a více;
Počet obyvatel;2024;Chomutov;Celkem;80589.0
Počet obyvatel;2024;Chomutov;méně než 200;
Počet obyvatel;2024;Chomutov;200 až 499;
Počet obyvatel;2024;Chomutov;500 až 999;
Počet obyvatel;2024;Chomutov;1 000 až 1 9999;
Počet obyvatel;2024;Chomutov;2 000 až 4 999;
Počet obyvatel;2024;Chomutov;5 000 až 9 9999;
Počet obyvatel;2024;Chomutov;10 000 až 19 999;
Počet obyvatel;2024;Chomutov;20 000 až 49 999;
Počet obyvatel;2024;Chomutov;50 000 až 99 999;
Počet obyvatel;2024;Chomutov;100 000 a více;
Počet obyvatel;2024;Kadaň;Celkem;42864.0
Počet obyvatel;2024;Kadaň;méně než 200;
Počet obyvatel;2024;Kadaň;200 až 499;
Počet obyvatel;2024;Kadaň;500 až 999;
Počet obyvatel;2024;Kadaň;1 000 až 1 9999;
Počet obyvatel;2024;Kadaň;2 000 až 4 999;
Počet obyvatel;2024;Kadaň;5 000 až 9 9999;
Počet obyvatel;2024;Kadaň;10 000 až 19 999;
Počet obyvatel;2024;Kadaň;20 000 až 49 999;
Počet obyvatel;2024;Kadaň;50 000 až 99 999;
Počet obyvatel;2024;Kadaň;100 000 a více;
Počet obyvatel;2024;Litoměřice;Celkem;58212.0
Počet obyvatel;2024;Litoměřice;méně než 200;
Počet obyvatel;2024;Litoměřice;200 až 499;
Počet obyvatel;2024;Litoměřice;500 až 999;
Počet obyvatel;2024;Litoměřice;1 000 až 1 9999;
Počet obyvatel;2024;Litoměřice;2 000 až 4 999;
Počet obyvatel;2024;Litoměřice;5 000 až 9 9999;
Počet obyvatel;2024;Litoměřice;10 000 až 19 999;
Počet obyvatel;2024;Litoměřice;20 000 až 49 999;
Počet obyvatel;2024;Litoměřice;50 000 až 99 999;
Počet obyvatel;2024;Litoměřice;100 000 a více;
Počet obyvatel;2024;Litvínov;Celkem;35669.0
Počet obyvatel;2024;Litvínov;méně než 200;
Počet obyvatel;2024;Litvínov;200 až 499;
Počet obyvatel;2024;Litvínov;500 až 999;
Počet obyvatel;2024;Litvínov;1 000 až 1 9999;
Počet obyvatel;2024;Litvínov;2 000 až 4 999;
Počet obyvatel;2024;Litvínov;5 000 až 9 9999;
Počet obyvatel;2024;Litvínov;10 000 až 19 999;
Počet obyvatel;2024;Litvínov;20 000 až 49 999;
Počet obyvatel;2024;Litvínov;50 000 až 99 999;
Počet obyvatel;2024;Litvínov;100 000 a více;
Počet obyvatel;2024;Louny;Celkem;43534.0
Počet obyvatel;2024;Louny;méně než 200;
Počet obyvatel;2024;Louny;200 až 499;
Počet obyvatel;2024;Louny;500 až 999;
Počet obyvatel;2024;Louny;1 000 až 1 9999;
Počet obyvatel;2024;Louny;2 000 až 4 999;
Počet obyvatel;2024;Louny;5 000 až 9 9999;
Počet obyvatel;2024;Louny;10 000 až 19 999;
Počet obyvatel;2024;Louny;20 000 až 49 999;
Počet obyvatel;2024;Louny;50 000 až 99 999;
Počet obyvatel;2024;Louny;100 000 a více;
Počet obyvatel;2024;Lovosice;Celkem;27512.0
Počet obyvatel;2024;Lovosice;méně než 200;
Počet obyvatel;2024;Lovosice;200 až 499;
Počet obyvatel;2024;Lovosice;500 až 999;
Počet obyvatel;2024;Lovosice;1 000 až 1 9999;
Počet obyvatel;2024;Lovosice;2 000 až 4 999;
Počet obyvatel;2024;Lovosice;5 000 až 9 9999;
Počet obyvatel;2024;Lovosice;10 000 až 19 999;
Počet obyvatel;2024;Lovosice;20 000 až 49 999;
Počet obyvatel;2024;Lovosice;50 000 až 99 999;
Počet obyvatel;2024;Lovosice;100 000 a více;
Počet obyvatel;2024;Most;Celkem;71867.0
Počet obyvatel;2024;Most;méně než 200;
Počet obyvatel;2024;Most;200 až 499;
Počet obyvatel;2024;Most;500 až 999;
Počet obyvatel;2024;Most;1 000 až 1 9999;
Počet obyvatel;2024;Most;2 000 až 4 999;
Počet obyvatel;2024;Most;5 000 až 9 9999;
Počet obyvatel;2024;Most;10 000 až 19 999;
Počet obyvatel;2024;Most;20 000 až 49 999;
Počet obyvatel;2024;Most;50 000 až 99 999;
Počet obyvatel;2024;Most;100 000 a více;
Počet obyvatel;2024;Podbořany;Celkem;15535.0
Počet obyvatel;2024;Podbořany;méně než 200;
Počet obyvatel;2024;Podbořany;200 až 499;
Počet obyvatel;2024;Podbořany;500 až 999;
Počet obyvatel;2024;Podbořany;1 000 až 1 9999;
Počet obyvatel;2024;Podbořany;2 000 až 4 999;
Počet obyvatel;2024;Podbořany;5 000 až 9 9999;
Počet obyvatel;2024;Podbořany;10 000 až 19 999;
Počet obyvatel;2024;Podbořany;20 000 až 49 999;
Počet obyvatel;2024;Podbořany;50 000 až 99 999;
Počet obyvatel;2024;Podbořany;100 000 a více;
Počet obyvatel;2024;Roudnice nad Labem;Celkem;33380.0
Počet obyvatel;2024;Roudnice nad Labem;méně než 200;
Počet obyvatel;2024;Roudnice nad Labem;200 až 499;
Počet obyvatel;2024;Roudnice nad Labem;500 až 999;
Počet obyvatel;2024;Roudnice nad Labem;1 000 až 1 9999;
Počet obyvatel;2024;Roudnice nad Labem;2 000 až 4 999;
Počet obyvatel;2024;Roudnice nad Labem;5 000 až 9 9999;
Počet obyvatel;2024;Roudnice nad Labem;10 000 až 19 999;
Počet obyvatel;2024;Roudnice nad Labem;20 000 až 49 999;
Počet obyvatel;2024;Roudnice nad Labem;50 000 až 99 999;
Počet obyvatel;2024;Roudnice nad Labem;100 000 a více;
Počet obyvatel;2024;Rumburk;Celkem;32072.0
Počet obyvatel;2024;Rumburk;méně než 200;
Počet obyvatel;2024;Rumburk;200 až 499;
Počet obyvatel;2024;Rumburk;500 až 999;
Počet obyvatel;2024;Rumburk;1 000 až 1 9999;
Počet obyvatel;2024;Rumburk;2 000 až 4 999;
Počet obyvatel;2024;Rumburk;5 000 až 9 9999;
Počet obyvatel;2024;Rumburk;10 000 až 19 999;
Počet obyvatel;2024;Rumburk;20 000 až 49 999;
Počet obyvatel;2024;Rumburk;50 000 až 99 999;
Počet obyvatel;2024;Rumburk;100 000 a více;
Počet obyvatel;2024;Teplice;Celkem;108252.0
Počet obyvatel;2024;Teplice;méně než 200;
Počet obyvatel;2024;Teplice;200 až 499;
Počet obyvatel;2024;Teplice;500 až 999;
Počet obyvatel;2024;Teplice;1 000 až 1 9999;
Počet obyvatel;2024;Teplice;2 000 až 4 999;
Počet obyvatel;2024;Teplice;5 000 až 9 9999;
Počet obyvatel;2024;Teplice;10 000 až 19 999;
Počet obyvatel;2024;Teplice;20 000 až 49 999;
Počet obyvatel;2024;Teplice;50 000 až 99 999;
Počet obyvatel;2024;Teplice;100 000 a více;
Počet obyvatel;2024;Ústí nad Labem;Celkem;118011.0
Počet obyvatel;2024;Ústí nad Labem;méně než 200;
Počet obyvatel;2024;Ústí nad Labem;200 až 499;
Počet obyvatel;2024;Ústí nad Labem;500 až 999;
Počet obyvatel;2024;Ústí nad Labem;1 000 až 1 9999;
Počet obyvatel;2024;Ústí nad Labem;2 000 až 4 999;
Počet obyvatel;2024;Ústí nad Labem;5 000 až 9 9999;
Počet obyvatel;2024;Ústí nad Labem;10 000 až 19 999;
Počet obyvatel;2024;Ústí nad Labem;20 000 až 49 999;
Počet obyvatel;2024;Ústí nad Labem;50 000 až 99 999;
Počet obyvatel;2024;Ústí nad Labem;100 000 a více;
Počet obyvatel;2024;Varnsdorf;Celkem;19395.0
Počet obyvatel;2024;Varnsdorf;méně než 200;
Počet obyvatel;2024;Varnsdorf;200 až 499;
Počet obyvatel;2024;Varnsdorf;500 až 999;
Počet obyvatel;2024;Varnsdorf;1 000 až 1 9999;
Počet obyvatel;2024;Varnsdorf;2 000 až 4 999;
Počet obyvatel;2024;Varnsdorf;5 000 až 9 9999;
Počet obyvatel;2024;Varnsdorf;10 000 až 19 999;
Počet obyvatel;2024;Varnsdorf;20 000 až 49 999;
Počet obyvatel;2024;Varnsdorf;50 000 až 99 999;
Počet obyvatel;2024;Varnsdorf;100 000 a více;
Počet obyvatel;2024;Žatec;Celkem;27654.0
Počet obyvatel;2024;Žatec;méně než 200;
Počet obyvatel;2024;Žatec;200 až 499;
Počet obyvatel;2024;Žatec;500 až 999;
Počet obyvatel;2024;Žatec;1 000 až 1 9999;
Počet obyvatel;2024;Žatec;2 000 až 4 999;
Počet obyvatel;2024;Žatec;5 000 až 9 9999;
Počet obyvatel;2024;Žatec;10 000 až 19 999;
Počet obyvatel;2024;Žatec;20 000 až 49 999;
Počet obyvatel;2024;Žatec;50 000 až 99 999;
Počet obyvatel;2024;Žatec;100 000 a více;
Počet obyvatel;2024;Česká Lípa;Celkem;76626.0
Počet obyvatel;2024;Česká Lípa;méně než 200;
Počet obyvatel;2024;Česká Lípa;200 až 499;
Počet obyvatel;2024;Česká Lípa;500 až 999;
Počet obyvatel;2024;Česká Lípa;1 000 až 1 9999;
Počet obyvatel;2024;Česká Lípa;2 000 až 4 999;
Počet obyvatel;2024;Česká Lípa;5 000 až 9 9999;
Počet obyvatel;2024;Česká Lípa;10 000 až 19 999;
Počet obyvatel;2024;Česká Lípa;20 000 až 49 999;
Počet obyvatel;2024;Česká Lípa;50 000 až 99 999;
Počet obyvatel;2024;Česká Lípa;100 000 a více;
Počet obyvatel;2024;Frýdlant;Celkem;24544.0
Počet obyvatel;2024;Frýdlant;méně než 200;
Počet obyvatel;2024;Frýdlant;200 až 499;
Počet obyvatel;2024;Frýdlant;500 až 999;
Počet obyvatel;2024;Frýdlant;1 000 až 1 9999;
Počet obyvatel;2024;Frýdlant;2 000 až 4 999;
Počet obyvatel;2024;Frýdlant;5 000 až 9 9999;
Počet obyvatel;2024;Frýdlant;10 000 až 19 999;
Počet obyvatel;2024;Frýdlant;20 000 až 49 999;
Počet obyvatel;2024;Frýdlant;50 000 až 99 999;
Počet obyvatel;2024;Frýdlant;100 000 a více;
Počet obyvatel;2024;Jablonec nad Nisou;Celkem;57971.0
Počet obyvatel;2024;Jablonec nad Nisou;méně než 200;
Počet obyvatel;2024;Jablonec nad Nisou;200 až 499;
Počet obyvatel;2024;Jablonec nad Nisou;500 až 999;
Počet obyvatel;2024;Jablonec nad Nisou;1 000 až 1 9999;
Počet obyvatel;2024;Jablonec nad Nisou;2 000 až 4 999;
Počet obyvatel;2024;Jablonec nad Nisou;5 000 až 9 9999;
Počet obyvatel;2024;Jablonec nad Nisou;10 000 až 19 999;
Počet obyvatel;2024;Jablonec nad Nisou;20 000 až 49 999;
Počet obyvatel;2024;Jablonec nad Nisou;50 000 až 99 999;
Počet obyvatel;2024;Jablonec nad Nisou;100 000 a více;
Počet obyvatel;2024;Jilemnice;Celkem;21726.0
Počet obyvatel;2024;Jilemnice;méně než 200;
Počet obyvatel;2024;Jilemnice;200 až 499;
Počet obyvatel;2024;Jilemnice;500 až 999;
Počet obyvatel;2024;Jilemnice;1 000 až 1 9999;
Počet obyvatel;2024;Jilemnice;2 000 až 4 999;
Počet obyvatel;2024;Jilemnice;5 000 až 9 9999;
Počet obyvatel;2024;Jilemnice;10 000 až 19 999;
Počet obyvatel;2024;Jilemnice;20 000 až 49 999;
Počet obyvatel;2024;Jilemnice;50 000 až 99 999;
Počet obyvatel;2024;Jilemnice;100 000 a více;
Počet obyvatel;2024;Liberec;Celkem;150640.0
Počet obyvatel;2024;Liberec;méně než 200;
Počet obyvatel;2024;Liberec;200 až 499;
Počet obyvatel;2024;Liberec;500 až 999;
Počet obyvatel;2024;Liberec;1 000 až 1 9999;
Počet obyvatel;2024;Liberec;2 000 až 4 999;
Počet obyvatel;2024;Liberec;5 000 až 9 9999;
Počet obyvatel;2024;Liberec;10 000 až 19 999;
Počet obyvatel;2024;Liberec;20 000 až 49 999;
Počet obyvatel;2024;Liberec;50 000 až 99 999;
Počet obyvatel;2024;Liberec;100 000 a více;
Počet obyvatel;2024;Nový Bor;Celkem;26234.0
Počet obyvatel;2024;Nový Bor;méně než 200;
Počet obyvatel;2024;Nový Bor;200 až 499;
Počet obyvatel;2024;Nový Bor;500 až 999;
Počet obyvatel;2024;Nový Bor;1 000 až 1 9999;
Počet obyvatel;2024;Nový Bor;2 000 až 4 999;
Počet obyvatel;2024;Nový Bor;5 000 až 9 9999;
Počet obyvatel;2024;Nový Bor;10 000 až 19 999;
Počet obyvatel;2024;Nový Bor;20 000 až 49 999;
Počet obyvatel;2024;Nový Bor;50 000 až 99 999;
Počet obyvatel;2024;Nový Bor;100 000 a více;
Počet obyvatel;2024;Semily;Celkem;25428.0
Počet obyvatel;2024;Semily;méně než 200;
Počet obyvatel;2024;Semily;200 až 499;
Počet obyvatel;2024;Semily;500 až 999;
Počet obyvatel;2024;Semily;1 000 až 1 9999;
Počet obyvatel;2024;Semily;2 000 až 4 999;
Počet obyvatel;2024;Semily;5 000 až 9 9999;
Počet obyvatel;2024;Semily;10 000 až 19 999;
Počet obyvatel;2024;Semily;20 000 až 49 999;
Počet obyvatel;2024;Semily;50 000 až 99 999;
Počet obyvatel;2024;Semily;100 000 a více;
Počet obyvatel;2024;Tanvald;Celkem;20237.0
Počet obyvatel;2024;Tanvald;méně než 200;
Počet obyvatel;2024;Tanvald;200 až 499;
Počet obyvatel;2024;Tanvald;500 až 999;
Počet obyvatel;2024;Tanvald;1 000 až 1 9999;
Počet obyvatel;2024;Tanvald;2 000 až 4 999;
Počet obyvatel;2024;Tanvald;5 000 až 9 9999;
Počet obyvatel;2024;Tanvald;10 000 až 19 999;
Počet obyvatel;2024;Tanvald;20 000 až 49 999;
Počet obyvatel;2024;Tanvald;50 000 až 99 999;
