Ukazatel;Roky;SO ORP;Velikostní skupina obcí;value
Počet obyvatel;2024;Tanvald;100 000 a více;
Počet obyvatel;2024;Turnov;Celkem;33799.0
Počet obyvatel;2024;Turnov;méně než 200;
Počet obyvatel;2024;Turnov;200 až 499;
Počet obyvatel;2024;Turnov;500 až 999;
Počet obyvatel;2024;Turnov;1 000 až 1 9999;
Počet obyvatel;2024;Turnov;2 000 až 4 999;
Počet obyvatel;2024;Turnov;5 000 až 9 9999;
Počet obyvatel;2024;Turnov;10 000 až 19 999;
Počet obyvatel;2024;Turnov;20 000 až 49 999;
Počet obyvatel;2024;Turnov;50 000 až 99 999;
Počet obyvatel;2024;Turnov;100 000 a více;
Počet obyvatel;2024;Železný Brod;Celkem;12289.0
Počet obyvatel;2024;Železný Brod;méně než 200;
Počet obyvatel;2024;Železný Brod;200 až 499;
Počet obyvatel;2024;Železný Brod;500 až 999;
Počet obyvatel;2024;Železný Brod;1 000 až 1 9999;
Počet obyvatel;2024;Železný Brod;2 000 až 4 999;
Počet obyvatel;2024;Železný Brod;5 000 až 9 9999;
Počet obyvatel;2024;Železný Brod;10 000 až 19 999;
Počet obyvatel;2024;Železný Brod;20 000 až 49 999;
Počet obyvatel;2024;Železný Brod;50 000 až 99 999;
Počet obyvatel;2024;Železný Brod;100 000 a více;
Počet obyvatel;2024;Broumov;Celkem;15500.0
Počet obyvatel;2024;Broumov;méně než 200;
Počet obyvatel;2024;Broumov;200 až 499;
Počet obyvatel;2024;Broumov;500 až 999;
Počet obyvatel;2024;Broumov;1 000 až 1 9999;
Počet obyvatel;2024;Broumov;2 000 až 4 999;
Počet obyvatel;2024;Broumov;5 000 až 9 9999;
Počet obyvatel;2024;Broumov;10 000 až 19 999;
Počet obyvatel;2024;Broumov;20 000 až 49 999;
Počet obyvatel;2024;Broumov;50 000 až 99 999;
Počet obyvatel;2024;Broumov;100 000 a více;
Počet obyvatel;2024;Dobruška;Celkem;20208.0
Počet obyvatel;2024;Dobruška;méně než 200;
Počet obyvatel;2024;Dobruška;200 až 499;
Počet obyvatel;2024;Dobruška;500 až 999;
Počet obyvatel;2024;Dobruška;1 000 až 1 9999;
Počet obyvatel;2024;Dobruška;2 000 až 4 999;
Počet obyvatel;2024;Dobruška;5 000 až 9 9999;
Počet obyvatel;2024;Dobruška;10 000 až 19 999;
Počet obyvatel;2024;Dobruška;20 000 až 49 999;
Počet obyvatel;2024;Dobruška;50 000 až 99 999;
Počet obyvatel;2024;Dobruška;100 000 a více;
Počet obyvatel;2024;Dvůr Králové nad Labem;Celkem;27119.0
Počet obyvatel;2024;Dvůr Králové nad Labem;méně než 200;
Počet obyvatel;2024;Dvůr Králové nad Labem;200 až 499;
Počet obyvatel;2024;Dvůr Králové nad Labem;500 až 999;
Počet obyvatel;2024;Dvůr Králové nad Labem;1 000 až 1 9999;
Počet obyvatel;2024;Dvůr Králové nad Labem;2 000 až 4 999;
Počet obyvatel;2024;Dvůr Králové nad Labem;5 000 až 9 9999;
Počet obyvatel;2024;Dvůr Králové nad Labem;10 000 až 19 999;
Počet obyvatel;2024;Dvůr Králové nad Labem;20 000 až 49 999;
Počet obyvatel;2024;Dvůr Králové nad Labem;50 000 až 99 999;
Počet obyvatel;2024;Dvůr Králové nad Labem;100 000 a více;
Počet obyvatel;2024;Hořice;Celkem;18512.0
Počet obyvatel;2024;Hořice;méně než 200;
Počet obyvatel;2024;Hořice;200 až 499;
Počet obyvatel;2024;Hořice;500 až 999;
Počet obyvatel;2024;Hořice;1 000 až 1 9999;
Počet obyvatel;2024;Hořice;2 000 až 4 999;
Počet obyvatel;2024;Hořice;5 000 až 9 9999;
Počet obyvatel;2024;Hořice;10 000 až 19 999;
Počet obyvatel;2024;Hořice;20 000 až 49 999;
Počet obyvatel;2024;Hořice;50 000 až 99 999;
Počet obyvatel;2024;Hořice;100 000 a více;
Počet obyvatel;2024;Hradec Králové;Celkem;150287.0
Počet obyvatel;2024;Hradec Králové;méně než 200;
Počet obyvatel;2024;Hradec Králové;200 až 499;
Počet obyvatel;2024;Hradec Králové;500 až 999;
Počet obyvatel;2024;Hradec Králové;1 000 až 1 9999;
Počet obyvatel;2024;Hradec Králové;2 000 až 4 999;
Počet obyvatel;2024;Hradec Králové;5 000 až 9 9999;
Počet obyvatel;2024;Hradec Králové;10 000 až 19 999;
Počet obyvatel;2024;Hradec Králové;20 000 až 49 999;
Počet obyvatel;2024;Hradec Králové;50 000 až 99 999;
Počet obyvatel;2024;Hradec Králové;100 000 a více;
Počet obyvatel;2024;Jaroměř;Celkem;19617.0
Počet obyvatel;2024;Jaroměř;méně než 200;
Počet obyvatel;2024;Jaroměř;200 až 499;
Počet obyvatel;2024;Jaroměř;500 až 999;
Počet obyvatel;2024;Jaroměř;1 000 až 1 9999;
Počet obyvatel;2024;Jaroměř;2 000 až 4 999;
Počet obyvatel;2024;Jaroměř;5 000 až 9 9999;
Počet obyvatel;2024;Jaroměř;10 000 až 19 999;
Počet obyvatel;2024;Jaroměř;20 000 až 49 999;
Počet obyvatel;2024;Jaroměř;50 000 až 99 999;
Počet obyvatel;2024;Jaroměř;100 000 a více;
Počet obyvatel;2024;Jičín;Celkem;48613.0
Počet obyvatel;2024;Jičín;méně než 200;
Počet obyvatel;2024;Jičín;200 až 499;
Počet obyvatel;2024;Jičín;500 až 999;
Počet obyvatel;2024;Jičín;1 000 až 1 9999;
Počet obyvatel;2024;Jičín;2 000 až 4 999;
Počet obyvatel;2024;Jičín;5 000 až 9 9999;
Počet obyvatel;2024;Jičín;10 000 až 19 999;
Počet obyvatel;2024;Jičín;20 000 až 49 999;
Počet obyvatel;2024;Jičín;50 000 až 99 999;
Počet obyvatel;2024;Jičín;100 000 a více;
Počet obyvatel;2024;Kostelec nad Orlicí;Celkem;25368.0
Počet obyvatel;2024;Kostelec nad Orlicí;méně než 200;
Počet obyvatel;2024;Kostelec nad Orlicí;200 až 499;
Počet obyvatel;2024;Kostelec nad Orlicí;500 až 999;
Počet obyvatel;2024;Kostelec nad Orlicí;1 000 až 1 9999;
Počet obyvatel;2024;Kostelec nad Orlicí;2 000 až 4 999;
Počet obyvatel;2024;Kostelec nad Orlicí;5 000 až 9 9999;
Počet obyvatel;2024;Kostelec nad Orlicí;10 000 až 19 999;
Počet obyvatel;2024;Kostelec nad Orlicí;20 000 až 49 999;
Počet obyvatel;2024;Kostelec nad Orlicí;50 000 až 99 999;
Počet obyvatel;2024;Kostelec nad Orlicí;100 000 a více;
Počet obyvatel;2024;Náchod;Celkem;60623.0
Počet obyvatel;2024;Náchod;méně než 200;
Počet obyvatel;2024;Náchod;200 až 499;
Počet obyvatel;2024;Náchod;500 až 999;
Počet obyvatel;2024;Náchod;1 000 až 1 9999;
Počet obyvatel;2024;Náchod;2 000 až 4 999;
Počet obyvatel;2024;Náchod;5 000 až 9 9999;
Počet obyvatel;2024;Náchod;10 000 až 19 999;
Počet obyvatel;2024;Náchod;20 000 až 49 999;
Počet obyvatel;2024;Náchod;50 000 až 99 999;
Počet obyvatel;2024;Náchod;100 000 a více;
Počet obyvatel;2024;Nová Paka;Celkem;13288.0
Počet obyvatel;2024;Nová Paka;méně než 200;
Počet obyvatel;2024;Nová Paka;200 až 499;
Počet obyvatel;2024;Nová Paka;500 až 999;
Počet obyvatel;2024;Nová Paka;1 000 až 1 9999;
Počet obyvatel;2024;Nová Paka;2 000 až 4 999;
Počet obyvatel;2024;Nová Paka;5 000 až 9 9999;
Počet obyvatel;2024;Nová Paka;10 000 až 19 999;
Počet obyvatel;2024;Nová Paka;20 000 až 49 999;
Počet obyvatel;2024;Nová Paka;50 000 až 99 999;
Počet obyvatel;2024;Nová Paka;100 000 a více;
Počet obyvatel;2024;Nové Město nad Metují;Celkem;14007.0
Počet obyvatel;2024;Nové Město nad Metují;méně než 200;
Počet obyvatel;2024;Nové Město nad Metují;200 až 499;
Počet obyvatel;2024;Nové Město nad Metují;500 až 999;
Počet obyvatel;2024;Nové Město nad Metují;1 000 až 1 9999;
Počet obyvatel;2024;Nové Město nad Metují;2 000 až 4 999;
Počet obyvatel;2024;Nové Město nad Metují;5 000 až 9 9999;
Počet obyvatel;2024;Nové Město nad Metují;10 000 až 19 999;
Počet obyvatel;2024;Nové Město nad Metují;20 000 až 49 999;
Počet obyvatel;2024;Nové Město nad Metují;50 000 až 99 999;
Počet obyvatel;2024;Nové Město nad Metují;100 000 a více;
Počet obyvatel;2024;Nový Bydžov;Celkem;18114.0
Počet obyvatel;2024;Nový Bydžov;méně než 200;
Počet obyvatel;2024;Nový Bydžov;200 až 499;
Počet obyvatel;2024;Nový Bydžov;500 až 999;
Počet obyvatel;2024;Nový Bydžov;1 000 až 1 9999;
Počet obyvatel;2024;Nový Bydžov;2 000 až 4 999;
Počet obyvatel;2024;Nový Bydžov;5 000 až 9 9999;
Počet obyvatel;2024;Nový Bydžov;10 000 až 19 999;
Počet obyvatel;2024;Nový Bydžov;20 000 až 49 999;
Počet obyvatel;2024;Nový Bydžov;50 000 až 99 999;
Počet obyvatel;2024;Nový Bydžov;100 000 a více;
Počet obyvatel;2024;Rychnov nad Kněžnou;Celkem;35232.0
Počet obyvatel;2024;Rychnov nad Kněžnou;méně než 200;
Počet obyvatel;2024;Rychnov nad Kněžnou;200 až 499;
Počet obyvatel;2024;Rychnov nad Kněžnou;500 až 999;
Počet obyvatel;2024;Rychnov nad Kněžnou;1 000 až 1 9999;
Počet obyvatel;2024;Rychnov nad Kněžnou;2 000 až 4 999;
Počet obyvatel;2024;Rychnov nad Kněžnou;5 000 až 9 9999;
Počet obyvatel;2024;Rychnov nad Kněžnou;10 000 až 19 999;
Počet obyvatel;2024;Rychnov nad Kněžnou;20 000 až 49 999;
Počet obyvatel;2024;Rychnov nad Kněžnou;50 000 až 99 999;
Počet obyvatel;2024;Rychnov nad Kněžnou;100 000 a více;
Počet obyvatel;2024;Trutnov;Celkem;62368.0
Počet obyvatel;2024;Trutnov;méně než 200;
Počet obyvatel;2024;Trutnov;200 až 499;
Počet obyvatel;2024;Trutnov;500 až 999;
Počet obyvatel;2024;Trutnov;1 000 až 1 9999;
Počet obyvatel;2024;Trutnov;2 000 až 4 999;
Počet obyvatel;2024;Trutnov;5 000 až 9 9999;
Počet obyvatel;2024;Trutnov;10 000 až 19 999;
Počet obyvatel;2024;Trutnov;20 000 až 49 999;
Počet obyvatel;2024;Trutnov;50 000 až 99 999;
Počet obyvatel;2024;Trutnov;100 000 a více;
Počet obyvatel;2024;Vrchlabí;Celkem;27067.0
Počet obyvatel;2024;Vrchlabí;méně než 200;
Počet obyvatel;2024;Vrchlabí;200 až 499;
Počet obyvatel;2024;Vrchlabí;500 až 999;
Počet obyvatel;2024;Vrchlabí;1 000 až 1 9999;
Počet obyvatel;2024;Vrchlabí;2 000 až 4 999;
Počet obyvatel;2024;Vrchlabí;5 000 až 9 9999;
Počet obyvatel;2024;Vrchlabí;10 000 až 19 999;
Počet obyvatel;2024;Vrchlabí;20 000 až 49 999;
Počet obyvatel;2024;Vrchlabí;50 000 až 99 999;
Počet obyvatel;2024;Vrchlabí;100 000 a více;
Počet obyvatel;2024;Česká Třebová;Celkem;17693.0
Počet obyvatel;2024;Česká Třebová;méně než 200;
Počet obyvatel;2024;Česká Třebová;200 až 499;
Počet obyvatel;2024;Česká Třebová;500 až 999;
Počet obyvatel;2024;Česká Třebová;1 000 až 1 9999;
Počet obyvatel;2024;Česká Třebová;2 000 až 4 999;
Počet obyvatel;2024;Česká Třebová;5 000 až 9 9999;
Počet obyvatel;2024;Česká Třebová;10 000 až 19 999;
Počet obyvatel;2024;Česká Třebová;20 000 až 49 999;
Počet obyvatel;2024;Česká Třebová;50 000 až 99 999;
Počet obyvatel;2024;Česká Třebová;100 000 a více;
Počet obyvatel;2024;Hlinsko;Celkem;21054.0
Počet obyvatel;2024;Hlinsko;méně než 200;
Počet obyvatel;2024;Hlinsko;200 až 499;
Počet obyvatel;2024;Hlinsko;500 až 999;
Počet obyvatel;2024;Hlinsko;1 000 až 1 9999;
Počet obyvatel;2024;Hlinsko;2 000 až 4 999;
Počet obyvatel;2024;Hlinsko;5 000 až 9 9999;
Počet obyvatel;2024;Hlinsko;10 000 až 19 999;
Počet obyvatel;2024;Hlinsko;20 000 až 49 999;
Počet obyvatel;2024;Hlinsko;50 000 až 99 999;
Počet obyvatel;2024;Hlinsko;100 000 a více;
Počet obyvatel;2024;Holice;Celkem;18702.0
Počet obyvatel;2024;Holice;méně než 200;
Počet obyvatel;2024;Holice;200 až 499;
Počet obyvatel;2024;Holice;500 až 999;
Počet obyvatel;2024;Holice;1 000 až 1 9999;
Počet obyvatel;2024;Holice;2 000 až 4 999;
Počet obyvatel;2024;Holice;5 000 až 9 9999;
Počet obyvatel;2024;Holice;10 000 až 19 999;
Počet obyvatel;2024;Holice;20 000 až 49 999;
Počet obyvatel;2024;Holice;50 000 až 99 999;
Počet obyvatel;2024;Holice;100 000 a více;
Počet obyvatel;2024;Chrudim;Celkem;85605.0
Počet obyvatel;2024;Chrudim;méně než 200;
Počet obyvatel;2024;Chrudim;200 až 499;
Počet obyvatel;2024;Chrudim;500 až 999;
Počet obyvatel;2024;Chrudim;1 000 až 1 9999;
Počet obyvatel;2024;Chrudim;2 000 až 4 999;
Počet obyvatel;2024;Chrudim;5 000 až 9 9999;
Počet obyvatel;2024;Chrudim;10 000 až 19 999;
Počet obyvatel;2024;Chrudim;20 000 až 49 999;
Počet obyvatel;2024;Chrudim;50 000 až 99 999;
Počet obyvatel;2024;Chrudim;100 000 a více;
Počet obyvatel;2024;Králíky;Celkem;8474.0
Počet obyvatel;2024;Králíky;méně než 200;
Počet obyvatel;2024;Králíky;200 až 499;
Počet obyvatel;2024;Králíky;500 až 999;
Počet obyvatel;2024;Králíky;1 000 až 1 9999;
Počet obyvatel;2024;Králíky;2 000 až 4 999;
Počet obyvatel;2024;Králíky;5 000 až 9 9999;
Počet obyvatel;2024;Králíky;10 000 až 19 999;
Počet obyvatel;2024;Králíky;20 000 až 49 999;
Počet obyvatel;2024;Králíky;50 000 až 99 999;
Počet obyvatel;2024;Králíky;100 000 a více;
Počet obyvatel;2024;Lanškroun;Celkem;23067.0
Počet obyvatel;2024;Lanškroun;méně než 200;
Počet obyvatel;2024;Lanškroun;200 až 499;
Počet obyvatel;2024;Lanškroun;500 až 999;
Počet obyvatel;2024;Lanškroun;1 000 až 1 9999;
Počet obyvatel;2024;Lanškroun;2 000 až 4 999;
Počet obyvatel;2024;Lanškroun;5 000 až 9 9999;
Počet obyvatel;2024;Lanškroun;10 000 až 19 999;
Počet obyvatel;2024;Lanškroun;20 000 až 49 999;
Počet obyvatel;2024;Lanškroun;50 000 až 99 999;
Počet obyvatel;2024;Lanškroun;100 000 a více;
Počet obyvatel;2024;Litomyšl;Celkem;27838.0
Počet obyvatel;2024;Litomyšl;méně než 200;
Počet obyvatel;2024;Litomyšl;200 až 499;
Počet obyvatel;2024;Litomyšl;500 až 999;
Počet obyvatel;2024;Litomyšl;1 000 až 1 9999;
Počet obyvatel;2024;Litomyšl;2 000 až 4 999;
Počet obyvatel;2024;Litomyšl;5 000 až 9 9999;
Počet obyvatel;2024;Litomyšl;10 000 až 19 999;
Počet obyvatel;2024;Litomyšl;20 000 až 49 999;
Počet obyvatel;2024;Litomyšl;50 000 až 99 999;
Počet obyvatel;2024;Litomyšl;100 000 a více;
Počet obyvatel;2024;Moravská Třebová;Celkem;25887.0
Počet obyvatel;2024;Moravská Třebová;méně než 200;
Počet obyvatel;2024;Moravská Třebová;200 až 499;
Počet obyvatel;2024;Moravská Třebová;500 až 999;
Počet obyvatel;2024;Moravská Třebová;1 000 až 1 9999;
Počet obyvatel;2024;Moravská Třebová;2 000 až 4 999;
Počet obyvatel;2024;Moravská Třebová;5 000 až 9 9999;
Počet obyvatel;2024;Moravská Třebová;10 000 až 19 999;
Počet obyvatel;2024;Moravská Třebová;20 000 až 49 999;
Počet obyvatel;2024;Moravská Třebová;50 000 až 99 999;
Počet obyvatel;2024;Moravská Třebová;100 000 a více;
Počet obyvatel;2024;Pardubice;Celkem;135598.0
Počet obyvatel;2024;Pardubice;méně než 200;
Počet obyvatel;2024;Pardubice;200 až 499;
Počet obyvatel;2024;Pardubice;500 až 999;
Počet obyvatel;2024;Pardubice;1 000 až 1 9999;
Počet obyvatel;2024;Pardubice;2 000 až 4 999;
Počet obyvatel;2024;Pardubice;5 000 až 9 9999;
Počet obyvatel;2024;Pardubice;10 000 až 19 999;
Počet obyvatel;2024;Pardubice;20 000 až 49 999;
Počet obyvatel;2024;Pardubice;50 000 až 99 999;
Počet obyvatel;2024;Pardubice;100 000 a více;
Počet obyvatel;2024;Polička;Celkem;20041.0
Počet obyvatel;2024;Polička;méně než 200;
Počet obyvatel;2024;Polička;200 až 499;
Počet obyvatel;2024;Polička;500 až 999;
Počet obyvatel;2024;Polička;1 000 až 1 9999;
Počet obyvatel;2024;Polička;2 000 až 4 999;
Počet obyvatel;2024;Polička;5 000 až 9 9999;
Počet obyvatel;2024;Polička;10 000 až 19 999;
Počet obyvatel;2024;Polička;20 000 až 49 999;
Počet obyvatel;2024;Polička;50 000 až 99 999;
Počet obyvatel;2024;Polička;100 000 a více;
Počet obyvatel;2024;Přelouč;Celkem;26913.0
Počet obyvatel;2024;Přelouč;méně než 200;
Počet obyvatel;2024;Přelouč;200 až 499;
Počet obyvatel;2024;Přelouč;500 až 999;
Počet obyvatel;2024;Přelouč;1 000 až 1 9999;
Počet obyvatel;2024;Přelouč;2 000 až 4 999;
Počet obyvatel;2024;Přelouč;5 000 až 9 9999;
Počet obyvatel;2024;Přelouč;10 000 až 19 999;
Počet obyvatel;2024;Přelouč;20 000 až 49 999;
Počet obyvatel;2024;Přelouč;50 000 až 99 999;
Počet obyvatel;2024;Přelouč;100 000 a více;
Počet obyvatel;2024;Svitavy;Celkem;30775.0
Počet obyvatel;2024;Svitavy;méně než 200;
Počet obyvatel;2024;Svitavy;200 až 499;
Počet obyvatel;2024;Svitavy;500 až 999;
Počet obyvatel;2024;Svitavy;1 000 až 1 9999;
Počet obyvatel;2024;Svitavy;2 000 až 4 999;
Počet obyvatel;2024;Svitavy;5 000 až 9 9999;
Počet obyvatel;2024;Svitavy;10 000 až 19 999;
Počet obyvatel;2024;Svitavy;20 000 až 49 999;
Počet obyvatel;2024;Svitavy;50 000 až 99 999;
Počet obyvatel;2024;Svitavy;100 000 a více;
Počet obyvatel;2024;Ústí nad Orlicí;Celkem;26320.0
Počet obyvatel;2024;Ústí nad Orlicí;méně než 200;
Počet obyvatel;2024;Ústí nad Orlicí;200 až 499;
Počet obyvatel;2024;Ústí nad Orlicí;500 až 999;
Počet obyvatel;2024;Ústí nad Orlicí;1 000 až 1 9999;
Počet obyvatel;2024;Ústí nad Orlicí;2 000 až 4 999;
Počet obyvatel;2024;Ústí nad Orlicí;5 000 až 9 9999;
Počet obyvatel;2024;Ústí nad Orlicí;10 000 až 19 999;
Počet obyvatel;2024;Ústí nad Orlicí;20 000 až 49 999;
Počet obyvatel;2024;Ústí nad Orlicí;50 000 až 99 999;
Počet obyvatel;2024;Ústí nad Orlicí;100 000 a více;
Počet obyvatel;2024;Vysoké Mýto;Celkem;33009.0
Počet obyvatel;2024;Vysoké Mýto;méně než 200;
Počet obyvatel;2024;Vysoké Mýto;200 až 499;
Počet obyvatel;2024;Vysoké Mýto;500 až 999;
Počet obyvatel;2024;Vysoké Mýto;1 000 až 1 9999;
Počet obyvatel;2024;Vysoké Mýto;2 000 až 4 999;
Počet obyvatel;2024;Vysoké Mýto;5 000 až 9 9999;
Počet obyvatel;2024;Vysoké Mýto;10 000 až 19 999;
Počet obyvatel;2024;Vysoké Mýto;20 000 až 49 999;
Počet obyvatel;2024;Vysoké Mýto;50 000 až 99 999;
Počet obyvatel;2024;Vysoké Mýto;100 000 a více;
Počet obyvatel;2024;Žamberk;Celkem;29493.0
Počet obyvatel;2024;Žamberk;méně než 200;
Počet obyvatel;2024;Žamberk;200 až 499;
Počet obyvatel;2024;Žamberk;500 až 999;
Počet obyvatel;2024;Žamberk;1 000 až 1 9999;
Počet obyvatel;2024;Žamberk;2 000 až 4 999;
Počet obyvatel;2024;Žamberk;5 000 až 9 9999;
Počet obyvatel;2024;Žamberk;10 000 až 19 999;
Počet obyvatel;2024;Žamberk;20 000 až 49 999;
Počet obyvatel;2024;Žamberk;50 000 až 99 999;
Počet obyvatel;2024;Žamberk;100 000 a více;
Počet obyvatel;2024;Bystřice nad Pernštejnem;Celkem;19470.0
Počet obyvatel;2024;Bystřice nad Pernštejnem;méně než 200;
Počet obyvatel;2024;Bystřice nad Pernštejnem;200 až 499;
Počet obyvatel;2024;Bystřice nad Pernštejnem;500 až 999;
Počet obyvatel;2024;Bystřice nad Pernštejnem;1 000 až 1 9999;
Počet obyvatel;2024;Bystřice nad Pernštejnem;2 000 až 4 999;
Počet obyvatel;2024;Bystřice nad Pernštejnem;5 000 až 9 9999;
Počet obyvatel;2024;Bystřice nad Pernštejnem;10 000 až 19 999;
Počet obyvatel;2024;Bystřice nad Pernštejnem;20 000 až 49 999;
Počet obyvatel;2024;Bystřice nad Pernštejnem;50 000 až 99 999;
Počet obyvatel;2024;Bystřice nad Pernštejnem;100 000 a více;
Počet obyvatel;2024;Havlíčkův Brod;Celkem;54527.0
Počet obyvatel;2024;Havlíčkův Brod;méně než 200;
Počet obyvatel;2024;Havlíčkův Brod;200 až 499;
Počet obyvatel;2024;Havlíčkův Brod;500 až 999;
Počet obyvatel;2024;Havlíčkův Brod;1 000 až 1 9999;
Počet obyvatel;2024;Havlíčkův Brod;2 000 až 4 999;
Počet obyvatel;2024;Havlíčkův Brod;5 000 až 9 9999;
Počet obyvatel;2024;Havlíčkův Brod;10 000 až 19 999;
Počet obyvatel;2024;Havlíčkův Brod;20 000 až 49 999;
Počet obyvatel;2024;Havlíčkův Brod;50 000 až 99 999;
Počet obyvatel;2024;Havlíčkův Brod;100 000 a více;
Počet obyvatel;2024;Humpolec;Celkem;18771.0
Počet obyvatel;2024;Humpolec;méně než 200;
Počet obyvatel;2024;Humpolec;200 až 499;
Počet obyvatel;2024;Humpolec;500 až 999;
Počet obyvatel;2024;Humpolec;1 000 až 1 9999;
Počet obyvatel;2024;Humpolec;2 000 až 4 999;
Počet obyvatel;2024;Humpolec;5 000 až 9 9999;
Počet obyvatel;2024;Humpolec;10 000 až 19 999;
Počet obyvatel;2024;Humpolec;20 000 až 49 999;
Počet obyvatel;2024;Humpolec;50 000 až 99 999;
Počet obyvatel;2024;Humpolec;100 000 a více;
Počet obyvatel;2024;Chotěboř;Celkem;21775.0
Počet obyvatel;2024;Chotěboř;méně než 200;
Počet obyvatel;2024;Chotěboř;200 až 499;
Počet obyvatel;2024;Chotěboř;500 až 999;
Počet obyvatel;2024;Chotěboř;1 000 až 1 9999;
Počet obyvatel;2024;Chotěboř;2 000 až 4 999;
Počet obyvatel;2024;Chotěboř;5 000 až 9 9999;
Počet obyvatel;2024;Chotěboř;10 000 až 19 999;
Počet obyvatel;2024;Chotěboř;20 000 až 49 999;
Počet obyvatel;2024;Chotěboř;50 000 až 99 999;
Počet obyvatel;2024;Chotěboř;100 000 a více;
Počet obyvatel;2024;Jihlava;Celkem;105415.0
Počet obyvatel;2024;Jihlava;méně než 200;
Počet obyvatel;2024;Jihlava;200 až 499;
Počet obyvatel;2024;Jihlava;500 až 999;
Počet obyvatel;2024;Jihlava;1 000 až 1 9999;
Počet obyvatel;2024;Jihlava;2 000 až 4 999;
Počet obyvatel;2024;Jihlava;5 000 až 9 9999;
Počet obyvatel;2024;Jihlava;10 000 až 19 999;
Počet obyvatel;2024;Jihlava;20 000 až 49 999;
Počet obyvatel;2024;Jihlava;50 000 až 99 999;
Počet obyvatel;2024;Jihlava;100 000 a více;
Počet obyvatel;2024;Moravské Budějovice;Celkem;22890.0
Počet obyvatel;2024;Moravské Budějovice;méně než 200;
Počet obyvatel;2024;Moravské Budějovice;200 až 499;
Počet obyvatel;2024;Moravské Budějovice;500 až 999;
Počet obyvatel;2024;Moravské Budějovice;1 000 až 1 9999;
Počet obyvatel;2024;Moravské Budějovice;2 000 až 4 999;
Počet obyvatel;2024;Moravské Budějovice;5 000 až 9 9999;
Počet obyvatel;2024;Moravské Budějovice;10 000 až 19 999;
Počet obyvatel;2024;Moravské Budějovice;20 000 až 49 999;
Počet obyvatel;2024;Moravské Budějovice;50 000 až 99 999;
Počet obyvatel;2024;Moravské Budějovice;100 000 a více;
Počet obyvatel;2024;Náměšť nad Oslavou;Celkem;13531.0
Počet obyvatel;2024;Náměšť nad Oslavou;méně než 200;
Počet obyvatel;2024;Náměšť nad Oslavou;200 až 499;
Počet obyvatel;2024;Náměšť nad Oslavou;500 až 999;
Počet obyvatel;2024;Náměšť nad Oslavou;1 000 až 1 9999;
Počet obyvatel;2024;Náměšť nad Oslavou;2 000 až 4 999;
Počet obyvatel;2024;Náměšť nad Oslavou;5 000 až 9 9999;
Počet obyvatel;2024;Náměšť nad Oslavou;10 000 až 19 999;
Počet obyvatel;2024;Náměšť nad Oslavou;20 000 až 49 999;
Počet obyvatel;2024;Náměšť nad Oslavou;50 000 až 99 999;
Počet obyvatel;2024;Náměšť nad Oslavou;100 000 a více;
Počet obyvatel;2024;Nové Město na Moravě;Celkem;19295.0
Počet obyvatel;2024;Nové Město na Moravě;méně než 200;
Počet obyvatel;2024;Nové Město na Moravě;200 až 499;
Počet obyvatel;2024;Nové Město na Moravě;500 až 999;
Počet obyvatel;2024;Nové Město na Moravě;1 000 až 1 9999;
Počet obyvatel;2024;Nové Město na Moravě;2 000 až 4 999;
Počet obyvatel;2024;Nové Město na Moravě;5 000 až 9 9999;
Počet obyvatel;2024;Nové Město na Moravě;10 000 až 19 999;
Počet obyvatel;2024;Nové Město na Moravě;20 000 až 49 999;
Počet obyvatel;2024;Nové Město na Moravě;50 000 až 99 999;
Počet obyvatel;2024;Nové Město na Moravě;100 000 a více;
Počet obyvatel;2024;Pacov;Celkem;9451.0
Počet obyvatel;2024;Pacov;méně než 200;
Počet obyvatel;2024;Pacov;200 až 499;
Počet obyvatel;2024;Pacov;500 až 999;
Počet obyvatel;2024;Pacov;1 000 až 1 9999;
Počet obyvatel;2024;Pacov;2 000 až 4 999;
Počet obyvatel;2024;Pacov;5 000 až 9 9999;
Počet obyvatel;2024;Pacov;10 000 až 19 999;
Počet obyvatel;2024;Pacov;20 000 až 49 999;
Počet obyvatel;2024;Pacov;50 000 až 99 999;
Počet obyvatel;2024;Pacov;100 000 a více;
Počet obyvatel;2024;Pelhřimov;Celkem;45996.0
Počet obyvatel;2024;Pelhřimov;méně než 200;
Počet obyvatel;2024;Pelhřimov;200 až 499;
Počet obyvatel;2024;Pelhřimov;500 až 999;
Počet obyvatel;2024;Pelhřimov;1 000 až 1 9999;
Počet obyvatel;2024;Pelhřimov;2 000 až 4 999;
Počet obyvatel;2024;Pelhřimov;5 000 až 9 9999;
Počet obyvatel;2024;Pelhřimov;10 000 až 19 999;
Počet obyvatel;2024;Pelhřimov;20 000 až 49 999;
Počet obyvatel;2024;Pelhřimov;50 000 až 99 999;
Počet obyvatel;2024;Pelhřimov;100 000 a více;
Počet obyvatel;2024;Světlá nad Sázavou;Celkem;19575.0
Počet obyvatel;2024;Světlá nad Sázavou;méně než 200;
Počet obyvatel;2024;Světlá nad Sázavou;200 až 499;
Počet obyvatel;2024;Světlá nad Sázavou;500 až 999;
Počet obyvatel;2024;Světlá nad Sázavou;1 000 až 1 9999;
Počet obyvatel;2024;Světlá nad Sázavou;2 000 až 4 999;
Počet obyvatel;2024;Světlá nad Sázavou;5 000 až 9 9999;
Počet obyvatel;2024;Světlá nad Sázavou;10 000 až 19 999;
