Území,Ukazatel,Typ indexu,Očištění,CZ NACE,Měsíce,value
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",leden 2023,102.1538006373
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",únor 2023,104.7951271926
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",březen 2023,104.64239773
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",duben 2023,101.5742542188
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",květen 2023,102.1711866727
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",červen 2023,105.3695161208
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",červenec 2023,98.2638557642
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",srpen 2023,103.7234249674
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",září 2023,94.7604726118
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",říjen 2023,107.3420085621
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",listopad 2023,102.321108135
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",prosinec 2023,100.1496406462
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",leden 2024,103.1061186728
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",únor 2024,102.3266936421
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",březen 2024,98.2433506205
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",duben 2024,105.0369857451
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",květen 2024,101.7435195566
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",červen 2024,102.9484268936
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",červenec 2024,107.1602019395
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",srpen 2024,98.5074760839
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",září 2024,103.4975624226
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",říjen 2024,98.9810083699
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",listopad 2024,102.9873772704
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",prosinec 2024,99.73090302
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",leden 2025,102.5447392484
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",únor 2025,101.9866332107
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",březen 2025,104.6244719751
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",duben 2025,103.2913901951
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",květen 2025,101.8397443911
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",červen 2025,103.4704307843
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",červenec 2025,103.4439205772
Česko,Index produkce služeb,Meziroční index,Bez očištění,"69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75)",srpen 2025,100.1445977084
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2015,91.8290726084
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2015,104.229141721
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2015,101.6120959736
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2015,102.8412603041
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2015,102.3026298184
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2015,102.0907925436
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2015,102.8694068279
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2015,102.005938165
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2015,103.3853994044
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2015,96.7008943321
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2015,104.5043070183
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2015,103.4922946455
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2016,109.404461392
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2016,103.0181791894
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2016,99.9148384855
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2016,100.6864680402
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2016,104.2521991078
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2016,105.7737886211
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2016,94.6187797754
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2016,105.0283043173
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2016,105.3274620057
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2016,107.4439538091
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2016,110.1111400477
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2016,101.6848545191
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2017,106.3726626099
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2017,103.2200819594
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2017,110.143818548
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2017,100.0388085673
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2017,104.8925477614
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2017,101.340072359
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2017,104.3137170857
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2017,108.7046546987
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2017,104.2772466445
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2017,107.0223491603
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2017,108.3383681968
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2017,100.2572782781
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2018,104.9964626684
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2018,103.6971031126
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2018,100.5570266227
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2018,102.0139358779
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2018,107.8450927505
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2018,100.2876048992
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2018,111.8797046468
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2018,107.0032875858
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2018,106.9101544465
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2018,108.3975649875
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2018,110.4849649475
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2018,98.2027962758
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2019,105.3617227191
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2019,103.9124067582
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2019,104.2010502431
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2019,121.5057545668
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2019,98.5043079429
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2019,97.3479609345
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2019,103.6122566529
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2019,88.8603457476
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2019,98.8664775955
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2019,93.9550724524
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2019,87.0962904928
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2019,128.9269401559
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2020,100.6330043845
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2020,103.6414072442
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2020,103.3023248792
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2020,94.4628091777
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2020,90.6171603513
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2020,96.4042928783
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2020,98.59002926
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2020,101.7995067627
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2020,103.1129352388
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2020,101.1521727802
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2020,98.7730542679
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2020,88.8104555816
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2021,97.2547532107
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2021,93.6410006346
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2021,94.6566667911
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2021,103.038634445
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2021,114.8422703272
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2021,111.3807513544
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2021,103.4886496494
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2021,112.9843315199
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2021,97.0174774566
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2021,104.7041658715
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2021,114.6381573013
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2021,107.7413692705
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2022,110.4170170671
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2022,104.0955006828
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2022,111.4527377192
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2022,106.1741560297
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2022,107.0411462102
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2022,103.8112175053
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2022,112.5034964964
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2022,101.5976011081
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2022,105.6416996272
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2022,96.4066735891
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2022,101.4302696309
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2022,106.4783289541
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2023,99.2078645738
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2023,105.7543166335
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2023,105.7255936961
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2023,109.3697004142
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2023,107.1722946174
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2023,107.6614888846
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2023,98.7468054279
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2023,100.4408789984
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2023,93.9498955798
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2023,107.3905277777
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2023,103.3686065174
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2023,97.6921958494
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2024,107.8544216091
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2024,99.6622820614
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2024,95.3524762612
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2024,104.0352407091
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2024,96.6540663582
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2024,109.1253438505
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2024,103.2300054893
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2024,98.5408749973
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,září 2024,106.363230879
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,říjen 2024,108.4829353095
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,listopad 2024,100.7122497121
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,prosinec 2024,103.4218089173
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,leden 2025,102.8491126712
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,únor 2025,100.9196203859
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,březen 2025,107.9921795385
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,duben 2025,104.5443030953
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,květen 2025,105.6280154011
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červen 2025,105.5920362412
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,červenec 2025,106.9746302405
Česko,Index produkce služeb,Meziroční index,Bez očištění,69 Právní a účetnické činnosti,srpen 2025,104.1698028828
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,leden 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,únor 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,březen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,duben 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,květen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,červen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,červenec 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,srpen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,září 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,říjen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,listopad 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,prosinec 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,leden 2015,93.6576398792
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,únor 2015,102.7093759793
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,březen 2015,101.4807996335
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,duben 2015,110.8822423639
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,květen 2015,93.3028829076
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,červen 2015,100.7329242987
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,červenec 2015,98.9250013694
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,srpen 2015,104.8695954211
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,září 2015,89.753885791
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,říjen 2015,119.8140582801
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,listopad 2015,104.2015754066
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,prosinec 2015,103.7256794864
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,leden 2016,99.2137715126
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,únor 2016,97.5270678334
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,březen 2016,95.0399135779
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,duben 2016,87.1281097722
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,květen 2016,106.5850261221
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,červen 2016,93.3316173497
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,červenec 2016,91.5979838348
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,srpen 2016,96.8132708578
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,září 2016,85.2993920522
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,říjen 2016,91.5946401482
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,listopad 2016,93.9960978706
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,prosinec 2016,85.7816594121
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,leden 2017,107.3525289316
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,únor 2017,87.3526092457
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,březen 2017,109.9904619993
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,duben 2017,90.6390063245
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,květen 2017,94.0391396361
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,červen 2017,94.5328567611
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,červenec 2017,104.1268400037
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,srpen 2017,93.6061707145
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,září 2017,103.560469209
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,říjen 2017,107.895281247
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,listopad 2017,100.3425369739
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,prosinec 2017,99.7526494888
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,leden 2018,104.1921458931
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,únor 2018,97.9352131384
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,březen 2018,120.5367545053
Česko,Index produkce služeb,Meziroční index,Bez očištění,70.2 Poradenství v oblasti řízení,duben 2018,109.7252195343
