Kraje,Ukazatel,Roky,value
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2058,0.1675653759
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2059,0.0242562908
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2060,-0.101958217
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2061,-0.2096728928
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2062,-0.2996766674
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2063,-0.3726592173
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2064,-0.4293487135
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2065,-0.4714681001
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2066,-0.5013965063
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2067,-0.5209275693
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2068,-0.5307919839
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2069,-0.531177576
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2070,-0.5220711225
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2071,-0.5036643887
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2072,-0.4759652909
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2073,-0.4395194017
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2074,-0.3964006884
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2075,-0.3497277215
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2076,-0.3032382034
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2077,-0.2607578812
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2078,-0.2257832385
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2079,-0.2008746089
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2080,-0.1876620282
Hlavní město Praha,Hrubá míra přirozeného přírůstku (‰),2081,
Hlavní město Praha,Hrubá míra salda migrace (‰),2025,-2.6069173512
Hlavní město Praha,Hrubá míra salda migrace (‰),2026,-2.5595094554
Hlavní město Praha,Hrubá míra salda migrace (‰),2027,-2.5128523253
Hlavní město Praha,Hrubá míra salda migrace (‰),2028,7.7197844012
Hlavní město Praha,Hrubá míra salda migrace (‰),2029,7.7676281648
Hlavní město Praha,Hrubá míra salda migrace (‰),2030,7.8008520246
Hlavní město Praha,Hrubá míra salda migrace (‰),2031,7.820006947
Hlavní město Praha,Hrubá míra salda migrace (‰),2032,7.8248793482
Hlavní město Praha,Hrubá míra salda migrace (‰),2033,7.8133968879
Hlavní město Praha,Hrubá míra salda migrace (‰),2034,7.7855270822
Hlavní město Praha,Hrubá míra salda migrace (‰),2035,7.7413629709
Hlavní město Praha,Hrubá míra salda migrace (‰),2036,7.6817605837
Hlavní město Praha,Hrubá míra salda migrace (‰),2037,7.6097369656
Hlavní město Praha,Hrubá míra salda migrace (‰),2038,7.5273578971
Hlavní město Praha,Hrubá míra salda migrace (‰),2039,7.4349324717
Hlavní město Praha,Hrubá míra salda migrace (‰),2040,7.3335557141
Hlavní město Praha,Hrubá míra salda migrace (‰),2041,7.2252249168
Hlavní město Praha,Hrubá míra salda migrace (‰),2042,7.1122992727
Hlavní město Praha,Hrubá míra salda migrace (‰),2043,6.9969195643
Hlavní město Praha,Hrubá míra salda migrace (‰),2044,6.8807393548
Hlavní město Praha,Hrubá míra salda migrace (‰),2045,6.7647724693
Hlavní město Praha,Hrubá míra salda migrace (‰),2046,6.6491278657
Hlavní město Praha,Hrubá míra salda migrace (‰),2047,6.5333638439
Hlavní město Praha,Hrubá míra salda migrace (‰),2048,6.4180559496
Hlavní město Praha,Hrubá míra salda migrace (‰),2049,6.3057916153
Hlavní město Praha,Hrubá míra salda migrace (‰),2050,6.199072095
Hlavní město Praha,Hrubá míra salda migrace (‰),2051,6.0997002757
Hlavní město Praha,Hrubá míra salda migrace (‰),2052,6.008675727
Hlavní město Praha,Hrubá míra salda migrace (‰),2053,5.9275822705
Hlavní město Praha,Hrubá míra salda migrace (‰),2054,5.8585223921
Hlavní město Praha,Hrubá míra salda migrace (‰),2055,5.8023379019
Hlavní město Praha,Hrubá míra salda migrace (‰),2056,5.7584265113
Hlavní město Praha,Hrubá míra salda migrace (‰),2057,5.7247978687
Hlavní město Praha,Hrubá míra salda migrace (‰),2058,5.6992306923
Hlavní město Praha,Hrubá míra salda migrace (‰),2059,5.6785704791
Hlavní město Praha,Hrubá míra salda migrace (‰),2060,5.6596989773
Hlavní město Praha,Hrubá míra salda migrace (‰),2061,5.6386947498
Hlavní město Praha,Hrubá míra salda migrace (‰),2062,5.6168647301
Hlavní město Praha,Hrubá míra salda migrace (‰),2063,5.5934398333
Hlavní město Praha,Hrubá míra salda migrace (‰),2064,5.5675463617
Hlavní město Praha,Hrubá míra salda migrace (‰),2065,5.5388603803
Hlavní město Praha,Hrubá míra salda migrace (‰),2066,5.5074113577
Hlavní město Praha,Hrubá míra salda migrace (‰),2067,5.4736189827
Hlavní město Praha,Hrubá míra salda migrace (‰),2068,5.4374660141
Hlavní město Praha,Hrubá míra salda migrace (‰),2069,5.3992446286
Hlavní město Praha,Hrubá míra salda migrace (‰),2070,5.3595386282
Hlavní město Praha,Hrubá míra salda migrace (‰),2071,5.3184316042
Hlavní město Praha,Hrubá míra salda migrace (‰),2072,5.2757901076
Hlavní město Praha,Hrubá míra salda migrace (‰),2073,5.2317394337
Hlavní město Praha,Hrubá míra salda migrace (‰),2074,5.186435826
Hlavní město Praha,Hrubá míra salda migrace (‰),2075,5.139665834
Hlavní město Praha,Hrubá míra salda migrace (‰),2076,5.0916157251
Hlavní město Praha,Hrubá míra salda migrace (‰),2077,5.0426292009
Hlavní město Praha,Hrubá míra salda migrace (‰),2078,4.9932690971
Hlavní město Praha,Hrubá míra salda migrace (‰),2079,4.944186919
Hlavní město Praha,Hrubá míra salda migrace (‰),2080,4.8962358219
Hlavní město Praha,Hrubá míra salda migrace (‰),2081,
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2025,-3.0481623937
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2026,-3.0112571083
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2027,-2.9636468685
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2028,7.3117144873
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2029,7.4764164715
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2030,7.6497005923
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2031,7.6709247026
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2032,7.705051403
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2033,7.7483190035
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2034,7.7987057597
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2035,7.8531466187
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2036,7.9082148468
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2037,7.9628855335
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2038,8.0140105607
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2039,8.0568463582
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2040,8.088323148
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2041,8.1057803968
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2042,8.1075029755
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2043,8.0920313368
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2044,8.0585101945
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2045,8.006559611
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2046,7.9354817128
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2047,7.8439266355
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2048,7.7311872225
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2049,7.5984735529
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2050,7.4476862791
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2051,7.2715042054
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2052,7.0801041258
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2053,6.8761299934
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2054,6.6647600737
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2055,6.4523420926
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2056,6.2451838143
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2057,6.0484775171
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2058,5.8667960683
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2059,5.7028267699
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2060,5.5577407603
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2061,5.429021857
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2062,5.3171880627
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2063,5.220780616
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2064,5.1381976481
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2065,5.0673922803
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2066,5.0060148515
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2067,4.9526914134
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2068,4.9066740302
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2069,4.8680670526
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2070,4.8374675057
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2071,4.8147672156
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2072,4.7998248167
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2073,4.792220032
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2074,4.7900351376
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2075,4.7899381126
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2076,4.7883775217
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2077,4.7818713196
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2078,4.7674858586
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2079,4.7433123101
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2080,4.7085737937
Hlavní město Praha,Hrubá míra celkového přírůstku (‰),2081,
Hlavní město Praha,Úhrnná plodnost,2025,1.21575
Hlavní město Praha,Úhrnná plodnost,2026,1.24075
Hlavní město Praha,Úhrnná plodnost,2027,1.26575
Hlavní město Praha,Úhrnná plodnost,2028,1.29075
Hlavní město Praha,Úhrnná plodnost,2029,1.31575
Hlavní město Praha,Úhrnná plodnost,2030,1.34075
Hlavní město Praha,Úhrnná plodnost,2031,1.34075
Hlavní město Praha,Úhrnná plodnost,2032,1.34075
Hlavní město Praha,Úhrnná plodnost,2033,1.34075
Hlavní město Praha,Úhrnná plodnost,2034,1.34075
Hlavní město Praha,Úhrnná plodnost,2035,1.34075
Hlavní město Praha,Úhrnná plodnost,2036,1.34075
Hlavní město Praha,Úhrnná plodnost,2037,1.34075
Hlavní město Praha,Úhrnná plodnost,2038,1.34075
Hlavní město Praha,Úhrnná plodnost,2039,1.34075
Hlavní město Praha,Úhrnná plodnost,2040,1.34075
Hlavní město Praha,Úhrnná plodnost,2041,1.34075
Hlavní město Praha,Úhrnná plodnost,2042,1.34075
Hlavní město Praha,Úhrnná plodnost,2043,1.34075
Hlavní město Praha,Úhrnná plodnost,2044,1.34075
Hlavní město Praha,Úhrnná plodnost,2045,1.34075
Hlavní město Praha,Úhrnná plodnost,2046,1.34075
Hlavní město Praha,Úhrnná plodnost,2047,1.34075
Hlavní město Praha,Úhrnná plodnost,2048,1.34075
Hlavní město Praha,Úhrnná plodnost,2049,1.34075
Hlavní město Praha,Úhrnná plodnost,2050,1.34075
Hlavní město Praha,Úhrnná plodnost,2051,1.34075
Hlavní město Praha,Úhrnná plodnost,2052,1.34075
Hlavní město Praha,Úhrnná plodnost,2053,1.34075
Hlavní město Praha,Úhrnná plodnost,2054,1.34075
Hlavní město Praha,Úhrnná plodnost,2055,1.34075
Hlavní město Praha,Úhrnná plodnost,2056,1.34075
Hlavní město Praha,Úhrnná plodnost,2057,1.34075
Hlavní město Praha,Úhrnná plodnost,2058,1.34075
Hlavní město Praha,Úhrnná plodnost,2059,1.34075
Hlavní město Praha,Úhrnná plodnost,2060,1.34075
Hlavní město Praha,Úhrnná plodnost,2061,1.34075
Hlavní město Praha,Úhrnná plodnost,2062,1.34075
Hlavní město Praha,Úhrnná plodnost,2063,1.34075
Hlavní město Praha,Úhrnná plodnost,2064,1.34075
Hlavní město Praha,Úhrnná plodnost,2065,1.34075
Hlavní město Praha,Úhrnná plodnost,2066,1.34075
Hlavní město Praha,Úhrnná plodnost,2067,1.34075
Hlavní město Praha,Úhrnná plodnost,2068,1.34075
Hlavní město Praha,Úhrnná plodnost,2069,1.34075
Hlavní město Praha,Úhrnná plodnost,2070,1.34075
Hlavní město Praha,Úhrnná plodnost,2071,1.34075
Hlavní město Praha,Úhrnná plodnost,2072,1.34075
Hlavní město Praha,Úhrnná plodnost,2073,1.34075
Hlavní město Praha,Úhrnná plodnost,2074,1.34075
Hlavní město Praha,Úhrnná plodnost,2075,1.34075
Hlavní město Praha,Úhrnná plodnost,2076,1.34075
Hlavní město Praha,Úhrnná plodnost,2077,1.34075
Hlavní město Praha,Úhrnná plodnost,2078,1.34075
Hlavní město Praha,Úhrnná plodnost,2079,1.34075
Hlavní město Praha,Úhrnná plodnost,2080,1.34075
Hlavní město Praha,Úhrnná plodnost,2081,
Hlavní město Praha,Průměrný věk matek při narození dítěte,2025,31.9921335619
Hlavní město Praha,Průměrný věk matek při narození dítěte,2026,32.0223974988
Hlavní město Praha,Průměrný věk matek při narození dítěte,2027,32.0525513055
Hlavní město Praha,Průměrný věk matek při narození dítěte,2028,32.0825955822
Hlavní město Praha,Průměrný věk matek při narození dítěte,2029,32.1125309244
Hlavní město Praha,Průměrný věk matek při narození dítěte,2030,32.1423579236
Hlavní město Praha,Průměrný věk matek při narození dítěte,2031,32.172077167
Hlavní město Praha,Průměrný věk matek při narození dítěte,2032,32.2016892373
Hlavní město Praha,Průměrný věk matek při narození dítěte,2033,32.2311947133
Hlavní město Praha,Průměrný věk matek při narození dítěte,2034,32.2605941695
Hlavní město Praha,Průměrný věk matek při narození dítěte,2035,32.2898881763
Hlavní město Praha,Průměrný věk matek při narození dítěte,2036,32.3190773
Hlavní město Praha,Průměrný věk matek při narození dítěte,2037,32.3481621029
Hlavní město Praha,Průměrný věk matek při narození dítěte,2038,32.3771431433
Hlavní město Praha,Průměrný věk matek při narození dítěte,2039,32.4060209754
Hlavní město Praha,Průměrný věk matek při narození dítěte,2040,32.4347961495
Hlavní město Praha,Průměrný věk matek při narození dítěte,2041,32.4634692122
Hlavní město Praha,Průměrný věk matek při narození dítěte,2042,32.492040706
Hlavní město Praha,Průměrný věk matek při narození dítěte,2043,32.5205111696
Hlavní město Praha,Průměrný věk matek při narození dítěte,2044,32.5488811379
Hlavní město Praha,Průměrný věk matek při narození dítěte,2045,32.5771511422
Hlavní město Praha,Průměrný věk matek při narození dítěte,2046,32.6053217097
Hlavní město Praha,Průměrný věk matek při narození dítěte,2047,32.6333933643
Hlavní město Praha,Průměrný věk matek při narození dítěte,2048,32.6613666259
Hlavní město Praha,Průměrný věk matek při narození dítěte,2049,32.689242011
Hlavní město Praha,Průměrný věk matek při narození dítěte,2050,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2051,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2052,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2053,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2054,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2055,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2056,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2057,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2058,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2059,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2060,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2061,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2062,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2063,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2064,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2065,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2066,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2067,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2068,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2069,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2070,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2071,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2072,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2073,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2074,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2075,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2076,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2077,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2078,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2079,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2080,32.7170200324
Hlavní město Praha,Průměrný věk matek při narození dítěte,2081,
Hlavní město Praha,Naděje dožití při narození - muži,2025,79.233802742
Hlavní město Praha,Naděje dožití při narození - muži,2026,79.4284019717
Hlavní město Praha,Naděje dožití při narození - muži,2027,79.6217589405
Hlavní město Praha,Naděje dožití při narození - muži,2028,79.8138718265
Hlavní město Praha,Naděje dožití při narození - muži,2029,80.0047388145
Hlavní město Praha,Naděje dožití při narození - muži,2030,80.1943581147
Hlavní město Praha,Naděje dožití při narození - muži,2031,80.3827279809
Hlavní město Praha,Naděje dožití při narození - muži,2032,80.5698467269
Hlavní město Praha,Naděje dožití při narození - muži,2033,80.7557127422
Hlavní město Praha,Naděje dožití při narození - muži,2034,80.9403245065
Hlavní město Praha,Naděje dožití při narození - muži,2035,81.123680603
Hlavní město Praha,Naděje dožití při narození - muži,2036,81.3057797313
Hlavní město Praha,Naděje dožití při narození - muži,2037,81.4866207184
Hlavní město Praha,Naděje dožití při narození - muži,2038,81.6662025294
Hlavní město Praha,Naděje dožití při narození - muži,2039,81.8445242774
Hlavní město Praha,Naděje dožití při narození - muži,2040,82.021585232
Hlavní město Praha,Naděje dožití při narození - muži,2041,82.1973848273
Hlavní město Praha,Naděje dožití při narození - muži,2042,82.3719226694
Hlavní město Praha,Naděje dožití při narození - muži,2043,82.5451985423
Hlavní město Praha,Naděje dožití při narození - muži,2044,82.717212414
Hlavní město Praha,Naděje dožití při narození - muži,2045,82.8879644411
Hlavní město Praha,Naděje dožití při narození - muži,2046,83.0574549735
Hlavní město Praha,Naděje dožití při narození - muži,2047,83.2256845576
Hlavní město Praha,Naděje dožití při narození - muži,2048,83.3926539401
Hlavní město Praha,Naděje dožití při narození - muži,2049,83.5583640696
Hlavní město Praha,Naděje dožití při narození - muži,2050,83.722816099
Hlavní město Praha,Naděje dožití při narození - muži,2051,83.8860113872
Hlavní město Praha,Naděje dožití při narození - muži,2052,84.0479514993
Hlavní město Praha,Naděje dožití při narození - muži,2053,84.2086382078
Hlavní město Praha,Naděje dožití při narození - muži,2054,84.3680734921
Hlavní město Praha,Naděje dožití při narození - muži,2055,84.5262595384
Hlavní město Praha,Naděje dožití při narození - muži,2056,84.6831987387
Hlavní město Praha,Naděje dožití při narození - muži,2057,84.8388936899
Hlavní město Praha,Naděje dožití při narození - muži,2058,84.9933471921
Hlavní město Praha,Naděje dožití při narození - muži,2059,85.146562247
Hlavní město Praha,Naděje dožití při narození - muži,2060,85.2985420555
Hlavní město Praha,Naděje dožití při narození - muži,2061,85.4492900156
Hlavní město Praha,Naděje dožití při narození - muži,2062,85.5988097197
Hlavní město Praha,Naděje dožití při narození - muži,2063,85.7471049514
Hlavní město Praha,Naděje dožití při narození - muži,2064,85.8941796829
Hlavní město Praha,Naděje dožití při narození - muži,2065,86.0400380714
Hlavní město Praha,Naděje dožití při narození - muži,2066,86.1846844556
Hlavní město Praha,Naděje dožití při narození - muži,2067,86.3281233523
Hlavní město Praha,Naděje dožití při narození - muži,2068,86.4703594522
Hlavní město Praha,Naděje dožití při narození - muži,2069,86.6113976161
Hlavní město Praha,Naděje dožití při narození - muži,2070,86.7512428713
Hlavní město Praha,Naděje dožití při narození - muži,2071,86.8899004065
Hlavní město Praha,Naděje dožití při narození - muži,2072,87.0273755684
Hlavní město Praha,Naděje dožití při narození - muži,2073,87.1636738567
Hlavní město Praha,Naděje dožití při narození - muži,2074,87.2988009203
Hlavní město Praha,Naděje dožití při narození - muži,2075,87.4327625522
Hlavní město Praha,Naděje dožití při narození - muži,2076,87.5655646852
Hlavní město Praha,Naděje dožití při narození - muži,2077,87.6972133875
Hlavní město Praha,Naděje dožití při narození - muži,2078,87.8277148579
Hlavní město Praha,Naděje dožití při narození - muži,2079,87.9570754211
Hlavní město Praha,Naděje dožití při narození - muži,2080,88.0853015233
Hlavní město Praha,Naděje dožití při narození - muži,2081,
Hlavní město Praha,Naděje dožití při narození - ženy,2025,84.1909636115
Hlavní město Praha,Naděje dožití při narození - ženy,2026,84.3495847096
Hlavní město Praha,Naděje dožití při narození - ženy,2027,84.5070458943
Hlavní město Praha,Naděje dožití při narození - ženy,2028,84.6633486601
Hlavní město Praha,Naděje dožití při narození - ženy,2029,84.8184946332
Hlavní město Praha,Naděje dožití při narození - ženy,2030,84.9724855746
Hlavní město Praha,Naděje dožití při narození - ženy,2031,85.1253233833
Hlavní město Praha,Naděje dožití při narození - ženy,2032,85.2770100992
Hlavní město Praha,Naděje dožití při narození - ženy,2033,85.4275479051
Hlavní město Praha,Naděje dožití při narození - ženy,2034,85.5769391284
Hlavní město Praha,Naděje dožití při narození - ženy,2035,85.7251862424
Hlavní město Praha,Naděje dožití při narození - ženy,2036,85.8722918675
Hlavní město Praha,Naděje dožití při narození - ženy,2037,86.0182587714
Hlavní město Praha,Naděje dožití při narození - ženy,2038,86.1630898697
Hlavní město Praha,Naděje dožití při narození - ženy,2039,86.3067882256
Hlavní město Praha,Naděje dožití při narození - ženy,2040,86.4493570495
Hlavní město Praha,Naděje dožití při narození - ženy,2041,86.5907996982
Hlavní město Praha,Naděje dožití při narození - ženy,2042,86.7311196744
Hlavní město Praha,Naděje dožití při narození - ženy,2043,86.8703206249
Hlavní město Praha,Naděje dožití při narození - ženy,2044,87.0084063395
Hlavní město Praha,Naděje dožití při narození - ženy,2045,87.1453807493
Hlavní město Praha,Naděje dožití při narození - ženy,2046,87.2812479248
Hlavní město Praha,Naděje dožití při narození - ženy,2047,87.4160120738
Hlavní město Praha,Naděje dožití při narození - ženy,2048,87.549677539
Hlavní město Praha,Naděje dožití při narození - ženy,2049,87.6822487962
Hlavní město Praha,Naděje dožití při narození - ženy,2050,87.8137304511
Hlavní město Praha,Naděje dožití při narození - ženy,2051,87.9441272368
Hlavní město Praha,Naděje dožití při narození - ženy,2052,88.0734440115
Hlavní město Praha,Naděje dožití při narození - ženy,2053,88.2016857548
Hlavní město Praha,Naděje dožití při narození - ženy,2054,88.3288575653
Hlavní město Praha,Naděje dožití při narození - ženy,2055,88.4549646572
Hlavní město Praha,Naděje dožití při narození - ženy,2056,88.5800123574
Hlavní město Praha,Naděje dožití při narození - ženy,2057,88.7040061021
Hlavní město Praha,Naděje dožití při narození - ženy,2058,88.8269514332
Hlavní město Praha,Naděje dožití při narození - ženy,2059,88.9488539957
Hlavní město Praha,Naděje dožití při narození - ženy,2060,89.0697195336
Hlavní město Praha,Naděje dožití při narození - ženy,2061,89.1895538869
Hlavní město Praha,Naděje dožití při narození - ženy,2062,89.3083629881
Hlavní město Praha,Naděje dožití při narození - ženy,2063,89.4261528584
Hlavní město Praha,Naděje dožití při narození - ženy,2064,89.5429296047
Hlavní město Praha,Naděje dožití při narození - ženy,2065,89.6586994158
Hlavní město Praha,Naděje dožití při narození - ženy,2066,89.7734685591
Hlavní město Praha,Naděje dožití při narození - ženy,2067,89.8872433771
Hlavní město Praha,Naděje dožití při narození - ženy,2068,90.0000302836
Hlavní město Praha,Naděje dožití při narození - ženy,2069,90.1118357609
Hlavní město Praha,Naděje dožití při narození - ženy,2070,90.2226663556
Hlavní město Praha,Naděje dožití při narození - ženy,2071,90.3325286759
Hlavní město Praha,Naděje dožití při narození - ženy,2072,90.4414293877
Hlavní město Praha,Naděje dožití při narození - ženy,2073,90.5493752116
Hlavní město Praha,Naděje dožití při narození - ženy,2074,90.6563729193
Hlavní město Praha,Naděje dožití při narození - ženy,2075,90.7624293307
Hlavní město Praha,Naděje dožití při narození - ženy,2076,90.8675513101
Hlavní město Praha,Naděje dožití při narození - ženy,2077,90.9717457637
Hlavní město Praha,Naděje dožití při narození - ženy,2078,91.0750196359
Hlavní město Praha,Naděje dožití při narození - ženy,2079,91.1773799064
Hlavní město Praha,Naděje dožití při narození - ženy,2080,91.2788335874
Hlavní město Praha,Naděje dožití při narození - ženy,2081,
