Území,Kumulace čtvrtletí,Odvětví ekonomické činnosti,Ukazatel,value
Česko,Q1-Q2 2025,"M - Profesní, vědecké a technické činnosti",Průměrná hrubá měsíční mzda na fyzické osoby (Kč),57030.7328661445
Česko,Q1-Q2 2025,"M - Profesní, vědecké a technické činnosti",Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),5633.4914744286
Česko,Q1-Q2 2025,"M - Profesní, vědecké a technické činnosti",Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),110.9606883986
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),184.3003983988
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),0.4965011358
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),100.270125467
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),34970.620658533
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2751.7089328807
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),108.5406638074
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),204.5981990865
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),0.663091021
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),100.325148047
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),31501.2514694572
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2462.7911625278
Česko,Q1-Q2 2025,N - Administrativní a podpůrné činnosti,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),108.4811354889
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),294.2470166951
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),1.2405830921
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),100.4233979018
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),48847.0745440467
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2791.6603069219
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.061524694
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),300.5087418089
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),1.1595843415
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),100.3873685001
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),47829.2440757218
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2749.6694816523
Česko,Q1-Q2 2025,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.0995905716
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),350.6478279864
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),6.4973819884
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),101.8879481529
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),43475.6011847435
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2744.649153416
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.7384851484
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),399.5396710648
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),8.7803104126
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),102.2469865848
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),38155.4729852055
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2282.8190733306
Česko,Q1-Q2 2025,P - Vzdělávání,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.3636749011
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),359.7608371284
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),9.7826596298
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),102.7952198905
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),51705.8755786094
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2565.4951916038
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),105.2207475225
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),398.8288420345
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),12.9886832831
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),103.3663378444
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),46640.9324554552
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2067.9133454454
Česko,Q1-Q2 2025,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),104.6393836153
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),51.1161111831
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),0.6015770292
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),101.1908988952
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),42056.2246775312
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),3829.2910789635
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),110.017259347
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),55.3456213258
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),0.7302235468
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),101.3370287072
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na fyzické osoby (Kč),38842.2896890302
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),3485.671933016
Česko,Q1-Q2 2025,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),109.8586124868
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),39.2299092606
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),2.245180778
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),106.070561743
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),35543.5846165441
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),1588.6526549304
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),104.6787095811
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),44.5761770689
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),1.8562491519
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),104.345159841
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),31280.6456495378
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),1884.2023389122
Česko,Q1-Q2 2025,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.4096269028
