Roky;Území;Ukazatel;Pohlaví;value
2022;Česko;Kandidáti;ženy;59448.0
2022;Česko;Kandidáti;muži;118975.0
2022;Česko;Průměrný věk kandidátů (roky);ženy;47.29
2022;Česko;Průměrný věk kandidátů (roky);muži;47.59
2022;Česko;Zvolení zastupitelé;ženy;17162.0
2022;Česko;Zvolení zastupitelé;muži;42066.0
2022;Česko;Průměrný věk zvolených zastupitelů (roky);ženy;47.42
2022;Česko;Průměrný věk zvolených zastupitelů (roky);muži;47.62
