Ukazatel,Území,Typ údaje,Odvětví,Měsíce,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2009,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2009,93.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2010,93.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2010,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2010,92.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2010,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2010,93.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2010,94.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2010,94.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2010,94.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2010,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2010,94.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2010,94.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2010,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2011,95.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2011,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2011,97.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2011,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2011,98.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2011,98.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2011,98.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2011,98.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2011,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2011,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2011,98.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2011,98.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2012,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2012,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2012,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2012,99.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2012,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2012,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2012,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2012,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2012,99.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2012,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2012,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2012,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2013,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2013,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2013,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2013,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2013,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2013,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2013,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2013,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2013,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2013,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2013,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2013,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2014,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2014,101.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2014,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2014,101.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2014,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2014,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2014,101.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2014,101.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2014,101.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2014,101.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2014,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2015,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2015,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2015,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2015,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2015,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2015,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2015,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2015,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2015,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2015,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2015,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2015,98.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2016,98.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2016,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2016,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2016,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2016,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2016,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2016,98.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2016,98.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2016,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2016,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2016,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2016,98.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2017,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2017,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2017,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2017,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2017,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2017,99.5
