Stát;Kumulace měsíců;Ukazatel;Směr výstavby;value
Česko;01-08 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;14392.0
Česko;01-08 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;72552.0
Česko;01-08 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;36319.0
Česko;01-08 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;36233.0
Česko;01-08 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-08 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-08 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-07 2016;Počet stavebních povolení v ČR;Celkem;46709.0
Česko;01-07 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-07 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-07 2016;Počet vydaných stavebních povolení - budovy;Celkem;27782.0
Česko;01-07 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;11883.0
Česko;01-07 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;15899.0
Česko;01-07 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;17382.0
Česko;01-07 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;8132.0
Česko;01-07 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;9250.0
Česko;01-07 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;10400.0
Česko;01-07 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;3751.0
Česko;01-07 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;6649.0
Česko;01-07 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-07 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-07 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-07 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;163707.0
Česko;01-07 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-07 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-07 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;107670.0
Česko;01-07 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;64519.0
Česko;01-07 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;43151.0
Česko;01-07 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;46077.0
Česko;01-07 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;33896.0
Česko;01-07 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;12181.0
Česko;01-07 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;61593.0
Česko;01-07 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;30623.0
Česko;01-07 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;30970.0
Česko;01-07 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-07 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-07 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-06 2016;Počet stavebních povolení v ČR;Celkem;39696.0
Česko;01-06 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-06 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-06 2016;Počet vydaných stavebních povolení - budovy;Celkem;23499.0
Česko;01-06 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;10016.0
Česko;01-06 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;13483.0
Česko;01-06 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;14700.0
Česko;01-06 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;6857.0
Česko;01-06 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;7843.0
Česko;01-06 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;8799.0
Česko;01-06 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;3159.0
Česko;01-06 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;5640.0
Česko;01-06 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-06 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-06 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-06 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;141570.0
Česko;01-06 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-06 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-06 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;92752.0
Česko;01-06 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;55756.0
Česko;01-06 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;36996.0
Česko;01-06 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;39195.0
Česko;01-06 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;28905.0
Česko;01-06 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;10290.0
Česko;01-06 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;53557.0
Česko;01-06 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;26851.0
Česko;01-06 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;26706.0
Česko;01-06 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-06 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-06 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-05 2016;Počet stavebních povolení v ČR;Celkem;32464.0
Česko;01-05 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-05 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-05 2016;Počet vydaných stavebních povolení - budovy;Celkem;19165.0
Česko;01-05 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;8002.0
Česko;01-05 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;11163.0
Česko;01-05 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;11912.0
Česko;01-05 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;5444.0
Česko;01-05 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;6468.0
Česko;01-05 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;7253.0
Česko;01-05 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;2558.0
Česko;01-05 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;4695.0
Česko;01-05 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-05 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-05 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-05 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;118207.0
Česko;01-05 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-05 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-05 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;79093.0
Česko;01-05 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;48287.0
Česko;01-05 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;30806.0
Česko;01-05 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;32114.0
Česko;01-05 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;23748.0
Česko;01-05 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;8366.0
Česko;01-05 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;46979.0
Česko;01-05 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;24539.0
Česko;01-05 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;22440.0
Česko;01-05 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-05 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-05 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-04 2016;Počet stavebních povolení v ČR;Celkem;24557.0
Česko;01-04 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-04 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-04 2016;Počet vydaných stavebních povolení - budovy;Celkem;14349.0
Česko;01-04 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;5853.0
Česko;01-04 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;8496.0
Česko;01-04 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;8860.0
Česko;01-04 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;3966.0
Česko;01-04 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;4894.0
Česko;01-04 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;5489.0
Česko;01-04 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;1887.0
Česko;01-04 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;3602.0
Česko;01-04 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-04 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-04 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-04 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;87420.0
Česko;01-04 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-04 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-04 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;56118.0
Česko;01-04 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;34119.0
Česko;01-04 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;21999.0
Česko;01-04 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;24017.0
Česko;01-04 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;17754.0
Česko;01-04 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;6263.0
Česko;01-04 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;32101.0
Česko;01-04 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;16365.0
Česko;01-04 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;15736.0
Česko;01-04 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-04 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-04 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-03 2016;Počet stavebních povolení v ČR;Celkem;17438.0
Česko;01-03 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-03 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-03 2016;Počet vydaných stavebních povolení - budovy;Celkem;10093.0
Česko;01-03 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;3982.0
Česko;01-03 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;6111.0
Česko;01-03 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;6145.0
Česko;01-03 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;2641.0
Česko;01-03 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;3504.0
Česko;01-03 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;3948.0
Česko;01-03 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;1341.0
Česko;01-03 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;2607.0
Česko;01-03 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-03 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-03 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-03 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;56362.0
Česko;01-03 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-03 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-03 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;38281.0
Česko;01-03 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;21601.0
Česko;01-03 2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;16680.0
Česko;01-03 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;16162.0
Česko;01-03 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;11734.0
Česko;01-03 2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4428.0
Česko;01-03 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;22119.0
Česko;01-03 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;9867.0
Česko;01-03 2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;12252.0
Česko;01-03 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-03 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-03 2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-02 2016;Počet stavebních povolení v ČR;Celkem;11064.0
Česko;01-02 2016;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-02 2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-02 2016;Počet vydaných stavebních povolení - budovy;Celkem;6313.0
Česko;01-02 2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;2427.0
Česko;01-02 2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3886.0
Česko;01-02 2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;3740.0
Česko;01-02 2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;1566.0
Česko;01-02 2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2174.0
Česko;01-02 2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;2573.0
Česko;01-02 2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;861.0
Česko;01-02 2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1712.0
Česko;01-02 2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-02 2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-02 2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-02 2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;38310.0
