Ukazatel;Území;Roky;value
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Kraj Vysočina;2006;12296.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Kraj Vysočina;2005;9141.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Kraj Vysočina;2004;8355.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Kraj Vysočina;2003;8656.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Kraj Vysočina;2002;8560.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Kraj Vysočina;2001;8720.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Kraj Vysočina;2000;7375.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Kraj Vysočina;1999;7107.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Kraj Vysočina;1998;7057.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2023;49314.11
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2022;54359.788
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2021;43178.021
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2020;41460.204
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2019;37733.054
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2018;32859.449
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2017;27103.874
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2016;25752.833
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2015;35962.61
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2014;27775.878
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2013;25715.6
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2012;26775.482
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2011;25774.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2010;30544.996
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2009;33173.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2008;37207.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2007;31229.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2006;33574.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2005;27728.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2004;28344.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2003;24817.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2002;21359.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2001;18807.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;2000;18207.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;1999;19358.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Jihomoravský kraj;1998;21506.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2023;21349.223
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2022;25210.104
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2021;20247.31
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2020;19160.448
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2019;17313.56
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2018;15009.901
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2017;12218.266
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2016;11545.214
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2015;13361.07
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2014;10362.106
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2013;11920.228
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2012;12760.48
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2011;10743.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2010;12783.613
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2009;13557.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2008;15564.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2007;19120.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2006;16078.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2005;13520.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2004;12394.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2003;10564.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2002;13856.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2001;15842.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;2000;12676.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;1999;9909.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Olomoucký kraj;1998;11831.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2023;20194.006
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2022;18926.984
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2021;13958.247
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2020;12315.135
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2019;12524.103
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2018;10551.925
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2017;9072.824
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2016;8769.78
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2015;9186.301
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2014;9831.795
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2013;9285.465
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2012;9399.007
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2011;9991.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2010;12209.632
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2009;12333.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2008;13054.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2007;11904.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2006;11853.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2005;10238.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2004;9800.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2003;9455.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2002;8356.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2001;8003.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;2000;9186.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;1999;8977.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Zlínský kraj;1998;7098.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2023;35632.006
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2022;38698.118
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2021;33748.648
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2020;25537.7
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2019;27166.379
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2018;24404.778
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2017;18841.461
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2016;20887.587
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2015;26251.156
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2014;23491.405
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2013;23231.899
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2012;26151.674
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2011;30787.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2010;31034.738
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2009;32055.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2008;36844.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2007;33397.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2006;27049.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2005;26193.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2004;28035.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2003;22595.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2002;22278.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2001;21137.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;2000;16177.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;1999;16672.0
"Stavební práce ""S"" v tuzemsku (mil. Kč, b.c.)";Moravskoslezský kraj;1998;16998.0
