Stát;Roky;Ukazatel;Směr výstavby;value
Česko;2014;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;249836.0
Česko;2014;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;2014;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2014;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;148859.0
Česko;2014;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;92330.0
Česko;2014;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;56529.0
Česko;2014;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;76704.0
Česko;2014;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;55306.0
Česko;2014;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;21398.0
Česko;2014;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;72155.0
Česko;2014;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;37024.0
Česko;2014;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;35131.0
Česko;2014;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2014;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2014;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2013;Počet stavebních povolení v ČR;Celkem;84864.0
Česko;2013;Počet stavebních povolení v ČR;Nová výstavba;
Česko;2013;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;2013;Počet vydaných stavebních povolení - budovy;Celkem;48404.0
Česko;2013;Počet vydaných stavebních povolení - budovy;Nová výstavba;18876.0
Česko;2013;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;29528.0
Česko;2013;Počet vydaných stavebních povolení - budovy bytové;Celkem;29475.0
Česko;2013;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;11880.0
Česko;2013;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;17595.0
Česko;2013;Počet vydaných stavebních povolení - budovy nebytové;Celkem;18929.0
Česko;2013;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;6996.0
Česko;2013;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;11933.0
Česko;2013;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;2013;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;2013;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;2013;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;257735.0
Česko;2013;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;2013;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2013;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;151107.0
Česko;2013;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;90617.0
Česko;2013;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;60490.0
Česko;2013;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;72348.0
Česko;2013;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;51007.0
Česko;2013;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;21341.0
Česko;2013;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;78759.0
Česko;2013;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;39610.0
Česko;2013;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;39149.0
Česko;2013;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2013;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2013;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2012;Počet stavebních povolení v ČR;Celkem;97764.0
Česko;2012;Počet stavebních povolení v ČR;Nová výstavba;
Česko;2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;2012;Počet vydaných stavebních povolení - budovy;Celkem;54818.0
Česko;2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;21051.0
Česko;2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;33767.0
Česko;2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;34006.0
Česko;2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;13339.0
Česko;2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;20667.0
Česko;2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;20812.0
Česko;2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;7712.0
Česko;2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;13100.0
Česko;2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;318497.0
Česko;2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;185574.0
Česko;2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;114148.0
Česko;2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;71426.0
Česko;2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;81462.0
Česko;2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;56371.0
Česko;2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;25091.0
Česko;2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;104112.0
Česko;2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;57777.0
Česko;2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;46335.0
Česko;2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2011;Počet stavebních povolení v ČR;Celkem;107231.0
Česko;2011;Počet stavebních povolení v ČR;Nová výstavba;
Česko;2011;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;2011;Počet vydaných stavebních povolení - budovy;Celkem;61421.0
Česko;2011;Počet vydaných stavebních povolení - budovy;Nová výstavba;23522.0
Česko;2011;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;37899.0
Česko;2011;Počet vydaných stavebních povolení - budovy bytové;Celkem;39656.0
Česko;2011;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;15853.0
Česko;2011;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;23803.0
Česko;2011;Počet vydaných stavebních povolení - budovy nebytové;Celkem;21765.0
Česko;2011;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;7669.0
Česko;2011;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;14096.0
Česko;2011;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;2011;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;2011;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;2011;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;339937.0
Česko;2011;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;2011;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2011;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;196690.0
Česko;2011;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;120850.0
Česko;2011;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;75840.0
Česko;2011;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;97222.0
Česko;2011;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;67763.0
Česko;2011;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;29459.0
Česko;2011;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;99468.0
Česko;2011;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;53087.0
Česko;2011;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;46381.0
Česko;2011;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2011;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2011;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2010;Počet stavebních povolení v ČR;Celkem;105743.0
Česko;2010;Počet stavebních povolení v ČR;Nová výstavba;
Česko;2010;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;2010;Počet vydaných stavebních povolení - budovy;Celkem;60002.0
Česko;2010;Počet vydaných stavebních povolení - budovy;Nová výstavba;22832.0
Česko;2010;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;37170.0
Česko;2010;Počet vydaných stavebních povolení - budovy bytové;Celkem;39158.0
Česko;2010;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;15553.0
Česko;2010;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;23605.0
Česko;2010;Počet vydaných stavebních povolení - budovy nebytové;Celkem;20844.0
Česko;2010;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;7279.0
Česko;2010;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;13565.0
Česko;2010;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;2010;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;2010;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;398839.0
Česko;2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;213409.0
Česko;2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;130698.0
Česko;2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;82711.0
Česko;2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;95473.0
Česko;2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;64954.0
Česko;2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;30519.0
Česko;2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;117936.0
Česko;2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;65744.0
Česko;2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;52192.0
Česko;2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2009;Počet stavebních povolení v ČR;Celkem;112674.0
Česko;2009;Počet stavebních povolení v ČR;Nová výstavba;63150.0
Česko;2009;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;2009;Počet vydaných stavebních povolení - budovy;Celkem;64078.0
Česko;2009;Počet vydaných stavebních povolení - budovy;Nová výstavba;25104.0
Česko;2009;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;38974.0
Česko;2009;Počet vydaných stavebních povolení - budovy bytové;Celkem;41954.0
Česko;2009;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;17555.0
Česko;2009;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;24399.0
Česko;2009;Počet vydaných stavebních povolení - budovy nebytové;Celkem;22124.0
Česko;2009;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;7549.0
Česko;2009;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;14575.0
Česko;2009;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;2009;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;2009;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;407611.0
Česko;2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;265200.0
Česko;2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;228545.0
Česko;2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;138360.0
Česko;2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;90185.0
Česko;2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;112000.0
Česko;2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;84074.0
Česko;2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;27926.0
Česko;2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;116545.0
Česko;2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;54286.0
Česko;2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;62259.0
Česko;2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2008;Počet stavebních povolení v ČR;Celkem;122242.0
Česko;2008;Počet stavebních povolení v ČR;Nová výstavba;70529.0
Česko;2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;2008;Počet vydaných stavebních povolení - budovy;Celkem;69793.0
Česko;2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;28766.0
Česko;2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;41027.0
Česko;2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;47389.0
Česko;2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;20545.0
Česko;2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;26844.0
Česko;2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;22404.0
Česko;2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;8221.0
Česko;2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;14183.0
Česko;2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;390836.0
Česko;2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;269457.0
Česko;2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;254248.0
Česko;2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;174328.0
Česko;2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;79920.0
Česko;2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;121822.0
Česko;2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;93801.0
Česko;2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;28021.0
Česko;2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;132426.0
Česko;2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;80527.0
Česko;2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;51899.0
Česko;2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2007;Počet stavebních povolení v ČR;Celkem;117384.0
Česko;2007;Počet stavebních povolení v ČR;Nová výstavba;66020.0
Česko;2007;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;2007;Počet vydaných stavebních povolení - budovy;Celkem;67876.0
Česko;2007;Počet vydaných stavebních povolení - budovy;Nová výstavba;27326.0
Česko;2007;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;40550.0
Česko;2007;Počet vydaných stavebních povolení - budovy bytové;Celkem;47298.0
Česko;2007;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;19414.0
Česko;2007;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;27884.0
Česko;2007;Počet vydaných stavebních povolení - budovy nebytové;Celkem;20578.0
Česko;2007;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;7912.0
Česko;2007;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;12666.0
Česko;2007;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;2007;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;2007;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;357708.0
Česko;2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;242380.0
Česko;2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;239834.0
Česko;2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;169399.0
Česko;2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;70435.0
Česko;2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;116032.0
Česko;2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;88380.0
Česko;2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;27652.0
Česko;2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;123802.0
Česko;2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;81019.0
Česko;2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;42783.0
Česko;2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2006;Počet stavebních povolení v ČR;Celkem;135391.0
Česko;2006;Počet stavebních povolení v ČR;Nová výstavba;71318.0
Česko;2006;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;2006;Počet vydaných stavebních povolení - budovy;Celkem;74280.0
Česko;2006;Počet vydaných stavebních povolení - budovy;Nová výstavba;27784.0
Česko;2006;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;46496.0
Česko;2006;Počet vydaných stavebních povolení - budovy bytové;Celkem;49777.0
Česko;2006;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;18448.0
Česko;2006;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;31329.0
Česko;2006;Počet vydaných stavebních povolení - budovy nebytové;Celkem;24503.0
Česko;2006;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;9336.0
Česko;2006;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;15167.0
Česko;2006;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;2006;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;2006;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;2006;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;360945.0
Česko;2006;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;227993.0
Česko;2006;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2006;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;238887.0
Česko;2006;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;151649.0
Česko;2006;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;87238.0
Česko;2006;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;111444.0
Česko;2006;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;83336.0
Česko;2006;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;28108.0
Česko;2006;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;127443.0
Česko;2006;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;68313.0
Česko;2006;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;59130.0
Česko;2006;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2006;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2006;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2005;Počet stavebních povolení v ČR;Celkem;142941.0
Česko;2005;Počet stavebních povolení v ČR;Nová výstavba;74513.0
Česko;2005;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;2005;Počet vydaných stavebních povolení - budovy;Celkem;73642.0
Česko;2005;Počet vydaných stavebních povolení - budovy;Nová výstavba;26714.0
Česko;2005;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;46928.0
Česko;2005;Počet vydaných stavebních povolení - budovy bytové;Celkem;47974.0
Česko;2005;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;16614.0
Česko;2005;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;31360.0
Česko;2005;Počet vydaných stavebních povolení - budovy nebytové;Celkem;25668.0
Česko;2005;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;10100.0
Česko;2005;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;15568.0
Česko;2005;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;2005;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;2005;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;2005;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;325824.0
Česko;2005;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;211331.0
Česko;2005;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;2005;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;205875.0
Česko;2005;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;135392.0
Česko;2005;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;70483.0
Česko;2005;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;97259.0
Česko;2005;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;73688.0
Česko;2005;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;23571.0
Česko;2005;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;108616.0
Česko;2005;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;61704.0
Česko;2005;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;46912.0
Česko;2005;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;2005;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;2005;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
