Území;Ukazatel;Typ ceny;Očištění;CZCPA;Čtvrtletí;value
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2015;32991.678067
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2015;28365.188742
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2015;27519.220561
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2015;27402.523182
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2014;27995.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2014;25889.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2014;25716.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2014;26138.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2013;25477.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2013;23840.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2013;22355.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2013;22672.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2012;24163.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2012;21461.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2012;21003.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2012;20441.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2011;19908.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2011;16993.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2011;16363.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2011;16759.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2010;16613.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2010;15544.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2010;15082.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2010;14897.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2009;14574.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2009;13829.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2009;13271.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2009;13517.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2008;15308.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2008;15344.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2008;15294.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2008;15527.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2007;15878.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2007;14731.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2007;13755.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2007;12614.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2006;12999.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2006;12154.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2006;12065.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2006;11803.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;4. čtvrtletí 2005;12539.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;3. čtvrtletí 2005;12144.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;2. čtvrtletí 2005;11447.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;10 Potravinářské výrobky, vč. souvisejících služeb a prací;1. čtvrtletí 2005;9890.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2025;5288.340876
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2024;5884.181882
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2024;6877.535799
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2024;6937.740284
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2024;5456.461339
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2023;5210.458348
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2023;5872.179043
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2023;6227.341986
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2023;4821.926659
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2022;4716.738653
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2022;5217.74996
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2022;5167.003074
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2022;3991.397934
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2021;4164.512877
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2021;4936.067447
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2021;4968.039111
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2021;3685.189646
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2020;3835.888785
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2020;4764.896816
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2020;4037.58104
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2020;3770.437973
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2019;4375.557791
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2019;4905.669449
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2019;5050.446641
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2019;4095.409206
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2018;4187.694762
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2018;4745.152066
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2018;4958.410812
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2018;3577.372628
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2017;3866.202414
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2017;4245.750615
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2017;4744.931654
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2017;3811.328272
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2016;4035.999917
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2016;4566.130748
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2016;4848.579349
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2016;3610.3702
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2015;4033.882804
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2015;4859.753363
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2015;4734.786548
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2015;3705.508851
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2014;3937.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2014;4317.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2014;4609.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2014;3598.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2013;3583.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2013;3764.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2013;4092.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2013;3188.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2012;3146.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2012;3441.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2012;3614.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2012;2473.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2011;2488.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2011;2697.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2011;3229.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2011;2438.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2010;2456.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2010;2991.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2010;3128.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2010;2446.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2009;2641.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2009;3129.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2009;3704.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2009;2497.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2008;2639.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2008;3084.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2008;3493.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2008;2735.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2007;2689.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2007;3052.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2007;3296.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2007;2424.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2006;2386.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2006;2634.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2006;2659.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2006;1765.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;4. čtvrtletí 2005;2101.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;3. čtvrtletí 2005;2395.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;2. čtvrtletí 2005;2311.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;11 Nápoje, vč. subdodavatelských prací;1. čtvrtletí 2005;1584.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2025;790.059929
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2024;572.085198
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2024;541.741024
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2024;588.386618
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2024;448.961178
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2023;387.707427
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2023;338.30299
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2023;361.873379
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2023;412.766245
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2022;461.714661
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2022;422.242971
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2022;544.40204
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2022;350.165918
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2021;373.709682
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2021;458.159257
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2021;429.159641
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2021;349.215087
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2020;384.552999
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2020;468.621876
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2020;381.538342
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2020;388.550837
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2019;267.281508
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2019;388.244387
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2019;399.433771
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2019;380.367516
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2018;324.231089
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2018;429.678406
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2018;423.916795
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2018;303.292594
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2017;433.748445
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2017;393.205217
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2017;385.054397
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2017;365.757386
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2016;260.623865
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2016;367.511674
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2016;309.960186
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2016;345.851635
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2015;361.800286
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2015;369.312864
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2015;401.999693
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2015;351.277811
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2014;3430.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2014;3567.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2014;3554.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2014;2482.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2013;2529.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2013;2655.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;2. čtvrtletí 2013;2713.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;1. čtvrtletí 2013;2230.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;4. čtvrtletí 2012;2405.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;12 Tabákové výrobky, vč. subdodavatelských prací;3. čtvrtletí 2012;2252.0
