Území;Ukazatel;Typ ceny;Očištění;CZCPA;Čtvrtletí;value
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2011;9098.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2011;8619.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2011;8235.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2011;8989.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2010;7888.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2010;8801.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2010;7424.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2010;7118.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2009;8271.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2009;7020.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2009;10768.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2009;11313.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2008;9890.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2008;8216.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2008;8592.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2008;10020.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2007;10366.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2007;7426.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2007;8594.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2007;8278.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2006;8075.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2006;7463.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2006;6447.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2006;7198.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2005;5587.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2005;4615.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2005;6195.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;30 Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2005;5790.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2025;7750.702773
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2024;8280.585607
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2024;8069.518367
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2024;7923.466544
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2024;7291.297739
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2023;7852.909558
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2023;7184.190216
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2023;8321.671985
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2023;9211.847648
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2022;8812.29368
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2022;8699.96252
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2022;9556.886295
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2022;9336.018663
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2021;9149.152575
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2021;8834.4766
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2021;8374.243142
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2021;7948.410511
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2020;8843.75
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2020;7931.833542
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2020;7593.44766
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2020;7510.116959
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2019;7612.346595
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2019;6911.702356
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2019;6861.507968
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2019;7095.233371
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2018;7166.479967
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2018;6651.482625
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2018;6920.570908
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2018;6379.257762
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2017;6641.066326
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2017;6234.708987
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2017;6716.329645
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2017;6840.109919
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2016;6792.776226
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2016;6619.380544
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2016;6798.21637
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2016;6401.588918
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2015;6568.431803
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2015;5826.855777
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2015;5800.998481
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2015;5855.732193
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2014;15494.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2014;15580.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2014;15702.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2014;15467.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2013;14135.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2013;13483.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2013;12915.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2013;12411.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2012;10753.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2012;10442.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2012;11248.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2012;12034.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2011;12089.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2011;11630.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2011;12289.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2011;12213.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2010;11800.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2010;10651.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2010;11353.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2010;10968.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2009;10455.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2009;9911.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2009;9838.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2009;9932.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2008;10113.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2008;10842.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2008;12603.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2008;12723.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2007;12287.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2007;11194.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2007;12224.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2007;12491.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2006;11285.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2006;10176.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2006;11801.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2006;12096.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;4. čtvrtletí 2005;12588.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;3. čtvrtletí 2005;11527.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;2. čtvrtletí 2005;12402.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;31 Nábytek, vč. souvisejících služeb a prací;1. čtvrtletí 2005;11881.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2025;26974.39038
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2024;28706.758692
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2024;26223.548347
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2024;26781.235922
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2024;25421.839736
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2023;26151.485125
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2023;23122.71848
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2023;25355.874964
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2023;23695.709768
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2022;26036.978976
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2022;23747.044111
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2022;24807.755279
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2022;23428.556931
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2021;24769.021341
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2021;22376.008002
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2021;22466.677848
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2021;21033.252169
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2020;22796.593923
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2020;22261.664166
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2020;19323.009223
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2020;19132.073298
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2019;23395.36208
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2019;21103.25752
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2019;18381.481418
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2019;19322.44089
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2018;22302.161947
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2018;19408.136005
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2018;18784.93889
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2018;18555.166047
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2017;21247.468803
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2017;18249.590028
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2017;18127.238649
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2017;18110.47321
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2016;20179.890695
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2016;18848.074814
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2016;18285.115807
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2016;17779.433375
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2015;19197.190848
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2015;17402.815529
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2015;16528.38841
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2015;16072.085488
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2014;20119.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2014;18335.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2014;17276.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2014;17552.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2013;18308.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2013;16467.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2013;14864.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2013;14539.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2012;15006.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;3. čtvrtletí 2012;13208.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;2. čtvrtletí 2012;12412.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;1. čtvrtletí 2012;12292.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;32 Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;4. čtvrtletí 2011;14010.0
