Území;Kumulace čtvrtletí;Ukazatel;value
Česko;Q1-Q2 2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.5387944953
Česko;Q1-Q2 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);37291.4723789772
Česko;Q1-Q2 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2474.2846084073
Česko;Q1-Q2 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.1065033302
Česko;Q1-Q2 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4165.6270171553
Česko;Q1-Q2 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);-16.5235859202
Česko;Q1-Q2 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.6049021786
Česko;Q1-Q2 2021;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);35654.4417470478
Česko;Q1-Q2 2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2343.5594247861
Česko;Q1-Q2 2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.035416841
Česko;Q1-Q3 2021;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3989.6632385949
Česko;Q1-Q3 2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);1.2487009973
Česko;Q1-Q3 2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.0313082049
Česko;Q1-Q3 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);37493.8004645291
Česko;Q1-Q3 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2293.0652897242
Česko;Q1-Q3 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);106.5142539732
Česko;Q1-Q3 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4173.9031626595
Česko;Q1-Q3 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);4.0802979764
Česko;Q1-Q3 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.097853029
Česko;Q1-Q3 2021;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);35838.7896314372
Česko;Q1-Q3 2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2169.4639882764
Česko;Q1-Q3 2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.4434435405
Česko;Q1-Q4 2021;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4000.8767241984
Česko;Q1-Q4 2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);8.6889219008
Česko;Q1-Q4 2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.2176481251
Česko;Q1-Q4 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);38277.0715199885
Česko;Q1-Q4 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2100.7459647909
Česko;Q1-Q4 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);105.8069633456
Česko;Q1-Q4 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4186.2407235196
Česko;Q1-Q4 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);12.938714126
Česko;Q1-Q4 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.3100354131
Česko;Q1-Q4 2021;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);36582.1878456254
Česko;Q1-Q4 2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1975.8532721079
Česko;Q1-Q4 2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);105.7095132913
Česko;Q1 2022;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3990.4537021187
Česko;Q1 2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);20.0074297357
Česko;Q1 2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.5039088395
Česko;Q1 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);37691.3807346825
Česko;Q1 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1887.282186505
Česko;Q1 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);105.2711344875
Česko;Q1 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4185.0546898963
Česko;Q1 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);31.7276078198
Česko;Q1 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.7639082401
Česko;Q1 2022;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);35938.7680533291
Česko;Q1 2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1711.2086034313
Česko;Q1 2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.9995051676
Česko;Q1-Q2 2022;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4010.2920100064
Česko;Q1-Q2 2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);27.5287574935
Česko;Q1-Q2 2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.6911974363
Česko;Q1-Q2 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);38713.558105632
Česko;Q1-Q2 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1422.0857266548
Česko;Q1-Q2 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.8134341069
Česko;Q1-Q2 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4204.8297286175
Česko;Q1-Q2 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);39.2027114622
Česko;Q1-Q2 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.9410998945
Česko;Q1-Q2 2022;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);36922.4636358773
Česko;Q1-Q2 2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1268.0218888295
Česko;Q1-Q2 2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.5564205375
Česko;Q1-Q3 2022;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4017.1497649039
Česko;Q1-Q3 2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);27.486526309
Česko;Q1-Q3 2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.6889435189
Česko;Q1-Q3 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);38938.511395696
Česko;Q1-Q3 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1444.7109311669
Česko;Q1-Q3 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.8531994977
Česko;Q1-Q3 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4211.3837426189
Česko;Q1-Q3 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);37.4805799594
Česko;Q1-Q3 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.8979743539
Česko;Q1-Q3 2022;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);37142.6213944725
Česko;Q1-Q3 2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1303.8317630353
Česko;Q1-Q3 2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.638046308
Česko;Q1-Q4 2022;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4029.3663709287
Česko;Q1-Q4 2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);28.4896467302
Česko;Q1-Q4 2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.7120850927
Česko;Q1-Q4 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);39932.3037334943
Česko;Q1-Q4 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1655.2322135058
Česko;Q1-Q4 2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.324343916
Česko;Q1-Q4 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4224.4780608424
Česko;Q1-Q4 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);38.2373373228
Česko;Q1-Q4 2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.9134051252
Česko;Q1-Q4 2022;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);38087.99086185
Česko;Q1-Q4 2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1505.8030162246
Česko;Q1-Q4 2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.1162191353
Česko;Q1 2023;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4009.5245318775
Česko;Q1 2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);19.0708297588
Česko;Q1 2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.4779113149
Česko;Q1 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);41057.6128975968
Česko;Q1 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);3366.2321629143
Česko;Q1 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.9310396629
Česko;Q1 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4208.579208496
Česko;Q1 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);23.5245185997
Česko;Q1 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.5621077941
Česko;Q1 2023;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);39115.6962903099
Česko;Q1 2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);3176.9282369808
Česko;Q1 2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.8398362244
Česko;Q1-Q2 2023;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4018.0669480991
Česko;Q1-Q2 2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);7.7749380926
Česko;Q1-Q2 2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.1938746125
Česko;Q1-Q2 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);42059.5758763848
Česko;Q1-Q2 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);3346.0177707528
Česko;Q1-Q2 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.6430127699
Česko;Q1-Q2 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4218.2982694487
Česko;Q1-Q2 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);13.4685408312
Česko;Q1-Q2 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.3203112064
Česko;Q1-Q2 2023;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);40063.1204540344
Česko;Q1-Q2 2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);3140.6568181571
Česko;Q1-Q2 2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.5060868341
Česko;Q1-Q3 2023;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4017.5013370601
Česko;Q1-Q3 2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);0.3515721561
Česko;Q1-Q3 2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.0087517812
Česko;Q1-Q3 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);42185.9680038147
Česko;Q1-Q3 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);3247.4566081187
Česko;Q1-Q3 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.3399608555
Česko;Q1-Q3 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4218.1885863878
Česko;Q1-Q3 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);6.8048437689
Česko;Q1-Q3 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.1615821351
Česko;Q1-Q3 2023;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);40178.901296026
Česko;Q1-Q3 2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);3036.2799015535
Česko;Q1-Q3 2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.1746516201
Česko;Q1-Q4 2023;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4023.8313255741
Česko;Q1-Q4 2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-5.5350453546
Česko;Q1-Q4 2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.8626323634
Česko;Q1-Q4 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);43120.4942893915
Česko;Q1-Q4 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);3188.1905558972
Česko;Q1-Q4 2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.9839885452
Česko;Q1-Q4 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4226.1590540687
Česko;Q1-Q4 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);1.6809932263
Česko;Q1-Q4 2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.0397917376
Česko;Q1-Q4 2023;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);41056.0969135429
Česko;Q1-Q4 2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2968.1060516929
Česko;Q1-Q4 2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.7927608796
Česko;Q1 2024;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4005.4785899195
Česko;Q1 2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-4.045941958
Česko;Q1 2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.8990917271
Česko;Q1 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);44047.1145059751
Česko;Q1 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2989.5016083783
Česko;Q1 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.3
Česko;Q1 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4225.540407881
Česko;Q1 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);16.961199385
Česko;Q1 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.4030148548
Česko;Q1 2024;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);41753.1858818243
Česko;Q1 2024;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2637.4895915144
Česko;Q1 2024;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.7427908529
Česko;Q1-Q2 2024;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4012.4439029409
Česko;Q1-Q2 2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-5.6230451582
Česko;Q1-Q2 2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.8600559615
Česko;Q1-Q2 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);44969.4316330556
Česko;Q1-Q2 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2909.8557566708
Česko;Q1-Q2 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);106.9184144063
Česko;Q1-Q2 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4233.5154203017
Česko;Q1-Q2 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);15.217150853
Česko;Q1-Q2 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.3607414621
Česko;Q1-Q2 2024;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);42621.1561459037
Česko;Q1-Q2 2024;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2558.0356918694
Česko;Q1-Q2 2024;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.3850136057
Česko;Q1-Q3 2024;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4013.0389727145
Česko;Q1-Q3 2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-4.4623643455
Česko;Q1-Q3 2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.8889268734
Česko;Q1-Q3 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);45134.3715043238
Česko;Q1-Q3 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2948.4035005092
Česko;Q1-Q3 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);106.9890620982
Česko;Q1-Q3 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4235.0379595778
Česko;Q1-Q3 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);16.84937319
Česko;Q1-Q3 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.3994457063
Česko;Q1-Q3 2024;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);42768.4458993342
Česko;Q1-Q3 2024;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2589.5446033083
Česko;Q1-Q3 2024;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.4450358765
Česko;Q1-Q4 2024;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4021.8026823069
Česko;Q1-Q4 2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-2.0286432672
Česko;Q1-Q4 2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.9495842866
Česko;Q1-Q4 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);46164.5984871926
Česko;Q1-Q4 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);3044.1041978011
Česko;Q1-Q4 2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.0595299242
Česko;Q1-Q4 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4245.5232499334
Česko;Q1-Q4 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);19.3641958647
Česko;Q1-Q4 2024;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.4581984638
Česko;Q1-Q4 2024;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);43731.9253937248
Česko;Q1-Q4 2024;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2675.8284801819
Česko;Q1-Q4 2024;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.5174935791
