Území,Ukazatel,Čtvrtletí,value
Česko,Čisté pořízení cenností,2. čtvrtletí 2024,99.7
Česko,Čisté pořízení cenností,3. čtvrtletí 2024,98.4
Česko,Čisté pořízení cenností,4. čtvrtletí 2024,99.6
Česko,Čisté pořízení cenností,1. čtvrtletí 2025,98.1
Česko,Čisté pořízení cenností,2. čtvrtletí 2025,97.3
Česko,Vývoz celkem,3. čtvrtletí 2023,98.1
Česko,Vývoz celkem,4. čtvrtletí 2023,101.4
Česko,Vývoz celkem,1. čtvrtletí 2024,100.2
Česko,Vývoz celkem,2. čtvrtletí 2024,100.0
Česko,Vývoz celkem,3. čtvrtletí 2024,101.9
Česko,Vývoz celkem,4. čtvrtletí 2024,99.0
Česko,Vývoz celkem,1. čtvrtletí 2025,103.0
Česko,Vývoz celkem,2. čtvrtletí 2025,100.3
Česko,Vývoz zboží,3. čtvrtletí 2023,97.6
Česko,Vývoz zboží,4. čtvrtletí 2023,101.0
Česko,Vývoz zboží,1. čtvrtletí 2024,100.1
Česko,Vývoz zboží,2. čtvrtletí 2024,99.8
Česko,Vývoz zboží,3. čtvrtletí 2024,101.5
Česko,Vývoz zboží,4. čtvrtletí 2024,99.5
Česko,Vývoz zboží,1. čtvrtletí 2025,103.0
Česko,Vývoz zboží,2. čtvrtletí 2025,100.6
Česko,Vývoz služeb,3. čtvrtletí 2023,101.2
Česko,Vývoz služeb,4. čtvrtletí 2023,103.2
Česko,Vývoz služeb,1. čtvrtletí 2024,100.8
Česko,Vývoz služeb,2. čtvrtletí 2024,101.1
Česko,Vývoz služeb,3. čtvrtletí 2024,103.7
Česko,Vývoz služeb,4. čtvrtletí 2024,96.7
Česko,Vývoz služeb,1. čtvrtletí 2025,103.0
Česko,Vývoz služeb,2. čtvrtletí 2025,99.0
Česko,Dovoz celkem,3. čtvrtletí 2023,98.0
Česko,Dovoz celkem,4. čtvrtletí 2023,99.2
Česko,Dovoz celkem,1. čtvrtletí 2024,100.4
Česko,Dovoz celkem,2. čtvrtletí 2024,100.5
Česko,Dovoz celkem,3. čtvrtletí 2024,102.8
Česko,Dovoz celkem,4. čtvrtletí 2024,99.1
Česko,Dovoz celkem,1. čtvrtletí 2025,102.5
Česko,Dovoz celkem,2. čtvrtletí 2025,101.5
Česko,Dovoz zboží,3. čtvrtletí 2023,97.7
Česko,Dovoz zboží,4. čtvrtletí 2023,98.6
Česko,Dovoz zboží,1. čtvrtletí 2024,100.5
Česko,Dovoz zboží,2. čtvrtletí 2024,100.3
Česko,Dovoz zboží,3. čtvrtletí 2024,102.1
Česko,Dovoz zboží,4. čtvrtletí 2024,99.4
Česko,Dovoz zboží,1. čtvrtletí 2025,103.2
Česko,Dovoz zboží,2. čtvrtletí 2025,100.9
Česko,Dovoz služeb,3. čtvrtletí 2023,99.5
Česko,Dovoz služeb,4. čtvrtletí 2023,102.9
Česko,Dovoz služeb,1. čtvrtletí 2024,99.5
Česko,Dovoz služeb,2. čtvrtletí 2024,101.4
Česko,Dovoz služeb,3. čtvrtletí 2024,106.2
Česko,Dovoz služeb,4. čtvrtletí 2024,97.5
Česko,Dovoz služeb,1. čtvrtletí 2025,99.0
Česko,Dovoz služeb,2. čtvrtletí 2025,104.6
