Území,Ukazatel,Čtvrtletí,value
Česko,Hrubý domácí produkt,3. čtvrtletí 2023,99.6
Česko,Hrubý domácí produkt,4. čtvrtletí 2023,100.4
Česko,Hrubý domácí produkt,1. čtvrtletí 2024,100.2
Česko,Hrubý domácí produkt,2. čtvrtletí 2024,100.3
Česko,Hrubý domácí produkt,3. čtvrtletí 2024,100.6
Česko,Hrubý domácí produkt,4. čtvrtletí 2024,100.8
Česko,Hrubý domácí produkt,1. čtvrtletí 2025,100.7
Česko,Hrubý domácí produkt,2. čtvrtletí 2025,100.5
Česko,Výdaje na konečnou spotřebu celkem,3. čtvrtletí 2023,99.8
Česko,Výdaje na konečnou spotřebu celkem,4. čtvrtletí 2023,100.7
Česko,Výdaje na konečnou spotřebu celkem,1. čtvrtletí 2024,101.1
Česko,Výdaje na konečnou spotřebu celkem,2. čtvrtletí 2024,100.2
Česko,Výdaje na konečnou spotřebu celkem,3. čtvrtletí 2024,100.9
Česko,Výdaje na konečnou spotřebu celkem,4. čtvrtletí 2024,100.9
Česko,Výdaje na konečnou spotřebu celkem,1. čtvrtletí 2025,100.2
Česko,Výdaje na konečnou spotřebu celkem,2. čtvrtletí 2025,101.2
Česko,Výdaje na konečnou spotřebu domácností,3. čtvrtletí 2023,99.3
Česko,Výdaje na konečnou spotřebu domácností,4. čtvrtletí 2023,100.5
Česko,Výdaje na konečnou spotřebu domácností,1. čtvrtletí 2024,101.2
Česko,Výdaje na konečnou spotřebu domácností,2. čtvrtletí 2024,99.9
Česko,Výdaje na konečnou spotřebu domácností,3. čtvrtletí 2024,100.9
Česko,Výdaje na konečnou spotřebu domácností,4. čtvrtletí 2024,101.0
Česko,Výdaje na konečnou spotřebu domácností,1. čtvrtletí 2025,100.4
Česko,Výdaje na konečnou spotřebu domácností,2. čtvrtletí 2025,101.0
Česko,Výdaje na konečnou spotřebu vládních institucí,3. čtvrtletí 2023,101.0
Česko,Výdaje na konečnou spotřebu vládních institucí,4. čtvrtletí 2023,100.7
Česko,Výdaje na konečnou spotřebu vládních institucí,1. čtvrtletí 2024,101.0
Česko,Výdaje na konečnou spotřebu vládních institucí,2. čtvrtletí 2024,100.9
Česko,Výdaje na konečnou spotřebu vládních institucí,3. čtvrtletí 2024,100.7
Česko,Výdaje na konečnou spotřebu vládních institucí,4. čtvrtletí 2024,100.5
Česko,Výdaje na konečnou spotřebu vládních institucí,1. čtvrtletí 2025,99.8
Česko,Výdaje na konečnou spotřebu vládních institucí,2. čtvrtletí 2025,101.6
Česko,Výdaje na konečnou spotřebu neziskových institucí,3. čtvrtletí 2023,101.7
Česko,Výdaje na konečnou spotřebu neziskových institucí,4. čtvrtletí 2023,109.8
Česko,Výdaje na konečnou spotřebu neziskových institucí,1. čtvrtletí 2024,101.4
Česko,Výdaje na konečnou spotřebu neziskových institucí,2. čtvrtletí 2024,101.7
Česko,Výdaje na konečnou spotřebu neziskových institucí,3. čtvrtletí 2024,100.9
Česko,Výdaje na konečnou spotřebu neziskových institucí,4. čtvrtletí 2024,101.1
Česko,Výdaje na konečnou spotřebu neziskových institucí,1. čtvrtletí 2025,100.0
Česko,Výdaje na konečnou spotřebu neziskových institucí,2. čtvrtletí 2025,102.7
Česko,Tvorba hrubého kapitálu celkem,3. čtvrtletí 2023,98.9
Česko,Tvorba hrubého kapitálu celkem,4. čtvrtletí 2023,94.3
Česko,Tvorba hrubého kapitálu celkem,1. čtvrtletí 2024,98.6
Česko,Tvorba hrubého kapitálu celkem,2. čtvrtletí 2024,101.8
Česko,Tvorba hrubého kapitálu celkem,3. čtvrtletí 2024,101.6
Česko,Tvorba hrubého kapitálu celkem,4. čtvrtletí 2024,101.3
Česko,Tvorba hrubého kapitálu celkem,1. čtvrtletí 2025,100.2
Česko,Tvorba hrubého kapitálu celkem,2. čtvrtletí 2025,101.6
Česko,Tvorba hrubého fixního kapitálu,3. čtvrtletí 2023,100.1
Česko,Tvorba hrubého fixního kapitálu,4. čtvrtletí 2023,100.8
Česko,Tvorba hrubého fixního kapitálu,1. čtvrtletí 2024,97.0
Česko,Tvorba hrubého fixního kapitálu,2. čtvrtletí 2024,99.0
Česko,Tvorba hrubého fixního kapitálu,3. čtvrtletí 2024,99.7
Česko,Tvorba hrubého fixního kapitálu,4. čtvrtletí 2024,99.2
Česko,Tvorba hrubého fixního kapitálu,1. čtvrtletí 2025,100.4
Česko,Tvorba hrubého fixního kapitálu,2. čtvrtletí 2025,100.5
Česko,Čisté pořízení cenností,3. čtvrtletí 2023,85.1
Česko,Čisté pořízení cenností,4. čtvrtletí 2023,91.4
Česko,Čisté pořízení cenností,1. čtvrtletí 2024,104.1
