Roky,Území,Ukazatel,value
2022,Česko,Počet okrsků,14722.0
2022,Česko,Voliči v seznamu,8255204.0
2022,Česko,Vydané obálky,3803131.0
2022,Česko,Volební účast (%),46.07
2022,Česko,Odevzdané obálky,3797215.0
2022,Česko,Platné hlasy,87076331.0
2022,Česko,Počet kandidátů,178423.0
2022,Česko,Počet zvolených mužů,42066.0
2022,Česko,Počet zvolených žen,17162.0
2022,Hlavní město Praha,Počet okrsků,1123.0
2022,Hlavní město Praha,Voliči v seznamu,911788.0
2022,Hlavní město Praha,Vydané obálky,400391.0
2022,Hlavní město Praha,Volební účast (%),43.91
2022,Hlavní město Praha,Odevzdané obálky,399905.0
2022,Hlavní město Praha,Platné hlasy,23577957.0
2022,Hlavní město Praha,Počet kandidátů,1064.0
2022,Hlavní město Praha,Počet zvolených mužů,46.0
2022,Hlavní město Praha,Počet zvolených žen,19.0
2022,Středočeský kraj,Počet okrsků,2065.0
2022,Středočeský kraj,Voliči v seznamu,1049825.0
2022,Středočeský kraj,Vydané obálky,500614.0
2022,Středočeský kraj,Volební účast (%),47.69
2022,Středočeský kraj,Odevzdané obálky,499668.0
2022,Středočeský kraj,Platné hlasy,6720079.0
2022,Středočeský kraj,Počet kandidátů,25258.0
2022,Středočeský kraj,Počet zvolených mužů,6916.0
2022,Středočeský kraj,Počet zvolených žen,3227.0
2022,Jihočeský kraj,Počet okrsků,1256.0
2022,Jihočeský kraj,Voliči v seznamu,506590.0
2022,Jihočeský kraj,Vydané obálky,246727.0
2022,Jihočeský kraj,Volební účast (%),48.7
2022,Jihočeský kraj,Odevzdané obálky,246387.0
2022,Jihočeský kraj,Platné hlasy,4108949.0
2022,Jihočeský kraj,Počet kandidátů,15908.0
2022,Jihočeský kraj,Počet zvolených mužů,4069.0
2022,Jihočeský kraj,Počet zvolených žen,1477.0
2022,Plzeňský kraj,Počet okrsků,1084.0
2022,Plzeňský kraj,Voliči v seznamu,448962.0
2022,Plzeňský kraj,Vydané obálky,208118.0
2022,Plzeňský kraj,Volební účast (%),46.36
2022,Plzeňský kraj,Odevzdané obálky,207819.0
2022,Plzeňský kraj,Platné hlasy,3968955.0
2022,Plzeňský kraj,Počet kandidátů,11061.0
2022,Plzeňský kraj,Počet zvolených mužů,3175.0
2022,Plzeňský kraj,Počet zvolených žen,1278.0
2022,Karlovarský kraj,Počet okrsků,344.0
2022,Karlovarský kraj,Voliči v seznamu,228026.0
2022,Karlovarský kraj,Vydané obálky,93143.0
2022,Karlovarský kraj,Volební účast (%),40.85
2022,Karlovarský kraj,Odevzdané obálky,92986.0
2022,Karlovarský kraj,Platné hlasy,1575725.0
2022,Karlovarský kraj,Počet kandidátů,5277.0
2022,Karlovarský kraj,Počet zvolených mužů,901.0
2022,Karlovarský kraj,Počet zvolených žen,426.0
2022,Ústecký kraj,Počet okrsků,1044.0
2022,Ústecký kraj,Voliči v seznamu,641223.0
