Roky;Kategorie ubytovacího zařízení;Oblasti destinačního managementu členěné;Ukazatel;Rezidence;value
2023;HUZ celkem;České Středohoří;Počet hostů;Rezidenti;96640.0
2023;HUZ celkem;České Středohoří;Počet hostů;Nerezidenti;47750.0
2023;HUZ celkem;České Středohoří;Počet přenocování;Celkem;322293.0
2023;HUZ celkem;České Středohoří;Počet přenocování;Rezidenti;227808.0
2023;HUZ celkem;České Středohoří;Počet přenocování;Nerezidenti;94485.0
2023;HUZ celkem;České Středohoří;Průměrný počet přenocování ;Celkem;2.232100561
2023;HUZ celkem;České Středohoří;Průměrný počet přenocování ;Rezidenti;2.3572847682
2023;HUZ celkem;České Středohoří;Průměrný počet přenocování ;Nerezidenti;1.9787434555
2023;HUZ celkem;České Švýcarsko;Počet hostů;Celkem;194400.0
2023;HUZ celkem;České Švýcarsko;Počet hostů;Rezidenti;123523.0
2023;HUZ celkem;České Švýcarsko;Počet hostů;Nerezidenti;70877.0
2023;HUZ celkem;České Švýcarsko;Počet přenocování;Celkem;466053.0
2023;HUZ celkem;České Švýcarsko;Počet přenocování;Rezidenti;303702.0
2023;HUZ celkem;České Švýcarsko;Počet přenocování;Nerezidenti;162351.0
2023;HUZ celkem;České Švýcarsko;Průměrný počet přenocování ;Celkem;2.3973919753
2023;HUZ celkem;České Švýcarsko;Průměrný počet přenocování ;Rezidenti;2.4586676166
2023;HUZ celkem;České Švýcarsko;Průměrný počet přenocování ;Nerezidenti;2.2906020289
2023;HUZ celkem;Dolní Poohří;Počet hostů;Celkem;67155.0
2023;HUZ celkem;Dolní Poohří;Počet hostů;Rezidenti;51507.0
2023;HUZ celkem;Dolní Poohří;Počet hostů;Nerezidenti;15648.0
2023;HUZ celkem;Dolní Poohří;Počet přenocování;Celkem;161838.0
2023;HUZ celkem;Dolní Poohří;Počet přenocování;Rezidenti;125079.0
2023;HUZ celkem;Dolní Poohří;Počet přenocování;Nerezidenti;36759.0
2023;HUZ celkem;Dolní Poohří;Průměrný počet přenocování ;Celkem;2.4099173554
2023;HUZ celkem;Dolní Poohří;Průměrný počet přenocování ;Rezidenti;2.4283883744
2023;HUZ celkem;Dolní Poohří;Průměrný počet přenocování ;Nerezidenti;2.3491180982
2023;HUZ celkem;Krušnohoří - Ústecký kraj;Počet hostů;Celkem;219530.0
2023;HUZ celkem;Krušnohoří - Ústecký kraj;Počet hostů;Rezidenti;142088.0
2023;HUZ celkem;Krušnohoří - Ústecký kraj;Počet hostů;Nerezidenti;77442.0
2023;HUZ celkem;Krušnohoří - Ústecký kraj;Počet přenocování;Celkem;660041.0
2023;HUZ celkem;Krušnohoří - Ústecký kraj;Počet přenocování;Rezidenti;448756.0
2023;HUZ celkem;Krušnohoří - Ústecký kraj;Počet přenocování;Nerezidenti;211285.0
2023;HUZ celkem;Krušnohoří - Ústecký kraj;Průměrný počet přenocování ;Celkem;3.006609575
2023;HUZ celkem;Krušnohoří - Ústecký kraj;Průměrný počet přenocování ;Rezidenti;3.1582962671
2023;HUZ celkem;Krušnohoří - Ústecký kraj;Průměrný počet přenocování ;Nerezidenti;2.7282998889
2023;HUZ celkem;Český ráj - Liberecký kraj;Počet hostů;Celkem;139942.0
2023;HUZ celkem;Český ráj - Liberecký kraj;Počet hostů;Rezidenti;122587.0
2023;HUZ celkem;Český ráj - Liberecký kraj;Počet hostů;Nerezidenti;17355.0
2023;HUZ celkem;Český ráj - Liberecký kraj;Počet přenocování;Celkem;334520.0
2023;HUZ celkem;Český ráj - Liberecký kraj;Počet přenocování;Rezidenti;297018.0
2023;HUZ celkem;Český ráj - Liberecký kraj;Počet přenocování;Nerezidenti;37502.0
2023;HUZ celkem;Český ráj - Liberecký kraj;Průměrný počet přenocování ;Celkem;2.3904188878
2023;HUZ celkem;Český ráj - Liberecký kraj;Průměrný počet přenocování ;Rezidenti;2.4229159699
2023;HUZ celkem;Český ráj - Liberecký kraj;Průměrný počet přenocování ;Nerezidenti;2.1608758283
2023;HUZ celkem;Jizerské hory;Počet hostů;Celkem;458240.0
2023;HUZ celkem;Jizerské hory;Počet hostů;Rezidenti;372312.0
2023;HUZ celkem;Jizerské hory;Počet hostů;Nerezidenti;85928.0
2023;HUZ celkem;Jizerské hory;Počet přenocování;Celkem;1252738.0
2023;HUZ celkem;Jizerské hory;Počet přenocování;Rezidenti;1038629.0
2023;HUZ celkem;Jizerské hory;Počet přenocování;Nerezidenti;214109.0
2023;HUZ celkem;Jizerské hory;Průměrný počet přenocování ;Celkem;2.7338032472
2023;HUZ celkem;Jizerské hory;Průměrný počet přenocování ;Rezidenti;2.7896737145
2023;HUZ celkem;Jizerské hory;Průměrný počet přenocování ;Nerezidenti;2.4917256308
2023;HUZ celkem;Krkonoše - Liberecký kraj;Počet hostů;Celkem;300671.0
2023;HUZ celkem;Krkonoše - Liberecký kraj;Počet hostů;Rezidenti;236238.0
2023;HUZ celkem;Krkonoše - Liberecký kraj;Počet hostů;Nerezidenti;64433.0
2023;HUZ celkem;Krkonoše - Liberecký kraj;Počet přenocování;Celkem;1005850.0
2023;HUZ celkem;Krkonoše - Liberecký kraj;Počet přenocování;Rezidenti;783706.0
2023;HUZ celkem;Krkonoše - Liberecký kraj;Počet přenocování;Nerezidenti;222144.0
2023;HUZ celkem;Krkonoše - Liberecký kraj;Průměrný počet přenocování ;Celkem;3.3453508985
2023;HUZ celkem;Krkonoše - Liberecký kraj;Průměrný počet přenocování ;Rezidenti;3.3174425791
2023;HUZ celkem;Krkonoše - Liberecký kraj;Průměrný počet přenocování ;Nerezidenti;3.4476743284
2023;HUZ celkem;Lužické hory;Počet hostů;Celkem;142896.0
2023;HUZ celkem;Lužické hory;Počet hostů;Rezidenti;122273.0
2023;HUZ celkem;Lužické hory;Počet hostů;Nerezidenti;20623.0
2023;HUZ celkem;Lužické hory;Počet přenocování;Celkem;411039.0
2023;HUZ celkem;Lužické hory;Počet přenocování;Rezidenti;366319.0
2023;HUZ celkem;Lužické hory;Počet přenocování;Nerezidenti;44720.0
2023;HUZ celkem;Lužické hory;Průměrný počet přenocování ;Celkem;2.8764905946
2023;HUZ celkem;Lužické hory;Průměrný počet přenocování ;Rezidenti;2.9959107898
2023;HUZ celkem;Lužické hory;Průměrný počet přenocování ;Nerezidenti;2.1684526984
2023;HUZ celkem;Máchův kraj - Liberecký kraj;Počet hostů;Celkem;113181.0
2023;HUZ celkem;Máchův kraj - Liberecký kraj;Počet hostů;Rezidenti;103939.0
2023;HUZ celkem;Máchův kraj - Liberecký kraj;Počet hostů;Nerezidenti;9242.0
2023;HUZ celkem;Máchův kraj - Liberecký kraj;Počet přenocování;Celkem;345830.0
2023;HUZ celkem;Máchův kraj - Liberecký kraj;Počet přenocování;Rezidenti;322835.0
2023;HUZ celkem;Máchův kraj - Liberecký kraj;Počet přenocování;Nerezidenti;22995.0
2023;HUZ celkem;Máchův kraj - Liberecký kraj;Průměrný počet přenocování ;Celkem;3.0555481927
2023;HUZ celkem;Máchův kraj - Liberecký kraj;Průměrný počet přenocování ;Rezidenti;3.1060044834
2023;HUZ celkem;Máchův kraj - Liberecký kraj;Průměrný počet přenocování ;Nerezidenti;2.4880978143
2023;HUZ celkem;Broumovsko;Počet hostů;Celkem;62845.0
2023;HUZ celkem;Broumovsko;Počet hostů;Rezidenti;45801.0
2023;HUZ celkem;Broumovsko;Počet hostů;Nerezidenti;17044.0
2023;HUZ celkem;Broumovsko;Počet přenocování;Celkem;167457.0
2023;HUZ celkem;Broumovsko;Počet přenocování;Rezidenti;121105.0
2023;HUZ celkem;Broumovsko;Počet přenocování;Nerezidenti;46352.0
2023;HUZ celkem;Broumovsko;Průměrný počet přenocování ;Celkem;2.6646033893
2023;HUZ celkem;Broumovsko;Průměrný počet přenocování ;Rezidenti;2.6441562411
2023;HUZ celkem;Broumovsko;Průměrný počet přenocování ;Nerezidenti;2.7195494015
2023;HUZ celkem;Český ráj - Královéhradecký kraj;Počet hostů;Celkem;126299.0
2023;HUZ celkem;Český ráj - Královéhradecký kraj;Počet hostů;Rezidenti;111229.0
2023;HUZ celkem;Český ráj - Královéhradecký kraj;Počet hostů;Nerezidenti;15070.0
2023;HUZ celkem;Český ráj - Královéhradecký kraj;Počet přenocování;Celkem;263605.0
2023;HUZ celkem;Český ráj - Královéhradecký kraj;Počet přenocování;Rezidenti;232982.0
2023;HUZ celkem;Český ráj - Královéhradecký kraj;Počet přenocování;Nerezidenti;30623.0
2023;HUZ celkem;Český ráj - Královéhradecký kraj;Průměrný počet přenocování ;Celkem;2.0871503337
2023;HUZ celkem;Český ráj - Královéhradecký kraj;Průměrný počet přenocování ;Rezidenti;2.0946156128
2023;HUZ celkem;Český ráj - Královéhradecký kraj;Průměrný počet přenocování ;Nerezidenti;2.0320504313
2023;HUZ celkem;Hradecko;Počet hostů;Celkem;131655.0
2023;HUZ celkem;Hradecko;Počet hostů;Rezidenti;98992.0
2023;HUZ celkem;Hradecko;Počet hostů;Nerezidenti;32663.0
2023;HUZ celkem;Hradecko;Počet přenocování;Celkem;273581.0
2023;HUZ celkem;Hradecko;Počet přenocování;Rezidenti;202051.0
2023;HUZ celkem;Hradecko;Počet přenocování;Nerezidenti;71530.0
2023;HUZ celkem;Hradecko;Průměrný počet přenocování ;Celkem;2.0780145076
2023;HUZ celkem;Hradecko;Průměrný počet přenocování ;Rezidenti;2.041084128
2023;HUZ celkem;Hradecko;Průměrný počet přenocování ;Nerezidenti;2.1899396871
2023;HUZ celkem;Kladské pomezí;Počet hostů;Celkem;99096.0
2023;HUZ celkem;Kladské pomezí;Počet hostů;Rezidenti;84490.0
2023;HUZ celkem;Kladské pomezí;Počet hostů;Nerezidenti;14606.0
2023;HUZ celkem;Kladské pomezí;Počet přenocování;Celkem;326598.0
2023;HUZ celkem;Kladské pomezí;Počet přenocování;Rezidenti;292537.0
2023;HUZ celkem;Kladské pomezí;Počet přenocování;Nerezidenti;34061.0
2023;HUZ celkem;Kladské pomezí;Průměrný počet přenocování ;Celkem;3.2957737951
2023;HUZ celkem;Kladské pomezí;Průměrný počet přenocování ;Rezidenti;3.4623860812
2023;HUZ celkem;Kladské pomezí;Průměrný počet přenocování ;Nerezidenti;2.3319868547
2023;HUZ celkem;Krkonoše - Královéhradecký kraj;Počet hostů;Celkem;833296.0
2023;HUZ celkem;Krkonoše - Královéhradecký kraj;Počet hostů;Rezidenti;641590.0
2023;HUZ celkem;Krkonoše - Královéhradecký kraj;Počet hostů;Nerezidenti;191706.0
2023;HUZ celkem;Krkonoše - Královéhradecký kraj;Počet přenocování;Celkem;2813680.0
2023;HUZ celkem;Krkonoše - Královéhradecký kraj;Počet přenocování;Rezidenti;2178864.0
2023;HUZ celkem;Krkonoše - Královéhradecký kraj;Počet přenocování;Nerezidenti;634816.0
2023;HUZ celkem;Krkonoše - Královéhradecký kraj;Průměrný počet přenocování ;Celkem;3.3765672702
2023;HUZ celkem;Krkonoše - Královéhradecký kraj;Průměrný počet přenocování ;Rezidenti;3.3960379682
2023;HUZ celkem;Krkonoše - Královéhradecký kraj;Průměrný počet přenocování ;Nerezidenti;3.3114039206
2023;HUZ celkem;Orlické hory a Podorlicko - Královéhradecký kraj;Počet hostů;Celkem;162130.0
2023;HUZ celkem;Orlické hory a Podorlicko - Královéhradecký kraj;Počet hostů;Rezidenti;144004.0
2023;HUZ celkem;Orlické hory a Podorlicko - Královéhradecký kraj;Počet hostů;Nerezidenti;18126.0
2023;HUZ celkem;Orlické hory a Podorlicko - Královéhradecký kraj;Počet přenocování;Celkem;421907.0
2023;HUZ celkem;Orlické hory a Podorlicko - Královéhradecký kraj;Počet přenocování;Rezidenti;380174.0
2023;HUZ celkem;Orlické hory a Podorlicko - Královéhradecký kraj;Počet přenocování;Nerezidenti;41733.0
2023;HUZ celkem;Orlické hory a Podorlicko - Královéhradecký kraj;Průměrný počet přenocování ;Celkem;2.6022759514
2023;HUZ celkem;Orlické hory a Podorlicko - Královéhradecký kraj;Průměrný počet přenocování ;Rezidenti;2.6400238882
2023;HUZ celkem;Orlické hory a Podorlicko - Královéhradecký kraj;Průměrný počet přenocování ;Nerezidenti;2.3023833168
2023;HUZ celkem;Podkrkonoší - Podzvičinsko;Počet hostů;Celkem;110150.0
2023;HUZ celkem;Podkrkonoší - Podzvičinsko;Počet hostů;Rezidenti;102766.0
2023;HUZ celkem;Podkrkonoší - Podzvičinsko;Počet hostů;Nerezidenti;7384.0
2023;HUZ celkem;Podkrkonoší - Podzvičinsko;Počet přenocování;Celkem;353014.0
2023;HUZ celkem;Podkrkonoší - Podzvičinsko;Počet přenocování;Rezidenti;330441.0
2023;HUZ celkem;Podkrkonoší - Podzvičinsko;Počet přenocování;Nerezidenti;22573.0
2023;HUZ celkem;Podkrkonoší - Podzvičinsko;Průměrný počet přenocování ;Celkem;3.2048479346
2023;HUZ celkem;Podkrkonoší - Podzvičinsko;Průměrný počet přenocování ;Rezidenti;3.2154700971
2023;HUZ celkem;Podkrkonoší - Podzvičinsko;Průměrný počet přenocování ;Nerezidenti;3.0570151679
2023;HUZ celkem;Českomoravské pomezí;Počet hostů;Celkem;93575.0
2023;HUZ celkem;Českomoravské pomezí;Počet hostů;Rezidenti;78833.0
2023;HUZ celkem;Českomoravské pomezí;Počet hostů;Nerezidenti;14742.0
2023;HUZ celkem;Českomoravské pomezí;Počet přenocování;Celkem;223798.0
2023;HUZ celkem;Českomoravské pomezí;Počet přenocování;Rezidenti;192123.0
2023;HUZ celkem;Českomoravské pomezí;Počet přenocování;Nerezidenti;31675.0
2023;HUZ celkem;Českomoravské pomezí;Průměrný počet přenocování ;Celkem;2.3916430671
2023;HUZ celkem;Českomoravské pomezí;Průměrný počet přenocování ;Rezidenti;2.4370885289
2023;HUZ celkem;Českomoravské pomezí;Průměrný počet přenocování ;Nerezidenti;2.148622982
2023;HUZ celkem;Chrudimsko-Hlinecko;Počet hostů;Celkem;130253.0
2023;HUZ celkem;Chrudimsko-Hlinecko;Počet hostů;Rezidenti;120992.0
2023;HUZ celkem;Chrudimsko-Hlinecko;Počet hostů;Nerezidenti;9261.0
2023;HUZ celkem;Chrudimsko-Hlinecko;Počet přenocování;Celkem;310297.0
2023;HUZ celkem;Chrudimsko-Hlinecko;Počet přenocování;Rezidenti;292399.0
2023;HUZ celkem;Chrudimsko-Hlinecko;Počet přenocování;Nerezidenti;17898.0
2023;HUZ celkem;Chrudimsko-Hlinecko;Průměrný počet přenocování ;Celkem;2.3822637482
2023;HUZ celkem;Chrudimsko-Hlinecko;Průměrný počet přenocování ;Rezidenti;2.4166804417
2023;HUZ celkem;Chrudimsko-Hlinecko;Průměrný počet přenocování ;Nerezidenti;1.9326206673
2023;HUZ celkem;Králický Sněžník;Počet hostů;Celkem;79673.0
2023;HUZ celkem;Králický Sněžník;Počet hostů;Rezidenti;70435.0
2023;HUZ celkem;Králický Sněžník;Počet hostů;Nerezidenti;9238.0
2023;HUZ celkem;Králický Sněžník;Počet přenocování;Celkem;202722.0
2023;HUZ celkem;Králický Sněžník;Počet přenocování;Rezidenti;181931.0
2023;HUZ celkem;Králický Sněžník;Počet přenocování;Nerezidenti;20791.0
2023;HUZ celkem;Králický Sněžník;Průměrný počet přenocování ;Celkem;2.5444253386
2023;HUZ celkem;Králický Sněžník;Průměrný počet přenocování ;Rezidenti;2.5829630155
2023;HUZ celkem;Králický Sněžník;Průměrný počet přenocování ;Nerezidenti;2.250595367
2023;HUZ celkem;Orlické hory a Podorlicko - Pardubický kraj;Počet hostů;Celkem;96740.0
2023;HUZ celkem;Orlické hory a Podorlicko - Pardubický kraj;Počet hostů;Rezidenti;86464.0
2023;HUZ celkem;Orlické hory a Podorlicko - Pardubický kraj;Počet hostů;Nerezidenti;10276.0
2023;HUZ celkem;Orlické hory a Podorlicko - Pardubický kraj;Počet přenocování;Celkem;255643.0
2023;HUZ celkem;Orlické hory a Podorlicko - Pardubický kraj;Počet přenocování;Rezidenti;234017.0
2023;HUZ celkem;Orlické hory a Podorlicko - Pardubický kraj;Počet přenocování;Nerezidenti;21626.0
2023;HUZ celkem;Orlické hory a Podorlicko - Pardubický kraj;Průměrný počet přenocování ;Celkem;2.6425780442
2023;HUZ celkem;Orlické hory a Podorlicko - Pardubický kraj;Průměrný počet přenocování ;Rezidenti;2.7065252591
2023;HUZ celkem;Orlické hory a Podorlicko - Pardubický kraj;Průměrný počet přenocování ;Nerezidenti;2.1045153756
2023;HUZ celkem;Pardubicko;Počet hostů;Celkem;134709.0
2023;HUZ celkem;Pardubicko;Počet hostů;Rezidenti;111133.0
2023;HUZ celkem;Pardubicko;Počet hostů;Nerezidenti;23576.0
2023;HUZ celkem;Pardubicko;Počet přenocování;Celkem;414972.0
2023;HUZ celkem;Pardubicko;Počet přenocování;Rezidenti;355508.0
2023;HUZ celkem;Pardubicko;Počet přenocování;Nerezidenti;59464.0
2023;HUZ celkem;Pardubicko;Průměrný počet přenocování ;Celkem;3.0805068704
2023;HUZ celkem;Pardubicko;Průměrný počet přenocování ;Rezidenti;3.1989418085
2023;HUZ celkem;Pardubicko;Průměrný počet přenocování ;Nerezidenti;2.5222259925
2023;HUZ celkem;Koruna Vysočiny;Počet hostů;Celkem;212546.0
2023;HUZ celkem;Koruna Vysočiny;Počet hostů;Rezidenti;196582.0
2023;HUZ celkem;Koruna Vysočiny;Počet hostů;Nerezidenti;15964.0
2023;HUZ celkem;Koruna Vysočiny;Počet přenocování;Celkem;532371.0
2023;HUZ celkem;Koruna Vysočiny;Počet přenocování;Rezidenti;491848.0
2023;HUZ celkem;Koruna Vysočiny;Počet přenocování;Nerezidenti;40523.0
2023;HUZ celkem;Koruna Vysočiny;Průměrný počet přenocování ;Celkem;2.5047330931
2023;HUZ celkem;Koruna Vysočiny;Průměrný počet přenocování ;Rezidenti;2.5019991657
2023;HUZ celkem;Koruna Vysočiny;Průměrný počet přenocování ;Nerezidenti;2.5383988975
2023;HUZ celkem;Třebíčsko;Počet hostů;Celkem;135619.0
2023;HUZ celkem;Třebíčsko;Počet hostů;Rezidenti;117611.0
2023;HUZ celkem;Třebíčsko;Počet hostů;Nerezidenti;18008.0
2023;HUZ celkem;Třebíčsko;Počet přenocování;Celkem;306276.0
2023;HUZ celkem;Třebíčsko;Počet přenocování;Rezidenti;267729.0
2023;HUZ celkem;Třebíčsko;Počet přenocování;Nerezidenti;38547.0
2023;HUZ celkem;Třebíčsko;Průměrný počet přenocování ;Celkem;2.25835613
2023;HUZ celkem;Třebíčsko;Průměrný počet přenocování ;Rezidenti;2.2763942148
2023;HUZ celkem;Třebíčsko;Průměrný počet přenocování ;Nerezidenti;2.140548645
2023;HUZ celkem;Kraj pod Javořicí;Počet hostů;Celkem;70399.0
2023;HUZ celkem;Kraj pod Javořicí;Počet hostů;Rezidenti;60574.0
2023;HUZ celkem;Kraj pod Javořicí;Počet hostů;Nerezidenti;9825.0
2023;HUZ celkem;Kraj pod Javořicí;Počet přenocování;Celkem;167276.0
2023;HUZ celkem;Kraj pod Javořicí;Počet přenocování;Rezidenti;146062.0
2023;HUZ celkem;Kraj pod Javořicí;Počet přenocování;Nerezidenti;21214.0
2023;HUZ celkem;Kraj pod Javořicí;Průměrný počet přenocování ;Celkem;2.3761132971
2023;HUZ celkem;Kraj pod Javořicí;Průměrný počet přenocování ;Rezidenti;2.4112985769
2023;HUZ celkem;Kraj pod Javořicí;Průměrný počet přenocování ;Nerezidenti;2.1591857506
2023;HUZ celkem;Střední Vysočina - Jihlavsko;Počet hostů;Celkem;101333.0
2023;HUZ celkem;Střední Vysočina - Jihlavsko;Počet hostů;Rezidenti;79253.0
2023;HUZ celkem;Střední Vysočina - Jihlavsko;Počet hostů;Nerezidenti;22080.0
2023;HUZ celkem;Střední Vysočina - Jihlavsko;Počet přenocování;Celkem;208273.0
2023;HUZ celkem;Střední Vysočina - Jihlavsko;Počet přenocování;Rezidenti;166071.0
2023;HUZ celkem;Střední Vysočina - Jihlavsko;Počet přenocování;Nerezidenti;42202.0
2023;HUZ celkem;Střední Vysočina - Jihlavsko;Průměrný počet přenocování ;Celkem;2.0553324189
2023;HUZ celkem;Střední Vysočina - Jihlavsko;Průměrný počet přenocování ;Rezidenti;2.0954537999
2023;HUZ celkem;Střední Vysočina - Jihlavsko;Průměrný počet přenocování ;Nerezidenti;1.9113224638
2023;HUZ celkem;Vysočina west;Počet hostů;Celkem;150227.0
2023;HUZ celkem;Vysočina west;Počet hostů;Rezidenti;134841.0
2023;HUZ celkem;Vysočina west;Počet hostů;Nerezidenti;15386.0
2023;HUZ celkem;Vysočina west;Počet přenocování;Celkem;353515.0
2023;HUZ celkem;Vysočina west;Počet přenocování;Rezidenti;320231.0
2023;HUZ celkem;Vysočina west;Počet přenocování;Nerezidenti;33284.0
2023;HUZ celkem;Vysočina west;Průměrný počet přenocování ;Celkem;2.3532054824
2023;HUZ celkem;Vysočina west;Průměrný počet přenocování ;Rezidenti;2.3748785607
2023;HUZ celkem;Vysočina west;Průměrný počet přenocování ;Nerezidenti;2.1632653061
2023;HUZ celkem;Havlíčkobrodsko - Ledečsko;Počet hostů;Celkem;
2023;HUZ celkem;Havlíčkobrodsko - Ledečsko;Počet hostů;Rezidenti;
2023;HUZ celkem;Havlíčkobrodsko - Ledečsko;Počet hostů;Nerezidenti;
2023;HUZ celkem;Havlíčkobrodsko - Ledečsko;Počet přenocování;Celkem;
2023;HUZ celkem;Havlíčkobrodsko - Ledečsko;Počet přenocování;Rezidenti;
2023;HUZ celkem;Havlíčkobrodsko - Ledečsko;Počet přenocování;Nerezidenti;
2023;HUZ celkem;Havlíčkobrodsko - Ledečsko;Průměrný počet přenocování ;Celkem;
2023;HUZ celkem;Havlíčkobrodsko - Ledečsko;Průměrný počet přenocování ;Rezidenti;
2023;HUZ celkem;Havlíčkobrodsko - Ledečsko;Průměrný počet přenocování ;Nerezidenti;
2023;HUZ celkem;Tepna Vysočiny;Počet hostů;Celkem;
2023;HUZ celkem;Tepna Vysočiny;Počet hostů;Rezidenti;
2023;HUZ celkem;Tepna Vysočiny;Počet hostů;Nerezidenti;
2023;HUZ celkem;Tepna Vysočiny;Počet přenocování;Celkem;
2023;HUZ celkem;Tepna Vysočiny;Počet přenocování;Rezidenti;
2023;HUZ celkem;Tepna Vysočiny;Počet přenocování;Nerezidenti;
2023;HUZ celkem;Tepna Vysočiny;Průměrný počet přenocování ;Celkem;
2023;HUZ celkem;Tepna Vysočiny;Průměrný počet přenocování ;Rezidenti;
2023;HUZ celkem;Tepna Vysočiny;Průměrný počet přenocování ;Nerezidenti;
2023;HUZ celkem;Brno a okolí;Počet hostů;Celkem;999438.0
2023;HUZ celkem;Brno a okolí;Počet hostů;Rezidenti;529471.0
2023;HUZ celkem;Brno a okolí;Počet hostů;Nerezidenti;469967.0
2023;HUZ celkem;Brno a okolí;Počet přenocování;Celkem;1699504.0
2023;HUZ celkem;Brno a okolí;Počet přenocování;Rezidenti;920698.0
2023;HUZ celkem;Brno a okolí;Počet přenocování;Nerezidenti;778806.0
2023;HUZ celkem;Brno a okolí;Průměrný počet přenocování ;Celkem;1.7004596583
2023;HUZ celkem;Brno a okolí;Průměrný počet přenocování ;Rezidenti;1.7389016584
2023;HUZ celkem;Brno a okolí;Průměrný počet přenocování ;Nerezidenti;1.6571503957
2023;HUZ celkem;Moravský kras a okolí;Počet hostů;Celkem;147944.0
2023;HUZ celkem;Moravský kras a okolí;Počet hostů;Rezidenti;127279.0
2023;HUZ celkem;Moravský kras a okolí;Počet hostů;Nerezidenti;20665.0
2023;HUZ celkem;Moravský kras a okolí;Počet přenocování;Celkem;305991.0
2023;HUZ celkem;Moravský kras a okolí;Počet přenocování;Rezidenti;267792.0
2023;HUZ celkem;Moravský kras a okolí;Počet přenocování;Nerezidenti;38199.0
2023;HUZ celkem;Moravský kras a okolí;Průměrný počet přenocování ;Celkem;2.0682893527
2023;HUZ celkem;Moravský kras a okolí;Průměrný počet přenocování ;Rezidenti;2.103976304
2023;HUZ celkem;Moravský kras a okolí;Průměrný počet přenocování ;Nerezidenti;1.8484877813
2023;HUZ celkem;Slovácko - Jihomoravský kraj;Počet hostů;Celkem;150333.0
2023;HUZ celkem;Slovácko - Jihomoravský kraj;Počet hostů;Rezidenti;121570.0
2023;HUZ celkem;Slovácko - Jihomoravský kraj;Počet hostů;Nerezidenti;28763.0
2023;HUZ celkem;Slovácko - Jihomoravský kraj;Počet přenocování;Celkem;388806.0
2023;HUZ celkem;Slovácko - Jihomoravský kraj;Počet přenocování;Rezidenti;333916.0
2023;HUZ celkem;Slovácko - Jihomoravský kraj;Počet přenocování;Nerezidenti;54890.0
2023;HUZ celkem;Slovácko - Jihomoravský kraj;Průměrný počet přenocování ;Celkem;2.5862984175
2023;HUZ celkem;Slovácko - Jihomoravský kraj;Průměrný počet přenocování ;Rezidenti;2.746697376
2023;HUZ celkem;Slovácko - Jihomoravský kraj;Průměrný počet přenocování ;Nerezidenti;1.9083544832
2023;HUZ celkem;Znojemsko a Podyjí;Počet hostů;Celkem;238859.0
2023;HUZ celkem;Znojemsko a Podyjí;Počet hostů;Rezidenti;188050.0
2023;HUZ celkem;Znojemsko a Podyjí;Počet hostů;Nerezidenti;50809.0
2023;HUZ celkem;Znojemsko a Podyjí;Počet přenocování;Celkem;550156.0
2023;HUZ celkem;Znojemsko a Podyjí;Počet přenocování;Rezidenti;464187.0
2023;HUZ celkem;Znojemsko a Podyjí;Počet přenocování;Nerezidenti;85969.0
2023;HUZ celkem;Znojemsko a Podyjí;Průměrný počet přenocování ;Celkem;2.3032667808
2023;HUZ celkem;Znojemsko a Podyjí;Průměrný počet přenocování ;Rezidenti;2.4684232917
2023;HUZ celkem;Znojemsko a Podyjí;Průměrný počet přenocování ;Nerezidenti;1.6920033852
2023;HUZ celkem;LVA a Hustopečsko;Počet hostů;Celkem;284295.0
2023;HUZ celkem;LVA a Hustopečsko;Počet hostů;Rezidenti;235587.0
2023;HUZ celkem;LVA a Hustopečsko;Počet hostů;Nerezidenti;48708.0
2023;HUZ celkem;LVA a Hustopečsko;Počet přenocování;Celkem;569253.0
2023;HUZ celkem;LVA a Hustopečsko;Počet přenocování;Rezidenti;483587.0
2023;HUZ celkem;LVA a Hustopečsko;Počet přenocování;Nerezidenti;85666.0
2023;HUZ celkem;LVA a Hustopečsko;Průměrný počet přenocování ;Celkem;2.0023320846
2023;HUZ celkem;LVA a Hustopečsko;Průměrný počet přenocování ;Rezidenti;2.0526896645
2023;HUZ celkem;LVA a Hustopečsko;Průměrný počet přenocování ;Nerezidenti;1.7587665271
2023;HUZ celkem;Pálava;Počet hostů;Celkem;345100.0
2023;HUZ celkem;Pálava;Počet hostů;Rezidenti;273710.0
2023;HUZ celkem;Pálava;Počet hostů;Nerezidenti;71390.0
2023;HUZ celkem;Pálava;Počet přenocování;Celkem;723288.0
2023;HUZ celkem;Pálava;Počet přenocování;Rezidenti;616141.0
2023;HUZ celkem;Pálava;Počet přenocování;Nerezidenti;107147.0
2023;HUZ celkem;Pálava;Průměrný počet přenocování ;Celkem;2.0958794552
2023;HUZ celkem;Pálava;Průměrný počet přenocování ;Rezidenti;2.2510723028
2023;HUZ celkem;Pálava;Průměrný počet přenocování ;Nerezidenti;1.500868469
2023;HUZ celkem;Jeseníky-západ;Počet hostů;Celkem;363900.0
2023;HUZ celkem;Jeseníky-západ;Počet hostů;Rezidenti;334890.0
2023;HUZ celkem;Jeseníky-západ;Počet hostů;Nerezidenti;29010.0
2023;HUZ celkem;Jeseníky-západ;Počet přenocování;Celkem;1305924.0
2023;HUZ celkem;Jeseníky-západ;Počet přenocování;Rezidenti;1238346.0
2023;HUZ celkem;Jeseníky-západ;Počet přenocování;Nerezidenti;67578.0
