Území,Ukazatel,Typ indexu,Očištění,CZ-NACE,Roky,value
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2016,103.0498716781
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2015,107.7823146944
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2014,100.8120827489
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2013,106.530790642
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2012,94.7449428565
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2011,99.2769030912
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2010,113.7452495496
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2009,89.6249375956
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2008,100.6763568758
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2007,104.4805261792
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2006,107.7445110146
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2005,119.0641790773
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2004,112.6457301854
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2003,103.4914331731
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2002,105.8814971091
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2001,110.9560685398
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2024,100.7126266263
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2023,95.0783369921
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2022,97.8499985475
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2021,110.68566974
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2020,90.5889278883
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2019,100.9611891338
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2018,100.3488702967
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2017,108.026505862
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2016,104.294813302
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2015,107.1840954438
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2014,105.1803145076
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2013,101.3237823343
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2012,97.7935120739
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2011,106.8576711843
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2010,105.2855380629
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2009,89.0061812794
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2008,97.5870647804
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2007,118.8320906655
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2006,114.5839364902
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2005,111.4242952479
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2004,116.7108759863
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2003,119.2470612383
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2002,106.4476988148
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2001,123.9416986482
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba pryžových a plastových výrobků,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2024,99.4624142916
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2023,82.8428392642
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2022,102.4412598225
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2021,109.8954151064
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2020,97.0247986847
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2019,97.3351246333
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2018,103.9192584533
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2017,107.6416951634
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2016,99.1168858139
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2015,105.8323666601
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2014,103.9776937178
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2013,99.7433751182
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2012,95.6417099677
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2011,101.9796349857
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2010,98.325624023
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2009,78.898871502
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2008,97.4891925965
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2007,117.8049257799
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2006,97.9535010424
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2005,102.1507353058
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2004,108.4408139079
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2003,103.2317795143
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2002,97.544975677
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2001,101.1634264121
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních nekovových minerálních výrobků,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2024,93.1780463784
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2023,85.6264606995
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2022,91.8074509808
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2021,111.5951582491
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2020,92.7867248871
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2019,94.0475522099
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2018,102.7786313798
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2017,99.0944398417
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2016,98.9001511148
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2015,98.631662446
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2014,103.531493736
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2013,98.1657769724
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2012,91.8626980975
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2011,105.7915046596
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2010,121.7638208055
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2009,72.5242063333
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2008,104.5037607501
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2007,90.077109498
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2006,108.0304503219
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2005,89.1620965503
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2004,111.1526699507
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2003,112.5870294693
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2002,93.4466172161
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2001,106.8242278314
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba základních kovů, hutní zpracování; slévárenství",2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2024,101.1965197624
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2023,97.2008714006
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2022,98.42825721
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2021,109.5600972343
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2020,92.0460465093
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2019,99.3522186517
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2018,104.0460879031
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2017,108.3065837161
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2016,105.0181793224
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2015,108.3644370489
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2014,105.2033674419
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2013,102.6497108554
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2012,99.3281724347
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2011,105.6332978224
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2010,116.4638083381
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2009,75.3750168541
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2008,89.3776573024
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2007,122.654482208
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2006,106.9677963622
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2005,101.6697473138
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2004,111.2448096599
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2003,95.4742066638
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2002,111.7887151618
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2001,102.8636364077
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2024,104.7121337253
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2023,100.5000498577
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2022,103.8890048292
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2021,101.8962696213
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2020,97.1406796262
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2019,92.2977006425
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2018,111.2939449071
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2017,111.3596191833
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2016,103.4255879034
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2015,100.8932221357
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2014,118.3971882889
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2013,116.1090638178
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2012,81.0976328463
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2011,97.3159169536
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2010,129.195496357
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2009,83.300099554
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2008,107.5883542674
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2007,118.4074939067
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2006,122.8967920582
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2005,106.1973735177
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2004,128.9578826597
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2003,110.7541369122
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2002,156.2831458158
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2001,147.1340325304
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2024,98.0772576052
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2023,103.5600818474
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2022,106.8164505667
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2021,109.6552976958
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2020,93.2891977612
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2019,105.0258973448
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2018,105.9002206868
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2017,108.3484434493
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2016,102.3749976025
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2015,107.6091565895
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2014,107.398059636
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2013,100.1406059123
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2012,110.1201749957
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2011,110.6521511009
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2010,118.3894811388
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2009,84.0137977805
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2008,101.241297576
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2007,113.7023618326
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2006,117.0451606622
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2005,105.8441744641
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2004,117.6210584865
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2003,108.7955197231
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2002,107.9223407391
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2001,111.2098252882
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba elektrických  zařízení,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2024,91.8381820146
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2023,98.0539805599
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2022,104.8412292983
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2021,108.897947631
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2020,87.5359049781
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2019,99.3876986601
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2018,101.6930689474
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2017,108.8141586052
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2016,102.791089438
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2015,102.6329595276
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2014,103.3853950346
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2013,102.8369136792
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2012,101.9082690657
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2011,110.7654047961
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2010,114.9755159061
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2009,71.6712798485
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2008,106.5193012641
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2007,115.7233209471
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2006,119.999561039
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2005,110.963553857
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2004,122.9501409294
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2003,106.6190071561
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2002,99.4245000622
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2001,108.9025242911
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba strojů a  zařízení, j.n.",2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2024,98.8253158445
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2023,116.4575031046
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2022,111.6368320816
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2021,104.3296850898
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2020,88.1503725299
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2019,100.1560702047
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2018,102.2529259871
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2017,109.5969579932
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2016,111.8244242993
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2015,112.1097285521
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2014,113.5248462266
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2013,96.7116593456
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2012,101.0522491148
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2011,121.1947145952
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2010,122.7089678333
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2009,89.1038254721
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2008,99.0923371896
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2007,116.6648755732
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2006,118.2205222332
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2005,123.105187047
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2004,116.0301539474
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2003,107.5456947931
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2002,108.1959580825
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2001,118.46791303
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2024,95.4305137463
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2023,125.0228819159
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2022,93.1607557826
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2021,120.9233120567
