Území;Instituce;Ukazatel;Roky;value
Česko;Investiční společnosti a fondy;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2014;5517.2251325827
Česko;Investiční společnosti a fondy;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2015;5735.0321237458
Česko;Investiční společnosti a fondy;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2016;6260.9827506758
Česko;Investiční společnosti a fondy;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2017;6008.1345018533
Česko;Investiční společnosti a fondy;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2018;3796.311
Česko;Investiční společnosti a fondy;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2019;4246.285
Česko;Investiční společnosti a fondy;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2020;1628.9981676736
Česko;Investiční společnosti a fondy;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2021;5030.3695692408
Česko;Investiční společnosti a fondy;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2022;6803.5331866738
Česko;Investiční společnosti a fondy;Nákup nového DHM;2014;2302.447459367
Česko;Investiční společnosti a fondy;Nákup nového DHM;2015;4777.8741237458
Česko;Investiční společnosti a fondy;Nákup nového DHM;2016;5200.5935531594
Česko;Investiční společnosti a fondy;Nákup nového DHM;2017;3626.8765684865
Česko;Investiční společnosti a fondy;Nákup nového DHM;2018;3524.971
Česko;Investiční společnosti a fondy;Nákup nového DHM;2019;2861.387
Česko;Investiční společnosti a fondy;Nákup nového DHM;2020;1625.6382070841
Česko;Investiční společnosti a fondy;Nákup nového DHM;2021;5025.0543808555
Česko;Investiční společnosti a fondy;Nákup nového DHM;2022;5746.045326144
Česko;Investiční společnosti a fondy;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2014;52050.9812366721
Česko;Investiční společnosti a fondy;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2015;44416.3341943386
Česko;Investiční společnosti a fondy;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2016;47788.2031028812
Česko;Investiční společnosti a fondy;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2017;44137.8351008901
Česko;Investiční společnosti a fondy;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2018;46747.207446628
Česko;Investiční společnosti a fondy;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2019;47401.751
Česko;Investiční společnosti a fondy;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2020;44486.4449572649
Česko;Investiční společnosti a fondy;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2021;50367.0746981669
Česko;Investiční společnosti a fondy;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2022;54771.8389805082
