Regiony;Roky (regiony soudržnosti);Pohlaví;Věk (roky);Ukazatel;value
Střední Čechy;2023;muži;41;Naděje dožití (ex);37.25036995
Střední Čechy;2023;muži;42;Počet zemřelých (Dx);21.0
Střední Čechy;2023;muži;42;Počet obyvatel (Px);11192.0
Střední Čechy;2023;muži;42;Míra úmrtnosti (mx);0.001798146
Střední Čechy;2023;muži;42;Pravděpodobnost úmrtí (qx);0.001796531
Střední Čechy;2023;muži;42;Tabulkový počet dožívajících (lx);97236.03809
Střední Čechy;2023;muži;42;Tabulkový počet zemřelých (dx);174.6875183
Střední Čechy;2023;muži;42;Tabulkový počet žijících (Lx);97148.69433
Střední Čechy;2023;muži;42;Pomocný ukazatel (Tx);3530876.447
Střední Čechy;2023;muži;42;Naděje dožití (ex);36.3124261
Střední Čechy;2023;muži;43;Počet zemřelých (Dx);18.0
Střední Čechy;2023;muži;43;Počet obyvatel (Px);12171.0
Střední Čechy;2023;muži;43;Míra úmrtnosti (mx);0.001921202
Střední Čechy;2023;muži;43;Pravděpodobnost úmrtí (qx);0.001919359
Střední Čechy;2023;muži;43;Tabulkový počet dožívajících (lx);97061.35057
Střední Čechy;2023;muži;43;Tabulkový počet zemřelých (dx);186.295525
Střední Čechy;2023;muži;43;Tabulkový počet žijících (Lx);96968.20281
Střední Čechy;2023;muži;43;Pomocný ukazatel (Tx);3433727.753
Střední Čechy;2023;muži;43;Naděje dožití (ex);35.37688001
Střední Čechy;2023;muži;44;Počet zemřelých (Dx);33.0
Střední Čechy;2023;muži;44;Počet obyvatel (Px);13022.0
Střední Čechy;2023;muži;44;Míra úmrtnosti (mx);0.00205878
Střední Čechy;2023;muži;44;Pravděpodobnost úmrtí (qx);0.002056662
Střední Čechy;2023;muži;44;Tabulkový počet dožívajících (lx);96875.05505
Střední Čechy;2023;muži;44;Tabulkový počet zemřelých (dx);199.2392831
Střední Čechy;2023;muži;44;Tabulkový počet žijících (Lx);96775.43541
Střední Čechy;2023;muži;44;Pomocný ukazatel (Tx);3336759.55
Střední Čechy;2023;muži;44;Naděje dožití (ex);34.44394998
Střední Čechy;2023;muži;45;Počet zemřelých (Dx);27.0
Střední Čechy;2023;muži;45;Počet obyvatel (Px);13318.0
Střední Čechy;2023;muži;45;Míra úmrtnosti (mx);0.002215523
Střední Čechy;2023;muži;45;Pravděpodobnost úmrtí (qx);0.002213072
Střední Čechy;2023;muži;45;Tabulkový počet dožívajících (lx);96675.81576
Střední Čechy;2023;muži;45;Tabulkový počet zemřelých (dx);213.9505302
Střední Čechy;2023;muži;45;Tabulkový počet žijících (Lx);96568.8405
Střední Čechy;2023;muži;45;Pomocný ukazatel (Tx);3239984.115
Střední Čechy;2023;muži;45;Naděje dožití (ex);33.5139051
Střední Čechy;2023;muži;46;Počet zemřelých (Dx);31.0
Střední Čechy;2023;muži;46;Počet obyvatel (Px);13481.0
Střední Čechy;2023;muži;46;Míra úmrtnosti (mx);0.002397297
Střední Čechy;2023;muži;46;Pravděpodobnost úmrtí (qx);0.002394427
Střední Čechy;2023;muži;46;Tabulkový počet dožívajících (lx);96461.86523
Střední Čechy;2023;muži;46;Tabulkový počet zemřelých (dx);230.9708693
Střední Čechy;2023;muži;46;Tabulkový počet žijících (Lx);96346.3798
Střední Čechy;2023;muži;46;Pomocný ukazatel (Tx);3143415.274
Střední Čechy;2023;muži;46;Naděje dožití (ex);32.58712929
Střední Čechy;2023;muži;47;Počet zemřelých (Dx);36.0
Střední Čechy;2023;muži;47;Počet obyvatel (Px);13710.0
Střední Čechy;2023;muži;47;Míra úmrtnosti (mx);0.002610674
Střední Čechy;2023;muži;47;Pravděpodobnost úmrtí (qx);0.002607271
Střední Čechy;2023;muži;47;Tabulkový počet dožívajících (lx);96230.89437
Střední Čechy;2023;muži;47;Tabulkový počet zemřelých (dx);250.8999722
Střední Čechy;2023;muži;47;Tabulkový počet žijících (Lx);96105.44438
Střední Čechy;2023;muži;47;Pomocný ukazatel (Tx);3047068.894
Střední Čechy;2023;muži;47;Naděje dožití (ex);31.66414398
Střední Čechy;2023;muži;48;Počet zemřelých (Dx);41.0
Střední Čechy;2023;muži;48;Počet obyvatel (Px);13834.0
Střední Čechy;2023;muži;48;Míra úmrtnosti (mx);0.002863306
Střední Čechy;2023;muži;48;Pravděpodobnost úmrtí (qx);0.002859213
Střední Čechy;2023;muži;48;Tabulkový počet dožívajících (lx);95979.99439
Střední Čechy;2023;muži;48;Tabulkový počet zemřelých (dx);274.4272351
Střední Čechy;2023;muži;48;Tabulkový počet žijících (Lx);95842.78078
Střední Čechy;2023;muži;48;Pomocný ukazatel (Tx);2950963.45
Střední Čechy;2023;muži;48;Naděje dožití (ex);30.74560974
Střední Čechy;2023;muži;49;Počet zemřelých (Dx);37.0
Střední Čechy;2023;muži;49;Počet obyvatel (Px);13371.0
Střední Čechy;2023;muži;49;Míra úmrtnosti (mx);0.003164564
Střední Čechy;2023;muži;49;Pravděpodobnost úmrtí (qx);0.003159564
Střední Čechy;2023;muži;49;Tabulkový počet dožívajících (lx);95705.56716
Střední Čechy;2023;muži;49;Tabulkový počet zemřelých (dx);302.3879038
Střední Čechy;2023;muži;49;Tabulkový počet žijících (Lx);95554.37321
Střední Čechy;2023;muži;49;Pomocný ukazatel (Tx);2855120.669
Střední Čechy;2023;muži;49;Naděje dožití (ex);29.83233634
Střední Čechy;2023;muži;50;Počet zemřelých (Dx);41.0
Střední Čechy;2023;muži;50;Počet obyvatel (Px);12123.0
Střední Čechy;2023;muži;50;Míra úmrtnosti (mx);0.003523095
Střední Čechy;2023;muži;50;Pravděpodobnost úmrtí (qx);0.0035169
Střední Čechy;2023;muži;50;Tabulkový počet dožívajících (lx);95403.17925
Střední Čechy;2023;muži;50;Tabulkový počet zemřelých (dx);335.5234305
Střední Čechy;2023;muži;50;Tabulkový počet žijících (Lx);95235.41754
Střední Čechy;2023;muži;50;Pomocný ukazatel (Tx);2759566.296
Střední Čechy;2023;muži;50;Naděje dožití (ex);28.9253075
Střední Čechy;2023;muži;51;Počet zemřelých (Dx);35.0
Střední Čechy;2023;muži;51;Počet obyvatel (Px);11033.0
Střední Čechy;2023;muži;51;Míra úmrtnosti (mx);0.003947564
Střední Čechy;2023;muži;51;Pravděpodobnost úmrtí (qx);0.003939787
Střední Čechy;2023;muži;51;Tabulkový počet dožívajících (lx);95067.65582
Střední Čechy;2023;muži;51;Tabulkový počet zemřelých (dx);374.5463482
Střední Čechy;2023;muži;51;Tabulkový počet žijících (Lx);94880.38265
Střední Čechy;2023;muži;51;Pomocný ukazatel (Tx);2664330.878
Střední Čechy;2023;muži;51;Naděje dožití (ex);28.02562928
Střední Čechy;2023;muži;52;Počet zemřelých (Dx);43.0
Střední Čechy;2023;muži;52;Počet obyvatel (Px);10389.0
Střední Čechy;2023;muži;52;Míra úmrtnosti (mx);0.004446978
Střední Čechy;2023;muži;52;Pravděpodobnost úmrtí (qx);0.004437112
Střední Čechy;2023;muži;52;Tabulkový počet dožívajících (lx);94693.10948
Střední Čechy;2023;muži;52;Tabulkový počet zemřelých (dx);420.1639707
Střední Čechy;2023;muži;52;Tabulkový počet žijících (Lx);94483.02749
Střední Čechy;2023;muži;52;Pomocný ukazatel (Tx);2569450.496
Střední Čechy;2023;muži;52;Naděje dožití (ex);27.13450335
Střední Čechy;2023;muži;53;Počet zemřelých (Dx);50.0
Střední Čechy;2023;muži;53;Počet obyvatel (Px);9794.0
Střední Čechy;2023;muži;53;Míra úmrtnosti (mx);0.005025804
Střední Čechy;2023;muži;53;Pravděpodobnost úmrtí (qx);0.005013206
Střední Čechy;2023;muži;53;Tabulkový počet dožívajících (lx);94272.9455
Střední Čechy;2023;muži;53;Tabulkový počet zemřelých (dx);472.6097
Střední Čechy;2023;muži;53;Tabulkový počet žijících (Lx);94036.64065
Střední Čechy;2023;muži;53;Pomocný ukazatel (Tx);2474967.468
Střední Čechy;2023;muži;53;Naděje dožití (ex);26.25321035
Střední Čechy;2023;muži;54;Počet zemřelých (Dx);61.0
Střední Čechy;2023;muži;54;Počet obyvatel (Px);9166.0
Střední Čechy;2023;muži;54;Míra úmrtnosti (mx);0.005684314
Střední Čechy;2023;muži;54;Pravděpodobnost úmrtí (qx);0.005668204
Střední Čechy;2023;muži;54;Tabulkový počet dožívajících (lx);93800.3358
Střední Čechy;2023;muži;54;Tabulkový počet zemřelých (dx);531.679419
Střední Čechy;2023;muži;54;Tabulkový počet žijících (Lx);93534.4961
Střední Čechy;2023;muži;54;Pomocný ukazatel (Tx);2380930.828
Střední Čechy;2023;muži;54;Naděje dožití (ex);25.38296699
Střední Čechy;2023;muži;55;Počet zemřelých (Dx);54.0
Střední Čechy;2023;muži;55;Počet obyvatel (Px);8846.0
Střední Čechy;2023;muži;55;Míra úmrtnosti (mx);0.006419966
Střední Čechy;2023;muži;55;Pravděpodobnost úmrtí (qx);0.006399423
Střední Čechy;2023;muži;55;Tabulkový počet dožívajících (lx);93268.65639
Střední Čechy;2023;muži;55;Tabulkový počet zemřelých (dx);596.8656266
Střední Čechy;2023;muži;55;Tabulkový počet žijících (Lx);92970.22357
Střední Čechy;2023;muži;55;Pomocný ukazatel (Tx);2287396.332
Střední Čechy;2023;muži;55;Naděje dožití (ex);24.52481273
Střední Čechy;2023;muži;56;Počet zemřelých (Dx);66.0
Střední Čechy;2023;muži;56;Počet obyvatel (Px);8760.0
Střední Čechy;2023;muži;56;Míra úmrtnosti (mx);0.007231174
Střední Čechy;2023;muži;56;Pravděpodobnost úmrtí (qx);0.007205123
Střední Čechy;2023;muži;56;Tabulkový počet dožívajících (lx);92671.79076
Střední Čechy;2023;muži;56;Tabulkový počet zemřelých (dx);667.7116246
Střední Čechy;2023;muži;56;Tabulkový počet žijících (Lx);92337.93495
Střední Čechy;2023;muži;56;Pomocný ukazatel (Tx);2194426.108
Střední Čechy;2023;muži;56;Naděje dožití (ex);23.6795479
Střední Čechy;2023;muži;57;Počet zemřelých (Dx);75.0
Střední Čechy;2023;muži;57;Počet obyvatel (Px);8716.0
Střední Čechy;2023;muži;57;Míra úmrtnosti (mx);0.008113786
Střední Čechy;2023;muži;57;Pravděpodobnost úmrtí (qx);0.008081003
Střední Čechy;2023;muži;57;Tabulkový počet dožívajících (lx);92004.07913
Střední Čechy;2023;muži;57;Tabulkový počet zemřelých (dx);743.4852091
Střední Čechy;2023;muži;57;Tabulkový počet žijících (Lx);91632.33653
Střední Čechy;2023;muži;57;Pomocný ukazatel (Tx);2102088.173
Střední Čechy;2023;muži;57;Naděje dožití (ex);22.84777146
Střední Čechy;2023;muži;58;Počet zemřelých (Dx);81.0
Střední Čechy;2023;muži;58;Počet obyvatel (Px);8920.0
Střední Čechy;2023;muži;58;Míra úmrtnosti (mx);0.009062592
Střední Čechy;2023;muži;58;Pravděpodobnost úmrtí (qx);0.009021712
Střední Čechy;2023;muži;58;Tabulkový počet dožívajících (lx);91260.59393
Střední Čechy;2023;muži;58;Tabulkový počet zemřelých (dx);823.3267863
Střední Čechy;2023;muži;58;Tabulkový počet žijících (Lx);90848.93053
Střední Čechy;2023;muži;58;Pomocný ukazatel (Tx);2010455.837
Střední Čechy;2023;muži;58;Naděje dožití (ex);22.02983511
Střední Čechy;2023;muži;59;Počet zemřelých (Dx);91.0
Střední Čechy;2023;muži;59;Počet obyvatel (Px);8795.0
Střední Čechy;2023;muži;59;Míra úmrtnosti (mx);0.010076064
Střední Čechy;2023;muži;59;Pravděpodobnost úmrtí (qx);0.010025554
Střední Čechy;2023;muži;59;Tabulkový počet dožívajících (lx);90437.26714
Střední Čechy;2023;muži;59;Tabulkový počet zemřelých (dx);906.6837457
Střední Čechy;2023;muži;59;Tabulkový počet žijících (Lx);89983.92527
Střední Čechy;2023;muži;59;Pomocný ukazatel (Tx);1919606.906
Střední Čechy;2023;muži;59;Naděje dožití (ex);21.22583938
Střední Čechy;2023;muži;60;Počet zemřelých (Dx);92.0
Střední Čechy;2023;muži;60;Počet obyvatel (Px);8138.0
Střední Čechy;2023;muži;60;Míra úmrtnosti (mx);0.011152524
Střední Čechy;2023;muži;60;Pravděpodobnost úmrtí (qx);0.011090679
Střední Čechy;2023;muži;60;Tabulkový počet dožívajících (lx);89530.58339
Střední Čechy;2023;muži;60;Tabulkový počet zemřelých (dx);992.9549719
Střední Čechy;2023;muži;60;Tabulkový počet žijících (Lx);89034.10591
Střední Čechy;2023;muži;60;Pomocný ukazatel (Tx);1829622.981
Střední Čechy;2023;muži;60;Naděje dožití (ex);20.4357317
Střední Čechy;2023;muži;61;Počet zemřelých (Dx);80.0
Střední Čechy;2023;muži;61;Počet obyvatel (Px);7512.0
Střední Čechy;2023;muži;61;Míra úmrtnosti (mx);0.012289377
Střední Čechy;2023;muži;61;Pravděpodobnost úmrtí (qx);0.012214324
Střední Čechy;2023;muži;61;Tabulkový počet dožívajících (lx);88537.62842
Střední Čechy;2023;muži;61;Tabulkový počet zemřelých (dx);1081.427261
Střední Čechy;2023;muži;61;Tabulkový počet žijících (Lx);87996.91479
Střední Čechy;2023;muži;61;Pomocný ukazatel (Tx);1740588.875
Střední Čechy;2023;muži;61;Naděje dožití (ex);19.65931216
Střední Čechy;2023;muži;62;Počet zemřelých (Dx);105.0
Střední Čechy;2023;muži;62;Počet obyvatel (Px);7045.0
Střední Čechy;2023;muži;62;Míra úmrtnosti (mx);0.013483016
Střední Čechy;2023;muži;62;Pravděpodobnost úmrtí (qx);0.013392729
Střední Čechy;2023;muži;62;Tabulkový počet dožívajících (lx);87456.20116
Střední Čechy;2023;muži;62;Tabulkový počet zemřelých (dx);1171.27721
Střední Čechy;2023;muži;62;Tabulkový počet žijících (Lx);86870.56256
Střední Čechy;2023;muži;62;Pomocný ukazatel (Tx);1652591.96
Střední Čechy;2023;muži;62;Naděje dožití (ex);18.89622392
Střední Čechy;2023;muži;63;Počet zemřelých (Dx);98.0
Střední Čechy;2023;muži;63;Počet obyvatel (Px);6785.0
Střední Čechy;2023;muži;63;Míra úmrtnosti (mx);0.014729197
Střední Čechy;2023;muži;63;Pravděpodobnost úmrtí (qx);0.014621515
Střední Čechy;2023;muži;63;Tabulkový počet dožívajících (lx);86284.92395
Střední Čechy;2023;muži;63;Tabulkový počet zemřelých (dx);1261.616307
Střední Čechy;2023;muži;63;Tabulkový počet žijících (Lx);85654.1158
Střední Čechy;2023;muži;63;Pomocný ukazatel (Tx);1565721.397
Střední Čechy;2023;muži;63;Naděje dožití (ex);18.14594399
Střední Čechy;2023;muži;64;Počet zemřelých (Dx);117.0
Střední Čechy;2023;muži;64;Počet obyvatel (Px);6953.0
Střední Čechy;2023;muži;64;Míra úmrtnosti (mx);0.016028779
Střední Čechy;2023;muži;64;Pravděpodobnost úmrtí (qx);0.015901339
Střední Čechy;2023;muži;64;Tabulkový počet dožívajících (lx);85023.30764
Střední Čechy;2023;muži;64;Tabulkový počet zemřelých (dx);1351.984452
Střední Čechy;2023;muži;64;Tabulkový počet žijících (Lx);84347.31542
Střední Čechy;2023;muži;64;Pomocný ukazatel (Tx);1480067.282
Střední Čechy;2023;muži;64;Naděje dožití (ex);17.40778291
Střední Čechy;2023;muži;65;Počet zemřelých (Dx);137.0
Střední Čechy;2023;muži;65;Počet obyvatel (Px);7331.0
Střední Čechy;2023;muži;65;Míra úmrtnosti (mx);0.017389506
Střední Čechy;2023;muži;65;Pravděpodobnost úmrtí (qx);0.017239611
Střední Čechy;2023;muži;65;Tabulkový počet dožívajících (lx);83671.32319
Střední Čechy;2023;muži;65;Tabulkový počet zemřelých (dx);1442.461098
Střední Čechy;2023;muži;65;Tabulkový počet žijících (Lx);82950.09264
Střední Čechy;2023;muži;65;Pomocný ukazatel (Tx);1395719.966
Střední Čechy;2023;muži;65;Naděje dožití (ex);16.68098356
Střední Čechy;2023;muži;66;Počet zemřelých (Dx);164.0
Střední Čechy;2023;muži;66;Počet obyvatel (Px);7624.0
Střední Čechy;2023;muži;66;Míra úmrtnosti (mx);0.018824147
Střední Čechy;2023;muži;66;Pravděpodobnost úmrtí (qx);0.018648625
Střední Čechy;2023;muži;66;Tabulkový počet dožívajících (lx);82228.86209
Střední Čechy;2023;muži;66;Tabulkový počet zemřelých (dx);1533.455225
Střední Čechy;2023;muži;66;Tabulkový počet žijících (Lx);81462.13448
Střední Čechy;2023;muži;66;Pomocný ukazatel (Tx);1312769.874
Střední Čechy;2023;muži;66;Naděje dožití (ex);15.96483084
Střední Čechy;2023;muži;67;Počet zemřelých (Dx);146.0
Střední Čechy;2023;muži;67;Počet obyvatel (Px);7689.0
Střední Čechy;2023;muži;67;Míra úmrtnosti (mx);0.020366482
Střední Čechy;2023;muži;67;Pravděpodobnost úmrtí (qx);0.020161176
Střední Čechy;2023;muži;67;Tabulkový počet dožívajících (lx);80695.40687
Střední Čechy;2023;muži;67;Tabulkový počet zemřelých (dx);1626.914292
Střední Čechy;2023;muži;67;Tabulkový počet žijících (Lx);79881.94972
Střední Čechy;2023;muži;67;Pomocný ukazatel (Tx);1231307.739
Střední Čechy;2023;muži;67;Naděje dožití (ex);15.2587091
Střední Čechy;2023;muži;68;Počet zemřelých (Dx);150.0
Střední Čechy;2023;muži;68;Počet obyvatel (Px);7605.0
Střední Čechy;2023;muži;68;Míra úmrtnosti (mx);0.022071307
Střední Čechy;2023;muži;68;Pravděpodobnost úmrtí (qx);0.021830394
Střední Čechy;2023;muži;68;Tabulkový počet dožívajících (lx);79068.49258
Střední Čechy;2023;muži;68;Tabulkový počet zemřelých (dx);1726.096373
Střední Čechy;2023;muži;68;Tabulkový počet žijících (Lx);78205.44439
Střední Čechy;2023;muži;68;Pomocný ukazatel (Tx);1151425.789
Střední Čechy;2023;muži;68;Naděje dožití (ex);14.56238448
Střední Čechy;2023;muži;69;Počet zemřelých (Dx);175.0
Střední Čechy;2023;muži;69;Počet obyvatel (Px);7478.0
Střední Čechy;2023;muži;69;Míra úmrtnosti (mx);0.024005336
Střední Čechy;2023;muži;69;Pravděpodobnost úmrtí (qx);0.023720625
Střední Čechy;2023;muži;69;Tabulkový počet dožívajících (lx);77342.39621
Střední Čechy;2023;muži;69;Tabulkový počet zemřelých (dx);1834.609985
Střední Čechy;2023;muži;69;Tabulkový počet žijících (Lx);76425.09121
Střední Čechy;2023;muži;69;Pomocný ukazatel (Tx);1073220.345
Střední Čechy;2023;muži;69;Naděje dožití (ex);13.8762231
Střední Čechy;2023;muži;70;Počet zemřelých (Dx);194.0
Střední Čechy;2023;muži;70;Počet obyvatel (Px);7367.0
Střední Čechy;2023;muži;70;Míra úmrtnosti (mx);0.026223654
Střední Čechy;2023;muži;70;Pravděpodobnost úmrtí (qx);0.025884264
Střední Čechy;2023;muži;70;Tabulkový počet dožívajících (lx);75507.78622
Střední Čechy;2023;muži;70;Tabulkový počet zemřelých (dx);1954.463484
Střední Čechy;2023;muži;70;Tabulkový počet žijících (Lx);74530.55448
Střední Čechy;2023;muži;70;Pomocný ukazatel (Tx);996795.2538
Střední Čechy;2023;muži;70;Naděje dožití (ex);13.20122472
Střední Čechy;2023;muži;71;Počet zemřelých (Dx);188.0
Střední Čechy;2023;muži;71;Počet obyvatel (Px);7163.0
Střední Čechy;2023;muži;71;Míra úmrtnosti (mx);0.028782383
Střední Čechy;2023;muži;71;Pravděpodobnost úmrtí (qx);0.028374046
Střední Čechy;2023;muži;71;Tabulkový počet dožívajících (lx);73553.32274
Střední Čechy;2023;muži;71;Tabulkový počet zemřelých (dx);2087.005381
Střední Čechy;2023;muži;71;Tabulkový počet žijících (Lx);72509.82005
Střední Čechy;2023;muži;71;Pomocný ukazatel (Tx);922264.6993
Střední Čechy;2023;muži;71;Naděje dožití (ex);12.53872245
Střední Čechy;2023;muži;72;Počet zemřelých (Dx);242.0
Střední Čechy;2023;muži;72;Počet obyvatel (Px);6785.0
Střední Čechy;2023;muži;72;Míra úmrtnosti (mx);0.031744867
Střední Čechy;2023;muži;72;Pravděpodobnost úmrtí (qx);0.031248871
Střední Čechy;2023;muži;72;Tabulkový počet dožívajících (lx);71466.31736
Střední Čechy;2023;muži;72;Tabulkový počet zemřelých (dx);2233.241763
Střední Čechy;2023;muži;72;Tabulkový počet žijících (Lx);70349.69647
Střední Čechy;2023;muži;72;Pomocný ukazatel (Tx);849754.8793
Střední Čechy;2023;muži;72;Naděje dožití (ex);11.89028497
Střední Čechy;2023;muži;73;Počet zemřelých (Dx);202.0
Střední Čechy;2023;muži;73;Počet obyvatel (Px);6523.0
Střední Čechy;2023;muži;73;Míra úmrtnosti (mx);0.035164653
Střední Čechy;2023;muži;73;Pravděpodobnost úmrtí (qx);0.034557059
Střední Čechy;2023;muži;73;Tabulkový počet dožívajících (lx);69233.07559
Střední Čechy;2023;muži;73;Tabulkový počet zemřelých (dx);2392.491479
Střední Čechy;2023;muži;73;Tabulkový počet žijících (Lx);68036.82985
Střední Čechy;2023;muži;73;Pomocný ukazatel (Tx);779405.1828
Střední Čechy;2023;muži;73;Naděje dožití (ex);11.25769982
Střední Čechy;2023;muži;74;Počet zemřelých (Dx);254.0
Střední Čechy;2023;muži;74;Počet obyvatel (Px);6352.0
Střední Čechy;2023;muži;74;Míra úmrtnosti (mx);0.039095644
Střední Čechy;2023;muži;74;Pravděpodobnost úmrtí (qx);0.038346062
Střední Čechy;2023;muži;74;Tabulkový počet dožívajících (lx);66840.58411
Střední Čechy;2023;muži;74;Tabulkový počet zemřelých (dx);2563.073194
Střední Čechy;2023;muži;74;Tabulkový počet žijících (Lx);65559.04752
Střední Čechy;2023;muži;74;Pomocný ukazatel (Tx);711368.353
Střední Čechy;2023;muži;74;Naděje dožití (ex);10.64276087
Střední Čechy;2023;muži;75;Počet zemřelých (Dx);256.0
Střední Čechy;2023;muži;75;Počet obyvatel (Px);6274.0
Střední Čechy;2023;muži;75;Míra úmrtnosti (mx);0.043589028
Střední Čechy;2023;muži;75;Pravděpodobnost úmrtí (qx);0.042659289
Střední Čechy;2023;muži;75;Tabulkový počet dožívajících (lx);64277.51092
Střední Čechy;2023;muži;75;Tabulkový počet zemřelých (dx);2742.032924
Střední Čechy;2023;muži;75;Tabulkový počet žijících (Lx);62906.49446
Střední Čechy;2023;muži;75;Pomocný ukazatel (Tx);645809.3054
Střední Čechy;2023;muži;75;Naděje dožití (ex);10.04720463
Střední Čechy;2023;muži;76;Počet zemřelých (Dx);316.0
Střední Čechy;2023;muži;76;Počet obyvatel (Px);5920.0
Střední Čechy;2023;muži;76;Míra úmrtnosti (mx);0.048677979
Střední Čechy;2023;muži;76;Pravděpodobnost úmrtí (qx);0.047521357
Střední Čechy;2023;muži;76;Tabulkový počet dožívajících (lx);61535.47799
Střední Čechy;2023;muži;76;Tabulkový počet zemřelých (dx);2924.249428
Střední Čechy;2023;muži;76;Tabulkový počet žijících (Lx);60073.35328
Střední Čechy;2023;muži;76;Pomocný ukazatel (Tx);582902.811
Střední Čechy;2023;muži;76;Naděje dožití (ex);9.472629936
Střední Čechy;2023;muži;77;Počet zemřelých (Dx);252.0
Střední Čechy;2023;muži;77;Počet obyvatel (Px);4931.0
Střední Čechy;2023;muži;77;Míra úmrtnosti (mx);0.054381665
Střední Čechy;2023;muži;77;Pravděpodobnost úmrtí (qx);0.052942124
Střední Čechy;2023;muži;77;Tabulkový počet dožívajících (lx);58611.22857
Střední Čechy;2023;muži;77;Tabulkový počet zemřelých (dx);3103.002944
Střední Čechy;2023;muži;77;Tabulkový počet žijících (Lx);57059.72709
Střední Čechy;2023;muži;77;Pomocný ukazatel (Tx);522829.4577
Střední Čechy;2023;muži;77;Naděje dožití (ex);8.920295146
Střední Čechy;2023;muži;78;Počet zemřelých (Dx);256.0
Střední Čechy;2023;muži;78;Počet obyvatel (Px);4202.0
Střední Čechy;2023;muži;78;Míra úmrtnosti (mx);0.060713575
Střední Čechy;2023;muži;78;Pravděpodobnost úmrtí (qx);0.058924807
Střední Čechy;2023;muži;78;Tabulkový počet dožívajících (lx);55508.22562
Střední Čechy;2023;muži;78;Tabulkový počet zemřelých (dx);3270.81147
Střední Čechy;2023;muži;78;Tabulkový počet žijících (Lx);53872.81989
Střední Čechy;2023;muži;78;Pomocný ukazatel (Tx);465769.7306
Střední Čechy;2023;muži;78;Naděje dožití (ex);8.391003773
Střední Čechy;2023;muži;79;Počet zemřelých (Dx);277.0
Střední Čechy;2023;muži;79;Počet obyvatel (Px);3877.0
Střední Čechy;2023;muži;79;Míra úmrtnosti (mx);0.067689762
Střední Čechy;2023;muži;79;Pravděpodobnost úmrtí (qx);0.065473809
Střední Čechy;2023;muži;79;Tabulkový počet dožívajících (lx);52237.41415
Střední Čechy;2023;muži;79;Tabulkový počet zemřelých (dx);3420.182482
Střední Čechy;2023;muži;79;Tabulkový počet žijících (Lx);50527.32291
Střední Čechy;2023;muži;79;Pomocný ukazatel (Tx);411896.9107
Střední Čechy;2023;muži;79;Naděje dožití (ex);7.885093805
Střední Čechy;2023;muži;80;Počet zemřelých (Dx);263.0
Střední Čechy;2023;muži;80;Počet obyvatel (Px);3290.0
Střední Čechy;2023;muži;80;Míra úmrtnosti (mx);0.075314892
Střední Čechy;2023;muži;80;Pravděpodobnost úmrtí (qx);0.072581652
Střední Čechy;2023;muži;80;Tabulkový počet dožívajících (lx);48817.23167
Střední Čechy;2023;muži;80;Tabulkový počet zemřelých (dx);3543.235329
Střední Čechy;2023;muži;80;Tabulkový počet žijících (Lx);47045.61401
Střední Čechy;2023;muži;80;Pomocný ukazatel (Tx);361369.5878
Střední Čechy;2023;muži;80;Naděje dožití (ex);7.402500622
Střední Čechy;2023;muži;81;Počet zemřelých (Dx);232.0
Střední Čechy;2023;muži;81;Počet obyvatel (Px);2682.0
Střední Čechy;2023;muži;81;Míra úmrtnosti (mx);0.083749355
Střední Čechy;2023;muži;81;Pravděpodobnost úmrtí (qx);0.080383329
Střední Čechy;2023;muži;81;Tabulkový počet dožívajících (lx);45273.99634
Střední Čechy;2023;muži;81;Tabulkový počet zemřelých (dx);3639.27453
Střední Čechy;2023;muži;81;Tabulkový počet žijících (Lx);43454.35908
Střední Čechy;2023;muži;81;Pomocný ukazatel (Tx);314323.9738
Střední Čechy;2023;muži;81;Naděje dožití (ex);6.942704404
Střední Čechy;2023;muži;82;Počet zemřelých (Dx);221.0
Střední Čechy;2023;muži;82;Počet obyvatel (Px);2313.0
Střední Čechy;2023;muži;82;Míra úmrtnosti (mx);0.093037638
Střední Čechy;2023;muži;82;Pravděpodobnost úmrtí (qx);0.088902021
Střední Čechy;2023;muži;82;Tabulkový počet dožívajících (lx);41634.72181
Střední Čechy;2023;muži;82;Tabulkový počet zemřelých (dx);3701.410917
Střední Čechy;2023;muži;82;Tabulkový počet žijících (Lx);39784.01635
Střední Čechy;2023;muži;82;Pomocný ukazatel (Tx);270869.6147
Střední Čechy;2023;muži;82;Naděje dožití (ex);6.505858642
Střední Čechy;2023;muži;83;Počet zemřelých (Dx);186.0
Střední Čechy;2023;muži;83;Počet obyvatel (Px);1949.0
Střední Čechy;2023;muži;83;Míra úmrtnosti (mx);0.10331028
Střední Čechy;2023;muži;83;Pravděpodobnost úmrtí (qx);0.098235892
Střední Čechy;2023;muži;83;Tabulkový počet dožívajících (lx);37933.3109
Střední Čechy;2023;muži;83;Tabulkový počet zemřelých (dx);3726.41262
Střední Čechy;2023;muži;83;Tabulkový počet žijících (Lx);36070.10459
Střední Čechy;2023;muži;83;Pomocný ukazatel (Tx);231085.5984
Střední Čechy;2023;muži;83;Naděje dožití (ex);6.091891083
Střední Čechy;2023;muži;84;Počet zemřelých (Dx);163.0
Střední Čechy;2023;muži;84;Počet obyvatel (Px);1610.0
Střední Čechy;2023;muži;84;Míra úmrtnosti (mx);0.114669147
Střední Čechy;2023;muži;84;Pravděpodobnost úmrtí (qx);0.108451147
