Ukazatel;Území;Klasifikace CZ-CPA;Typ údaje;Měsíce;value
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2020;104.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2020;104.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2020;104.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2020;104.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2020;103.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2020;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2020;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2020;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2021;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2021;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2021;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2021;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2021;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2021;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2021;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2021;102.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2021;102.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2021;102.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2021;101.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2021;102.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2022;102.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2022;102.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2022;102.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2022;104.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2022;104.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2022;105.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2022;105.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2022;105.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2022;106.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2022;106.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2022;107.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2022;108.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2023;108.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2023;109.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2023;115.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2023;115.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2023;116.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2023;116.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2023;116.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2023;116.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2023;115.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2023;117.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2023;117.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2023;116.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2024;116.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2024;115.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2024;116.4
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2024;116.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);květen 2024;117.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červen 2024;117.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);červenec 2024;117.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);srpen 2024;117.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);září 2024;117.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);říjen 2024;117.2
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);listopad 2024;117.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);prosinec 2024;117.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);leden 2025;116.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);únor 2025;117.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);březen 2025;116.6
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Bazický index (2015 = 100);duben 2025;115.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;leden 2015;98.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;únor 2015;98.3
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;březen 2015;98.5
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;duben 2015;98.7
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;květen 2015;98.8
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;červen 2015;98.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;červenec 2015;99.0
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;srpen 2015;99.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;září 2015;99.1
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;říjen 2015;98.9
Index cen za poskytnutí tržních služeb (%);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;Podíl klouzavých průměrů;listopad 2015;98.8
