Území,Roky,Odvětví ekonomické činnosti,Ukazatel,value
Česko,2024,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),102.5489256891
Česko,2024,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),300.3171970325
Česko,2024,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),-1.7545327917
Česko,2024,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),99.4191668341
Česko,2024,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),46219.6851080373
Česko,2024,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),1038.9057357292
Česko,2024,O - Veřejná správa a obrana; povinné sociální zabezpečení,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),102.2994418205
Česko,2024,P - Vzdělávání,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),344.0853467242
Česko,2024,P - Vzdělávání,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),8.0426990123
Česko,2024,P - Vzdělávání,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),102.393356637
Česko,2024,P - Vzdělávání,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),44286.9975193888
Česko,2024,P - Vzdělávání,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),487.8233509935
Česko,2024,P - Vzdělávání,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),101.1137729427
Česko,2024,P - Vzdělávání,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),390.7398405801
Česko,2024,P - Vzdělávání,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),9.3243543555
Česko,2024,P - Vzdělávání,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),102.4446711505
Česko,2024,P - Vzdělávání,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),38999.1122333656
Česko,2024,P - Vzdělávání,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),410.2478932505
Česko,2024,P - Vzdělávání,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),101.0631250758
Česko,2024,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),352.936020844
Česko,2024,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),9.9996630144
Česko,2024,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),102.9158946802
Česko,2024,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),50988.2308483392
Česko,2024,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),4214.0077667007
Česko,2024,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),109.0092522955
Česko,2024,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),389.5015926994
Česko,2024,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),12.6957576842
Česko,2024,Q - Zdravotní a sociální péče,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),103.3693102666
Česko,2024,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),46201.5653922553
Česko,2024,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),3631.678693759
Česko,2024,Q - Zdravotní a sociální péče,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),108.5310978615
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),50.8706548618
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),-0.0333262547
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),99.9345311427
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),39502.3578131417
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2312.8460447724
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.2190814958
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),54.9380694253
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),0.3264566615
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),100.597778833
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na fyzické osoby (Kč),36577.7471170985
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),1913.0648456137
Česko,2024,"R - Kulturní, zábavní a rekreační činnosti",Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),105.5187721919
Česko,2024,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),37.4277022224
Česko,2024,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),-0.3230031651
Česko,2024,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),99.1443784644
Česko,2024,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),35065.8330363545
Česko,2024,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),4019.8893711941
Česko,2024,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),112.9481951476
Česko,2024,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),43.1942322673
Česko,2024,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),0.4338662364
Česko,2024,S - Ostatní činnosti,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),101.0146457495
Česko,2024,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),30384.4631140655
Česko,2024,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2975.7577738297
Česko,2024,S - Ostatní činnosti,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),110.8569804261
