Území,CZ-NACE,Měsíce,Ukazatel,value
Česko,Průmysl celkem,duben 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,70.32713295
Česko,Průmysl celkem,duben 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.31415781
Česko,Průmysl celkem,duben 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.29738236
Česko,Průmysl celkem,duben 2009,Meziroční index (%) - neočištěno,78.3742358109
Česko,Průmysl celkem,duben 2009,Meziroční index (%) - očištěno o kalendářní vlivy,81.0835002517
Česko,Průmysl celkem,duben 2009,Meziměsíční index (%) - sezónně očištěno,98.1287291503
Česko,Průmysl celkem,duben 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,76.19860978
Česko,Průmysl celkem,březen 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,76.42260001
Česko,Průmysl celkem,březen 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,71.63792191
Česko,Průmysl celkem,březen 2009,Meziroční index (%) - neočištěno,88.6107188464
Česko,Průmysl celkem,březen 2009,Meziroční index (%) - očištěno o kalendářní vlivy,84.1727015409
Česko,Průmysl celkem,březen 2009,Meziměsíční index (%) - sezónně očištěno,101.7856233518
Česko,Průmysl celkem,březen 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,67.00639569
Česko,Průmysl celkem,únor 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,67.28226214
Česko,Průmysl celkem,únor 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.38117914
Česko,Průmysl celkem,únor 2009,Meziroční index (%) - neočištěno,78.1676288647
Česko,Průmysl celkem,únor 2009,Meziroční index (%) - očištěno o kalendářní vlivy,79.3261597526
Česko,Průmysl celkem,únor 2009,Meziměsíční index (%) - sezónně očištěno,100.5255940476
Česko,Průmysl celkem,únor 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,65.89042096
Česko,Průmysl celkem,leden 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,66.8170614
Česko,Průmysl celkem,leden 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.01319396
Česko,Průmysl celkem,leden 2009,Meziroční index (%) - neočištěno,78.6479188459
Česko,Průmysl celkem,leden 2009,Meziroční index (%) - očištěno o kalendářní vlivy,79.8581976819
Česko,Průmysl celkem,leden 2009,Meziměsíční index (%) - sezónně očištěno,93.7360045098
Česko,Průmysl celkem,leden 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,69.22008418
Česko,Průmysl celkem,prosinec 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.98288889
Česko,Průmysl celkem,prosinec 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,74.69189062
Česko,Průmysl celkem,prosinec 2008,Meziroční index (%) - neočištěno,88.1757878378
Česko,Průmysl celkem,prosinec 2008,Meziroční index (%) - očištěno o kalendářní vlivy,84.9517957806
Česko,Průmysl celkem,prosinec 2008,Meziměsíční index (%) - sezónně očištěno,98.1949234703
Česko,Průmysl celkem,prosinec 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,77.56150409
Česko,Průmysl celkem,listopad 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,81.21081972
Česko,Průmysl celkem,listopad 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,76.06492065
Česko,Průmysl celkem,listopad 2008,Meziroční index (%) - neočištěno,82.2299435398
Česko,Průmysl celkem,listopad 2008,Meziroční index (%) - očištěno o kalendářní vlivy,88.4813273634
Česko,Průmysl celkem,listopad 2008,Meziměsíční index (%) - sezónně očištěno,96.5833902602
Česko,Průmysl celkem,listopad 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,84.88348822
Česko,Průmysl celkem,říjen 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,83.84609029
Česko,Průmysl celkem,říjen 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,78.75569541
Česko,Průmysl celkem,říjen 2008,Meziroční index (%) - neočištěno,90.2869728596
Česko,Průmysl celkem,říjen 2008,Meziroční index (%) - očištěno o kalendářní vlivy,92.5916925256
Česko,Průmysl celkem,říjen 2008,Meziměsíční index (%) - sezónně očištěno,96.6710751152
Česko,Průmysl celkem,říjen 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,86.89239107
Česko,Průmysl celkem,září 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,83.33787256
Česko,Průmysl celkem,září 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,81.46769374
Česko,Průmysl celkem,září 2008,Meziroční index (%) - neočištěno,104.3728850118
Česko,Průmysl celkem,září 2008,Meziroční index (%) - očištěno o kalendářní vlivy,97.2003414046
Česko,Průmysl celkem,září 2008,Meziměsíční index (%) - sezónně očištěno,100.7802018815
Česko,Průmysl celkem,září 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,72.20926197
Česko,Průmysl celkem,srpen 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,75.30037988
Česko,Průmysl celkem,srpen 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,80.83700193
Česko,Průmysl celkem,srpen 2008,Meziroční index (%) - neočištěno,92.6960877452
Česko,Průmysl celkem,srpen 2008,Meziroční index (%) - očištěno o kalendářní vlivy,96.5374260699
Česko,Průmysl celkem,srpen 2008,Meziměsíční index (%) - sezónně očištěno,98.4248532949
Česko,Průmysl celkem,srpen 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,81.57069588
Česko,Průmysl celkem,červenec 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,77.07338009
Česko,Průmysl celkem,červenec 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.13068064
Česko,Průmysl celkem,červenec 2008,Meziroční index (%) - neočištěno,105.0579827274
Česko,Průmysl celkem,červenec 2008,Meziroční index (%) - očištěno o kalendářní vlivy,97.2114564373
Česko,Průmysl celkem,červenec 2008,Meziměsíční index (%) - sezónně očištěno,97.2026280518
Česko,Průmysl celkem,červenec 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,87.54886177
Česko,Průmysl celkem,červen 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,88.01964984
Česko,Průmysl celkem,červen 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,84.4943005
Česko,Průmysl celkem,červen 2008,Meziroční index (%) - neočištěno,101.7824685476
Česko,Průmysl celkem,červen 2008,Meziroční index (%) - očištěno o kalendářní vlivy,101.6187256632
Česko,Průmysl celkem,červen 2008,Meziměsíční index (%) - sezónně očištěno,98.2856821817
Česko,Průmysl celkem,červen 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,84.99872957
Česko,Průmysl celkem,květen 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,86.33423733
Česko,Průmysl celkem,květen 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,85.96806638
Česko,Průmysl celkem,květen 2008,Meziroční index (%) - neočištěno,99.9680381175
Česko,Průmysl celkem,květen 2008,Meziroční index (%) - očištěno o kalendářní vlivy,101.370807701
Česko,Průmysl celkem,květen 2008,Meziměsíční index (%) - sezónně očištěno,99.1341626978
Česko,Průmysl celkem,květen 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,89.73246402
Česko,Průmysl celkem,duben 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,86.71820727
Česko,Průmysl celkem,duben 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,86.71891106
Česko,Průmysl celkem,duben 2008,Meziroční index (%) - neočištěno,110.1190614532
Česko,Průmysl celkem,duben 2008,Meziroční index (%) - očištěno o kalendářní vlivy,103.7105674708
Česko,Průmysl celkem,duben 2008,Meziměsíční index (%) - sezónně očištěno,102.1883823187
Česko,Průmysl celkem,duben 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,85.99254218
Česko,Průmysl celkem,březen 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,90.79261876
Česko,Průmysl celkem,březen 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,84.86181021
Česko,Průmysl celkem,březen 2008,Meziroční index (%) - neočištěno,95.0948039858
Česko,Průmysl celkem,březen 2008,Meziroční index (%) - očištěno o kalendářní vlivy,99.6888142508
Česko,Průmysl celkem,březen 2008,Meziměsíční index (%) - sezónně očištěno,96.3707687681
Česko,Průmysl celkem,březen 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,85.72141264
Česko,Průmysl celkem,únor 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,84.81724358
Česko,Průmysl celkem,únor 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,88.05762504
Česko,Průmysl celkem,únor 2008,Meziroční index (%) - neočištěno,107.4773333168
Česko,Průmysl celkem,únor 2008,Meziroční index (%) - očištěno o kalendářní vlivy,105.1088635082
Česko,Průmysl celkem,únor 2008,Meziměsíční index (%) - sezónně očištěno,101.2440361195
Česko,Průmysl celkem,únor 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2008,Bazický index (průměr roku 2021=100) (%) - neočištěno ,83.77897588
Česko,Průmysl celkem,leden 2008,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,83.6696336
Česko,Průmysl celkem,leden 2008,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,86.97561695
Česko,Průmysl celkem,leden 2008,Meziroční index (%) - neočištěno,104.6507734208
Česko,Průmysl celkem,leden 2008,Meziroční index (%) - očištěno o kalendářní vlivy,103.8482512227
Česko,Průmysl celkem,leden 2008,Meziměsíční index (%) - sezónně očištěno,99.0449767094
Česko,Průmysl celkem,leden 2008,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2007,Bazický index (průměr roku 2021=100) (%) - neočištěno ,78.50237109
Česko,Průmysl celkem,prosinec 2007,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,83.55666674
Česko,Průmysl celkem,prosinec 2007,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,87.81426362
Česko,Průmysl celkem,prosinec 2007,Meziroční index (%) - neočištěno,104.7024976725
Česko,Průmysl celkem,prosinec 2007,Meziroční index (%) - očištěno o kalendářní vlivy,106.7360903559
Česko,Průmysl celkem,prosinec 2007,Meziměsíční index (%) - sezónně očištěno,102.5651118041
Česko,Průmysl celkem,prosinec 2007,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2007,Bazický index (průměr roku 2021=100) (%) - neočištěno ,94.32270138
Česko,Průmysl celkem,listopad 2007,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,91.78300342
Česko,Průmysl celkem,listopad 2007,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,85.61806454
Česko,Průmysl celkem,listopad 2007,Meziroční index (%) - neočištěno,109.4240163079
Česko,Průmysl celkem,listopad 2007,Meziroční index (%) - očištěno o kalendářní vlivy,106.5365585907
Česko,Průmysl celkem,listopad 2007,Meziměsíční index (%) - sezónně očištěno,100.7071594997
Česko,Průmysl celkem,listopad 2007,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2007,Bazický index (průměr roku 2021=100) (%) - neočištěno ,94.0152112
Česko,Průmysl celkem,říjen 2007,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,90.55465777
Česko,Průmysl celkem,říjen 2007,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,85.01685974
Česko,Průmysl celkem,říjen 2007,Meziroční index (%) - neočištěno,111.7525290496
Česko,Průmysl celkem,říjen 2007,Meziroční index (%) - očištěno o kalendářní vlivy,108.863039335
Česko,Průmysl celkem,říjen 2007,Meziměsíční index (%) - sezónně očištěno,100.5483879
Česko,Průmysl celkem,říjen 2007,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2007,Bazický index (průměr roku 2021=100) (%) - neočištěno ,83.251882
Česko,Průmysl celkem,září 2007,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,85.73825087
Česko,Průmysl celkem,září 2007,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,84.55318033
Česko,Průmysl celkem,září 2007,Meziroční index (%) - neočištěno,105.5684760622
Česko,Průmysl celkem,září 2007,Meziroční index (%) - očištěno o kalendářní vlivy,107.3167132537
Česko,Průmysl celkem,září 2007,Meziměsíční index (%) - sezónně očištěno,100.3398758171
Česko,Průmysl celkem,září 2007,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2007,Bazický index (průměr roku 2021=100) (%) - neočištěno ,77.89893158
Česko,Průmysl celkem,srpen 2007,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,78.00123014
Česko,Průmysl celkem,srpen 2007,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,84.26677793
Česko,Průmysl celkem,srpen 2007,Meziroční index (%) - neočištěno,109.347915936
Česko,Průmysl celkem,srpen 2007,Meziroční index (%) - očištěno o kalendářní vlivy,108.8709493563
Česko,Průmysl celkem,srpen 2007,Meziměsíční index (%) - sezónně očištěno,99.0155267622
Česko,Průmysl celkem,srpen 2007,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2007,Bazický index (průměr roku 2021=100) (%) - neočištěno ,77.64350101
Česko,Průmysl celkem,červenec 2007,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,79.28425611
Česko,Průmysl celkem,červenec 2007,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,85.10461004
Česko,Průmysl celkem,červenec 2007,Meziroční index (%) - neočištěno,114.2777291394
Česko,Průmysl celkem,červenec 2007,Meziroční index (%) - očištěno o kalendářní vlivy,110.9544170583
Česko,Průmysl celkem,červenec 2007,Meziměsíční index (%) - sezónně očištěno,101.4939274413
Česko,Průmysl celkem,červenec 2007,Mezičtvrtletní index (%) - sezónně očištěno,
