Ukazatel;Území;Rodinný stav ženicha;Věk ženicha (jednoleté skupiny);Roky;value
Sňatky;Česko;Celkem;38;2016;1556.0
Sňatky;Česko;Celkem;38;2015;1448.0
Sňatky;Česko;Celkem;38;2014;1372.0
Sňatky;Česko;Celkem;38;2013;1313.0
Sňatky;Česko;Celkem;38;2012;1313.0
Sňatky;Česko;Celkem;38;2011;1059.0
Sňatky;Česko;Celkem;38;2010;975.0
Sňatky;Česko;Celkem;38;2009;977.0
Sňatky;Česko;Celkem;38;2008;996.0
Sňatky;Česko;Celkem;38;2007;967.0
Sňatky;Česko;Celkem;38;2006;913.0
Sňatky;Česko;Celkem;38;2005;797.0
Sňatky;Česko;Celkem;38;2004;763.0
Sňatky;Česko;Celkem;38;2003;803.0
Sňatky;Česko;Celkem;38;2002;806.0
Sňatky;Česko;Celkem;38;2001;682.0
Sňatky;Česko;Celkem;39;2024;
Sňatky;Česko;Celkem;39;2023;1280.0
Sňatky;Česko;Celkem;39;2022;1402.0
Sňatky;Česko;Celkem;39;2021;1185.0
Sňatky;Česko;Celkem;39;2020;1133.0
Sňatky;Česko;Celkem;39;2019;1539.0
Sňatky;Česko;Celkem;39;2018;1582.0
Sňatky;Česko;Celkem;39;2017;1565.0
Sňatky;Česko;Celkem;39;2016;1382.0
Sňatky;Česko;Celkem;39;2015;1262.0
Sňatky;Česko;Celkem;39;2014;1142.0
Sňatky;Česko;Celkem;39;2013;1130.0
Sňatky;Česko;Celkem;39;2012;1025.0
Sňatky;Česko;Celkem;39;2011;965.0
Sňatky;Česko;Celkem;39;2010;877.0
Sňatky;Česko;Celkem;39;2009;855.0
Sňatky;Česko;Celkem;39;2008;861.0
Sňatky;Česko;Celkem;39;2007;926.0
Sňatky;Česko;Celkem;39;2006;813.0
Sňatky;Česko;Celkem;39;2005;717.0
Sňatky;Česko;Celkem;39;2004;756.0
Sňatky;Česko;Celkem;39;2003;707.0
Sňatky;Česko;Celkem;39;2002;677.0
Sňatky;Česko;Celkem;39;2001;557.0
Sňatky;Česko;Celkem;40;2024;
Sňatky;Česko;Celkem;40;2023;1127.0
Sňatky;Česko;Celkem;40;2022;1354.0
Sňatky;Česko;Celkem;40;2021;1167.0
Sňatky;Česko;Celkem;40;2020;1128.0
Sňatky;Česko;Celkem;40;2019;1494.0
Sňatky;Česko;Celkem;40;2018;1421.0
Sňatky;Česko;Celkem;40;2017;1294.0
Sňatky;Česko;Celkem;40;2016;1247.0
Sňatky;Česko;Celkem;40;2015;1173.0
Sňatky;Česko;Celkem;40;2014;1109.0
Sňatky;Česko;Celkem;40;2013;991.0
Sňatky;Česko;Celkem;40;2012;817.0
Sňatky;Česko;Celkem;40;2011;849.0
Sňatky;Česko;Celkem;40;2010;814.0
Sňatky;Česko;Celkem;40;2009;804.0
Sňatky;Česko;Celkem;40;2008;793.0
Sňatky;Česko;Celkem;40;2007;832.0
Sňatky;Česko;Celkem;40;2006;732.0
Sňatky;Česko;Celkem;40;2005;674.0
Sňatky;Česko;Celkem;40;2004;658.0
Sňatky;Česko;Celkem;40;2003;574.0
Sňatky;Česko;Celkem;40;2002;640.0
Sňatky;Česko;Celkem;40;2001;498.0
Sňatky;Česko;Celkem;41;2024;
Sňatky;Česko;Celkem;41;2023;1034.0
Sňatky;Česko;Celkem;41;2022;1193.0
Sňatky;Česko;Celkem;41;2021;1049.0
Sňatky;Česko;Celkem;41;2020;1148.0
Sňatky;Česko;Celkem;41;2019;1241.0
Sňatky;Česko;Celkem;41;2018;1235.0
Sňatky;Česko;Celkem;41;2017;1199.0
Sňatky;Česko;Celkem;41;2016;1082.0
Sňatky;Česko;Celkem;41;2015;949.0
Sňatky;Česko;Celkem;41;2014;768.0
Sňatky;Česko;Celkem;41;2013;748.0
Sňatky;Česko;Celkem;41;2012;706.0
Sňatky;Česko;Celkem;41;2011;713.0
Sňatky;Česko;Celkem;41;2010;698.0
Sňatky;Česko;Celkem;41;2009;617.0
Sňatky;Česko;Celkem;41;2008;662.0
Sňatky;Česko;Celkem;41;2007;751.0
Sňatky;Česko;Celkem;41;2006;677.0
Sňatky;Česko;Celkem;41;2005;674.0
Sňatky;Česko;Celkem;41;2004;581.0
Sňatky;Česko;Celkem;41;2003;478.0
Sňatky;Česko;Celkem;41;2002;456.0
Sňatky;Česko;Celkem;41;2001;448.0
Sňatky;Česko;Celkem;42;2024;
Sňatky;Česko;Celkem;42;2023;957.0
Sňatky;Česko;Celkem;42;2022;1155.0
Sňatky;Česko;Celkem;42;2021;1022.0
Sňatky;Česko;Celkem;42;2020;981.0
Sňatky;Česko;Celkem;42;2019;1096.0
Sňatky;Česko;Celkem;42;2018;1160.0
Sňatky;Česko;Celkem;42;2017;1058.0
Sňatky;Česko;Celkem;42;2016;979.0
Sňatky;Česko;Celkem;42;2015;839.0
Sňatky;Česko;Celkem;42;2014;653.0
Sňatky;Česko;Celkem;42;2013;625.0
Sňatky;Česko;Celkem;42;2012;657.0
Sňatky;Česko;Celkem;42;2011;587.0
Sňatky;Česko;Celkem;42;2010;593.0
Sňatky;Česko;Celkem;42;2009;606.0
Sňatky;Česko;Celkem;42;2008;610.0
Sňatky;Česko;Celkem;42;2007;759.0
Sňatky;Česko;Celkem;42;2006;660.0
Sňatky;Česko;Celkem;42;2005;538.0
Sňatky;Česko;Celkem;42;2004;466.0
Sňatky;Česko;Celkem;42;2003;446.0
Sňatky;Česko;Celkem;42;2002;431.0
Sňatky;Česko;Celkem;42;2001;436.0
Sňatky;Česko;Celkem;43;2024;
Sňatky;Česko;Celkem;43;2023;960.0
Sňatky;Česko;Celkem;43;2022;1175.0
Sňatky;Česko;Celkem;43;2021;978.0
Sňatky;Česko;Celkem;43;2020;893.0
Sňatky;Česko;Celkem;43;2019;1068.0
Sňatky;Česko;Celkem;43;2018;1040.0
Sňatky;Česko;Celkem;43;2017;1026.0
Sňatky;Česko;Celkem;43;2016;859.0
Sňatky;Česko;Celkem;43;2015;692.0
Sňatky;Česko;Celkem;43;2014;638.0
Sňatky;Česko;Celkem;43;2013;526.0
Sňatky;Česko;Celkem;43;2012;537.0
Sňatky;Česko;Celkem;43;2011;538.0
Sňatky;Česko;Celkem;43;2010;538.0
Sňatky;Česko;Celkem;43;2009;601.0
Sňatky;Česko;Celkem;43;2008;676.0
Sňatky;Česko;Celkem;43;2007;691.0
Sňatky;Česko;Celkem;43;2006;495.0
Sňatky;Česko;Celkem;43;2005;473.0
Sňatky;Česko;Celkem;43;2004;407.0
Sňatky;Česko;Celkem;43;2003;379.0
Sňatky;Česko;Celkem;43;2002;451.0
Sňatky;Česko;Celkem;43;2001;409.0
Sňatky;Česko;Celkem;44;2024;
Sňatky;Česko;Celkem;44;2023;965.0
Sňatky;Česko;Celkem;44;2022;1090.0
Sňatky;Česko;Celkem;44;2021;905.0
Sňatky;Česko;Celkem;44;2020;841.0
Sňatky;Česko;Celkem;44;2019;974.0
Sňatky;Česko;Celkem;44;2018;983.0
Sňatky;Česko;Celkem;44;2017;808.0
Sňatky;Česko;Celkem;44;2016;666.0
Sňatky;Česko;Celkem;44;2015;611.0
Sňatky;Česko;Celkem;44;2014;570.0
Sňatky;Česko;Celkem;44;2013;504.0
Sňatky;Česko;Celkem;44;2012;501.0
Sňatky;Česko;Celkem;44;2011;556.0
Sňatky;Česko;Celkem;44;2010;538.0
Sňatky;Česko;Celkem;44;2009;519.0
Sňatky;Česko;Celkem;44;2008;641.0
Sňatky;Česko;Celkem;44;2007;570.0
Sňatky;Česko;Celkem;44;2006;474.0
Sňatky;Česko;Celkem;44;2005;452.0
Sňatky;Česko;Celkem;44;2004;390.0
Sňatky;Česko;Celkem;44;2003;398.0
Sňatky;Česko;Celkem;44;2002;458.0
Sňatky;Česko;Celkem;44;2001;443.0
Sňatky;Česko;Celkem;45;2024;
Sňatky;Česko;Celkem;45;2023;925.0
Sňatky;Česko;Celkem;45;2022;1074.0
Sňatky;Česko;Celkem;45;2021;820.0
Sňatky;Česko;Celkem;45;2020;826.0
Sňatky;Česko;Celkem;45;2019;999.0
Sňatky;Česko;Celkem;45;2018;831.0
Sňatky;Česko;Celkem;45;2017;676.0
Sňatky;Česko;Celkem;45;2016;631.0
Sňatky;Česko;Celkem;45;2015;527.0
Sňatky;Česko;Celkem;45;2014;483.0
Sňatky;Česko;Celkem;45;2013;434.0
Sňatky;Česko;Celkem;45;2012;476.0
Sňatky;Česko;Celkem;45;2011;467.0
Sňatky;Česko;Celkem;45;2010;522.0
Sňatky;Česko;Celkem;45;2009;527.0
Sňatky;Česko;Celkem;45;2008;537.0
Sňatky;Česko;Celkem;45;2007;492.0
Sňatky;Česko;Celkem;45;2006;410.0
Sňatky;Česko;Celkem;45;2005;365.0
Sňatky;Česko;Celkem;45;2004;368.0
Sňatky;Česko;Celkem;45;2003;423.0
Sňatky;Česko;Celkem;45;2002;418.0
Sňatky;Česko;Celkem;45;2001;426.0
Sňatky;Česko;Celkem;46;2024;
Sňatky;Česko;Celkem;46;2023;797.0
Sňatky;Česko;Celkem;46;2022;978.0
Sňatky;Česko;Celkem;46;2021;782.0
Sňatky;Česko;Celkem;46;2020;820.0
Sňatky;Česko;Celkem;46;2019;740.0
Sňatky;Česko;Celkem;46;2018;675.0
Sňatky;Česko;Celkem;46;2017;623.0
Sňatky;Česko;Celkem;46;2016;595.0
Sňatky;Česko;Celkem;46;2015;517.0
Sňatky;Česko;Celkem;46;2014;435.0
Sňatky;Česko;Celkem;46;2013;475.0
Sňatky;Česko;Celkem;46;2012;447.0
Sňatky;Česko;Celkem;46;2011;525.0
Sňatky;Česko;Celkem;46;2010;490.0
Sňatky;Česko;Celkem;46;2009;471.0
Sňatky;Česko;Celkem;46;2008;445.0
Sňatky;Česko;Celkem;46;2007;459.0
Sňatky;Česko;Celkem;46;2006;387.0
Sňatky;Česko;Celkem;46;2005;378.0
Sňatky;Česko;Celkem;46;2004;394.0
Sňatky;Česko;Celkem;46;2003;383.0
Sňatky;Česko;Celkem;46;2002;450.0
Sňatky;Česko;Celkem;46;2001;429.0
Sňatky;Česko;Celkem;47;2024;
Sňatky;Česko;Celkem;47;2023;830.0
Sňatky;Česko;Celkem;47;2022;930.0
Sňatky;Česko;Celkem;47;2021;749.0
Sňatky;Česko;Celkem;47;2020;693.0
Sňatky;Česko;Celkem;47;2019;680.0
Sňatky;Česko;Celkem;47;2018;637.0
Sňatky;Česko;Celkem;47;2017;546.0
Sňatky;Česko;Celkem;47;2016;507.0
Sňatky;Česko;Celkem;47;2015;446.0
Sňatky;Česko;Celkem;47;2014;391.0
Sňatky;Česko;Celkem;47;2013;423.0
Sňatky;Česko;Celkem;47;2012;456.0
Sňatky;Česko;Celkem;47;2011;469.0
Sňatky;Česko;Celkem;47;2010;440.0
Sňatky;Česko;Celkem;47;2009;412.0
Sňatky;Česko;Celkem;47;2008;409.0
Sňatky;Česko;Celkem;47;2007;378.0
Sňatky;Česko;Celkem;47;2006;355.0
Sňatky;Česko;Celkem;47;2005;430.0
Sňatky;Česko;Celkem;47;2004;396.0
Sňatky;Česko;Celkem;47;2003;389.0
Sňatky;Česko;Celkem;47;2002;385.0
Sňatky;Česko;Celkem;47;2001;378.0
Sňatky;Česko;Celkem;48;2024;
Sňatky;Česko;Celkem;48;2023;801.0
Sňatky;Česko;Celkem;48;2022;910.0
Sňatky;Česko;Celkem;48;2021;661.0
Sňatky;Česko;Celkem;48;2020;583.0
Sňatky;Česko;Celkem;48;2019;609.0
Sňatky;Česko;Celkem;48;2018;583.0
Sňatky;Česko;Celkem;48;2017;495.0
Sňatky;Česko;Celkem;48;2016;482.0
Sňatky;Česko;Celkem;48;2015;447.0
Sňatky;Česko;Celkem;48;2014;390.0
Sňatky;Česko;Celkem;48;2013;419.0
Sňatky;Česko;Celkem;48;2012;421.0
Sňatky;Česko;Celkem;48;2011;420.0
Sňatky;Česko;Celkem;48;2010;392.0
Sňatky;Česko;Celkem;48;2009;385.0
Sňatky;Česko;Celkem;48;2008;363.0
Sňatky;Česko;Celkem;48;2007;409.0
Sňatky;Česko;Celkem;48;2006;399.0
Sňatky;Česko;Celkem;48;2005;394.0
Sňatky;Česko;Celkem;48;2004;415.0
Sňatky;Česko;Celkem;48;2003;378.0
Sňatky;Česko;Celkem;48;2002;372.0
Sňatky;Česko;Celkem;48;2001;378.0
Sňatky;Česko;Celkem;49;2024;
Sňatky;Česko;Celkem;49;2023;858.0
Sňatky;Česko;Celkem;49;2022;857.0
Sňatky;Česko;Celkem;49;2021;610.0
Sňatky;Česko;Celkem;49;2020;572.0
Sňatky;Česko;Celkem;49;2019;601.0
Sňatky;Česko;Celkem;49;2018;541.0
Sňatky;Česko;Celkem;49;2017;523.0
Sňatky;Česko;Celkem;49;2016;489.0
Sňatky;Česko;Celkem;49;2015;456.0
Sňatky;Česko;Celkem;49;2014;414.0
Sňatky;Česko;Celkem;49;2013;457.0
Sňatky;Česko;Celkem;49;2012;390.0
Sňatky;Česko;Celkem;49;2011;385.0
Sňatky;Česko;Celkem;49;2010;380.0
Sňatky;Česko;Celkem;49;2009;362.0
Sňatky;Česko;Celkem;49;2008;417.0
Sňatky;Česko;Celkem;49;2007;484.0
Sňatky;Česko;Celkem;49;2006;421.0
Sňatky;Česko;Celkem;49;2005;407.0
Sňatky;Česko;Celkem;49;2004;449.0
Sňatky;Česko;Celkem;49;2003;373.0
Sňatky;Česko;Celkem;49;2002;433.0
Sňatky;Česko;Celkem;49;2001;362.0
Sňatky;Česko;Celkem;50;2024;
Sňatky;Česko;Celkem;50;2023;792.0
Sňatky;Česko;Celkem;50;2022;791.0
Sňatky;Česko;Celkem;50;2021;588.0
Sňatky;Česko;Celkem;50;2020;565.0
Sňatky;Česko;Celkem;50;2019;593.0
Sňatky;Česko;Celkem;50;2018;553.0
Sňatky;Česko;Celkem;50;2017;522.0
Sňatky;Česko;Celkem;50;2016;520.0
Sňatky;Česko;Celkem;50;2015;455.0
Sňatky;Česko;Celkem;50;2014;457.0
Sňatky;Česko;Celkem;50;2013;374.0
Sňatky;Česko;Celkem;50;2012;355.0
Sňatky;Česko;Celkem;50;2011;335.0
Sňatky;Česko;Celkem;50;2010;390.0
Sňatky;Česko;Celkem;50;2009;361.0
Sňatky;Česko;Celkem;50;2008;463.0
Sňatky;Česko;Celkem;50;2007;420.0
Sňatky;Česko;Celkem;50;2006;419.0
Sňatky;Česko;Celkem;50;2005;402.0
Sňatky;Česko;Celkem;50;2004;418.0
Sňatky;Česko;Celkem;50;2003;394.0
Sňatky;Česko;Celkem;50;2002;383.0
Sňatky;Česko;Celkem;50;2001;413.0
Sňatky;Česko;Celkem;51;2024;
Sňatky;Česko;Celkem;51;2023;601.0
Sňatky;Česko;Celkem;51;2022;667.0
Sňatky;Česko;Celkem;51;2021;489.0
Sňatky;Česko;Celkem;51;2020;466.0
Sňatky;Česko;Celkem;51;2019;536.0
Sňatky;Česko;Celkem;51;2018;462.0
Sňatky;Česko;Celkem;51;2017;455.0
Sňatky;Česko;Celkem;51;2016;443.0
Sňatky;Česko;Celkem;51;2015;393.0
Sňatky;Česko;Celkem;51;2014;328.0
Sňatky;Česko;Celkem;51;2013;292.0
Sňatky;Česko;Celkem;51;2012;311.0
Sňatky;Česko;Celkem;51;2011;287.0
Sňatky;Česko;Celkem;51;2010;275.0
Sňatky;Česko;Celkem;51;2009;337.0
Sňatky;Česko;Celkem;51;2008;362.0
Sňatky;Česko;Celkem;51;2007;371.0
Sňatky;Česko;Celkem;51;2006;320.0
Sňatky;Česko;Celkem;51;2005;391.0
Sňatky;Česko;Celkem;51;2004;314.0
Sňatky;Česko;Celkem;51;2003;331.0
Sňatky;Česko;Celkem;51;2002;369.0
Sňatky;Česko;Celkem;51;2001;345.0
Sňatky;Česko;Celkem;52;2024;
Sňatky;Česko;Celkem;52;2023;570.0
Sňatky;Česko;Celkem;52;2022;554.0
Sňatky;Česko;Celkem;52;2021;470.0
Sňatky;Česko;Celkem;52;2020;417.0
Sňatky;Česko;Celkem;52;2019;435.0
Sňatky;Česko;Celkem;52;2018;447.0
Sňatky;Česko;Celkem;52;2017;451.0
Sňatky;Česko;Celkem;52;2016;411.0
Sňatky;Česko;Celkem;52;2015;323.0
Sňatky;Česko;Celkem;52;2014;324.0
Sňatky;Česko;Celkem;52;2013;255.0
Sňatky;Česko;Celkem;52;2012;286.0
Sňatky;Česko;Celkem;52;2011;299.0
Sňatky;Česko;Celkem;52;2010;316.0
Sňatky;Česko;Celkem;52;2009;349.0
Sňatky;Česko;Celkem;52;2008;388.0
Sňatky;Česko;Celkem;52;2007;397.0
Sňatky;Česko;Celkem;52;2006;338.0
Sňatky;Česko;Celkem;52;2005;354.0
Sňatky;Česko;Celkem;52;2004;334.0
Sňatky;Česko;Celkem;52;2003;350.0
Sňatky;Česko;Celkem;52;2002;343.0
Sňatky;Česko;Celkem;52;2001;302.0
Sňatky;Česko;Celkem;53;2024;
Sňatky;Česko;Celkem;53;2023;515.0
Sňatky;Česko;Celkem;53;2022;529.0
Sňatky;Česko;Celkem;53;2021;420.0
Sňatky;Česko;Celkem;53;2020;404.0
Sňatky;Česko;Celkem;53;2019;423.0
Sňatky;Česko;Celkem;53;2018;458.0
Sňatky;Česko;Celkem;53;2017;391.0
Sňatky;Česko;Celkem;53;2016;320.0
Sňatky;Česko;Celkem;53;2015;293.0
Sňatky;Česko;Celkem;53;2014;296.0
Sňatky;Česko;Celkem;53;2013;231.0
Sňatky;Česko;Celkem;53;2012;252.0
Sňatky;Česko;Celkem;53;2011;303.0
Sňatky;Česko;Celkem;53;2010;287.0
Sňatky;Česko;Celkem;53;2009;334.0
Sňatky;Česko;Celkem;53;2008;349.0
Sňatky;Česko;Celkem;53;2007;349.0
Sňatky;Česko;Celkem;53;2006;335.0
Sňatky;Česko;Celkem;53;2005;319.0
Sňatky;Česko;Celkem;53;2004;340.0
Sňatky;Česko;Celkem;53;2003;299.0
Sňatky;Česko;Celkem;53;2002;281.0
Sňatky;Česko;Celkem;53;2001;316.0
Sňatky;Česko;Celkem;54;2024;
Sňatky;Česko;Celkem;54;2023;466.0
Sňatky;Česko;Celkem;54;2022;526.0
Sňatky;Česko;Celkem;54;2021;388.0
Sňatky;Česko;Celkem;54;2020;370.0
Sňatky;Česko;Celkem;54;2019;457.0
Sňatky;Česko;Celkem;54;2018;442.0
Sňatky;Česko;Celkem;54;2017;320.0
Sňatky;Česko;Celkem;54;2016;320.0
Sňatky;Česko;Celkem;54;2015;280.0
Sňatky;Česko;Celkem;54;2014;226.0
Sňatky;Česko;Celkem;54;2013;228.0
Sňatky;Česko;Celkem;54;2012;260.0
Sňatky;Česko;Celkem;54;2011;273.0
Sňatky;Česko;Celkem;54;2010;304.0
Sňatky;Česko;Celkem;54;2009;312.0
Sňatky;Česko;Celkem;54;2008;352.0
Sňatky;Česko;Celkem;54;2007;377.0
Sňatky;Česko;Celkem;54;2006;304.0
Sňatky;Česko;Celkem;54;2005;296.0
Sňatky;Česko;Celkem;54;2004;312.0
Sňatky;Česko;Celkem;54;2003;292.0
Sňatky;Česko;Celkem;54;2002;293.0
Sňatky;Česko;Celkem;54;2001;275.0
Sňatky;Česko;Celkem;55;2024;
Sňatky;Česko;Celkem;55;2023;426.0
Sňatky;Česko;Celkem;55;2022;450.0
Sňatky;Česko;Celkem;55;2021;394.0
Sňatky;Česko;Celkem;55;2020;385.0
Sňatky;Česko;Celkem;55;2019;437.0
Sňatky;Česko;Celkem;55;2018;366.0
Sňatky;Česko;Celkem;55;2017;299.0
Sňatky;Česko;Celkem;55;2016;305.0
Sňatky;Česko;Celkem;55;2015;247.0
Sňatky;Česko;Celkem;55;2014;222.0
Sňatky;Česko;Celkem;55;2013;235.0
Sňatky;Česko;Celkem;55;2012;254.0
Sňatky;Česko;Celkem;55;2011;246.0
Sňatky;Česko;Celkem;55;2010;291.0
Sňatky;Česko;Celkem;55;2009;316.0
Sňatky;Česko;Celkem;55;2008;334.0
Sňatky;Česko;Celkem;55;2007;304.0
Sňatky;Česko;Celkem;55;2006;299.0
Sňatky;Česko;Celkem;55;2005;304.0
Sňatky;Česko;Celkem;55;2004;286.0
Sňatky;Česko;Celkem;55;2003;283.0
Sňatky;Česko;Celkem;55;2002;304.0
Sňatky;Česko;Celkem;55;2001;262.0
Sňatky;Česko;Celkem;56;2024;
Sňatky;Česko;Celkem;56;2023;417.0
Sňatky;Česko;Celkem;56;2022;430.0
Sňatky;Česko;Celkem;56;2021;402.0
Sňatky;Česko;Celkem;56;2020;394.0
Sňatky;Česko;Celkem;56;2019;375.0
Sňatky;Česko;Celkem;56;2018;319.0
Sňatky;Česko;Celkem;56;2017;287.0
Sňatky;Česko;Celkem;56;2016;241.0
Sňatky;Česko;Celkem;56;2015;241.0
Sňatky;Česko;Celkem;56;2014;226.0
Sňatky;Česko;Celkem;56;2013;220.0
Sňatky;Česko;Celkem;56;2012;239.0
Sňatky;Česko;Celkem;56;2011;280.0
Sňatky;Česko;Celkem;56;2010;286.0
Sňatky;Česko;Celkem;56;2009;245.0
Sňatky;Česko;Celkem;56;2008;304.0
Sňatky;Česko;Celkem;56;2007;296.0
Sňatky;Česko;Celkem;56;2006;283.0
Sňatky;Česko;Celkem;56;2005;262.0
Sňatky;Česko;Celkem;56;2004;294.0
Sňatky;Česko;Celkem;56;2003;242.0
Sňatky;Česko;Celkem;56;2002;237.0
Sňatky;Česko;Celkem;56;2001;210.0
Sňatky;Česko;Celkem;57;2024;
Sňatky;Česko;Celkem;57;2023;398.0
Sňatky;Česko;Celkem;57;2022;432.0
Sňatky;Česko;Celkem;57;2021;375.0
Sňatky;Česko;Celkem;57;2020;294.0
Sňatky;Česko;Celkem;57;2019;324.0
Sňatky;Česko;Celkem;57;2018;277.0
Sňatky;Česko;Celkem;57;2017;242.0
Sňatky;Česko;Celkem;57;2016;248.0
Sňatky;Česko;Celkem;57;2015;235.0
Sňatky;Česko;Celkem;57;2014;235.0
Sňatky;Česko;Celkem;57;2013;212.0
Sňatky;Česko;Celkem;57;2012;248.0
Sňatky;Česko;Celkem;57;2011;245.0
Sňatky;Česko;Celkem;57;2010;271.0
Sňatky;Česko;Celkem;57;2009;243.0
Sňatky;Česko;Celkem;57;2008;295.0
Sňatky;Česko;Celkem;57;2007;265.0
Sňatky;Česko;Celkem;57;2006;229.0
Sňatky;Česko;Celkem;57;2005;263.0
Sňatky;Česko;Celkem;57;2004;246.0
Sňatky;Česko;Celkem;57;2003;215.0
Sňatky;Česko;Celkem;57;2002;185.0
Sňatky;Česko;Celkem;57;2001;171.0
Sňatky;Česko;Celkem;58;2024;
Sňatky;Česko;Celkem;58;2023;396.0
Sňatky;Česko;Celkem;58;2022;455.0
Sňatky;Česko;Celkem;58;2021;302.0
Sňatky;Česko;Celkem;58;2020;275.0
Sňatky;Česko;Celkem;58;2019;276.0
Sňatky;Česko;Celkem;58;2018;255.0
Sňatky;Česko;Celkem;58;2017;238.0
Sňatky;Česko;Celkem;58;2016;253.0
Sňatky;Česko;Celkem;58;2015;228.0
Sňatky;Česko;Celkem;58;2014;199.0
Sňatky;Česko;Celkem;58;2013;199.0
Sňatky;Česko;Celkem;58;2012;208.0
Sňatky;Česko;Celkem;58;2011;214.0
Sňatky;Česko;Celkem;58;2010;227.0
Sňatky;Česko;Celkem;58;2009;235.0
Sňatky;Česko;Celkem;58;2008;269.0
Sňatky;Česko;Celkem;58;2007;235.0
Sňatky;Česko;Celkem;58;2006;222.0
Sňatky;Česko;Celkem;58;2005;242.0
Sňatky;Česko;Celkem;58;2004;207.0
Sňatky;Česko;Celkem;58;2003;167.0
Sňatky;Česko;Celkem;58;2002;178.0
Sňatky;Česko;Celkem;58;2001;148.0
Sňatky;Česko;Celkem;59;2024;
Sňatky;Česko;Celkem;59;2023;401.0
Sňatky;Česko;Celkem;59;2022;348.0
Sňatky;Česko;Celkem;59;2021;300.0
Sňatky;Česko;Celkem;59;2020;258.0
Sňatky;Česko;Celkem;59;2019;293.0
Sňatky;Česko;Celkem;59;2018;244.0
Sňatky;Česko;Celkem;59;2017;253.0
Sňatky;Česko;Celkem;59;2016;238.0
Sňatky;Česko;Celkem;59;2015;235.0
Sňatky;Česko;Celkem;59;2014;197.0
Sňatky;Česko;Celkem;59;2013;215.0
Sňatky;Česko;Celkem;59;2012;215.0
Sňatky;Česko;Celkem;59;2011;238.0
Sňatky;Česko;Celkem;59;2010;218.0
Sňatky;Česko;Celkem;59;2009;245.0
Sňatky;Česko;Celkem;59;2008;273.0
Sňatky;Česko;Celkem;59;2007;286.0
Sňatky;Česko;Celkem;59;2006;220.0
Sňatky;Česko;Celkem;59;2005;190.0
Sňatky;Česko;Celkem;59;2004;184.0
Sňatky;Česko;Celkem;59;2003;166.0
Sňatky;Česko;Celkem;59;2002;177.0
Sňatky;Česko;Celkem;59;2001;138.0
Sňatky;Česko;Celkem;60;2024;
Sňatky;Česko;Celkem;60;2023;361.0
Sňatky;Česko;Celkem;60;2022;339.0
Sňatky;Česko;Celkem;60;2021;271.0
Sňatky;Česko;Celkem;60;2020;260.0
Sňatky;Česko;Celkem;60;2019;288.0
Sňatky;Česko;Celkem;60;2018;264.0
Sňatky;Česko;Celkem;60;2017;252.0
Sňatky;Česko;Celkem;60;2016;259.0
Sňatky;Česko;Celkem;60;2015;217.0
Sňatky;Česko;Celkem;60;2014;210.0
Sňatky;Česko;Celkem;60;2013;219.0
Sňatky;Česko;Celkem;60;2012;198.0
Sňatky;Česko;Celkem;60;2011;228.0
Sňatky;Česko;Celkem;60;2010;220.0
Sňatky;Česko;Celkem;60;2009;225.0
Sňatky;Česko;Celkem;60;2008;259.0
Sňatky;Česko;Celkem;60;2007;242.0
Sňatky;Česko;Celkem;60;2006;189.0
Sňatky;Česko;Celkem;60;2005;159.0
Sňatky;Česko;Celkem;60;2004;178.0
Sňatky;Česko;Celkem;60;2003;146.0
Sňatky;Česko;Celkem;60;2002;120.0
Sňatky;Česko;Celkem;60;2001;104.0
Sňatky;Česko;Celkem;61;2024;
Sňatky;Česko;Celkem;61;2023;252.0
Sňatky;Česko;Celkem;61;2022;261.0
Sňatky;Česko;Celkem;61;2021;220.0
Sňatky;Česko;Celkem;61;2020;228.0
Sňatky;Česko;Celkem;61;2019;249.0
Sňatky;Česko;Celkem;61;2018;223.0
Sňatky;Česko;Celkem;61;2017;244.0
Sňatky;Česko;Celkem;61;2016;208.0
Sňatky;Česko;Celkem;61;2015;188.0
Sňatky;Česko;Celkem;61;2014;164.0
Sňatky;Česko;Celkem;61;2013;169.0
Sňatky;Česko;Celkem;61;2012;145.0
Sňatky;Česko;Celkem;61;2011;147.0
Sňatky;Česko;Celkem;61;2010;159.0
Sňatky;Česko;Celkem;61;2009;185.0
Sňatky;Česko;Celkem;61;2008;212.0
Sňatky;Česko;Celkem;61;2007;180.0
Sňatky;Česko;Celkem;61;2006;146.0
Sňatky;Česko;Celkem;61;2005;148.0
Sňatky;Česko;Celkem;61;2004;145.0
Sňatky;Česko;Celkem;61;2003;112.0
Sňatky;Česko;Celkem;61;2002;124.0
Sňatky;Česko;Celkem;61;2001;108.0
Sňatky;Česko;Celkem;62;2024;
Sňatky;Česko;Celkem;62;2023;239.0
Sňatky;Česko;Celkem;62;2022;244.0
Sňatky;Česko;Celkem;62;2021;190.0
Sňatky;Česko;Celkem;62;2020;226.0
Sňatky;Česko;Celkem;62;2019;217.0
Sňatky;Česko;Celkem;62;2018;229.0
Sňatky;Česko;Celkem;62;2017;192.0
Sňatky;Česko;Celkem;62;2016;181.0
Sňatky;Česko;Celkem;62;2015;177.0
Sňatky;Česko;Celkem;62;2014;171.0
Sňatky;Česko;Celkem;62;2013;183.0
Sňatky;Česko;Celkem;62;2012;161.0
Sňatky;Česko;Celkem;62;2011;157.0
