Ukazatel;Území;Reprezentant;Čtvrtletí;value
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2016;508.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2016;508.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2016;508.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2016;508.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2017;503.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2017;501.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2017;501.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2017;501.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2018;512.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2018;512.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2018;550.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2018;550.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2019;546.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2019;582.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2019;665.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2019;682.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2020;682.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2020;682.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2020;682.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2020;682.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2021;682.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2021;682.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2021;682.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2021;682.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2022;671.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2022;687.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2022;700.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2022;675.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2023;673.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2023;669.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2023;662.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2023;662.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2024;672.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2024;683.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2024;683.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2024;683.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2025;683.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2015;517.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2015;517.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2015;517.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2015;517.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2016;517.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2016;517.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2016;517.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2016;517.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2017;504.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2017;502.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2017;502.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2017;502.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2018;509.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2018;497.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2018;512.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2018;512.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2019;502.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2019;497.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2019;497.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2019;497.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2020;501.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2020;504.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2020;504.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2020;504.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2021;504.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2021;504.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2021;504.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2021;504.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2022;481.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2022;472.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2022;483.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2022;519.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2023;511.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2023;493.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2023;488.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2023;488.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2024;492.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];2. čtvrtletí 2024;497.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];3. čtvrtletí 2024;497.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];4. čtvrtletí 2024;497.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu nákladního [den];1. čtvrtletí 2025;502.8
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2015;98.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2015;99.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2015;99.1
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2015;99.4
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2016;103.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2016;104.5
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2016;104.8
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2016;105.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2017;109.6
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2017;119.3
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2017;124.7
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2017;124.7
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2018;131.7
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2018;135.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2018;134.6
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2018;133.8
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2019;141.3
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2019;143.9
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2019;144.1
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2019;144.7
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2020;147.2
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2020;148.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2020;149.2
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2020;149.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2021;153.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2021;153.5
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2021;153.5
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2021;153.5
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2022;160.6
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2022;149.3
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2022;149.9
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2022;150.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2023;159.6
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2023;161.7
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2023;163.2
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2023;163.7
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2024;177.9
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];2. čtvrtletí 2024;177.9
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];3. čtvrtletí 2024;178.6
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];4. čtvrtletí 2024;179.0
Cena za poskytnutí tržní služby (Kč);Česko;Strážní služba bez zbraně [hod];1. čtvrtletí 2025;196.0
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2015;1847.8
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2015;1819.7
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2015;1830.6
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2015;1804.2
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2016;1777.7
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2016;1793.4
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2016;1763.6
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2016;1741.6
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2017;1769.2
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2017;1793.1
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2017;1692.2
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2017;1680.1
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2018;1730.6
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2018;1755.3
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2018;1749.1
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2018;1749.1
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2019;2036.5
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2019;2080.8
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2019;2080.8
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2019;2084.2
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2020;2132.7
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2020;2153.8
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2020;2153.8
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2020;2153.8
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2021;2163.6
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2021;2175.7
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2021;2175.7
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2021;2175.7
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2022;2237.0
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2022;2336.4
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2022;3832.5
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2022;4695.0
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2023;5718.0
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2023;5499.7
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2023;5381.2
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2023;5381.3
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2024;5488.5
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];2. čtvrtletí 2024;5543.4
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];3. čtvrtletí 2024;5554.7
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];4. čtvrtletí 2024;5560.0
Cena za poskytnutí tržní služby (Kč);Česko;Pravidelný denní úklid [100m2/měs];1. čtvrtletí 2025;5808.4
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2015;10.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2015;10.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2015;10.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2015;10.4
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2016;10.3
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2016;10.5
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2016;10.9
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2016;11.1
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2017;11.2
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2017;11.3
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2017;11.4
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2017;11.4
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2018;12.0
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2018;12.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2018;12.9
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2018;12.9
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2019;14.0
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2019;14.4
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2019;14.4
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2019;14.4
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2020;14.6
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2020;14.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2020;14.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2020;14.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2021;15.3
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2021;15.5
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2021;15.5
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2021;15.5
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2022;16.1
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2022;16.6
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2022;16.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2022;17.2
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2023;19.2
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2023;19.7
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2023;19.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2023;19.8
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2024;22.2
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];2. čtvrtletí 2024;22.6
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];3. čtvrtletí 2024;23.0
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];4. čtvrtletí 2024;23.0
Cena za poskytnutí tržní služby (Kč);Česko;Mytí oken [m2];1. čtvrtletí 2025;25.8
