Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Kumulace měsíců,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – červenec 2023,121.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – srpen 2023,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – září 2023,122.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – říjen 2023,122.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – listopad 2023,122.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – prosinec 2023,122.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden 2024,125.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – únor 2024,124.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – březen 2024,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – duben 2024,124.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – květen 2024,124.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – červen 2024,123.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – červenec 2024,124.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – srpen 2024,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – září 2024,124.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – říjen 2024,124.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – listopad 2024,124.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – prosinec 2024,124.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden 2025,126.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – únor 2025,126.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – březen 2025,126.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – duben 2025,126.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – květen 2025,126.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – červen 2025,125.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – červenec 2025,125.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Informační služby,leden – srpen 2025,125.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden 2023,119.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – únor 2023,119.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – březen 2023,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – duben 2023,119.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – květen 2023,119.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – červen 2023,120.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – červenec 2023,120.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – srpen 2023,120.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – září 2023,120.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – říjen 2023,120.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – listopad 2023,120.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – prosinec 2023,120.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden 2024,121.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – únor 2024,121.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – březen 2024,121.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – duben 2024,121.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – květen 2024,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – červen 2024,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – červenec 2024,122.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – srpen 2024,122.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – září 2024,122.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – říjen 2024,122.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – listopad 2024,122.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – prosinec 2024,122.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden 2025,123.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – únor 2025,125.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – březen 2025,126.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – duben 2025,126.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – květen 2025,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – červen 2025,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – červenec 2025,127.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení",leden – srpen 2025,127.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden 2023,115.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – únor 2023,116.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – březen 2023,117.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – duben 2023,118.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – květen 2023,118.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – červen 2023,118.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – červenec 2023,119.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – srpen 2023,119.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – září 2023,119.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – říjen 2023,119.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – listopad 2023,119.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – prosinec 2023,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden 2024,124.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – únor 2024,125.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – březen 2024,126.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – duben 2024,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – květen 2024,127.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – červen 2024,127.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – červenec 2024,128.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – srpen 2024,128.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – září 2024,128.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – říjen 2024,128.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – listopad 2024,128.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – prosinec 2024,129.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden 2025,131.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – únor 2025,132.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – březen 2025,132.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – duben 2025,133.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – květen 2025,133.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – červen 2025,133.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – červenec 2025,133.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti nemovitostí,leden – srpen 2025,133.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden 2023,116.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – únor 2023,116.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – březen 2023,117.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – duben 2023,117.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – květen 2023,117.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – červen 2023,117.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – červenec 2023,117.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – srpen 2023,118.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – září 2023,118.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – říjen 2023,118.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – listopad 2023,119.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – prosinec 2023,119.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden 2024,123.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – únor 2024,124.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – březen 2024,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – duben 2024,124.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – květen 2024,124.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – červen 2024,124.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – červenec 2024,124.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – srpen 2024,125.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – září 2024,125.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – říjen 2024,125.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – listopad 2024,125.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – prosinec 2024,125.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden 2025,128.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – únor 2025,128.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – březen 2025,128.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – duben 2025,128.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – květen 2025,128.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – červen 2025,128.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – červenec 2025,128.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Právní a účetnické služby,leden – srpen 2025,128.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden 2023,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – únor 2023,119.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – březen 2023,119.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – duben 2023,119.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – květen 2023,119.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – červen 2023,120.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – červenec 2023,120.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – srpen 2023,120.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – září 2023,121.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – říjen 2023,121.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – listopad 2023,121.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – prosinec 2023,121.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden 2024,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – únor 2024,124.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – březen 2024,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – duben 2024,123.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – květen 2024,123.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – červen 2024,123.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – červenec 2024,123.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – srpen 2024,123.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – září 2024,123.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – říjen 2024,123.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – listopad 2024,124.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – prosinec 2024,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden 2025,126.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – únor 2025,125.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – březen 2025,125.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – duben 2025,126.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – květen 2025,126.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – červen 2025,126.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – červenec 2025,126.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Vedení podniků, poradenství v oblasti řízení",leden – srpen 2025,126.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden 2023,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – únor 2023,116.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – březen 2023,116.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – duben 2023,116.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – květen 2023,116.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – červen 2023,116.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – červenec 2023,116.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – srpen 2023,117.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – září 2023,117.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – říjen 2023,117.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – listopad 2023,117.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – prosinec 2023,117.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden 2024,119.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – únor 2024,119.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – březen 2024,119.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – duben 2024,119.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – květen 2024,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – červen 2024,120.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – červenec 2024,120.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – srpen 2024,120.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – září 2024,120.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – říjen 2024,120.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – listopad 2024,120.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – prosinec 2024,120.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden 2025,121.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – únor 2025,121.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – březen 2025,121.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – duben 2025,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – květen 2025,122.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – červen 2025,122.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – červenec 2025,122.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Architektonické a inženýrské služby; technické zkoušky a analýzy,leden – srpen 2025,122.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden 2023,110.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – únor 2023,117.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – březen 2023,124.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – duben 2023,130.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – květen 2023,133.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – červen 2023,135.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – červenec 2023,132.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – srpen 2023,131.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – září 2023,133.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – říjen 2023,135.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – listopad 2023,136.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – prosinec 2023,137.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden 2024,125.1
