Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Kumulace měsíců,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – říjen 2024,114.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – listopad 2024,114.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – prosinec 2024,114.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden 2025,114.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – únor 2025,119.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – březen 2025,120.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – duben 2025,121.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – květen 2025,122.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – červen 2025,122.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – červenec 2025,122.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru v tištěných médiích,leden – srpen 2025,122.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden 2023,109.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – únor 2023,122.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – březen 2023,138.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – duben 2023,149.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – květen 2023,156.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – červen 2023,161.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – červenec 2023,155.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – srpen 2023,153.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – září 2023,156.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – říjen 2023,159.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – listopad 2023,162.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – prosinec 2023,165.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden 2024,124.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – únor 2024,142.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – březen 2024,159.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – duben 2024,168.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – květen 2024,175.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – červen 2024,179.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – červenec 2024,172.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – srpen 2024,170.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – září 2024,174.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – říjen 2024,180.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – listopad 2024,184.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – prosinec 2024,187.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden 2025,137.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – únor 2025,161.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – březen 2025,177.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – duben 2025,194.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – květen 2025,206.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – červen 2025,214.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – červenec 2025,207.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase",leden – srpen 2025,207.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden 2023,127.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – únor 2023,128.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – březen 2023,129.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – duben 2023,128.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – květen 2023,127.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – červen 2023,127.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – červenec 2023,127.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – srpen 2023,127.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – září 2023,127.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – říjen 2023,127.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – listopad 2023,127.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – prosinec 2023,127.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden 2024,134.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – únor 2024,134.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – březen 2024,134.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – duben 2024,133.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – květen 2024,132.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – červen 2024,132.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – červenec 2024,132.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – srpen 2024,132.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – září 2024,131.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – říjen 2024,131.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – listopad 2024,131.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – prosinec 2024,131.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden 2025,131.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – únor 2025,129.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – březen 2025,129.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – duben 2025,128.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – květen 2025,128.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – červen 2025,128.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – červenec 2025,130.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Zprostředkování prodeje reklamního prostoru nebo času na internetu,leden – srpen 2025,131.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden 2023,119.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – únor 2023,119.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – březen 2023,119.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – duben 2023,120.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – květen 2023,120.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – červen 2023,121.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – červenec 2023,121.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – srpen 2023,121.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – září 2023,121.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – říjen 2023,121.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – listopad 2023,121.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – prosinec 2023,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden 2024,125.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – únor 2024,125.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – březen 2024,125.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – duben 2024,126.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – květen 2024,126.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – červen 2024,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – červenec 2024,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – srpen 2024,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – září 2024,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – říjen 2024,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – listopad 2024,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – prosinec 2024,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden 2025,131.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – únor 2025,130.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – březen 2025,130.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – duben 2025,130.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – květen 2025,130.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – červen 2025,131.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – červenec 2025,131.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní zprostředkování prodeje reklamního prostoru nebo času,leden – srpen 2025,132.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden 2023,119.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – únor 2023,119.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – březen 2023,119.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – duben 2023,120.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – květen 2023,120.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – červen 2023,121.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – červenec 2023,121.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – srpen 2023,121.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – září 2023,121.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – říjen 2023,121.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – listopad 2023,121.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – prosinec 2023,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden 2024,125.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – únor 2024,125.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – březen 2024,125.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – duben 2024,126.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – květen 2024,126.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – červen 2024,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – červenec 2024,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – srpen 2024,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – září 2024,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – říjen 2024,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – listopad 2024,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – prosinec 2024,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden 2025,131.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – únor 2025,130.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – březen 2025,130.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – duben 2025,130.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – květen 2025,130.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – červen 2025,131.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – červenec 2025,131.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem reklamních panelů,leden – srpen 2025,132.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden 2023,115.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – únor 2023,115.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – březen 2023,115.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – duben 2023,115.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – květen 2023,115.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – červen 2023,115.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – červenec 2023,115.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – srpen 2023,116.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – září 2023,116.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – říjen 2023,116.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – listopad 2023,116.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – prosinec 2023,116.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden 2024,118.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – únor 2024,118.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – březen 2024,118.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – duben 2024,118.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – květen 2024,118.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – červen 2024,119.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – červenec 2024,119.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – srpen 2024,119.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – září 2024,119.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – říjen 2024,119.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – listopad 2024,119.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – prosinec 2024,119.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden 2025,120.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – únor 2025,120.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – březen 2025,121.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – duben 2025,121.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – květen 2025,121.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – červen 2025,121.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – červenec 2025,121.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Průzkum trhu a veřejného mínění,leden – srpen 2025,121.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden 2023,113.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – únor 2023,113.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – březen 2023,113.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – duben 2023,113.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – květen 2023,113.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – červen 2023,113.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – červenec 2023,113.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – srpen 2023,113.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – září 2023,114.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – říjen 2023,114.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – listopad 2023,114.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – prosinec 2023,114.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – únor 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – březen 2024,116.1
