Typ indexu,Ukazatel,Očištění,Území,Odvětví (NACE),Roky,value
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.1 Obchod s motorovými vozidly, kromě motocyklů",2020,85.6959000322
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.1 Obchod s motorovými vozidly, kromě motocyklů",2021,105.5515202835
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.1 Obchod s motorovými vozidly, kromě motocyklů",2022,95.0245583548
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.1 Obchod s motorovými vozidly, kromě motocyklů",2023,108.0334153048
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.1 Obchod s motorovými vozidly, kromě motocyklů",2024,101.7384492182
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2001,113.4497986841
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2002,91.8865576702
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2003,105.7909366133
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2004,105.5531777571
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2005,106.3264682837
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2006,104.6222361425
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2007,113.2726507639
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2008,99.4442319431
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2009,91.3419758802
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2010,99.601910726
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2011,101.2331884922
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2012,96.4277672511
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2013,102.108860359
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2014,109.8270587883
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2015,107.704754908
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2016,104.2115017892
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2017,106.2624065999
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2018,97.3592758777
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2019,97.9463648368
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2020,87.3523799657
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2021,107.9981438996
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2022,97.8246178565
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2023,102.9180455105
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.2 Opravy a údržba motorových vozidel, kromě motocyklů",2024,101.3855194057
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2001,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2002,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2003,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2004,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2005,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2006,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2007,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2008,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2009,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2010,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2011,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2012,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2013,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2014,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2015,113.3665271184
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2016,103.7317648755
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2017,104.7268208436
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2018,104.4699584878
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2019,104.5574459397
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2020,85.7080437727
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2021,109.8682899962
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2022,98.5704358615
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2023,95.4017938621
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů",2024,97.1880243843
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2001,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2002,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2003,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2004,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2005,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2006,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2007,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2008,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2009,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2010,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2011,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2012,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2013,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2014,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2015,113.6566523585
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2016,110.34548588
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2017,100.7556051951
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2018,106.6408930049
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2019,105.2317579878
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2020,101.0469585915
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2021,107.2235148268
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2022,97.3803516344
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2023,92.7452181184
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství",2024,100.8155499772
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2001,106.7886300332
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2002,100.9455278249
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2003,107.9508722454
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2004,102.943582627
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2005,106.0525512678
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2006,106.9516941822
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2007,106.2713934718
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2008,102.6397029409
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2009,98.6614865512
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2010,99.1280666594
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2011,99.9293694405
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2012,98.7620145866
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2013,99.5565743324
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2014,102.2121380689
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2015,105.5062347909
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2016,104.5721213671
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2017,105.542631972
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2018,104.4706523615
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2019,104.191736261
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2020,98.458545393
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2021,103.749911621
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2022,96.9275816156
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2023,95.4681842617
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 Maloobchod kromě motorových vozidel,2024,104.471527178
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2001,108.2026421855
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2002,100.4903699813
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2003,108.988778423
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2004,103.7519053158
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2005,106.9197513383
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2006,107.6154139378
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2007,106.3974783187
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2008,101.3505179784
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2009,98.7502119475
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2010,99.8174434436
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2011,100.4599995837
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2012,98.7987401125
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2013,99.7210759413
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2014,102.309587582
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2015,105.407450294
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2016,104.4839091662
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2017,105.526152657
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2018,104.5611042365
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2019,104.4645320442
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2020,99.3499020856
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2021,103.6629961212
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2022,96.8486695047
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2023,94.407482846
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47 bez 47.3 Maloobchod kromě maloobchodního prodeje pohonných hmot,2024,104.3748621337
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2001,107.3593489239
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2002,102.14417072
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2003,110.0670839587
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2004,102.3312056067
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2005,105.184429675
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2006,105.2734842717
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2007,103.5953776874
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2008,100.5771949528
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,47.11+47.2 Maloobchod s potravinami,2009,100.2218857845
