Roky;Území;Ukazatel;value
2024;Hlavní město Praha;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;28113
2024;Hlavní město Praha;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;25462
2024;Středočeský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;33770
2024;Středočeský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;31133
2024;Jihočeský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;15912
2024;Jihočeský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;14778
2024;Plzeňský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;13881
2024;Plzeňský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;12837
2024;Karlovarský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;9900
2024;Karlovarský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;9151
2024;Ústecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;34630
2024;Ústecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;32153
2024;Liberecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;14048
2024;Liberecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;12732
2024;Královéhradecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;13255
2024;Královéhradecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;12320
2024;Pardubický kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;12211
2024;Pardubický kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;11513
2024;Kraj Vysočina;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;12285
2024;Kraj Vysočina;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;11373
2024;Jihomoravský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;39439
2024;Jihomoravský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;36864
2024;Olomoucký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;18587
2024;Olomoucký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;17590
2024;Zlínský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;13279
2024;Zlínský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;12434
2024;Moravskoslezský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;47168
2024;Moravskoslezský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;44090
