Území,Ukazatel,Roky,value
Česko,Naděje dožití mužů při narození,2016,76.044936268
Česko,Naděje dožití mužů při narození,2017,76.0048893891
Česko,Naděje dožití mužů při narození,2018,76.0839391341
Česko,Naděje dožití mužů při narození,2019,76.3289995826
Česko,Naděje dožití mužů při narození,2020,75.3035998674
Česko,Naděje dožití mužů při narození,2021,74.0931411952
Česko,Naděje dožití mužů při narození,2022,76.1483805299
Česko,Naděje dožití mužů při narození,2023,76.89409283
Česko,Naděje dožití mužů při narození,2024,77.1537508479
Česko,Naděje dožití žen při narození,2016,81.8260870838
Česko,Naděje dožití žen při narození,2017,81.8451273946
Česko,Naděje dožití žen při narození,2018,81.891750582
Česko,Naděje dožití žen při narození,2019,82.1014818384
Česko,Naděje dožití žen při narození,2020,81.3768895567
Česko,Naděje dožití žen při narození,2021,80.5085140627
Česko,Naděje dožití žen při narození,2022,82.0142787872
Česko,Naděje dožití žen při narození,2023,82.78054922
Česko,Naděje dožití žen při narození,2024,83.1368450937
Česko,Naděje dožití mužů ve věku 65 let,2016,16.088107988
Česko,Naděje dožití mužů ve věku 65 let,2017,16.0876868714
Česko,Naděje dožití mužů ve věku 65 let,2018,16.1420802013
Česko,Naděje dožití mužů ve věku 65 let,2019,16.286760354
Česko,Naděje dožití mužů ve věku 65 let,2020,15.2198528412
Česko,Naděje dožití mužů ve věku 65 let,2021,14.5127264111
Česko,Naděje dožití mužů ve věku 65 let,2022,16.0544440493
Česko,Naděje dožití mužů ve věku 65 let,2023,16.69633063
Česko,Naděje dožití mužů ve věku 65 let,2024,16.9860297409
Česko,Naděje dožití žen ve věku 65 let,2016,19.7020852991
Česko,Naděje dožití žen ve věku 65 let,2017,19.6189598603
Česko,Naděje dožití žen ve věku 65 let,2018,19.7091415509
Česko,Naděje dožití žen ve věku 65 let,2019,19.9411866071
Česko,Naděje dožití žen ve věku 65 let,2020,19.1681059257
Česko,Naděje dožití žen ve věku 65 let,2021,18.6492811796
Česko,Naděje dožití žen ve věku 65 let,2022,19.8138915376
Česko,Naděje dožití žen ve věku 65 let,2023,20.43064497
Česko,Naděje dožití žen ve věku 65 let,2024,20.7566176611
