Území,Roky,Země,Ukazatel,value
Česko,2024,Čad,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Čad,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Čad,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Čad,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Čad,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Čad,Pohyb zboží do ČR (meziroční index),
Česko,2024,Čad,Obrat pohybu zboží (meziroční index),
Česko,2024,Černá Hora,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Černá Hora,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Černá Hora,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Černá Hora,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Černá Hora,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Černá Hora,Pohyb zboží do ČR (meziroční index),
Česko,2024,Černá Hora,Obrat pohybu zboží (meziroční index),
Česko,2024,Česko,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Česko,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Česko,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Česko,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Česko,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Česko,Pohyb zboží do ČR (meziroční index),
Česko,2024,Česko,Obrat pohybu zboží (meziroční index),
Česko,2024,Čína,"Pohyb zboží z ČR (v mil. Kč, FOB)",75903.389968
Česko,2024,Čína,"Pohyb zboží do ČR (v mil. Kč, CIF)",923476.518468
Česko,2024,Čína,Bilance - pohyb zboží (v mil. Kč),-847573.1285
Česko,2024,Čína,Obrat - pohyb zboží (v mil. Kč),999379.908436
Česko,2024,Čína,Pohyb zboží z ČR (meziroční index ),130.0354101933
Česko,2024,Čína,Pohyb zboží do ČR (meziroční index),104.6798206334
Česko,2024,Čína,Obrat pohybu zboží (meziroční index),106.2533883166
Česko,2024,Dánsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",60102.675356
Česko,2024,Dánsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",35313.633818
Česko,2024,Dánsko,Bilance - pohyb zboží (v mil. Kč),24789.041538
Česko,2024,Dánsko,Obrat - pohyb zboží (v mil. Kč),95416.309174
Česko,2024,Dánsko,Pohyb zboží z ČR (meziroční index ),116.479577223
Česko,2024,Dánsko,Pohyb zboží do ČR (meziroční index),100.0120624198
Česko,2024,Dánsko,Obrat pohybu zboží (meziroční index),109.7891347981
Česko,2024,Demokratická republika Kongo,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Demokratická republika Kongo,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Demokratická republika Kongo,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Demokratická republika Kongo,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Demokratická republika Kongo,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Demokratická republika Kongo,Pohyb zboží do ČR (meziroční index),
Česko,2024,Demokratická republika Kongo,Obrat pohybu zboží (meziroční index),
Česko,2024,Dominika,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Dominika,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Dominika,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Dominika,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Dominika,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Dominika,Pohyb zboží do ČR (meziroční index),
Česko,2024,Dominika,Obrat pohybu zboží (meziroční index),
Česko,2024,Dominikánská republika,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Dominikánská republika,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Dominikánská republika,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Dominikánská republika,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Dominikánská republika,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Dominikánská republika,Pohyb zboží do ČR (meziroční index),
Česko,2024,Dominikánská republika,Obrat pohybu zboží (meziroční index),
Česko,2024,Džibutsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Džibutsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Džibutsko,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Džibutsko,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Džibutsko,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Džibutsko,Pohyb zboží do ČR (meziroční index),
Česko,2024,Džibutsko,Obrat pohybu zboží (meziroční index),
Česko,2024,Egypt,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Egypt,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Egypt,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Egypt,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Egypt,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Egypt,Pohyb zboží do ČR (meziroční index),
Česko,2024,Egypt,Obrat pohybu zboží (meziroční index),
Česko,2024,Ekvádor,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Ekvádor,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Ekvádor,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Ekvádor,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Ekvádor,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Ekvádor,Pohyb zboží do ČR (meziroční index),
Česko,2024,Ekvádor,Obrat pohybu zboží (meziroční index),
Česko,2024,Eritrea,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Eritrea,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Eritrea,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Eritrea,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Eritrea,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Eritrea,Pohyb zboží do ČR (meziroční index),
Česko,2024,Eritrea,Obrat pohybu zboží (meziroční index),
Česko,2024,Estonsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Estonsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Estonsko,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Estonsko,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Estonsko,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Estonsko,Pohyb zboží do ČR (meziroční index),
Česko,2024,Estonsko,Obrat pohybu zboží (meziroční index),
Česko,2024,Etiopie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Etiopie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Etiopie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Etiopie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Etiopie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Etiopie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Etiopie,Obrat pohybu zboží (meziroční index),
Česko,2024,Evropská unie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Evropská unie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Evropská unie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Evropská unie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Evropská unie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Evropská unie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Evropská unie,Obrat pohybu zboží (meziroční index),
Česko,2024,Faerské ostrovy,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Faerské ostrovy,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Faerské ostrovy,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Faerské ostrovy,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Faerské ostrovy,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Faerské ostrovy,Pohyb zboží do ČR (meziroční index),
Česko,2024,Faerské ostrovy,Obrat pohybu zboží (meziroční index),
Česko,2024,Falklandské ostrovy,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Falklandské ostrovy,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Falklandské ostrovy,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Falklandské ostrovy,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Falklandské ostrovy,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Falklandské ostrovy,Pohyb zboží do ČR (meziroční index),
Česko,2024,Falklandské ostrovy,Obrat pohybu zboží (meziroční index),
Česko,2024,Federativní státy Mikronésie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Federativní státy Mikronésie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Federativní státy Mikronésie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Federativní státy Mikronésie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Federativní státy Mikronésie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Federativní státy Mikronésie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Federativní státy Mikronésie,Obrat pohybu zboží (meziroční index),
Česko,2024,Fidži,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Fidži,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Fidži,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Fidži,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Fidži,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Fidži,Pohyb zboží do ČR (meziroční index),
Česko,2024,Fidži,Obrat pohybu zboží (meziroční index),
Česko,2024,Filipíny,"Pohyb zboží z ČR (v mil. Kč, FOB)",1811.876523
Česko,2024,Filipíny,"Pohyb zboží do ČR (v mil. Kč, CIF)",12523.90223
Česko,2024,Filipíny,Bilance - pohyb zboží (v mil. Kč),-10712.025707
Česko,2024,Filipíny,Obrat - pohyb zboží (v mil. Kč),14335.778753
Česko,2024,Filipíny,Pohyb zboží z ČR (meziroční index ),104.933114046
Česko,2024,Filipíny,Pohyb zboží do ČR (meziroční index),105.9101816541
Česko,2024,Filipíny,Obrat pohybu zboží (meziroční index),105.7856882683
Česko,2024,Finsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",24802.439637
Česko,2024,Finsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",16816.421987
Česko,2024,Finsko,Bilance - pohyb zboží (v mil. Kč),7986.01765
Česko,2024,Finsko,Obrat - pohyb zboží (v mil. Kč),41618.861624
Česko,2024,Finsko,Pohyb zboží z ČR (meziroční index ),89.9488329886
Česko,2024,Finsko,Pohyb zboží do ČR (meziroční index),108.4413926371
Česko,2024,Finsko,Obrat pohybu zboží (meziroční index),96.6053413387
Česko,2024,Francie,"Pohyb zboží z ČR (v mil. Kč, FOB)",280974.583863
Česko,2024,Francie,"Pohyb zboží do ČR (v mil. Kč, CIF)",160987.896748
Česko,2024,Francie,Bilance - pohyb zboží (v mil. Kč),119986.687115
Česko,2024,Francie,Obrat - pohyb zboží (v mil. Kč),441962.480611
Česko,2024,Francie,Pohyb zboží z ČR (meziroční index ),104.2685889104
Česko,2024,Francie,Pohyb zboží do ČR (meziroční index),106.2064668723
Česko,2024,Francie,Obrat pohybu zboží (meziroční index),104.9662313483
Česko,2024,Francouzská jižní území,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Francouzská jižní území,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Francouzská jižní území,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Francouzská jižní území,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Francouzská jižní území,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Francouzská jižní území,Pohyb zboží do ČR (meziroční index),
Česko,2024,Francouzská jižní území,Obrat pohybu zboží (meziroční index),
Česko,2024,Francouzská Polynésie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Francouzská Polynésie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Francouzská Polynésie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Francouzská Polynésie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Francouzská Polynésie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Francouzská Polynésie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Francouzská Polynésie,Obrat pohybu zboží (meziroční index),
Česko,2024,Gabon,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Gabon,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Gabon,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Gabon,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Gabon,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Gabon,Pohyb zboží do ČR (meziroční index),
Česko,2024,Gabon,Obrat pohybu zboží (meziroční index),
Česko,2024,Gambie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Gambie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Gambie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Gambie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Gambie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Gambie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Gambie,Obrat pohybu zboží (meziroční index),
Česko,2024,Ghana,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Ghana,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Ghana,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Ghana,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Ghana,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Ghana,Pohyb zboží do ČR (meziroční index),
Česko,2024,Ghana,Obrat pohybu zboží (meziroční index),
Česko,2024,Gibraltar,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Gibraltar,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Gibraltar,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Gibraltar,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Gibraltar,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Gibraltar,Pohyb zboží do ČR (meziroční index),
Česko,2024,Gibraltar,Obrat pohybu zboží (meziroční index),
Česko,2024,Grenada,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Grenada,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Grenada,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Grenada,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Grenada,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Grenada,Pohyb zboží do ČR (meziroční index),
Česko,2024,Grenada,Obrat pohybu zboží (meziroční index),
Česko,2024,Grónsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Grónsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Grónsko,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Grónsko,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Grónsko,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Grónsko,Pohyb zboží do ČR (meziroční index),
Česko,2024,Grónsko,Obrat pohybu zboží (meziroční index),
Česko,2024,Gruzie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Gruzie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Gruzie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Gruzie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Gruzie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Gruzie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Gruzie,Obrat pohybu zboží (meziroční index),
Česko,2024,Guam,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Guam,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Guam,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Guam,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Guam,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Guam,Pohyb zboží do ČR (meziroční index),
Česko,2024,Guam,Obrat pohybu zboží (meziroční index),
Česko,2024,Guatemala,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Guatemala,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Guatemala,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Guatemala,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Guatemala,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Guatemala,Pohyb zboží do ČR (meziroční index),
Česko,2024,Guatemala,Obrat pohybu zboží (meziroční index),
Česko,2024,Guinea,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Guinea,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Guinea,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Guinea,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Guinea,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Guinea,Pohyb zboží do ČR (meziroční index),
Česko,2024,Guinea,Obrat pohybu zboží (meziroční index),
Česko,2024,Guinea-Bissau,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Guinea-Bissau,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Guinea-Bissau,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Guinea-Bissau,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Guinea-Bissau,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Guinea-Bissau,Pohyb zboží do ČR (meziroční index),
Česko,2024,Guinea-Bissau,Obrat pohybu zboží (meziroční index),
Česko,2024,Guyana,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Guyana,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Guyana,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Guyana,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Guyana,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Guyana,Pohyb zboží do ČR (meziroční index),
Česko,2024,Guyana,Obrat pohybu zboží (meziroční index),
Česko,2024,Haiti,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Haiti,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Haiti,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Haiti,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Haiti,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Haiti,Pohyb zboží do ČR (meziroční index),
Česko,2024,Haiti,Obrat pohybu zboží (meziroční index),
Česko,2024,Heardův ostrov a McDonaldovy ostrovy,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Heardův ostrov a McDonaldovy ostrovy,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Heardův ostrov a McDonaldovy ostrovy,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Heardův ostrov a McDonaldovy ostrovy,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Heardův ostrov a McDonaldovy ostrovy,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Heardův ostrov a McDonaldovy ostrovy,Pohyb zboží do ČR (meziroční index),
Česko,2024,Heardův ostrov a McDonaldovy ostrovy,Obrat pohybu zboží (meziroční index),
Česko,2024,Honduras,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Honduras,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Honduras,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Honduras,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Honduras,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Honduras,Pohyb zboží do ČR (meziroční index),
Česko,2024,Honduras,Obrat pohybu zboží (meziroční index),
Česko,2024,Hongkong,"Pohyb zboží z ČR (v mil. Kč, FOB)",8176.869376
Česko,2024,Hongkong,"Pohyb zboží do ČR (v mil. Kč, CIF)",2529.151993
Česko,2024,Hongkong,Bilance - pohyb zboží (v mil. Kč),5647.717383
Česko,2024,Hongkong,Obrat - pohyb zboží (v mil. Kč),10706.021369
Česko,2024,Hongkong,Pohyb zboží z ČR (meziroční index ),109.1113327364
Česko,2024,Hongkong,Pohyb zboží do ČR (meziroční index),123.1411430522
Česko,2024,Hongkong,Obrat pohybu zboží (meziroční index),112.1293002064
Česko,2024,Chile,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Chile,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Chile,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Chile,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Chile,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Chile,Pohyb zboží do ČR (meziroční index),
Česko,2024,Chile,Obrat pohybu zboží (meziroční index),
Česko,2024,Chorvatsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",25773.19073
Česko,2024,Chorvatsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",6493.315523
Česko,2024,Chorvatsko,Bilance - pohyb zboží (v mil. Kč),19279.875207
Česko,2024,Chorvatsko,Obrat - pohyb zboží (v mil. Kč),32266.506253
Česko,2024,Chorvatsko,Pohyb zboží z ČR (meziroční index ),111.6975453646
Česko,2024,Chorvatsko,Pohyb zboží do ČR (meziroční index),109.2520507702
Česko,2024,Chorvatsko,Obrat pohybu zboží (meziroční index),111.1966541755
Česko,2024,Indie,"Pohyb zboží z ČR (v mil. Kč, FOB)",26195.249429
Česko,2024,Indie,"Pohyb zboží do ČR (v mil. Kč, CIF)",71349.770581
Česko,2024,Indie,Bilance - pohyb zboží (v mil. Kč),-45154.521152
Česko,2024,Indie,Obrat - pohyb zboží (v mil. Kč),97545.02001
Česko,2024,Indie,Pohyb zboží z ČR (meziroční index ),100.6215714645
Česko,2024,Indie,Pohyb zboží do ČR (meziroční index),128.2678068525
Česko,2024,Indie,Obrat pohybu zboží (meziroční index),119.4540092681
Česko,2024,Indonésie,"Pohyb zboží z ČR (v mil. Kč, FOB)",4217.284675
Česko,2024,Indonésie,"Pohyb zboží do ČR (v mil. Kč, CIF)",11395.403115
Česko,2024,Indonésie,Bilance - pohyb zboží (v mil. Kč),-7178.11844
Česko,2024,Indonésie,Obrat - pohyb zboží (v mil. Kč),15612.68779
Česko,2024,Indonésie,Pohyb zboží z ČR (meziroční index ),99.2923325713
Česko,2024,Indonésie,Pohyb zboží do ČR (meziroční index),92.2808497564
Česko,2024,Indonésie,Obrat pohybu zboží (meziroční index),94.0752730187
Česko,2024,Irák,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Irák,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Irák,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Irák,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Irák,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Irák,Pohyb zboží do ČR (meziroční index),
Česko,2024,Irák,Obrat pohybu zboží (meziroční index),
Česko,2024,Íránská islámská republika,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Íránská islámská republika,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Íránská islámská republika,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Íránská islámská republika,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Íránská islámská republika,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Íránská islámská republika,Pohyb zboží do ČR (meziroční index),
Česko,2024,Íránská islámská republika,Obrat pohybu zboží (meziroční index),
Česko,2024,Irsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",38547.3431
Česko,2024,Irsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",24378.776329
Česko,2024,Irsko,Bilance - pohyb zboží (v mil. Kč),14168.566771
Česko,2024,Irsko,Obrat - pohyb zboží (v mil. Kč),62926.119429
Česko,2024,Irsko,Pohyb zboží z ČR (meziroční index ),112.1982354259
Česko,2024,Irsko,Pohyb zboží do ČR (meziroční index),107.5025089185
Česko,2024,Irsko,Obrat pohybu zboží (meziroční index),110.3311537923
Česko,2024,Island,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Island,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Island,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Island,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Island,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Island,Pohyb zboží do ČR (meziroční index),
Česko,2024,Island,Obrat pohybu zboží (meziroční index),
Česko,2024,Itálie,"Pohyb zboží z ČR (v mil. Kč, FOB)",236288.552188
Česko,2024,Itálie,"Pohyb zboží do ČR (v mil. Kč, CIF)",211191.107726
Česko,2024,Itálie,Bilance - pohyb zboží (v mil. Kč),25097.444462
Česko,2024,Itálie,Obrat - pohyb zboží (v mil. Kč),447479.659914
Česko,2024,Itálie,Pohyb zboží z ČR (meziroční index ),103.8106001045
Česko,2024,Itálie,Pohyb zboží do ČR (meziroční index),103.6294207259
Česko,2024,Itálie,Obrat pohybu zboží (meziroční index),103.7250123723
Česko,2024,Izrael,"Pohyb zboží z ČR (v mil. Kč, FOB)",27135.824314
Česko,2024,Izrael,"Pohyb zboží do ČR (v mil. Kč, CIF)",7170.531916
Česko,2024,Izrael,Bilance - pohyb zboží (v mil. Kč),19965.292398
Česko,2024,Izrael,Obrat - pohyb zboží (v mil. Kč),34306.35623
Česko,2024,Izrael,Pohyb zboží z ČR (meziroční index ),114.7804438967
Česko,2024,Izrael,Pohyb zboží do ČR (meziroční index),83.4278046794
Česko,2024,Izrael,Obrat pohybu zboží (meziroční index),106.4211781487
Česko,2024,Jamajka,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Jamajka,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Jamajka,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Jamajka,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Jamajka,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Jamajka,Pohyb zboží do ČR (meziroční index),
Česko,2024,Jamajka,Obrat pohybu zboží (meziroční index),
Česko,2024,Japonsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",30174.757235
Česko,2024,Japonsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",96570.41664
Česko,2024,Japonsko,Bilance - pohyb zboží (v mil. Kč),-66395.659405
Česko,2024,Japonsko,Obrat - pohyb zboží (v mil. Kč),126745.173875
Česko,2024,Japonsko,Pohyb zboží z ČR (meziroční index ),133.1529097127
Česko,2024,Japonsko,Pohyb zboží do ČR (meziroční index),103.2434021296
Česko,2024,Japonsko,Obrat pohybu zboží (meziroční index),109.0765409495
Česko,2024,Jemen,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Jemen,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Jemen,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Jemen,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Jemen,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Jemen,Pohyb zboží do ČR (meziroční index),
