Území,Roky,Země,Ukazatel,value
Česko,2024,Jemen,Obrat pohybu zboží (meziroční index),
Česko,2024,Jižní Afrika,"Pohyb zboží z ČR (v mil. Kč, FOB)",13004.634774
Česko,2024,Jižní Afrika,"Pohyb zboží do ČR (v mil. Kč, CIF)",13221.081117
Česko,2024,Jižní Afrika,Bilance - pohyb zboží (v mil. Kč),-216.446343
Česko,2024,Jižní Afrika,Obrat - pohyb zboží (v mil. Kč),26225.715891
Česko,2024,Jižní Afrika,Pohyb zboží z ČR (meziroční index ),107.16788079
Česko,2024,Jižní Afrika,Pohyb zboží do ČR (meziroční index),75.6827931073
Česko,2024,Jižní Afrika,Obrat pohybu zboží (meziroční index),88.5887303706
Česko,2024,Jižní Georgie a Jižní Sandwichovy ostrovy,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Jižní Georgie a Jižní Sandwichovy ostrovy,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Jižní Georgie a Jižní Sandwichovy ostrovy,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Jižní Georgie a Jižní Sandwichovy ostrovy,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Jižní Georgie a Jižní Sandwichovy ostrovy,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Jižní Georgie a Jižní Sandwichovy ostrovy,Pohyb zboží do ČR (meziroční index),
Česko,2024,Jižní Georgie a Jižní Sandwichovy ostrovy,Obrat pohybu zboží (meziroční index),
Česko,2024,Jižní Súdán,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Jižní Súdán,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Jižní Súdán,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Jižní Súdán,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Jižní Súdán,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Jižní Súdán,Pohyb zboží do ČR (meziroční index),
Česko,2024,Jižní Súdán,Obrat pohybu zboží (meziroční index),
Česko,2024,Jordánsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Jordánsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Jordánsko,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Jordánsko,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Jordánsko,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Jordánsko,Pohyb zboží do ČR (meziroční index),
Česko,2024,Jordánsko,Obrat pohybu zboží (meziroční index),
Česko,2024,Kajmanské ostrovy,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kajmanské ostrovy,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kajmanské ostrovy,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kajmanské ostrovy,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kajmanské ostrovy,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kajmanské ostrovy,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kajmanské ostrovy,Obrat pohybu zboží (meziroční index),
Česko,2024,Kambodža,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kambodža,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kambodža,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kambodža,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kambodža,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kambodža,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kambodža,Obrat pohybu zboží (meziroční index),
Česko,2024,Kamerun,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kamerun,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kamerun,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kamerun,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kamerun,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kamerun,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kamerun,Obrat pohybu zboží (meziroční index),
Česko,2024,Kanada,"Pohyb zboží z ČR (v mil. Kč, FOB)",9694.355417
Česko,2024,Kanada,"Pohyb zboží do ČR (v mil. Kč, CIF)",9542.4128
Česko,2024,Kanada,Bilance - pohyb zboží (v mil. Kč),151.942617
Česko,2024,Kanada,Obrat - pohyb zboží (v mil. Kč),19236.768217
Česko,2024,Kanada,Pohyb zboží z ČR (meziroční index ),111.3325318491
Česko,2024,Kanada,Pohyb zboží do ČR (meziroční index),96.8346006122
Česko,2024,Kanada,Obrat pohybu zboží (meziroční index),103.6357174195
Česko,2024,Kapverdy,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kapverdy,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kapverdy,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kapverdy,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kapverdy,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kapverdy,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kapverdy,Obrat pohybu zboží (meziroční index),
Česko,2024,Katar,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Katar,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Katar,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Katar,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Katar,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Katar,Pohyb zboží do ČR (meziroční index),
Česko,2024,Katar,Obrat pohybu zboží (meziroční index),
Česko,2024,Kazachstán,"Pohyb zboží z ČR (v mil. Kč, FOB)",21787.112484
Česko,2024,Kazachstán,"Pohyb zboží do ČR (v mil. Kč, CIF)",18135.69245
Česko,2024,Kazachstán,Bilance - pohyb zboží (v mil. Kč),3651.420034
Česko,2024,Kazachstán,Obrat - pohyb zboží (v mil. Kč),39922.804934
Česko,2024,Kazachstán,Pohyb zboží z ČR (meziroční index ),108.9076661569
Česko,2024,Kazachstán,Pohyb zboží do ČR (meziroční index),117.5977917749
Česko,2024,Kazachstán,Obrat pohybu zboží (meziroční index),112.6905903384
Česko,2024,Keňa,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Keňa,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Keňa,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Keňa,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Keňa,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Keňa,Pohyb zboží do ČR (meziroční index),
Česko,2024,Keňa,Obrat pohybu zboží (meziroční index),
Česko,2024,Kiribati,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kiribati,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kiribati,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kiribati,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kiribati,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kiribati,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kiribati,Obrat pohybu zboží (meziroční index),
Česko,2024,Kokosové (Keelingovy) ostrovy,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kokosové (Keelingovy) ostrovy,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kokosové (Keelingovy) ostrovy,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kokosové (Keelingovy) ostrovy,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kokosové (Keelingovy) ostrovy,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kokosové (Keelingovy) ostrovy,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kokosové (Keelingovy) ostrovy,Obrat pohybu zboží (meziroční index),
Česko,2024,Kolumbie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kolumbie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kolumbie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kolumbie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kolumbie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kolumbie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kolumbie,Obrat pohybu zboží (meziroční index),
Česko,2024,Komory,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Komory,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Komory,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Komory,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Komory,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Komory,Pohyb zboží do ČR (meziroční index),
Česko,2024,Komory,Obrat pohybu zboží (meziroční index),
Česko,2024,Kongo,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kongo,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kongo,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kongo,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kongo,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kongo,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kongo,Obrat pohybu zboží (meziroční index),
Česko,2024,Korejská lidově demokratická republika,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Korejská lidově demokratická republika,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Korejská lidově demokratická republika,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Korejská lidově demokratická republika,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Korejská lidově demokratická republika,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Korejská lidově demokratická republika,Pohyb zboží do ČR (meziroční index),
Česko,2024,Korejská lidově demokratická republika,Obrat pohybu zboží (meziroční index),
Česko,2024,Korejská republika,"Pohyb zboží z ČR (v mil. Kč, FOB)",14037.721527
Česko,2024,Korejská republika,"Pohyb zboží do ČR (v mil. Kč, CIF)",105646.104788
Česko,2024,Korejská republika,Bilance - pohyb zboží (v mil. Kč),-91608.383261
Česko,2024,Korejská republika,Obrat - pohyb zboží (v mil. Kč),119683.826315
Česko,2024,Korejská republika,Pohyb zboží z ČR (meziroční index ),113.0631123143
Česko,2024,Korejská republika,Pohyb zboží do ČR (meziroční index),100.7151179232
Česko,2024,Korejská republika,Obrat pohybu zboží (meziroční index),102.0219819425
Česko,2024,Kosovo,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kosovo,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kosovo,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kosovo,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kosovo,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kosovo,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kosovo,Obrat pohybu zboží (meziroční index),
Česko,2024,Kostarika,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kostarika,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kostarika,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kostarika,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kostarika,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kostarika,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kostarika,Obrat pohybu zboží (meziroční index),
Česko,2024,Kuba,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kuba,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kuba,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kuba,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kuba,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kuba,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kuba,Obrat pohybu zboží (meziroční index),
Česko,2024,Kuvajt,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kuvajt,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kuvajt,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kuvajt,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kuvajt,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kuvajt,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kuvajt,Obrat pohybu zboží (meziroční index),
Česko,2024,Kypr,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kypr,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kypr,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kypr,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kypr,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kypr,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kypr,Obrat pohybu zboží (meziroční index),
Česko,2024,Kyrgyzstán,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Kyrgyzstán,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Kyrgyzstán,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Kyrgyzstán,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Kyrgyzstán,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Kyrgyzstán,Pohyb zboží do ČR (meziroční index),
Česko,2024,Kyrgyzstán,Obrat pohybu zboží (meziroční index),
Česko,2024,Laoská lidově demokratická republika,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Laoská lidově demokratická republika,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Laoská lidově demokratická republika,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Laoská lidově demokratická republika,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Laoská lidově demokratická republika,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Laoská lidově demokratická republika,Pohyb zboží do ČR (meziroční index),
Česko,2024,Laoská lidově demokratická republika,Obrat pohybu zboží (meziroční index),
Česko,2024,Lesotho,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Lesotho,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Lesotho,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Lesotho,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Lesotho,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Lesotho,Pohyb zboží do ČR (meziroční index),
Česko,2024,Lesotho,Obrat pohybu zboží (meziroční index),
Česko,2024,Libanon,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Libanon,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Libanon,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Libanon,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Libanon,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Libanon,Pohyb zboží do ČR (meziroční index),
Česko,2024,Libanon,Obrat pohybu zboží (meziroční index),
Česko,2024,Libérie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Libérie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Libérie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Libérie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Libérie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Libérie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Libérie,Obrat pohybu zboží (meziroční index),
Česko,2024,Libye,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Libye,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Libye,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Libye,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Libye,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Libye,Pohyb zboží do ČR (meziroční index),
Česko,2024,Libye,Obrat pohybu zboží (meziroční index),
Česko,2024,Lichtenštejnsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Lichtenštejnsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Lichtenštejnsko,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Lichtenštejnsko,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Lichtenštejnsko,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Lichtenštejnsko,Pohyb zboží do ČR (meziroční index),
Česko,2024,Lichtenštejnsko,Obrat pohybu zboží (meziroční index),
Česko,2024,Litva,"Pohyb zboží z ČR (v mil. Kč, FOB)",27098.578823
Česko,2024,Litva,"Pohyb zboží do ČR (v mil. Kč, CIF)",10715.750942
Česko,2024,Litva,Bilance - pohyb zboží (v mil. Kč),16382.827881
Česko,2024,Litva,Obrat - pohyb zboží (v mil. Kč),37814.329765
Česko,2024,Litva,Pohyb zboží z ČR (meziroční index ),119.6809465037
Česko,2024,Litva,Pohyb zboží do ČR (meziroční index),108.6789471029
Česko,2024,Litva,Obrat pohybu zboží (meziroční index),116.3433490174
Česko,2024,Lotyšsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",12042.438605
Česko,2024,Lotyšsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",3351.711318
Česko,2024,Lotyšsko,Bilance - pohyb zboží (v mil. Kč),8690.727287
Česko,2024,Lotyšsko,Obrat - pohyb zboží (v mil. Kč),15394.149923
Česko,2024,Lotyšsko,Pohyb zboží z ČR (meziroční index ),108.211497878
Česko,2024,Lotyšsko,Pohyb zboží do ČR (meziroční index),100.5643416445
Česko,2024,Lotyšsko,Obrat pohybu zboží (meziroční index),106.4490805389
Česko,2024,Lucembursko,"Pohyb zboží z ČR (v mil. Kč, FOB)",10659.897553
Česko,2024,Lucembursko,"Pohyb zboží do ČR (v mil. Kč, CIF)",5812.324811
Česko,2024,Lucembursko,Bilance - pohyb zboží (v mil. Kč),4847.572742
Česko,2024,Lucembursko,Obrat - pohyb zboží (v mil. Kč),16472.222364
Česko,2024,Lucembursko,Pohyb zboží z ČR (meziroční index ),110.9292950317
Česko,2024,Lucembursko,Pohyb zboží do ČR (meziroční index),99.2864776304
Česko,2024,Lucembursko,Obrat pohybu zboží (meziroční index),106.5216798616
Česko,2024,Macao,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Macao,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Macao,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Macao,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Macao,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Macao,Pohyb zboží do ČR (meziroční index),
Česko,2024,Macao,Obrat pohybu zboží (meziroční index),
Česko,2024,Madagaskar,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Madagaskar,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Madagaskar,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Madagaskar,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Madagaskar,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Madagaskar,Pohyb zboží do ČR (meziroční index),
Česko,2024,Madagaskar,Obrat pohybu zboží (meziroční index),
Česko,2024,Maďarsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",211594.155373
Česko,2024,Maďarsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",122019.520114
Česko,2024,Maďarsko,Bilance - pohyb zboží (v mil. Kč),89574.635259
Česko,2024,Maďarsko,Obrat - pohyb zboží (v mil. Kč),333613.675487
Česko,2024,Maďarsko,Pohyb zboží z ČR (meziroční index ),103.7314880597
Česko,2024,Maďarsko,Pohyb zboží do ČR (meziroční index),89.9724135835
Česko,2024,Maďarsko,Obrat pohybu zboží (meziroční index),98.2368421355
Česko,2024,Malajsie,"Pohyb zboží z ČR (v mil. Kč, FOB)",6966.567977
Česko,2024,Malajsie,"Pohyb zboží do ČR (v mil. Kč, CIF)",53120.324329
Česko,2024,Malajsie,Bilance - pohyb zboží (v mil. Kč),-46153.756352
Česko,2024,Malajsie,Obrat - pohyb zboží (v mil. Kč),60086.892306
Česko,2024,Malajsie,Pohyb zboží z ČR (meziroční index ),162.0639038264
Česko,2024,Malajsie,Pohyb zboží do ČR (meziroční index),117.404004736
Česko,2024,Malajsie,Obrat pohybu zboží (meziroční index),121.2788618299
Česko,2024,Malawi,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Malawi,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Malawi,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Malawi,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Malawi,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Malawi,Pohyb zboží do ČR (meziroční index),
Česko,2024,Malawi,Obrat pohybu zboží (meziroční index),
Česko,2024,Maledivy,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Maledivy,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Maledivy,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Maledivy,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Maledivy,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Maledivy,Pohyb zboží do ČR (meziroční index),
Česko,2024,Maledivy,Obrat pohybu zboží (meziroční index),
Česko,2024,Mali,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Mali,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Mali,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Mali,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Mali,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Mali,Pohyb zboží do ČR (meziroční index),
Česko,2024,Mali,Obrat pohybu zboží (meziroční index),
Česko,2024,Malta,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Malta,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Malta,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Malta,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Malta,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Malta,Pohyb zboží do ČR (meziroční index),
Česko,2024,Malta,Obrat pohybu zboží (meziroční index),
Česko,2024,Maroko,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Maroko,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Maroko,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Maroko,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Maroko,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Maroko,Pohyb zboží do ČR (meziroční index),
Česko,2024,Maroko,Obrat pohybu zboží (meziroční index),
Česko,2024,Marshallovy ostrovy,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Marshallovy ostrovy,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Marshallovy ostrovy,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Marshallovy ostrovy,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Marshallovy ostrovy,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Marshallovy ostrovy,Pohyb zboží do ČR (meziroční index),
Česko,2024,Marshallovy ostrovy,Obrat pohybu zboží (meziroční index),
Česko,2024,Mauricius,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Mauricius,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Mauricius,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Mauricius,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Mauricius,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Mauricius,Pohyb zboží do ČR (meziroční index),
Česko,2024,Mauricius,Obrat pohybu zboží (meziroční index),
Česko,2024,Mauritánie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Mauritánie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Mauritánie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Mauritánie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Mauritánie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Mauritánie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Mauritánie,Obrat pohybu zboží (meziroční index),
Česko,2024,Melilla,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Melilla,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Melilla,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Melilla,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Melilla,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Melilla,Pohyb zboží do ČR (meziroční index),
Česko,2024,Melilla,Obrat pohybu zboží (meziroční index),
Česko,2024,Menší odlehlé ostrovy USA,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Menší odlehlé ostrovy USA,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Menší odlehlé ostrovy USA,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Menší odlehlé ostrovy USA,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Menší odlehlé ostrovy USA,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Menší odlehlé ostrovy USA,Pohyb zboží do ČR (meziroční index),
Česko,2024,Menší odlehlé ostrovy USA,Obrat pohybu zboží (meziroční index),
Česko,2024,Mexiko,"Pohyb zboží z ČR (v mil. Kč, FOB)",31222.099185
Česko,2024,Mexiko,"Pohyb zboží do ČR (v mil. Kč, CIF)",26921.029058
Česko,2024,Mexiko,Bilance - pohyb zboží (v mil. Kč),4301.070127
Česko,2024,Mexiko,Obrat - pohyb zboží (v mil. Kč),58143.128243
Česko,2024,Mexiko,Pohyb zboží z ČR (meziroční index ),114.6115946668
Česko,2024,Mexiko,Pohyb zboží do ČR (meziroční index),109.5973895794
Česko,2024,Mexiko,Obrat pohybu zboží (meziroční index),112.2340977344
Česko,2024,Mnohonárodní stát Bolívie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Mnohonárodní stát Bolívie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Mnohonárodní stát Bolívie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Mnohonárodní stát Bolívie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Mnohonárodní stát Bolívie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Mnohonárodní stát Bolívie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Mnohonárodní stát Bolívie,Obrat pohybu zboží (meziroční index),
Česko,2024,Moldavská republika,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Moldavská republika,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Moldavská republika,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Moldavská republika,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Moldavská republika,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Moldavská republika,Pohyb zboží do ČR (meziroční index),
Česko,2024,Moldavská republika,Obrat pohybu zboží (meziroční index),
Česko,2024,Mongolsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Mongolsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Mongolsko,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Mongolsko,Obrat - pohyb zboží (v mil. Kč),
