Území,Ukazatel,Typ indexu,Typ zakázek,Očištění,Vybraná odvětví průmyslu,Kumulace měsíců,value
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2015,110.145047257
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2015,109.5153307977
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2015,110.4682074594
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2015,111.0158326652
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2015,108.6869922398
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2015,108.5415220613
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2014,108.3180712918
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2014,108.7949778139
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2014,109.6200872514
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2014,110.0259082618
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2014,109.9670565252
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2014,110.798986854
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2014,111.6053705357
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2014,111.7026975222
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2014,112.7715566274
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2014,114.6502403922
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2014,113.730257344
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2014,112.3465656675
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2013,104.3086095693
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2013,103.9696580324
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2013,103.4968045224
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2013,102.9013712308
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2013,101.9131534526
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2013,102.606838786
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2013,100.41791664
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2013,100.6541176994
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2013,100.6321841237
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2013,97.4126737968
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2013,97.7871288745
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2013,103.0825122839
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2012,101.1415975515
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2012,101.5876715755
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2012,102.0563562335
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2012,101.1583231396
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2012,101.8285528208
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2012,101.5053560508
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2012,100.8246641708
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2012,101.4708512895
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2012,101.3617369176
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2012,104.2394864637
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2012,108.8919625371
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2012,109.7587490228
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2011,106.1501208111
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2011,107.351564446
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2011,107.5279796332
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2011,108.269668942
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2011,109.0267975521
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2011,108.9326321518
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2011,109.894367452
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2011,110.0058123754
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2011,111.2025983976
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2011,108.8222598149
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2011,121.2777161132
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2011,119.3909394229
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2010,113.1025068922
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2010,112.4897355105
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2010,111.420041073
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2010,110.4367509199
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2010,109.6064999802
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2010,108.3377858137
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2010,109.707359915
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2010,112.6877404925
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2010,108.4018535029
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2010,107.9741448174
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2010,93.7325090929
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2010,93.1178564176
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2009,72.8465792021
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2009,71.8161094166
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2009,70.5023134706
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2009,71.9861572641
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2009,71.5381276478
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2009,71.1631810841
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2009,68.9391769109
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2009,67.2092505982
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2009,66.9294463905
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2009,65.7945877104
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2009,60.2545264935
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2009,53.1405885967
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2008,112.8370637578
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2008,113.2856378049
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2008,115.8786976975
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2008,115.5537109354
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2008,115.971970205
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2008,117.5787561236
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2008,119.2452200599
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2008,118.9222339418
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2008,121.2844220485
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2008,124.197124736
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2008,136.0605147685
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2008,151.483026953
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2007,108.2946045294
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2007,108.147617505
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2007,108.4482065562
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2007,107.6542819335
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2007,109.4442315221
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2007,110.9378010699
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2007,112.6715219757
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2007,114.3955481088
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2007,116.9238933232
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2007,118.447169027
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2007,119.8532409739
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2007,122.3179709331
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2006,116.8261475416
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2006,118.8737846398
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2006,119.3441746487
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2006,118.2960414308
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2006,118.07902635
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2006,116.4420830573
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2006,114.7715334179
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2006,112.4870440058
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2006,114.1570628006
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2006,114.1292800811
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2006,113.4449533154
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2006,110.3337008706
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2005,105.75827185
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2005,104.9174264406
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2005,104.6011066352
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2005,104.6385036751
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2005,102.8051800545
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2005,103.3626557598
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2005,102.2760480992
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2005,101.087787098
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2005,97.7623345406
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2005,98.6624022217
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2005,96.5671561574
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2005,100.4369374624
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2004,122.2959144406
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2004,121.3913464244
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2004,119.5896146653
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2004,120.7232205226
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – srpen 2004,121.8045939889
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červenec 2004,120.8564316242
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – červen 2004,122.9168124711
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – květen 2004,124.3004052144
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – duben 2004,126.5547150074
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – březen 2004,124.6632725003
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – únor 2004,126.0071097258
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2004,126.1638173156
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – prosinec 2003,103.4697290178
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – listopad 2003,104.0720556042
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – říjen 2003,104.3403982638
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden – září 2003,103.7184609885
