Ukazatel;Území;Měsíce;Komodity SITC;value
Dovoz (v mil. Kč, CIF);Česko;únor 2023;4 Živočišné a rostlinné oleje, tuky a vosky;924.97518
Dovoz (v mil. Kč, CIF);Česko;únor 2023;5 Chemikálie a příbuzné výrobky, j. n.;42275.448253
Dovoz (v mil. Kč, CIF);Česko;únor 2023;6 Tržní výrobky tříděné hlavně podle materiálu;61832.738069
Dovoz (v mil. Kč, CIF);Česko;únor 2023;7 Stroje a dopravní prostředky;146157.724433
Dovoz (v mil. Kč, CIF);Česko;únor 2023;8 Průmyslové spotřební zboží;37957.074566
Dovoz (v mil. Kč, CIF);Česko;únor 2023;9 Komodity a předměty obchodu, j. n.;1656.664312
Dovoz (v mil. Kč, CIF);Česko;leden 2023;0 Potraviny a živá zvířata;19547.211789
Dovoz (v mil. Kč, CIF);Česko;leden 2023;1 Nápoje a tabák;2793.175897
Dovoz (v mil. Kč, CIF);Česko;leden 2023;2 Suroviny nepoživatelné, s výjimkou paliv;8013.31362
Dovoz (v mil. Kč, CIF);Česko;leden 2023;3 Minerální paliva, maziva a příbuzné materiály;29440.497566
Dovoz (v mil. Kč, CIF);Česko;leden 2023;4 Živočišné a rostlinné oleje, tuky a vosky;1050.747521
Dovoz (v mil. Kč, CIF);Česko;leden 2023;5 Chemikálie a příbuzné výrobky, j. n.;44040.486356
Dovoz (v mil. Kč, CIF);Česko;leden 2023;6 Tržní výrobky tříděné hlavně podle materiálu;59386.070416
Dovoz (v mil. Kč, CIF);Česko;leden 2023;7 Stroje a dopravní prostředky;161552.98437
Dovoz (v mil. Kč, CIF);Česko;leden 2023;8 Průmyslové spotřební zboží;38943.801629
Dovoz (v mil. Kč, CIF);Česko;leden 2023;9 Komodity a předměty obchodu, j. n.;1374.699305
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;0 Potraviny a živá zvířata;
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;1 Nápoje a tabák;
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;2 Suroviny nepoživatelné, s výjimkou paliv;
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;3 Minerální paliva, maziva a příbuzné materiály;
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;4 Živočišné a rostlinné oleje, tuky a vosky;
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;5 Chemikálie a příbuzné výrobky, j. n.;
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;6 Tržní výrobky tříděné hlavně podle materiálu;
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;7 Stroje a dopravní prostředky;
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;8 Průmyslové spotřební zboží;
Dovoz (v mil. Kč, CIF);Česko;prosinec 2022;9 Komodity a předměty obchodu, j. n.;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;0 Potraviny a živá zvířata;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;1 Nápoje a tabák;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;2 Suroviny nepoživatelné, s výjimkou paliv;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;3 Minerální paliva, maziva a příbuzné materiály;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;4 Živočišné a rostlinné oleje, tuky a vosky;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;5 Chemikálie a příbuzné výrobky, j. n.;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;6 Tržní výrobky tříděné hlavně podle materiálu;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;7 Stroje a dopravní prostředky;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;8 Průmyslové spotřební zboží;
Dovoz (v mil. Kč, CIF);Česko;listopad 2022;9 Komodity a předměty obchodu, j. n.;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;0 Potraviny a živá zvířata;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;1 Nápoje a tabák;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;2 Suroviny nepoživatelné, s výjimkou paliv;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;3 Minerální paliva, maziva a příbuzné materiály;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;4 Živočišné a rostlinné oleje, tuky a vosky;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;5 Chemikálie a příbuzné výrobky, j. n.;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;6 Tržní výrobky tříděné hlavně podle materiálu;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;7 Stroje a dopravní prostředky;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;8 Průmyslové spotřební zboží;
Dovoz (v mil. Kč, CIF);Česko;říjen 2022;9 Komodity a předměty obchodu, j. n.;
Dovoz (v mil. Kč, CIF);Česko;září 2022;0 Potraviny a živá zvířata;
Dovoz (v mil. Kč, CIF);Česko;září 2022;1 Nápoje a tabák;
Dovoz (v mil. Kč, CIF);Česko;září 2022;2 Suroviny nepoživatelné, s výjimkou paliv;
Dovoz (v mil. Kč, CIF);Česko;září 2022;3 Minerální paliva, maziva a příbuzné materiály;
Dovoz (v mil. Kč, CIF);Česko;září 2022;4 Živočišné a rostlinné oleje, tuky a vosky;
Dovoz (v mil. Kč, CIF);Česko;září 2022;5 Chemikálie a příbuzné výrobky, j. n.;
Dovoz (v mil. Kč, CIF);Česko;září 2022;6 Tržní výrobky tříděné hlavně podle materiálu;
Dovoz (v mil. Kč, CIF);Česko;září 2022;7 Stroje a dopravní prostředky;
Dovoz (v mil. Kč, CIF);Česko;září 2022;8 Průmyslové spotřební zboží;
Dovoz (v mil. Kč, CIF);Česko;září 2022;9 Komodity a předměty obchodu, j. n.;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;0 Potraviny a živá zvířata;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;1 Nápoje a tabák;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;2 Suroviny nepoživatelné, s výjimkou paliv;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;3 Minerální paliva, maziva a příbuzné materiály;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;4 Živočišné a rostlinné oleje, tuky a vosky;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;5 Chemikálie a příbuzné výrobky, j. n.;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;6 Tržní výrobky tříděné hlavně podle materiálu;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;7 Stroje a dopravní prostředky;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;8 Průmyslové spotřební zboží;
Dovoz (v mil. Kč, CIF);Česko;srpen 2022;9 Komodity a předměty obchodu, j. n.;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;0 Potraviny a živá zvířata;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;1 Nápoje a tabák;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;2 Suroviny nepoživatelné, s výjimkou paliv;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;3 Minerální paliva, maziva a příbuzné materiály;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;4 Živočišné a rostlinné oleje, tuky a vosky;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;5 Chemikálie a příbuzné výrobky, j. n.;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;6 Tržní výrobky tříděné hlavně podle materiálu;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;7 Stroje a dopravní prostředky;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;8 Průmyslové spotřební zboží;
Dovoz (v mil. Kč, CIF);Česko;červenec 2022;9 Komodity a předměty obchodu, j. n.;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;0 Potraviny a živá zvířata;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;1 Nápoje a tabák;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;2 Suroviny nepoživatelné, s výjimkou paliv;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;3 Minerální paliva, maziva a příbuzné materiály;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;4 Živočišné a rostlinné oleje, tuky a vosky;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;5 Chemikálie a příbuzné výrobky, j. n.;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;6 Tržní výrobky tříděné hlavně podle materiálu;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;7 Stroje a dopravní prostředky;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;8 Průmyslové spotřební zboží;
Dovoz (v mil. Kč, CIF);Česko;červen 2022;9 Komodity a předměty obchodu, j. n.;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;0 Potraviny a živá zvířata;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;1 Nápoje a tabák;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;2 Suroviny nepoživatelné, s výjimkou paliv;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;3 Minerální paliva, maziva a příbuzné materiály;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;4 Živočišné a rostlinné oleje, tuky a vosky;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;5 Chemikálie a příbuzné výrobky, j. n.;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;6 Tržní výrobky tříděné hlavně podle materiálu;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;7 Stroje a dopravní prostředky;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;8 Průmyslové spotřební zboží;
Dovoz (v mil. Kč, CIF);Česko;květen 2022;9 Komodity a předměty obchodu, j. n.;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;0 Potraviny a živá zvířata;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;1 Nápoje a tabák;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;2 Suroviny nepoživatelné, s výjimkou paliv;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;3 Minerální paliva, maziva a příbuzné materiály;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;4 Živočišné a rostlinné oleje, tuky a vosky;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;5 Chemikálie a příbuzné výrobky, j. n.;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;6 Tržní výrobky tříděné hlavně podle materiálu;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;7 Stroje a dopravní prostředky;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;8 Průmyslové spotřební zboží;
Dovoz (v mil. Kč, CIF);Česko;duben 2022;9 Komodity a předměty obchodu, j. n.;
