Typ indexu,Ukazatel,Očištění,Území,Odvětví (NACE),Měsíce,value
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2016,100.3821246473
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2016,100.5896316206
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2016,98.0600099257
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2016,98.3486412691
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2016,97.3676845196
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2016,100.4734075666
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2016,99.6445910327
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2016,101.1994076882
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2016,100.7355279299
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2016,99.0006600928
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2016,99.037359986
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2016,99.6960197664
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2017,98.3760284826
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2017,99.8689115012
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2017,102.7160673402
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2017,102.4407681866
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2017,105.3477048046
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2017,102.1220851643
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2017,102.1968464249
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2017,101.8186678031
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2017,101.3107128724
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2017,103.0328881331
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2017,102.8304406093
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2017,104.3021243369
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2018,105.4745209614
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2018,102.451054443
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2018,100.2978305237
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2018,102.321616853
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2018,99.6869265171
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2018,100.0310168779
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2018,101.9866826305
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2018,100.0715906505
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2018,101.6278400574
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2018,99.8325863119
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2018,98.9507879678
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2018,97.5161944773
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2019,98.2389737128
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2019,98.749723095
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2019,100.2613480113
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2019,99.7722681824
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2019,99.6702417918
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2019,99.8885008922
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2019,99.1299941156
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2019,100.7701570467
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2019,99.6106997698
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2019,103.5779649732
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2019,101.4598351201
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2019,105.3109857899
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2020,102.25684886
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2020,105.0730350851
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2020,103.7081413752
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2020,94.573759653
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2020,101.5497914745
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2020,104.0109588049
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2020,105.1078165085
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2020,103.602103725
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2020,105.6215427281
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2020,102.1810419951
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2020,103.1175599535
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2020,100.1376671289
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2021,103.2107129808
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2021,101.7029866833
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2021,103.2632740498
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2021,112.3893659964
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2021,105.0392776504
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2021,102.3486247039
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2021,101.4133819994
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2021,101.8267207523
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2021,100.0761039908
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2021,101.7876020739
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2021,104.1581747117
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2021,99.965452481
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2022,100.1020858197
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2022,96.6071692351
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2022,97.7168195802
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2022,93.9546056266
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2022,93.2629336598
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2022,92.6634237688
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2022,91.1545414104
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2022,94.9778631199
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2022,93.2258458112
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2022,91.1683021132
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2022,90.3278567719
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2022,93.449515025
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2023,100.9584481913
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2023,95.2969784893
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2023,99.5988330974
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2023,93.0018957372
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2023,95.1030112385
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2023,94.2728140977
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2023,95.8164113458
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2023,90.3848883007
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2023,93.1252972324
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2023,93.3829829363
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2023,92.3188068505
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2023,93.0999937099
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2024,85.4042954464
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2024,93.0045390173
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2024,87.0171867022
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2024,95.1316149589
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2024,94.1552599135
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2024,96.701928174
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2024,96.4767314964
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",srpen 2024,98.0694833703
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",září 2024,96.0693577637
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",říjen 2024,97.6802805964
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",listopad 2024,98.7686270094
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",prosinec 2024,99.7182856968
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",leden 2025,98.8920122267
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",únor 2025,99.2432729031
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",březen 2025,99.8753471808
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",duben 2025,102.65672578
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",květen 2025,101.8028270227
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červen 2025,101.7699519974
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"46 Velkoobchod, kromě motorových vozidel",červenec 2025,100.1000121388
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,leden 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,únor 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,březen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,duben 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,květen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,červen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,červenec 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,srpen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,září 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,říjen 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,listopad 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,prosinec 2015,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,leden 2016,96.3717577815
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,únor 2016,100.7330674569
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,březen 2016,108.3887670569
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,duben 2016,106.6275943116
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,květen 2016,104.0635159747
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení,červen 2016,111.1528247635
