Ukazatel,Území,Typ údaje,Odvětví,Čtvrtletí,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,1. čtvrtletí 2018,99.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,2. čtvrtletí 2018,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,3. čtvrtletí 2018,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,4. čtvrtletí 2018,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,1. čtvrtletí 2019,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,2. čtvrtletí 2019,102.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,3. čtvrtletí 2019,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,4. čtvrtletí 2019,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,1. čtvrtletí 2020,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,2. čtvrtletí 2020,104.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,3. čtvrtletí 2020,105.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,4. čtvrtletí 2020,106.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,1. čtvrtletí 2021,106.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,2. čtvrtletí 2021,109.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,3. čtvrtletí 2021,113.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,4. čtvrtletí 2021,114.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,1. čtvrtletí 2022,120.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,2. čtvrtletí 2022,124.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,3. čtvrtletí 2022,127.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,4. čtvrtletí 2022,129.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,1. čtvrtletí 2023,132.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,2. čtvrtletí 2023,132.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,3. čtvrtletí 2023,132.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,4. čtvrtletí 2023,133.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,1. čtvrtletí 2024,135.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,2. čtvrtletí 2024,135.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,3. čtvrtletí 2024,134.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,4. čtvrtletí 2024,134.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,1. čtvrtletí 2025,136.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží dlouhodobé spotřeby,2. čtvrtletí 2025,137.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2000,82.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2000,82.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2000,84.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2000,86.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2001,86.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2001,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2001,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2001,88.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2002,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2002,87.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2002,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2002,87.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2003,86.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2003,86.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2003,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2004,89.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2004,89.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2004,90.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2004,91.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2005,91.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2005,90.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2005,90.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2005,90.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2006,89.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2006,89.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2006,90.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2006,90.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2007,90.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2007,90.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2007,92.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2007,94.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2008,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2008,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2008,96.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2008,95.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2009,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2009,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2009,93.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2009,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2010,92.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2010,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2010,91.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2010,92.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2011,94.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2011,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2011,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2011,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2012,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2012,99.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2012,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2012,101.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2013,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2013,100.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2013,101.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2013,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2014,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2014,102.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2014,102.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2014,100.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2015,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2015,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2015,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2016,98.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2016,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2016,98.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2016,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2017,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2017,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2017,101.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2017,101.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2018,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2018,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2018,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2018,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2019,102.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2019,104.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2019,104.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2019,105.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2020,107.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2020,107.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2020,106.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2020,105.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2021,105.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2021,106.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2021,107.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2021,109.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2022,114.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2022,123.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2022,128.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2022,134.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2023,138.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2023,138.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2023,137.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2023,136.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2024,137.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2024,138.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,3. čtvrtletí 2024,138.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,4. čtvrtletí 2024,139.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,1. čtvrtletí 2025,140.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,2. čtvrtletí 2025,141.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,1. čtvrtletí 2000,82.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,2. čtvrtletí 2000,83.6
