Území,Ukazatel,Vybrané průmyslové výrobky,Roky,value
Česko,Produkce průmyslových výrobků,"Portlandský cement, hlinitanový, struskový a pod. hydraulické cementy (tis. t)",2018,4532.0
Česko,Produkce průmyslových výrobků,"Portlandský cement, hlinitanový, struskový a pod. hydraulické cementy (tis. t)",2019,4662.0
Česko,Produkce průmyslových výrobků,"Portlandský cement, hlinitanový, struskový a pod. hydraulické cementy (tis. t)",2020,4593.0
Česko,Produkce průmyslových výrobků,"Portlandský cement, hlinitanový, struskový a pod. hydraulické cementy (tis. t)",2021,4785.0
Česko,Produkce průmyslových výrobků,"Portlandský cement, hlinitanový, struskový a pod. hydraulické cementy (tis. t)",2022,4555.0
Česko,Produkce průmyslových výrobků,"Portlandský cement, hlinitanový, struskový a pod. hydraulické cementy (tis. t)",2023,3727.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),1993,1145.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),1994,1299.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),1995,1479.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),1996,1286.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),1997,1579.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),1998,1501.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),1999,1216.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2000,1357.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2001,1450.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2002,1769.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2003,1579.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2004,2150.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2005,1968.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2006,2139.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2007,2135.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2008,2148.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2009,1357.607
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2010,1666.122
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2011,1654.186
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2012,1296.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2013,1272.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2014,1139.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2015,1257.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2016,1617.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2017,1295.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2018,1420.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2019,1261.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2020,1480.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2021,1802.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2022,1494.0
Česko,Produkce průmyslových výrobků,Ploché výrobky válcované za tepla z nelegované oceli (tis. t),2023,1354.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),1993,86117.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),1994,100617.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),1995,113699.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),1996,132662.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),1997,150926.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),1998,123173.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),1999,151797.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2000,144335.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2001,135465.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2002,154906.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2003,117584.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2004,121452.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2005,113939.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2006,255514.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2007,193708.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2008,175405.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2009,145875.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2010,160963.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2011,162220.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2012,166312.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2013,147681.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2014,151341.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2015,133263.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2016,120161.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2017,118029.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2018,92598.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2019,82926.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2020,61867.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2021,55136.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2022,81373.0
Česko,Produkce průmyslových výrobků,Kotle ústředního topení (ks),2023,86527.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),1993,709.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),1994,672.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),1995,735.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),1996,943.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),1997,932.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),1998,994.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),1999,989.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2000,1046.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2001,1254.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2002,1044.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2003,861.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2004,653.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2005,575.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2006,906.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2007,1172.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2008,1202.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2009,643.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2010,393.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2011,583.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2012,677.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2013,620.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2014,582.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2015,569.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2016,542.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2017,565.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2018,545.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2019,620.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2020,372.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2021,354.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2022,461.0
Česko,Produkce průmyslových výrobků,Soustruhy pro obrábění kovů (ks),2023,414.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),1993,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),1994,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),1995,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),1996,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),1997,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),1998,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),1999,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2000,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2001,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2002,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2003,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2004,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2005,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2006,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2007,
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2008,940.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2009,971.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2010,1071.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2011,1195.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2012,1174.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2013,1128.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2014,1247.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2015,1298.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2016,1344.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2017,1414.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2018,1437.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2019,1491.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2020,1171.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2021,1117.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2022,1218.0
Česko,Produkce průmyslových výrobků,Osobní automobily (tis. ks),2023,1332.0
