Ukazatel,Území,Typ údaje,Odvětví,Kumulace měsíců,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2000,85.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2000,85.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2000,86.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2001,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2001,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2001,87.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2001,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2001,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2001,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2001,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2001,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2001,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2001,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2001,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2001,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2002,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2002,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2002,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2002,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2002,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2002,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2002,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2002,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2002,87.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2002,87.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2002,87.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2002,87.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2003,87.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2003,87.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2003,87.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2003,87.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2004,87.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2004,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2004,87.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2004,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2004,88.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2004,89.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2004,89.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2004,90.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2004,90.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2004,90.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2004,91.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2004,91.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2005,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2005,93.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2005,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2005,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2005,93.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2005,93.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2005,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2005,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2005,93.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2005,93.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2005,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2005,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2006,92.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2006,92.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2006,92.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2006,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2006,93.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2006,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2006,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2006,93.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2006,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2006,93.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2006,93.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2006,94.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2007,95.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2007,95.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2007,96.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2007,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2007,96.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2007,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2007,96.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2007,96.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2007,97.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2007,97.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2007,97.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2007,97.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2008,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2008,96.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2008,96.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2008,97.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2008,97.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2008,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2008,97.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2008,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2008,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2008,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2008,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2008,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2009,97.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2009,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2009,97.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2009,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2009,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2009,96.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2009,95.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2009,95.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2009,95.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2009,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2009,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2009,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2010,94.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2010,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2010,93.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2010,93.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2010,94.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2010,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2010,94.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2010,94.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2010,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2010,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2010,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2010,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2011,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2011,97.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2011,97.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2011,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2011,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2011,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2011,98.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2011,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2011,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2011,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2011,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2011,98.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2012,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2012,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2012,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2012,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2012,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2013,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2013,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2013,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2013,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2013,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2013,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2013,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2013,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2013,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2013,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2013,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2013,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2014,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – duben 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – květen 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červen 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – červenec 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – srpen 2014,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – září 2014,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – říjen 2014,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – listopad 2014,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – prosinec 2014,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden 2015,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – únor 2015,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,leden – březen 2015,100.3
