Území;Čtvrtletí;Ukazatel;value
Česko;4. čtvrtletí 2018;Vystěhovalí na 1 000 obyvatel;1.93180975383666
Česko;4. čtvrtletí 2018;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.319732401387317
Česko;4. čtvrtletí 2018;Přírůstek/úbytek stěhováním na 1 000 obyvatel;4.09093508441722
Česko;4. čtvrtletí 2018;Celkový přírůstek/úbytek na 1 000 obyvatel;3.7712026830299
Česko;4. čtvrtletí 2018;Kojenecká úmrtnost;2.60281103591879
Česko;4. čtvrtletí 2018;Novorozenecká úmrtnost;1.63605265114896
Česko;3. čtvrtletí 2018;Sňatky na 1 000 obyvatel;10.0484155045843
Česko;3. čtvrtletí 2018;Rozvody na 1 000 obyvatel;1.97722071142935
Česko;3. čtvrtletí 2018;Živě narození na 1 000 obyvatel;11.4219103977286
Česko;3. čtvrtletí 2018;Potraty na 1 000 obyvatel;2.94027159955903
Česko;3. čtvrtletí 2018;UPT na 1 000 obyvatel;1.64177602005834
Česko;3. čtvrtletí 2018;Zemřelí na 1 000 obyvatel;9.990207082055
Česko;3. čtvrtletí 2018;Přistěhovalí na 1 000 obyvatel;5.34510033803085
Česko;3. čtvrtletí 2018;Vystěhovalí na 1 000 obyvatel;1.83281904784695
Česko;3. čtvrtletí 2018;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.4317033156736
Česko;3. čtvrtletí 2018;Přírůstek/úbytek stěhováním na 1 000 obyvatel;3.5122812901839
Česko;3. čtvrtletí 2018;Celkový přírůstek/úbytek na 1 000 obyvatel;4.9439846058575
Česko;3. čtvrtletí 2018;Kojenecká úmrtnost;2.09075169056875
Česko;3. čtvrtletí 2018;Novorozenecká úmrtnost;1.33938780177061
Česko;2. čtvrtletí 2018;Sňatky na 1 000 obyvatel;6.85557469778982
Česko;2. čtvrtletí 2018;Rozvody na 1 000 obyvatel;2.41059381384543
Česko;2. čtvrtletí 2018;Živě narození na 1 000 obyvatel;10.9836505034176
Česko;2. čtvrtletí 2018;Potraty na 1 000 obyvatel;2.9684827300237
Česko;2. čtvrtletí 2018;UPT na 1 000 obyvatel;1.68688686503192
Česko;2. čtvrtletí 2018;Zemřelí na 1 000 obyvatel;10.0057396002453
Česko;2. čtvrtletí 2018;Přistěhovalí na 1 000 obyvatel;5.61175059421836
Česko;2. čtvrtletí 2018;Vystěhovalí na 1 000 obyvatel;1.65100369168261
Česko;2. čtvrtletí 2018;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.977910903172333
Česko;2. čtvrtletí 2018;Přírůstek/úbytek stěhováním na 1 000 obyvatel;3.96074690253576
Česko;2. čtvrtletí 2018;Celkový přírůstek/úbytek na 1 000 obyvatel;4.93865780570809
Česko;2. čtvrtletí 2018;Kojenecká úmrtnost;2.37284638398845
Česko;2. čtvrtletí 2018;Novorozenecká úmrtnost;1.58189758932563
Česko;1. čtvrtletí 2018;Sňatky na 1 000 obyvatel;1.4
Česko;1. čtvrtletí 2018;Rozvody na 1 000 obyvatel;2.3
Česko;1. čtvrtletí 2018;Živě narození na 1 000 obyvatel;10.5
Česko;1. čtvrtletí 2018;Potraty na 1 000 obyvatel;3.46227618762151
Česko;1. čtvrtletí 2018;UPT na 1 000 obyvatel;1.91992004046473
Česko;1. čtvrtletí 2018;Zemřelí na 1 000 obyvatel;12.2
Česko;1. čtvrtletí 2018;Přistěhovalí na 1 000 obyvatel;4.9
Česko;1. čtvrtletí 2018;Vystěhovalí na 1 000 obyvatel;1.9
Česko;1. čtvrtletí 2018;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.7
Česko;1. čtvrtletí 2018;Přírůstek/úbytek stěhováním na 1 000 obyvatel;3.0
Česko;1. čtvrtletí 2018;Celkový přírůstek/úbytek na 1 000 obyvatel;1.3
Česko;1. čtvrtletí 2018;Kojenecká úmrtnost;3.24202243916655
Česko;1. čtvrtletí 2018;Novorozenecká úmrtnost;2.03992423138569
Česko;4. čtvrtletí 2017;Sňatky na 1 000 obyvatel;2.33005721738386
Česko;4. čtvrtletí 2017;Rozvody na 1 000 obyvatel;2.70973422423
Česko;4. čtvrtletí 2017;Živě narození na 1 000 obyvatel;10.3713543761735
Česko;4. čtvrtletí 2017;Potraty na 1 000 obyvatel;3.16385036837898
Česko;4. čtvrtletí 2017;UPT na 1 000 obyvatel;1.69339685713545
Česko;4. čtvrtletí 2017;Zemřelí na 1 000 obyvatel;10.3803319605719
Česko;4. čtvrtletí 2017;Přistěhovalí na 1 000 obyvatel;4.98630000124046
Česko;4. čtvrtletí 2017;Vystěhovalí na 1 000 obyvatel;1.41883240095312
Česko;4. čtvrtletí 2017;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.008977584398332
Česko;4. čtvrtletí 2017;Přírůstek/úbytek stěhováním na 1 000 obyvatel;3.56746760028734
Česko;4. čtvrtletí 2017;Celkový přírůstek/úbytek na 1 000 obyvatel;3.55849001588901
Česko;4. čtvrtletí 2017;Kojenecká úmrtnost;2.66897496934286
Česko;4. čtvrtletí 2017;Novorozenecká úmrtnost;1.87549592440309
Česko;3. čtvrtletí 2017;Sňatky na 1 000 obyvatel;10.0605417073143
Česko;3. čtvrtletí 2017;Rozvody na 1 000 obyvatel;2.05951462352434
Česko;3. čtvrtletí 2017;Živě narození na 1 000 obyvatel;11.3831245528212
Česko;3. čtvrtletí 2017;Potraty na 1 000 obyvatel;3.14394268711097
Česko;3. čtvrtletí 2017;UPT na 1 000 obyvatel;1.73710697064171
Česko;3. čtvrtletí 2017;Zemřelí na 1 000 obyvatel;9.58797671551649
Česko;3. čtvrtletí 2017;Přistěhovalí na 1 000 obyvatel;4.18942720145278
Česko;3. čtvrtletí 2017;Vystěhovalí na 1 000 obyvatel;1.85955447644034
Česko;3. čtvrtletí 2017;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.79514783730467
Česko;3. čtvrtletí 2017;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.32987272501244
Česko;3. čtvrtletí 2017;Celkový přírůstek/úbytek na 1 000 obyvatel;4.12502056231711
Česko;3. čtvrtletí 2017;Kojenecká úmrtnost;2.92772788578572
Česko;3. čtvrtletí 2017;Novorozenecká úmrtnost;1.61189512812921
Česko;2. čtvrtletí 2017;Sňatky na 1 000 obyvatel;6.0437114826524
Česko;2. čtvrtletí 2017;Rozvody na 1 000 obyvatel;2.55118295091648
Česko;2. čtvrtletí 2017;Živě narození na 1 000 obyvatel;11.003966034724
Česko;2. čtvrtletí 2017;Potraty na 1 000 obyvatel;3.31593149443244
Česko;2. čtvrtletí 2017;UPT na 1 000 obyvatel;1.87928048924462
Česko;2. čtvrtletí 2017;Zemřelí na 1 000 obyvatel;9.87995999901121
Česko;2. čtvrtletí 2017;Přistěhovalí na 1 000 obyvatel;4.28304660000862
Česko;2. čtvrtletí 2017;Vystěhovalí na 1 000 obyvatel;1.70154656114304
Česko;2. čtvrtletí 2017;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.12400603571276
Česko;2. čtvrtletí 2017;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.58150003886557
Česko;2. čtvrtletí 2017;Celkový přírůstek/úbytek na 1 000 obyvatel;3.70550607457833
Česko;2. čtvrtletí 2017;Kojenecká úmrtnost;2.47959499948342
Česko;2. čtvrtletí 2017;Novorozenecká úmrtnost;1.79081861073802
Česko;1. čtvrtletí 2017;Sňatky na 1 000 obyvatel;1.4
Česko;1. čtvrtletí 2017;Rozvody na 1 000 obyvatel;2.4
Česko;1. čtvrtletí 2017;Živě narození na 1 000 obyvatel;10.4
Česko;1. čtvrtletí 2017;Potraty na 1 000 obyvatel;3.60695269879717
Česko;1. čtvrtletí 2017;UPT na 1 000 obyvatel;2.02814410891125
Česko;1. čtvrtletí 2017;Zemřelí na 1 000 obyvatel;12.3
Česko;1. čtvrtletí 2017;Přistěhovalí na 1 000 obyvatel;3.9
Česko;1. čtvrtletí 2017;Vystěhovalí na 1 000 obyvatel;1.7
Česko;1. čtvrtletí 2017;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.8
Česko;1. čtvrtletí 2017;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.2
Česko;1. čtvrtletí 2017;Celkový přírůstek/úbytek na 1 000 obyvatel;0.4
Česko;1. čtvrtletí 2017;Kojenecká úmrtnost;2.532760709173
Česko;1. čtvrtletí 2017;Novorozenecká úmrtnost;1.83533384722681
Česko;4. čtvrtletí 2016;Sňatky na 1 000 obyvatel;2.53839172928238
Česko;4. čtvrtletí 2016;Rozvody na 1 000 obyvatel;2.16980024984887
Česko;4. čtvrtletí 2016;Živě narození na 1 000 obyvatel;10.0881231238423
Česko;4. čtvrtletí 2016;Potraty na 1 000 obyvatel;3.26353904800462
Česko;4. čtvrtletí 2016;UPT na 1 000 obyvatel;1.81211606929656
Česko;4. čtvrtletí 2016;Zemřelí na 1 000 obyvatel;10.6015183987676
Česko;4. čtvrtletí 2016;Přistěhovalí na 1 000 obyvatel;3.8856311979873
Česko;4. čtvrtletí 2016;Vystěhovalí na 1 000 obyvatel;1.55823928499287
Česko;4. čtvrtletí 2016;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.513395274925241
Česko;4. čtvrtletí 2016;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.32739191299442
Česko;4. čtvrtletí 2016;Celkový přírůstek/úbytek na 1 000 obyvatel;1.81399663806918
Česko;4. čtvrtletí 2016;Kojenecká úmrtnost;2.98262620237119
Česko;4. čtvrtletí 2016;Novorozenecká úmrtnost;1.71501006636343
Česko;3. čtvrtletí 2016;Sňatky na 1 000 obyvatel;9.09558824515468
Česko;3. čtvrtletí 2016;Rozvody na 1 000 obyvatel;2.11383503351081
Česko;3. čtvrtletí 2016;Živě narození na 1 000 obyvatel;11.4363895402764
Česko;3. čtvrtletí 2016;Potraty na 1 000 obyvatel;3.26560412228272
Česko;3. čtvrtletí 2016;UPT na 1 000 obyvatel;1.85111123483016
Česko;3. čtvrtletí 2016;Zemřelí na 1 000 obyvatel;9.51564520694208
Česko;3. čtvrtletí 2016;Přistěhovalí na 1 000 obyvatel;3.237374487754
Česko;3. čtvrtletí 2016;Vystěhovalí na 1 000 obyvatel;1.87858807910478
Česko;3. čtvrtletí 2016;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.92074433333434
Česko;3. čtvrtletí 2016;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.35878640864922
Česko;3. čtvrtletí 2016;Celkový přírůstek/úbytek na 1 000 obyvatel;3.27953074198356
Česko;3. čtvrtletí 2016;Kojenecká úmrtnost;2.60005265929437
Česko;3. čtvrtletí 2016;Novorozenecká úmrtnost;1.57977883096367
Česko;2. čtvrtletí 2016;Sňatky na 1 000 obyvatel;6.22751489533526
Česko;2. čtvrtletí 2016;Rozvody na 1 000 obyvatel;2.76588030849508
Česko;2. čtvrtletí 2016;Živě narození na 1 000 obyvatel;10.6933662484568
Česko;2. čtvrtletí 2016;Potraty na 1 000 obyvatel;3.3968955461622
Česko;2. čtvrtletí 2016;UPT na 1 000 obyvatel;1.93950549513499
Česko;2. čtvrtletí 2016;Zemřelí na 1 000 obyvatel;9.93401538309274
Česko;2. čtvrtletí 2016;Přistěhovalí na 1 000 obyvatel;3.47305912343041
Česko;2. čtvrtletí 2016;Vystěhovalí na 1 000 obyvatel;1.57925177465635
Česko;2. čtvrtletí 2016;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.759350865364062
Česko;2. čtvrtletí 2016;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.89380734877406
Česko;2. čtvrtletí 2016;Celkový přírůstek/úbytek na 1 000 obyvatel;2.65315821413812
Česko;2. čtvrtletí 2016;Kojenecká úmrtnost;2.92022792022792
Česko;2. čtvrtletí 2016;Novorozenecká úmrtnost;1.78062678062678
Česko;1. čtvrtletí 2016;Sňatky na 1 000 obyvatel;1.3
Česko;1. čtvrtletí 2016;Rozvody na 1 000 obyvatel;2.4
Česko;1. čtvrtletí 2016;Živě narození na 1 000 obyvatel;10.4
Česko;1. čtvrtletí 2016;Potraty na 1 000 obyvatel;3.67603243173608
Česko;1. čtvrtletí 2016;UPT na 1 000 obyvatel;2.12492048836983
Česko;1. čtvrtletí 2016;Zemřelí na 1 000 obyvatel;10.7
Česko;1. čtvrtletí 2016;Přistěhovalí na 1 000 obyvatel;3.6
Česko;1. čtvrtletí 2016;Vystěhovalí na 1 000 obyvatel;1.6
Česko;1. čtvrtletí 2016;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.3
Česko;1. čtvrtletí 2016;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.0
Česko;1. čtvrtletí 2016;Celkový přírůstek/úbytek na 1 000 obyvatel;1.7
Česko;1. čtvrtletí 2016;Kojenecká úmrtnost;2.77605289111298
Česko;1. čtvrtletí 2016;Novorozenecká úmrtnost;1.7532965628082
Česko;4. čtvrtletí 2015;Sňatky na 1 000 obyvatel;2.43204074704291
Česko;4. čtvrtletí 2015;Rozvody na 1 000 obyvatel;2.61440620194641
Česko;4. čtvrtletí 2015;Živě narození na 1 000 obyvatel;9.96805816390036
Česko;4. čtvrtletí 2015;Potraty na 1 000 obyvatel;3.29085043570185
Česko;4. čtvrtletí 2015;UPT na 1 000 obyvatel;1.85899960627399
Česko;4. čtvrtletí 2015;Zemřelí na 1 000 obyvatel;10.0462685033229
Česko;4. čtvrtletí 2015;Přistěhovalí na 1 000 obyvatel;3.68002207657838
Česko;4. čtvrtletí 2015;Vystěhovalí na 1 000 obyvatel;1.48599644902807
Česko;4. čtvrtletí 2015;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.07821033942253
Česko;4. čtvrtletí 2015;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.19402562755031
Česko;4. čtvrtletí 2015;Celkový přírůstek/úbytek na 1 000 obyvatel;2.11581528812778
Česko;4. čtvrtletí 2015;Kojenecká úmrtnost;2.4896265560166
Česko;4. čtvrtletí 2015;Novorozenecká úmrtnost;1.5465861938891
Česko;3. čtvrtletí 2015;Sňatky na 1 000 obyvatel;8.50803871128701
Česko;3. čtvrtletí 2015;Rozvody na 1 000 obyvatel;2.17046410742968
Česko;3. čtvrtletí 2015;Živě narození na 1 000 obyvatel;11.0235046537857
Česko;3. čtvrtletí 2015;Potraty na 1 000 obyvatel;3.31720957448561
Česko;3. čtvrtletí 2015;UPT na 1 000 obyvatel;1.87211464700469
Česko;3. čtvrtletí 2015;Zemřelí na 1 000 obyvatel;10.0366564385338
Česko;3. čtvrtletí 2015;Přistěhovalí na 1 000 obyvatel;2.99891998618859
Česko;3. čtvrtletí 2015;Vystěhovalí na 1 000 obyvatel;2.00153736375904
Česko;3. čtvrtletí 2015;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.986848215251871
Česko;3. čtvrtletí 2015;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.99738262242955
Česko;3. čtvrtletí 2015;Celkový přírůstek/úbytek na 1 000 obyvatel;1.98423083768142
Česko;3. čtvrtletí 2015;Kojenecká úmrtnost;2.62798634812287
Česko;3. čtvrtletí 2015;Novorozenecká úmrtnost;1.77474402730375
Česko;2. čtvrtletí 2015;Sňatky na 1 000 obyvatel;5.8860941812541
Česko;2. čtvrtletí 2015;Rozvody na 1 000 obyvatel;2.6814133058199
Česko;2. čtvrtletí 2015;Živě narození na 1 000 obyvatel;10.7165198257009
Česko;2. čtvrtletí 2015;Potraty na 1 000 obyvatel;3.35233746962354
Česko;2. čtvrtletí 2015;UPT na 1 000 obyvatel;1.93704140315403
Česko;2. čtvrtletí 2015;Zemřelí na 1 000 obyvatel;9.95350056964511
Česko;2. čtvrtletí 2015;Přistěhovalí na 1 000 obyvatel;2.89528703245498
Česko;2. čtvrtletí 2015;Vystěhovalí na 1 000 obyvatel;1.71479539540512
Česko;2. čtvrtletí 2015;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.763019256055761
Česko;2. čtvrtletí 2015;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.18049163704986
Česko;2. čtvrtletí 2015;Celkový přírůstek/úbytek na 1 000 obyvatel;1.94351089310562
Česko;2. čtvrtletí 2015;Kojenecká úmrtnost;2.30823863636364
Česko;2. čtvrtletí 2015;Novorozenecká úmrtnost;1.24289772727273
Česko;1. čtvrtletí 2015;Sňatky na 1 000 obyvatel;1.4
Česko;1. čtvrtletí 2015;Rozvody na 1 000 obyvatel;2.4
Česko;1. čtvrtletí 2015;Živě narození na 1 000 obyvatel;10.3
Česko;1. čtvrtletí 2015;Potraty na 1 000 obyvatel;3.61110829058764
Česko;1. čtvrtletí 2015;UPT na 1 000 obyvatel;2.07553096143442
Česko;1. čtvrtletí 2015;Zemřelí na 1 000 obyvatel;12.2
Česko;1. čtvrtletí 2015;Přistěhovalí na 1 000 obyvatel;3.7
Česko;1. čtvrtletí 2015;Vystěhovalí na 1 000 obyvatel;2.0
Česko;1. čtvrtletí 2015;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.9
Česko;1. čtvrtletí 2015;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.7
Česko;1. čtvrtletí 2015;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.2
Česko;1. čtvrtletí 2015;Kojenecká úmrtnost;2.38859446144659
Česko;1. čtvrtletí 2015;Novorozenecká úmrtnost;1.38090617302381
Česko;4. čtvrtletí 2014;Sňatky na 1 000 obyvatel;2.05853509436965
Česko;4. čtvrtletí 2014;Rozvody na 1 000 obyvatel;2.63313259830381
Česko;4. čtvrtletí 2014;Živě narození na 1 000 obyvatel;9.88752022005717
Česko;4. čtvrtletí 2014;Potraty na 1 000 obyvatel;3.35345043908105
Česko;4. čtvrtletí 2014;UPT na 1 000 obyvatel;1.9203455242885
Česko;4. čtvrtletí 2014;Zemřelí na 1 000 obyvatel;10.4030012049103
Česko;4. čtvrtletí 2014;Přistěhovalí na 1 000 obyvatel;4.12497749383931
Česko;4. čtvrtletí 2014;Vystěhovalí na 1 000 obyvatel;1.57769563662133
Česko;4. čtvrtletí 2014;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.515480984853127
Česko;4. čtvrtletí 2014;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.54728185721797
Česko;4. čtvrtletí 2014;Celkový přírůstek/úbytek na 1 000 obyvatel;2.03180087236485
Česko;4. čtvrtletí 2014;Kojenecká úmrtnost;2.24684869949351
Česko;4. čtvrtletí 2014;Novorozenecká úmrtnost;1.63753379793595
Česko;3. čtvrtletí 2014;Sňatky na 1 000 obyvatel;8.03154552967951
Česko;3. čtvrtletí 2014;Rozvody na 1 000 obyvatel;2.29494263012003
Česko;3. čtvrtletí 2014;Živě narození na 1 000 obyvatel;11.1280223099252
Česko;3. čtvrtletí 2014;Potraty na 1 000 obyvatel;3.32257950242501
Česko;3. čtvrtletí 2014;UPT na 1 000 obyvatel;1.93958451842821
Česko;3. čtvrtletí 2014;Zemřelí na 1 000 obyvatel;9.72279389158077
Česko;3. čtvrtletí 2014;Přistěhovalí na 1 000 obyvatel;3.87163227945044
Česko;3. čtvrtletí 2014;Vystěhovalí na 1 000 obyvatel;2.22598129985534
Česko;3. čtvrtletí 2014;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.40522841834443
Česko;3. čtvrtletí 2014;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.6456509795951
Česko;3. čtvrtletí 2014;Celkový přírůstek/úbytek na 1 000 obyvatel;3.05087939793954
Česko;3. čtvrtletí 2014;Kojenecká úmrtnost;2.16728750423298
Česko;3. čtvrtletí 2014;Novorozenecká úmrtnost;1.38841855739925
Česko;2. čtvrtletí 2014;Sňatky na 1 000 obyvatel;5.66211903609465
Česko;2. čtvrtletí 2014;Rozvody na 1 000 obyvatel;2.65970541404648
Česko;2. čtvrtletí 2014;Živě narození na 1 000 obyvatel;10.5827837178364
Česko;2. čtvrtletí 2014;Potraty na 1 000 obyvatel;3.54716337648022
Česko;2. čtvrtletí 2014;UPT na 1 000 obyvatel;2.15727002122532
Česko;2. čtvrtletí 2014;Zemřelí na 1 000 obyvatel;9.72124806702012
Česko;2. čtvrtletí 2014;Přistěhovalí na 1 000 obyvatel;3.08208660922543
Česko;2. čtvrtletí 2014;Vystěhovalí na 1 000 obyvatel;1.85382649111481
Česko;2. čtvrtletí 2014;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.861535650816261
Česko;2. čtvrtletí 2014;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.22826011811062
Česko;2. čtvrtletí 2014;Celkový přírůstek/úbytek na 1 000 obyvatel;2.08979576892688
Česko;2. čtvrtletí 2014;Kojenecká úmrtnost;2.80969705702244
Česko;2. čtvrtletí 2014;Novorozenecká úmrtnost;1.83710961420698
Česko;1. čtvrtletí 2014;Sňatky na 1 000 obyvatel;1.5
Česko;1. čtvrtletí 2014;Rozvody na 1 000 obyvatel;2.6
Česko;1. čtvrtletí 2014;Živě narození na 1 000 obyvatel;10.1
Česko;1. čtvrtletí 2014;Potraty na 1 000 obyvatel;3.82860030950878
Česko;1. čtvrtletí 2014;UPT na 1 000 obyvatel;2.30880641146546
Česko;1. čtvrtletí 2014;Zemřelí na 1 000 obyvatel;10.3
Česko;1. čtvrtletí 2014;Přistěhovalí na 1 000 obyvatel;4.7
Česko;1. čtvrtletí 2014;Vystěhovalí na 1 000 obyvatel;1.9
Česko;1. čtvrtletí 2014;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.2
Česko;1. čtvrtletí 2014;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.8
Česko;1. čtvrtletí 2014;Celkový přírůstek/úbytek na 1 000 obyvatel;2.7
Česko;1. čtvrtletí 2014;Kojenecká úmrtnost;2.35651843405549
Česko;1. čtvrtletí 2014;Novorozenecká úmrtnost;1.40630938806537
Česko;4. čtvrtletí 2013;Sňatky na 1 000 obyvatel;2.08789314244891
Česko;4. čtvrtletí 2013;Rozvody na 1 000 obyvatel;2.94486139231363
Česko;4. čtvrtletí 2013;Živě narození na 1 000 obyvatel;9.62400627236888
Česko;4. čtvrtletí 2013;Potraty na 1 000 obyvatel;3.5290035547049
Česko;4. čtvrtletí 2013;UPT na 1 000 obyvatel;2.0754404994522
Česko;4. čtvrtletí 2013;Zemřelí na 1 000 obyvatel;9.99456673972562
Česko;4. čtvrtletí 2013;Přistěhovalí na 1 000 obyvatel;3.36825125420188
Česko;4. čtvrtletí 2013;Vystěhovalí na 1 000 obyvatel;3.52447532088791
Česko;4. čtvrtletí 2013;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.370560467356738
Česko;4. čtvrtletí 2013;Přírůstek/úbytek stěhováním na 1 000 obyvatel;-0.156224066686038
Česko;4. čtvrtletí 2013;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.526784534042776
Česko;4. čtvrtletí 2013;Kojenecká úmrtnost;2.97992471769134
Česko;4. čtvrtletí 2013;Novorozenecká úmrtnost;1.80363864491844
Česko;3. čtvrtletí 2013;Sňatky na 1 000 obyvatel;7.7644434088101
Česko;3. čtvrtletí 2013;Rozvody na 1 000 obyvatel;2.3942851788991
Česko;3. čtvrtletí 2013;Živě narození na 1 000 obyvatel;10.8641067401938
Česko;3. čtvrtletí 2013;Potraty na 1 000 obyvatel;3.51028474920248
Česko;3. čtvrtletí 2013;UPT na 1 000 obyvatel;2.1187763231935
Česko;3. čtvrtletí 2013;Zemřelí na 1 000 obyvatel;9.64054549334784
Česko;3. čtvrtletí 2013;Přistěhovalí na 1 000 obyvatel;2.53958779457946
Česko;3. čtvrtletí 2013;Vystěhovalí na 1 000 obyvatel;2.59468956572058
Česko;3. čtvrtletí 2013;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.22356124684598
Česko;3. čtvrtletí 2013;Přírůstek/úbytek stěhováním na 1 000 obyvatel;-0.055101771141121
Česko;3. čtvrtletí 2013;Celkový přírůstek/úbytek na 1 000 obyvatel;1.16845947570486
Česko;3. čtvrtletí 2013;Kojenecká úmrtnost;2.15382477593274
Česko;3. čtvrtletí 2013;Novorozenecká úmrtnost;1.35482526228028
Česko;2. čtvrtletí 2013;Sňatky na 1 000 obyvatel;5.36092769392524
Česko;2. čtvrtletí 2013;Rozvody na 1 000 obyvatel;2.69496521743309
Česko;2. čtvrtletí 2013;Živě narození na 1 000 obyvatel;10.222321336644
Česko;2. čtvrtletí 2013;Potraty na 1 000 obyvatel;3.56237614057461
Česko;2. čtvrtletí 2013;UPT na 1 000 obyvatel;2.18169302578094
Česko;2. čtvrtletí 2013;Zemřelí na 1 000 obyvatel;10.2627725279564
Česko;2. čtvrtletí 2013;Přistěhovalí na 1 000 obyvatel;2.28816361423517
Česko;2. čtvrtletí 2013;Vystěhovalí na 1 000 obyvatel;2.6033776144617
Česko;2. čtvrtletí 2013;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.040451191312363
Česko;2. čtvrtletí 2013;Přírůstek/úbytek stěhováním na 1 000 obyvatel;-0.315214000226527
Česko;2. čtvrtletí 2013;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.35566519153889
Česko;2. čtvrtletí 2013;Kojenecká úmrtnost;2.20256094374137
Česko;2. čtvrtletí 2013;Novorozenecká úmrtnost;1.11994624258036
Česko;1. čtvrtletí 2013;Sňatky na 1 000 obyvatel;1.3
Česko;1. čtvrtletí 2013;Rozvody na 1 000 obyvatel;2.6
Česko;1. čtvrtletí 2013;Živě narození na 1 000 obyvatel;9.9
Česko;1. čtvrtletí 2013;Potraty na 1 000 obyvatel;3.74118991299529
Česko;1. čtvrtletí 2013;UPT na 1 000 obyvatel;2.26924634066927
Česko;1. čtvrtletí 2013;Zemřelí na 1 000 obyvatel;11.7
Česko;1. čtvrtletí 2013;Přistěhovalí na 1 000 obyvatel;3.1
Česko;1. čtvrtletí 2013;Vystěhovalí na 1 000 obyvatel;3.0
Česko;1. čtvrtletí 2013;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.8
Česko;1. čtvrtletí 2013;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.0
Česko;1. čtvrtletí 2013;Celkový přírůstek/úbytek na 1 000 obyvatel;-1.7
Česko;1. čtvrtletí 2013;Kojenecká úmrtnost;2.64859390823401
Česko;1. čtvrtletí 2013;Novorozenecká úmrtnost;1.40219677494742
Česko;4. čtvrtletí 2012;Sňatky na 1 000 obyvatel;2.23965543176204
Česko;4. čtvrtletí 2012;Rozvody na 1 000 obyvatel;2.72193218830596
Česko;4. čtvrtletí 2012;Živě narození na 1 000 obyvatel;10.0343825863508
Česko;4. čtvrtletí 2012;Potraty na 1 000 obyvatel;3.48638812946304
Česko;4. čtvrtletí 2012;UPT na 1 000 obyvatel;2.09024420130333
Česko;4. čtvrtletí 2012;Zemřelí na 1 000 obyvatel;10.2057326810288
Česko;4. čtvrtletí 2012;Přistěhovalí na 1 000 obyvatel;3.38161114000213
Česko;4. čtvrtletí 2012;Vystěhovalí na 1 000 obyvatel;3.2946121956844
Česko;4. čtvrtletí 2012;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.17135009467796
Česko;4. čtvrtletí 2012;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.086998944317728
Česko;4. čtvrtletí 2012;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.084351150360232
Česko;4. čtvrtletí 2012;Kojenecká úmrtnost;2.3748492159228
Česko;4. čtvrtletí 2012;Novorozenecká úmrtnost;1.35705669481303
Česko;3. čtvrtletí 2012;Sňatky na 1 000 obyvatel;7.82747175688169
Česko;3. čtvrtletí 2012;Rozvody na 1 000 obyvatel;2.20112168663738
Česko;3. čtvrtletí 2012;Živě narození na 1 000 obyvatel;10.7501920435565
