Území;Čtvrtletí;Ukazatel;value
Česko;3. čtvrtletí 2012;Potraty na 1 000 obyvatel;3.43355306593563
Česko;3. čtvrtletí 2012;UPT na 1 000 obyvatel;2.0985767361339
Česko;3. čtvrtletí 2012;Zemřelí na 1 000 obyvatel;9.66760494617473
Česko;3. čtvrtletí 2012;Přistěhovalí na 1 000 obyvatel;4.58652156845997
Česko;3. čtvrtletí 2012;Vystěhovalí na 1 000 obyvatel;2.99688563833042
Česko;3. čtvrtletí 2012;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.08258709738173
Česko;3. čtvrtletí 2012;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.58963593012956
Česko;3. čtvrtletí 2012;Celkový přírůstek/úbytek na 1 000 obyvatel;2.67222302751129
Česko;3. čtvrtletí 2012;Kojenecká úmrtnost;2.28792678634284
Česko;3. čtvrtletí 2012;Novorozenecká úmrtnost;1.65434706089405
Česko;2. čtvrtletí 2012;Sňatky na 1 000 obyvatel;5.69063828205128
Česko;2. čtvrtletí 2012;Rozvody na 1 000 obyvatel;2.53682745045977
Česko;2. čtvrtletí 2012;Živě narození na 1 000 obyvatel;10.4473811236798
Česko;2. čtvrtletí 2012;Potraty na 1 000 obyvatel;3.54727169747452
Česko;2. čtvrtletí 2012;UPT na 1 000 obyvatel;2.18470294013645
Česko;2. čtvrtletí 2012;Zemřelí na 1 000 obyvatel;10.2303652569914
Česko;2. čtvrtletí 2012;Přistěhovalí na 1 000 obyvatel;1.04757041821189
Česko;2. čtvrtletí 2012;Vystěhovalí na 1 000 obyvatel;0.608180268373653
Česko;2. čtvrtletí 2012;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.217015866688396
Česko;2. čtvrtletí 2012;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.439390149838234
Česko;2. čtvrtletí 2012;Celkový přírůstek/úbytek na 1 000 obyvatel;0.65640601652663
Česko;2. čtvrtletí 2012;Kojenecká úmrtnost;2.82092614302462
Česko;2. čtvrtletí 2012;Novorozenecká úmrtnost;1.39214536928488
Česko;1. čtvrtletí 2012;Sňatky na 1 000 obyvatel;1.4
Česko;1. čtvrtletí 2012;Rozvody na 1 000 obyvatel;2.6
Česko;1. čtvrtletí 2012;Živě narození na 1 000 obyvatel;10.1
Česko;1. čtvrtletí 2012;Potraty na 1 000 obyvatel;3.89482911658524
Česko;1. čtvrtletí 2012;UPT na 1 000 obyvatel;2.39340196942116
Česko;1. čtvrtletí 2012;Zemřelí na 1 000 obyvatel;11.1
Česko;1. čtvrtletí 2012;Přistěhovalí na 1 000 obyvatel;2.5
Česko;1. čtvrtletí 2012;Vystěhovalí na 1 000 obyvatel;0.7
Česko;1. čtvrtletí 2012;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.0
Česko;1. čtvrtletí 2012;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.8
Česko;1. čtvrtletí 2012;Celkový přírůstek/úbytek na 1 000 obyvatel;0.8
Česko;1. čtvrtletí 2012;Kojenecká úmrtnost;3.03697517272796
Česko;1. čtvrtletí 2012;Novorozenecká úmrtnost;2.04995824159138
Česko;4. čtvrtletí 2011;Sňatky na 1 000 obyvatel;2.50715903998633
Česko;4. čtvrtletí 2011;Rozvody na 1 000 obyvatel;2.55058776262505
Česko;4. čtvrtletí 2011;Živě narození na 1 000 obyvatel;9.51089025787857
Česko;4. čtvrtletí 2011;Potraty na 1 000 obyvatel;3.61893433953743
Česko;4. čtvrtletí 2011;UPT na 1 000 obyvatel;2.1899405441905
Česko;4. čtvrtletí 2011;Zemřelí na 1 000 obyvatel;10.381352915985
Česko;4. čtvrtletí 2011;Přistěhovalí na 1 000 obyvatel;1.51925001022217
Česko;4. čtvrtletí 2011;Vystěhovalí na 1 000 obyvatel;0.388970298416316
Česko;4. čtvrtletí 2011;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.870462658106416
Česko;4. čtvrtletí 2011;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.13027971180586
Česko;4. čtvrtletí 2011;Celkový přírůstek/úbytek na 1 000 obyvatel;0.259817053699442
Česko;4. čtvrtletí 2011;Kojenecká úmrtnost;2.70001985308715
Česko;4. čtvrtletí 2011;Novorozenecká úmrtnost;1.5485407980941
Česko;3. čtvrtletí 2011;Sňatky na 1 000 obyvatel;7.8502506323052
Česko;3. čtvrtletí 2011;Rozvody na 1 000 obyvatel;2.27795933302055
Česko;3. čtvrtletí 2011;Živě narození na 1 000 obyvatel;10.9394189034573
Česko;3. čtvrtletí 2011;Potraty na 1 000 obyvatel;3.58110773898969
Česko;3. čtvrtletí 2011;UPT na 1 000 obyvatel;2.22506261604877
Česko;3. čtvrtletí 2011;Zemřelí na 1 000 obyvatel;9.58337378051639
Česko;3. čtvrtletí 2011;Přistěhovalí na 1 000 obyvatel;2.22619611712674
Česko;3. čtvrtletí 2011;Vystěhovalí na 1 000 obyvatel;0.527455834947204
Česko;3. čtvrtletí 2011;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.35604512294091
Česko;3. čtvrtletí 2011;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.69874028217953
Česko;3. čtvrtletí 2011;Celkový přírůstek/úbytek na 1 000 obyvatel;3.05478540512045
Česko;3. čtvrtletí 2011;Kojenecká úmrtnost;2.76309881532138
Česko;3. čtvrtletí 2011;Novorozenecká úmrtnost;1.62332055400131
Česko;2. čtvrtletí 2011;Sňatky na 1 000 obyvatel;5.41838859567991
Česko;2. čtvrtletí 2011;Rozvody na 1 000 obyvatel;2.94332220012242
Česko;2. čtvrtletí 2011;Živě narození na 1 000 obyvatel;10.5879326780767
Česko;2. čtvrtletí 2011;Potraty na 1 000 obyvatel;3.59161758342211
Česko;2. čtvrtletí 2011;UPT na 1 000 obyvatel;2.27209183863996
Česko;2. čtvrtletí 2011;Zemřelí na 1 000 obyvatel;9.7855906913161
Česko;2. čtvrtletí 2011;Přistěhovalí na 1 000 obyvatel;2.04656455317603
Česko;2. čtvrtletí 2011;Vystěhovalí na 1 000 obyvatel;0.615039664934672
Česko;2. čtvrtletí 2011;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.802341986760645
Česko;2. čtvrtletí 2011;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.43152488824136
Česko;2. čtvrtletí 2011;Celkový přírůstek/úbytek na 1 000 obyvatel;2.233866875002
Česko;2. čtvrtletí 2011;Kojenecká úmrtnost;2.74378136394816
Česko;2. čtvrtletí 2011;Novorozenecká úmrtnost;2.02173363659338
Česko;1. čtvrtletí 2011;Sňatky na 1 000 obyvatel;1.4
Česko;1. čtvrtletí 2011;Rozvody na 1 000 obyvatel;3.0
Česko;1. čtvrtletí 2011;Živě narození na 1 000 obyvatel;10.4
Česko;1. čtvrtletí 2011;Potraty na 1 000 obyvatel;4.0239888765994
Česko;1. čtvrtletí 2011;UPT na 1 000 obyvatel;2.4835284476216
Česko;1. čtvrtletí 2011;Zemřelí na 1 000 obyvatel;11.0
Česko;1. čtvrtletí 2011;Přistěhovalí na 1 000 obyvatel;2.8
Česko;1. čtvrtletí 2011;Vystěhovalí na 1 000 obyvatel;0.6
Česko;1. čtvrtletí 2011;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.6
Česko;1. čtvrtletí 2011;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.2
Česko;1. čtvrtletí 2011;Celkový přírůstek/úbytek na 1 000 obyvatel;1.6
Česko;1. čtvrtletí 2011;Kojenecká úmrtnost;2.75748993888806
Česko;1. čtvrtletí 2011;Novorozenecká úmrtnost;1.63958861231182
Česko;4. čtvrtletí 2010;Sňatky na 1 000 obyvatel;2.52986651945411
Česko;4. čtvrtletí 2010;Rozvody na 1 000 obyvatel;3.29617307203336
Česko;4. čtvrtletí 2010;Živě narození na 1 000 obyvatel;10.6092391940176
Česko;4. čtvrtletí 2010;Potraty na 1 000 obyvatel;3.68347058238315
Česko;4. čtvrtletí 2010;UPT na 1 000 obyvatel;2.22470019320574
Česko;4. čtvrtletí 2010;Zemřelí na 1 000 obyvatel;10.2833516974684
Česko;4. čtvrtletí 2010;Přistěhovalí na 1 000 obyvatel;2.32604555340427
Česko;4. čtvrtletí 2010;Vystěhovalí na 1 000 obyvatel;0.654788981505771
Česko;4. čtvrtletí 2010;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.32588749654919
Česko;4. čtvrtletí 2010;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.6712565718985
Česko;4. čtvrtletí 2010;Celkový přírůstek/úbytek na 1 000 obyvatel;1.99714406844769
Česko;4. čtvrtletí 2010;Kojenecká úmrtnost;2.91193181818182
Česko;4. čtvrtletí 2010;Novorozenecká úmrtnost;1.84659090909091
Česko;3. čtvrtletí 2010;Sňatky na 1 000 obyvatel;8.27656515794942
Česko;3. čtvrtletí 2010;Rozvody na 1 000 obyvatel;2.43998419758955
Česko;3. čtvrtletí 2010;Živě narození na 1 000 obyvatel;11.4077085325103
Česko;3. čtvrtletí 2010;Potraty na 1 000 obyvatel;3.56476751723252
Česko;3. čtvrtletí 2010;UPT na 1 000 obyvatel;2.14097207138209
Česko;3. čtvrtletí 2010;Zemřelí na 1 000 obyvatel;9.79462672177194
Česko;3. čtvrtletí 2010;Přistěhovalí na 1 000 obyvatel;3.14245530871756
Česko;3. čtvrtletí 2010;Vystěhovalí na 1 000 obyvatel;0.901184087813171
Česko;3. čtvrtletí 2010;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.61308181073839
Česko;3. čtvrtletí 2010;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.24127122090439
Česko;3. čtvrtletí 2010;Celkový přírůstek/úbytek na 1 000 obyvatel;3.85435303164278
Česko;3. čtvrtletí 2010;Kojenecká úmrtnost;2.2806901566735
Česko;3. čtvrtletí 2010;Novorozenecká úmrtnost;1.6196205460435
Česko;2. čtvrtletí 2010;Sňatky na 1 000 obyvatel;5.48883557587056
Česko;2. čtvrtletí 2010;Rozvody na 1 000 obyvatel;3.06622447510055
Česko;2. čtvrtletí 2010;Živě narození na 1 000 obyvatel;11.4091629871696
Česko;2. čtvrtletí 2010;Potraty na 1 000 obyvatel;3.76782791042591
Česko;2. čtvrtletí 2010;UPT na 1 000 obyvatel;2.32265454826579
Česko;2. čtvrtletí 2010;Zemřelí na 1 000 obyvatel;9.87166334368879
Česko;2. čtvrtletí 2010;Přistěhovalí na 1 000 obyvatel;2.74270097691899
Česko;2. čtvrtletí 2010;Vystěhovalí na 1 000 obyvatel;1.54436688754598
Česko;2. čtvrtletí 2010;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.53749964348081
Česko;2. čtvrtletí 2010;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.198334089373
Česko;2. čtvrtletí 2010;Celkový přírůstek/úbytek na 1 000 obyvatel;2.73583373285381
Česko;2. čtvrtletí 2010;Kojenecká úmrtnost;2.50794181574987
Česko;2. čtvrtletí 2010;Novorozenecká úmrtnost;1.37100819260993
Česko;1. čtvrtletí 2010;Sňatky na 1 000 obyvatel;1.42570116527022
Česko;1. čtvrtletí 2010;Rozvody na 1 000 obyvatel;2.90466350022298
Česko;1. čtvrtletí 2010;Živě narození na 1 000 obyvatel;11.1284968596106
Česko;1. čtvrtletí 2010;Potraty na 1 000 obyvatel;3.92357283328021
Česko;1. čtvrtletí 2010;UPT na 1 000 obyvatel;2.44190884479283
Česko;1. čtvrtletí 2010;Zemřelí na 1 000 obyvatel;10.6900570859921
Česko;1. čtvrtletí 2010;Přistěhovalí na 1 000 obyvatel;3.40331155261311
Česko;1. čtvrtletí 2010;Vystěhovalí na 1 000 obyvatel;2.58239482859314
Česko;1. čtvrtletí 2010;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.438439773618564
Česko;1. čtvrtletí 2010;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.820916724019969
Česko;1. čtvrtletí 2010;Celkový přírůstek/úbytek na 1 000 obyvatel;1.25935649763853
Česko;1. čtvrtletí 2010;Kojenecká úmrtnost;3.01727127696469
Česko;1. čtvrtletí 2010;Novorozenecká úmrtnost;1.87278906846084
Česko;4. čtvrtletí 2009;Sňatky na 1 000 obyvatel;2.37759805435826
Česko;4. čtvrtletí 2009;Rozvody na 1 000 obyvatel;2.72577870971378
Česko;4. čtvrtletí 2009;Živě narození na 1 000 obyvatel;10.6327272583404
Česko;4. čtvrtletí 2009;Potraty na 1 000 obyvatel;3.70612250722236
Česko;4. čtvrtletí 2009;UPT na 1 000 obyvatel;2.21294863382138
Česko;4. čtvrtletí 2009;Zemřelí na 1 000 obyvatel;10.3857531275351
Česko;4. čtvrtletí 2009;Přistěhovalí na 1 000 obyvatel;2.30018261580308
Česko;4. čtvrtletí 2009;Vystěhovalí na 1 000 obyvatel;1.38743571342317
Česko;4. čtvrtletí 2009;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.246974130805321
Česko;4. čtvrtletí 2009;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.912746902379911
Česko;4. čtvrtletí 2009;Celkový přírůstek/úbytek na 1 000 obyvatel;1.15972103318523
Česko;4. čtvrtletí 2009;Kojenecká úmrtnost;3.30302599801108
Česko;4. čtvrtletí 2009;Novorozenecká úmrtnost;1.88236965478051
Česko;3. čtvrtletí 2009;Sňatky na 1 000 obyvatel;8.38766352731114
Česko;3. čtvrtletí 2009;Rozvody na 1 000 obyvatel;2.53258835202595
Česko;3. čtvrtletí 2009;Živě narození na 1 000 obyvatel;12.0026773442233
Česko;3. čtvrtletí 2009;Potraty na 1 000 obyvatel;3.69060218736508
Česko;3. čtvrtletí 2009;UPT na 1 000 obyvatel;2.23325840503228
Česko;3. čtvrtletí 2009;Zemřelí na 1 000 obyvatel;9.46101838774297
Česko;3. čtvrtletí 2009;Přistěhovalí na 1 000 obyvatel;3.56625931796998
Česko;3. čtvrtletí 2009;Vystěhovalí na 1 000 obyvatel;1.47813058420736
Česko;3. čtvrtletí 2009;Přirozený přírůstek/úbytek na 1 000 obyvatel;2.5416589564803
Česko;3. čtvrtletí 2009;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.08812873376263
Česko;3. čtvrtletí 2009;Celkový přírůstek/úbytek na 1 000 obyvatel;4.62978769024293
Česko;3. čtvrtletí 2009;Kojenecká úmrtnost;2.48756218905473
Česko;3. čtvrtletí 2009;Novorozenecká úmrtnost;1.44845393286731
Česko;2. čtvrtletí 2009;Sňatky na 1 000 obyvatel;5.8245501121111
Česko;2. čtvrtletí 2009;Rozvody na 1 000 obyvatel;3.01765783374562
Česko;2. čtvrtletí 2009;Živě narození na 1 000 obyvatel;11.5718322710702
Česko;2. čtvrtletí 2009;Potraty na 1 000 obyvatel;3.88175835934219
Česko;2. čtvrtletí 2009;UPT na 1 000 obyvatel;2.37885841907263
Česko;2. čtvrtletí 2009;Zemřelí na 1 000 obyvatel;9.73576209715977
Česko;2. čtvrtletí 2009;Přistěhovalí na 1 000 obyvatel;3.52219461695141
Česko;2. čtvrtletí 2009;Vystěhovalí na 1 000 obyvatel;0.990712864672474
Česko;2. čtvrtletí 2009;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.83607017391038
Česko;2. čtvrtletí 2009;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.53148175227893
Česko;2. čtvrtletí 2009;Celkový přírůstek/úbytek na 1 000 obyvatel;4.36755192618931
Česko;2. čtvrtletí 2009;Kojenecká úmrtnost;2.77667592225307
Česko;2. čtvrtletí 2009;Novorozenecká úmrtnost;1.6527832870554
Česko;1. čtvrtletí 2009;Sňatky na 1 000 obyvatel;1.60530878795415
Česko;1. čtvrtletí 2009;Rozvody na 1 000 obyvatel;2.83620040322339
Česko;1. čtvrtletí 2009;Živě narození na 1 000 obyvatel;10.9119180564698
Česko;1. čtvrtletí 2009;Potraty na 1 000 obyvatel;4.18208881299875
Česko;1. čtvrtletí 2009;UPT na 1 000 obyvatel;2.57406966288452
Česko;1. čtvrtletí 2009;Zemřelí na 1 000 obyvatel;11.3966856885293
Česko;1. čtvrtletí 2009;Přistěhovalí na 1 000 obyvatel;5.90007122789324
Česko;1. čtvrtletí 2009;Vystěhovalí na 1 000 obyvatel;0.562980940107414
Česko;1. čtvrtletí 2009;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.484767632059479
Česko;1. čtvrtletí 2009;Přírůstek/úbytek stěhováním na 1 000 obyvatel;5.33709028778583
Česko;1. čtvrtletí 2009;Celkový přírůstek/úbytek na 1 000 obyvatel;4.85232265572635
Česko;1. čtvrtletí 2009;Kojenecká úmrtnost;3.01610957348662
Česko;1. čtvrtletí 2009;Novorozenecká úmrtnost;1.59676389184586
Česko;4. čtvrtletí 2008;Sňatky na 1 000 obyvatel;2.65243275498784
Česko;4. čtvrtletí 2008;Rozvody na 1 000 obyvatel;3.13424383750677
Česko;4. čtvrtletí 2008;Živě narození na 1 000 obyvatel;10.6656317532823
Česko;4. čtvrtletí 2008;Potraty na 1 000 obyvatel;3.92598075447949
Česko;4. čtvrtletí 2008;UPT na 1 000 obyvatel;2.38281629286793
Česko;4. čtvrtletí 2008;Zemřelí na 1 000 obyvatel;10.000146832676
Česko;4. čtvrtletí 2008;Přistěhovalí na 1 000 obyvatel;5.05007985465784
Česko;4. čtvrtletí 2008;Vystěhovalí na 1 000 obyvatel;0.444924204062476
Česko;4. čtvrtletí 2008;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.665484920606267
Česko;4. čtvrtletí 2008;Přírůstek/úbytek stěhováním na 1 000 obyvatel;4.60515565059537
Česko;4. čtvrtletí 2008;Celkový přírůstek/úbytek na 1 000 obyvatel;5.27064057120163
Česko;4. čtvrtletí 2008;Kojenecká úmrtnost;2.56711947801904
Česko;4. čtvrtletí 2008;Novorozenecká úmrtnost;1.39052305059365
Česko;3. čtvrtletí 2008;Sňatky na 1 000 obyvatel;9.11759333761909
Česko;3. čtvrtletí 2008;Rozvody na 1 000 obyvatel;2.77528415675794
Česko;3. čtvrtletí 2008;Živě narození na 1 000 obyvatel;12.1599662085296
Česko;3. čtvrtletí 2008;Potraty na 1 000 obyvatel;3.87107180569202
Česko;3. čtvrtletí 2008;UPT na 1 000 obyvatel;2.42132493358
Česko;3. čtvrtletí 2008;Zemřelí na 1 000 obyvatel;9.52108399138167
Česko;3. čtvrtletí 2008;Přistěhovalí na 1 000 obyvatel;7.0959489477567
Česko;3. čtvrtletí 2008;Vystěhovalí na 1 000 obyvatel;0.594377167015703
Česko;3. čtvrtletí 2008;Přirozený přírůstek/úbytek na 1 000 obyvatel;2.63888221714792
Česko;3. čtvrtletí 2008;Přírůstek/úbytek stěhováním na 1 000 obyvatel;6.501571780741
Česko;3. čtvrtletí 2008;Celkový přírůstek/úbytek na 1 000 obyvatel;9.14045399788892
Česko;3. čtvrtletí 2008;Kojenecká úmrtnost;2.60065799780667
Česko;3. čtvrtletí 2008;Novorozenecká úmrtnost;1.84866050446499
Česko;2. čtvrtletí 2008;Sňatky na 1 000 obyvatel;6.3296758479502
Česko;2. čtvrtletí 2008;Rozvody na 1 000 obyvatel;3.18008596910494
Česko;2. čtvrtletí 2008;Živě narození na 1 000 obyvatel;11.9170228152754
Česko;2. čtvrtletí 2008;Potraty na 1 000 obyvatel;3.88111001861873
Česko;2. čtvrtletí 2008;UPT na 1 000 obyvatel;2.44238940598774
Česko;2. čtvrtletí 2008;Zemřelí na 1 000 obyvatel;10.0891875319892
Česko;2. čtvrtletí 2008;Přistěhovalí na 1 000 obyvatel;7.04150863831552
Česko;2. čtvrtletí 2008;Vystěhovalí na 1 000 obyvatel;0.661263324238501
Česko;2. čtvrtletí 2008;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.82783528328622
Česko;2. čtvrtletí 2008;Přírůstek/úbytek stěhováním na 1 000 obyvatel;6.38024531407702
Česko;2. čtvrtletí 2008;Celkový přírůstek/úbytek na 1 000 obyvatel;8.20808059736325
Česko;2. čtvrtletí 2008;Kojenecká úmrtnost;3.04492889767095
Česko;2. čtvrtletí 2008;Novorozenecká úmrtnost;1.94357163681125
Česko;1. čtvrtletí 2008;Sňatky na 1 000 obyvatel;1.99485659986131
Česko;1. čtvrtletí 2008;Rozvody na 1 000 obyvatel;2.91624429419104
Česko;1. čtvrtletí 2008;Živě narození na 1 000 obyvatel;11.120503222156
Česko;1. čtvrtletí 2008;Potraty na 1 000 obyvatel;4.22112430480837
Česko;1. čtvrtletí 2008;UPT na 1 000 obyvatel;2.63607432749859
Česko;1. čtvrtletí 2008;Zemřelí na 1 000 obyvatel;10.6518763856028
Česko;1. čtvrtletí 2008;Přistěhovalí na 1 000 obyvatel;10.7083747490518
Česko;1. čtvrtletí 2008;Vystěhovalí na 1 000 obyvatel;0.612968545912766
Česko;1. čtvrtletí 2008;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.468626836553257
Česko;1. čtvrtletí 2008;Přírůstek/úbytek stěhováním na 1 000 obyvatel;10.095406203139
Česko;1. čtvrtletí 2008;Celkový přírůstek/úbytek na 1 000 obyvatel;10.5640330396923
Česko;1. čtvrtletí 2008;Kojenecká úmrtnost;3.09705258029718
Česko;1. čtvrtletí 2008;Novorozenecká úmrtnost;2.05310227233184
Česko;4. čtvrtletí 2007;Sňatky na 1 000 obyvatel;3.22309905194368
Česko;4. čtvrtletí 2007;Rozvody na 1 000 obyvatel;3.1127766693718
Česko;4. čtvrtletí 2007;Živě narození na 1 000 obyvatel;10.8200208962683
Česko;4. čtvrtletí 2007;Potraty na 1 000 obyvatel;3.9248719855259
Česko;4. čtvrtletí 2007;UPT na 1 000 obyvatel;2.39912875710997
Česko;4. čtvrtletí 2007;Zemřelí na 1 000 obyvatel;10.3538322171364
Česko;4. čtvrtletí 2007;Přistěhovalí na 1 000 obyvatel;14.9601747533407
Česko;4. čtvrtletí 2007;Vystěhovalí na 1 000 obyvatel;2.40717309750584
Česko;4. čtvrtletí 2007;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.466188679131859
Česko;4. čtvrtletí 2007;Přírůstek/úbytek stěhováním na 1 000 obyvatel;12.5530016558349
Česko;4. čtvrtletí 2007;Celkový přírůstek/úbytek na 1 000 obyvatel;13.0191903349667
Česko;4. čtvrtletí 2007;Kojenecká úmrtnost;3.39871132195709
Česko;4. čtvrtletí 2007;Novorozenecká úmrtnost;2.01798484741202
Česko;3. čtvrtletí 2007;Sňatky na 1 000 obyvatel;10.2307125350949
Česko;3. čtvrtletí 2007;Rozvody na 1 000 obyvatel;2.66614380558805
Česko;3. čtvrtletí 2007;Živě narození na 1 000 obyvatel;11.6651470480092
Česko;3. čtvrtletí 2007;Potraty na 1 000 obyvatel;3.8095447636873
Česko;3. čtvrtletí 2007;UPT na 1 000 obyvatel;2.32634869211664
Česko;3. čtvrtletí 2007;Zemřelí na 1 000 obyvatel;9.56456053297866
Česko;3. čtvrtletí 2007;Přistěhovalí na 1 000 obyvatel;9.37527353756465
Česko;3. čtvrtletí 2007;Vystěhovalí na 1 000 obyvatel;2.08676434092325
Česko;3. čtvrtletí 2007;Přirozený přírůstek/úbytek na 1 000 obyvatel;2.10058651503056
Česko;3. čtvrtletí 2007;Přírůstek/úbytek stěhováním na 1 000 obyvatel;7.2885091966414
Česko;3. čtvrtletí 2007;Celkový přírůstek/úbytek na 1 000 obyvatel;9.38909571167196
Česko;3. čtvrtletí 2007;Kojenecká úmrtnost;2.73188071884669
Česko;3. čtvrtletí 2007;Novorozenecká úmrtnost;1.84319662958331
Česko;2. čtvrtletí 2007;Sňatky na 1 000 obyvatel;6.43869667413218
Česko;2. čtvrtletí 2007;Rozvody na 1 000 obyvatel;3.15671207334794
Česko;2. čtvrtletí 2007;Živě narození na 1 000 obyvatel;11.2815302813586
Česko;2. čtvrtletí 2007;Potraty na 1 000 obyvatel;3.93830371191783
Česko;2. čtvrtletí 2007;UPT na 1 000 obyvatel;2.47899548081995
Česko;2. čtvrtletí 2007;Zemřelí na 1 000 obyvatel;9.76892286933287
Česko;2. čtvrtletí 2007;Přistěhovalí na 1 000 obyvatel;7.68519722663486
Česko;2. čtvrtletí 2007;Vystěhovalí na 1 000 obyvatel;1.81295024177982
Česko;2. čtvrtletí 2007;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.51260741202573
Česko;2. čtvrtletí 2007;Přírůstek/úbytek stěhováním na 1 000 obyvatel;5.87224698485505
Česko;2. čtvrtletí 2007;Celkový přírůstek/úbytek na 1 000 obyvatel;7.38485439688078
Česko;2. čtvrtletí 2007;Kojenecká úmrtnost;3.2071177322574
Česko;2. čtvrtletí 2007;Novorozenecká úmrtnost;2.27601903579557
Česko;1. čtvrtletí 2007;Sňatky na 1 000 obyvatel;2.18525012425669
Česko;1. čtvrtletí 2007;Rozvody na 1 000 obyvatel;3.12994632003234
Česko;1. čtvrtletí 2007;Živě narození na 1 000 obyvatel;10.639059826154
Česko;1. čtvrtletí 2007;Potraty na 1 000 obyvatel;4.186130849171
Česko;1. čtvrtletí 2007;UPT na 1 000 obyvatel;2.6473554777366
Česko;1. čtvrtletí 2007;Zemřelí na 1 000 obyvatel;10.8675518167919
Česko;1. čtvrtletí 2007;Přistěhovalí na 1 000 obyvatel;8.35926129197812
Česko;1. čtvrtletí 2007;Vystěhovalí na 1 000 obyvatel;1.62347498865365
Česko;1. čtvrtletí 2007;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.228491990637981
Česko;1. čtvrtletí 2007;Přírůstek/úbytek stěhováním na 1 000 obyvatel;6.73578630332447
Česko;1. čtvrtletí 2007;Celkový přírůstek/úbytek na 1 000 obyvatel;6.50729431268649
Česko;1. čtvrtletí 2007;Kojenecká úmrtnost;3.25853514033918
Česko;1. čtvrtletí 2007;Novorozenecká úmrtnost;2.07361327112494
Česko;4. čtvrtletí 2006;Sňatky na 1 000 obyvatel;3.10592209037666
Česko;4. čtvrtletí 2006;Rozvody na 1 000 obyvatel;3.03030903240699
Česko;4. čtvrtletí 2006;Živě narození na 1 000 obyvatel;9.94504602755184
Česko;4. čtvrtletí 2006;Potraty na 1 000 obyvatel;3.90063076087423
Česko;4. čtvrtletí 2006;UPT na 1 000 obyvatel;2.40920177051326
Česko;4. čtvrtletí 2006;Zemřelí na 1 000 obyvatel;10.0557651481503
Česko;4. čtvrtletí 2006;Přistěhovalí na 1 000 obyvatel;6.96411695136995
Česko;4. čtvrtletí 2006;Vystěhovalí na 1 000 obyvatel;3.48167269477696
Česko;4. čtvrtletí 2006;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.110719120598448
Česko;4. čtvrtletí 2006;Přírůstek/úbytek stěhováním na 1 000 obyvatel;3.48244425659298
Česko;4. čtvrtletí 2006;Celkový přírůstek/úbytek na 1 000 obyvatel;3.37172513599453
Česko;4. čtvrtletí 2006;Kojenecká úmrtnost;3.80154389231545
Česko;4. čtvrtletí 2006;Novorozenecká úmrtnost;2.40505838085263
Česko;3. čtvrtletí 2006;Sňatky na 1 000 obyvatel;9.02554752733
Česko;3. čtvrtletí 2006;Rozvody na 1 000 obyvatel;2.75849282951861
Česko;3. čtvrtletí 2006;Živě narození na 1 000 obyvatel;10.728845396019
Česko;3. čtvrtletí 2006;Potraty na 1 000 obyvatel;3.69820342238038
Česko;3. čtvrtletí 2006;UPT na 1 000 obyvatel;2.27878853180619
Česko;3. čtvrtletí 2006;Zemřelí na 1 000 obyvatel;9.85633975307833
Česko;3. čtvrtletí 2006;Přistěhovalí na 1 000 obyvatel;6.89816325051839
Česko;3. čtvrtletí 2006;Vystěhovalí na 1 000 obyvatel;3.2119331238136
Česko;3. čtvrtletí 2006;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.872505642940708
