Území;Ukazatel;Typ indexu;Typ zakázek;Očištění;Vybraná odvětví průmyslu;Čtvrtletí;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2005;87.4238917534
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2005;82.8104356023
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2005;125.2475634976
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2004;145.9886909818
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2004;146.5185274285
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2004;149.6360683813
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2004;110.9161576982
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2003;104.5481167182
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2003;117.7737754652
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2003;126.4407395815
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2003;123.8007356844
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2002;118.7623956571
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2002;95.1809164112
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2002;84.6432076322
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2002;83.3410591955
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2001;88.5408393067
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2001;99.4078366256
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2001;111.8974565406
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2001;93.7517254069
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2025;104.2441526302
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2024;102.0266397505
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2024;105.3176330137
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2024;99.4256500277
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2024;97.1774751699
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2023;95.0918294329
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2023;92.5599898982
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2023;91.5325173213
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2023;97.8454795818
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2022;107.4740431779
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2022;114.6940906008
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2022;122.0101314207
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2022;122.1274609366
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2021;114.662967497
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2021;120.5270928946
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2021;137.728977639
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2021;112.6525090033
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2020;104.2113661245
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2020;95.6211712122
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2020;81.9736846739
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2020;93.658818025
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2019;96.8875024604
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2019;102.1525442235
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2019;100.4693495842
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2019;104.4629889791
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2018;107.7220317924
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2018;106.7842319655
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2018;109.20130462
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2018;106.6973540815
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2017;110.4339816182
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2017;107.9993229272
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2017;103.822039925
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2017;108.7906051192
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2016;103.403749929
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2016;100.5145763816
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2016;105.301515301
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2016;99.8476214178
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2015;105.296000607
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2015;105.0450974736
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2015;109.286600932
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2015;111.0158326652
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2014;103.4728070133
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2014;107.0176436391
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2014;108.7579169812
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2014;114.6502403922
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2013;108.5190097726
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2013;107.9879662056
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2013;103.4010804262
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2013;97.4126737968
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2012;101.0915882816
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2012;101.8486619365
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2012;97.6492365101
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2012;104.2394864637
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2011;100.2803463116
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2011;105.0561683545
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2011;110.910445845
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2011;108.8222598149
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2010;121.2047354854
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2010;111.9083610747
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2010;111.40214673
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2010;107.9741448174
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2009;75.5927446557
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2009;79.0338875893
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2009;72.3189575949
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2009;65.7945877104
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2008;104.9612816755
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2008;107.8323863897
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2008;114.3451414066
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2008;124.197124736
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2007;110.1947590148
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2007;98.4816513696
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2007;107.4852463713
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2007;118.447169027
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2006;112.6716315115
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2006;125.3325499258
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2006;115.3544394517
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2006;114.1292800811
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2005;109.0568282712
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2005;109.6972654413
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2005;105.7928039218
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2005;98.6624022217
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2004;127.1763145351
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2004;116.2796818363
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2004;121.2635303887
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2004;124.6632725003
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2003;102.7054005293
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2003;104.0383421502
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2003;104.9473326163
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2003;102.1363138683
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2002;89.9009119403
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2002;111.7941146776
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2002;102.6739639473
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2002;97.6108858218
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2001;102.0219145574
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2001;120.594462094
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2001;111.4893408597
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2001;160.3338797687
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;1. čtvrtletí 2025;102.8799087174
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;4. čtvrtletí 2024;113.1865375365
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;3. čtvrtletí 2024;122.1647829932
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2. čtvrtletí 2024;106.1251190241
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;1. čtvrtletí 2024;99.9268471693
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;4. čtvrtletí 2023;87.3001720671
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;3. čtvrtletí 2023;86.5938125073
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2. čtvrtletí 2023;101.7973614435
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;1. čtvrtletí 2023;104.0766373481
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;4. čtvrtletí 2022;117.2088113461
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;3. čtvrtletí 2022;106.0058683171
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2. čtvrtletí 2022;99.7827686306
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;1. čtvrtletí 2022;99.4833277462
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;4. čtvrtletí 2021;93.3772655867
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;3. čtvrtletí 2021;104.6301059003
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2. čtvrtletí 2021;100.9108494428
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;1. čtvrtletí 2021;104.1110873064
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;4. čtvrtletí 2020;105.3758237065
