Území;Ukazatel;Typ indexu;Typ zakázek;Očištění;Vybraná odvětví průmyslu;Úhrn 12 měsíců;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2021;103.1739238957
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2021;98.3835533273
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2021;96.1725642113
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2021;94.7689196898
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2020;93.7035516182
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2020;92.9298185239
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2020;92.4443496459
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2020;91.965825802
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2020;91.9385859334
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2020;92.422888891
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2020;93.4955818488
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2020;93.2471151859
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2020;95.5514690078
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2020;98.2142325926
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2020;99.1267992296
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2020;100.253299735
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2019;100.966803858
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2019;100.8598185123
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2019;101.9612476723
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2019;103.6307290755
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2019;103.4777700958
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2019;104.0201725659
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2019;104.7309793959
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2019;106.2236537795
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2019;106.5817189862
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2019;107.0052723248
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2019;106.6945589613
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2019;106.8109255601
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2018;107.6117364569
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2018;107.9170690514
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2018;108.2920625745
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2018;108.2441509351
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2018;108.833858401
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2018;109.0994401343
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2018;108.5554252192
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2018;108.4379934066
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2018;108.5187039143
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2018;107.1650492324
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2018;108.2419602169
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2018;107.65768321
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2017;107.6979437756
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2017;107.5745177531
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2017;107.063992908
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2017;105.9880369866
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2017;105.3549945159
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2017;105.6199383831
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2017;104.1725983799
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2017;103.6808954627
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2017;103.9586339094
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2017;104.5553011685
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2017;102.8545331148
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2017;103.4623462914
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2016;102.2699550174
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2016;102.7542810724
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2016;102.6878060156
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2016;102.6989138178
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2016;103.0165046658
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2016;102.8644803097
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2016;103.8097560727
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2016;104.7355075764
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2016;104.344450203
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2016;104.7516410051
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2016;106.6720884942
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2016;106.6292336266
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2015;107.6552080179
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2015;107.0271557256
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2015;106.6441147521
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2015;107.2327271911
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2015;107.7522736095
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2015;107.3388607647
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2015;107.7450995242
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2015;107.5309587952
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2015;107.6978997502
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2015;107.5843395311
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2015;107.5654796602
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2015;108.015177425
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2014;108.3180712918
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2014;108.7955706311
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2014;109.4690170857
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2014;109.6564587847
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2014;109.6881246868
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2014;109.1026651119
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2014;109.9462628167
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2014;108.9256861536
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2014;108.3206487842
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2014;108.5938358978
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2014;106.9015389544
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2014;105.0861364651
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2013;104.3086095693
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2013;103.3558623104
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2013;102.3630746841
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2013;102.4516931991
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2013;101.206257063
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2013;101.7875810079
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2013;100.9339598557
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2013;100.801060901
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2013;100.9003602753
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2013;99.4586806581
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2013;99.4258213714
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2013;100.6553229778
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2012;101.1415975515
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2012;100.9186548003
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2012;101.6668348807
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2012;100.9387393457
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2012;101.5215396757
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2012;101.9310389527
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2012;101.6828114828
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2012;102.6768450755
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2012;103.0017127849
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2012;105.0450856732
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2012;104.6182147941
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2012;105.5580963463
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2011;106.1501208111
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2011;108.2678670377
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2011;109.6456394978
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2011;111.2387524955
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2011;112.494483463
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2011;113.2415036792
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2011;113.0428283233
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2011;111.9243231583
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2011;113.9447795374
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2011;113.2261088999
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2011;117.5010253615
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2011;115.2216889236
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2010;113.1025068922
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2010;110.2248112758
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2010;107.0995511739
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2010;99.8701034002
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2010;96.0502873422
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2010;92.5491469624
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2010;91.5150762391
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2010;89.3602548901
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2010;84.8614954278
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2010;82.0170256929
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2010;78.1604680164
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;leden 2010;76.4421464898
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;prosinec 2009;72.8465792021
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;listopad 2009;74.0029069251
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;říjen 2009;74.1696879651
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;září 2009;79.566651782
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;srpen 2009;82.3716024926
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červenec 2009;84.5680849421
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;červen 2009;85.8904197834
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;květen 2009;89.6583528273
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;duben 2009;92.9625469751
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;březen 2009;96.3738772809
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;únor 2009;98.3751647921
