Území,Instituce,Ukazatel,Roky,value
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Pasiva celkem,2018,2114492.15962197
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Pasiva celkem,2019,2102888.23844851
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Pasiva celkem,2020,2329095.0324617275
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Pasiva celkem,2021,2858603.8293415518
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Pasiva celkem,2022,2742339.633956116
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Pasiva celkem,2023,3230304.9021650986
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Vlastní kapital,2018,1126241.56334591
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Vlastní kapital,2019,1045215.66884508
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Vlastní kapital,2020,1213196.4699276562
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Vlastní kapital,2021,1536765.176711068
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Vlastní kapital,2022,1522104.6796828394
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Vlastní kapital,2023,1824323.4492949345
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Základní kapital,2018,495005.502865062
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Základní kapital,2019,348104.813614303
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Základní kapital,2020,406664.8734872691
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Základní kapital,2021,410202.2660586566
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Základní kapital,2022,231625.755663592
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Základní kapital,2023,318502.3553011531
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Dlouhodobé závazky,2018,613232.515295334
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Dlouhodobé závazky,2019,647236.891501938
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Dlouhodobé závazky,2020,730003.7365552689
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Dlouhodobé závazky,2021,832931.9980554944
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Dlouhodobé závazky,2022,728938.1484693912
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Dlouhodobé závazky,2023,838581.3451072956
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Krátkodobé závazky,2018,357595.071562374
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Krátkodobé závazky,2019,390617.535180991
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Krátkodobé závazky,2020,369407.3971421826
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Krátkodobé závazky,2021,470345.6097620125
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Krátkodobé závazky,2022,468678.3474055437
Česko,Nebankovní peněžní instituce účtující jako podnikatelé,Krátkodobé závazky,2023,546804.6589070386
