Území,Měsíce,Ukazatel,value
Česko,leden 2025,Sňatky,786.0
Česko,leden 2025,Rozvody,1678.0
Česko,leden 2025,Živě narození,6586.0
Česko,leden 2025,Potraty,
Česko,leden 2025,UPT,
Česko,leden 2025,Zemřelí,11026.0
Česko,leden 2025,Zemřelí do 1 roku,13.0
Česko,leden 2025,Zemřelí do 28 dnů,5.0
Česko,leden 2025,Přirozený přírůstek/úbytek,-4440.0
Česko,leden 2025,Přistěhovalí,10407.0
Česko,leden 2025,Vystěhovalí,3485.0
Česko,leden 2025,Přírůstek/úbytek stěhováním,6922.0
Česko,leden 2025,Celkový přírůstek/úbytek,2482.0
Česko,prosinec 2024,Počáteční stav obyvatel,10908873.0
Česko,prosinec 2024,Střední stav obyvatel,10909187.0
Česko,prosinec 2024,Koncový stav obyvatel,10909500.0
Česko,prosinec 2024,Sňatky,1037.0
Česko,prosinec 2024,Rozvody,1847.0
Česko,prosinec 2024,Živě narození,6541.0
Česko,prosinec 2024,Potraty,
Česko,prosinec 2024,UPT,
Česko,prosinec 2024,Zemřelí,10177.0
Česko,prosinec 2024,Zemřelí do 1 roku,29.0
Česko,prosinec 2024,Zemřelí do 28 dnů,23.0
Česko,prosinec 2024,Přirozený přírůstek/úbytek,-3636.0
Česko,prosinec 2024,Přistěhovalí,5830.0
Česko,prosinec 2024,Vystěhovalí,1567.0
Česko,prosinec 2024,Přírůstek/úbytek stěhováním,4263.0
Česko,prosinec 2024,Celkový přírůstek/úbytek,627.0
Česko,listopad 2024,Počáteční stav obyvatel,10903198.0
Česko,listopad 2024,Střední stav obyvatel,10906036.0
Česko,listopad 2024,Koncový stav obyvatel,10908873.0
Česko,listopad 2024,Sňatky,1633.0
Česko,listopad 2024,Rozvody,1773.0
Česko,listopad 2024,Živě narození,6462.0
Česko,listopad 2024,Potraty,
Česko,listopad 2024,UPT,
Česko,listopad 2024,Zemřelí,9175.0
Česko,listopad 2024,Zemřelí do 1 roku,24.0
Česko,listopad 2024,Zemřelí do 28 dnů,19.0
Česko,listopad 2024,Přirozený přírůstek/úbytek,-2713.0
Česko,listopad 2024,Přistěhovalí,10294.0
Česko,listopad 2024,Vystěhovalí,1906.0
Česko,listopad 2024,Přírůstek/úbytek stěhováním,8388.0
Česko,listopad 2024,Celkový přírůstek/úbytek,5675.0
Česko,říjen 2024,Počáteční stav obyvatel,10903158.0
Česko,říjen 2024,Střední stav obyvatel,10903178.0
Česko,říjen 2024,Koncový stav obyvatel,10903198.0
Česko,říjen 2024,Sňatky,3240.0
Česko,říjen 2024,Rozvody,1802.0
Česko,říjen 2024,Živě narození,6840.0
Česko,říjen 2024,Potraty,
Česko,říjen 2024,UPT,
Česko,říjen 2024,Zemřelí,9961.0
Česko,říjen 2024,Zemřelí do 1 roku,15.0
Česko,říjen 2024,Zemřelí do 28 dnů,9.0
Česko,říjen 2024,Přirozený přírůstek/úbytek,-3121.0
Česko,říjen 2024,Přistěhovalí,11359.0
Česko,říjen 2024,Vystěhovalí,8198.0
Česko,říjen 2024,Přírůstek/úbytek stěhováním,3161.0
Česko,říjen 2024,Celkový přírůstek/úbytek,40.0
Česko,září 2024,Počáteční stav obyvatel,10901721.0
Česko,září 2024,Střední stav obyvatel,10902440.0
Česko,září 2024,Koncový stav obyvatel,10903158.0
Česko,září 2024,Sňatky,6402.0
Česko,září 2024,Rozvody,1733.0
Česko,září 2024,Živě narození,6949.0
Česko,září 2024,Potraty,
Česko,září 2024,UPT,
Česko,září 2024,Zemřelí,9058.0
Česko,září 2024,Zemřelí do 1 roku,9.0
Česko,září 2024,Zemřelí do 28 dnů,5.0
Česko,září 2024,Přirozený přírůstek/úbytek,-2109.0
Česko,září 2024,Přistěhovalí,12251.0
Česko,září 2024,Vystěhovalí,8705.0
Česko,září 2024,Přírůstek/úbytek stěhováním,3546.0
Česko,září 2024,Celkový přírůstek/úbytek,1437.0
Česko,srpen 2024,Počáteční stav obyvatel,10894842.0
Česko,srpen 2024,Střední stav obyvatel,10898282.0
Česko,srpen 2024,Koncový stav obyvatel,10901721.0
Česko,srpen 2024,Sňatky,7765.0
Česko,srpen 2024,Rozvody,1522.0
Česko,srpen 2024,Živě narození,7564.0
Česko,srpen 2024,Potraty,
Česko,srpen 2024,UPT,
Česko,srpen 2024,Zemřelí,9097.0
Česko,srpen 2024,Zemřelí do 1 roku,14.0
Česko,srpen 2024,Zemřelí do 28 dnů,10.0
Česko,srpen 2024,Přirozený přírůstek/úbytek,-1533.0
Česko,srpen 2024,Přistěhovalí,10908.0
Česko,srpen 2024,Vystěhovalí,2496.0
Česko,srpen 2024,Přírůstek/úbytek stěhováním,8412.0
Česko,srpen 2024,Celkový přírůstek/úbytek,6879.0
Česko,červenec 2024,Počáteční stav obyvatel,10886531.0
Česko,červenec 2024,Střední stav obyvatel,10890687.0
Česko,červenec 2024,Koncový stav obyvatel,10894842.0
Česko,červenec 2024,Sňatky,5447.0
Česko,červenec 2024,Rozvody,1699.0
Česko,červenec 2024,Živě narození,7648.0
Česko,červenec 2024,Potraty,
Česko,červenec 2024,UPT,
Česko,červenec 2024,Zemřelí,8968.0
Česko,červenec 2024,Zemřelí do 1 roku,20.0
Česko,červenec 2024,Zemřelí do 28 dnů,14.0
Česko,červenec 2024,Přirozený přírůstek/úbytek,-1320.0
Česko,červenec 2024,Přistěhovalí,12048.0
Česko,červenec 2024,Vystěhovalí,2417.0
Česko,červenec 2024,Přírůstek/úbytek stěhováním,9631.0
Česko,červenec 2024,Celkový přírůstek/úbytek,8311.0
Česko,červen 2024,Počáteční stav obyvatel,10883764.0
Česko,červen 2024,Střední stav obyvatel,10885148.0
Česko,červen 2024,Koncový stav obyvatel,10886531.0
Česko,červen 2024,Sňatky,8859.0
Česko,červen 2024,Rozvody,1748.0
Česko,červen 2024,Živě narození,6969.0
Česko,červen 2024,Potraty,
Česko,červen 2024,UPT,
Česko,červen 2024,Zemřelí,8678.0
Česko,červen 2024,Zemřelí do 1 roku,10.0
Česko,červen 2024,Zemřelí do 28 dnů,7.0
Česko,červen 2024,Přirozený přírůstek/úbytek,-1709.0
Česko,červen 2024,Přistěhovalí,6096.0
Česko,červen 2024,Vystěhovalí,1620.0
Česko,červen 2024,Přírůstek/úbytek stěhováním,4476.0
Česko,červen 2024,Celkový přírůstek/úbytek,2767.0
Česko,květen 2024,Počáteční stav obyvatel,10873735.0
Česko,květen 2024,Střední stav obyvatel,10878750.0
Česko,květen 2024,Koncový stav obyvatel,10883764.0
Česko,květen 2024,Sňatky,3486.0
Česko,květen 2024,Rozvody,1812.0
Česko,květen 2024,Živě narození,7325.0
Česko,květen 2024,Potraty,
Česko,květen 2024,UPT,
Česko,květen 2024,Zemřelí,8715.0
Česko,květen 2024,Zemřelí do 1 roku,13.0
Česko,květen 2024,Zemřelí do 28 dnů,11.0
Česko,květen 2024,Přirozený přírůstek/úbytek,-1390.0
Česko,květen 2024,Přistěhovalí,15145.0
Česko,květen 2024,Vystěhovalí,3726.0
Česko,květen 2024,Přírůstek/úbytek stěhováním,11419.0
Česko,květen 2024,Celkový přírůstek/úbytek,10029.0
Česko,duben 2024,Počáteční stav obyvatel,10868033.0
Česko,duben 2024,Střední stav obyvatel,10870884.0
Česko,duben 2024,Koncový stav obyvatel,10873735.0
Česko,duben 2024,Sňatky,3246.0
Česko,duben 2024,Rozvody,1894.0
Česko,duben 2024,Živě narození,7029.0
Česko,duben 2024,Potraty,
Česko,duben 2024,UPT,
Česko,duben 2024,Zemřelí,8688.0
Česko,duben 2024,Zemřelí do 1 roku,12.0
Česko,duben 2024,Zemřelí do 28 dnů,6.0
Česko,duben 2024,Přirozený přírůstek/úbytek,-1659.0
Česko,duben 2024,Přistěhovalí,9292.0
Česko,duben 2024,Vystěhovalí,1931.0
Česko,duben 2024,Přírůstek/úbytek stěhováním,7361.0
Česko,duben 2024,Celkový přírůstek/úbytek,5702.0
Česko,březen 2024,Počáteční stav obyvatel,10908262.0
Česko,březen 2024,Střední stav obyvatel,10888148.0
Česko,březen 2024,Koncový stav obyvatel,10868033.0
Česko,březen 2024,Sňatky,1353.0
Česko,březen 2024,Rozvody,1610.0
Česko,březen 2024,Živě narození,7146.0
Česko,březen 2024,Potraty,
Česko,březen 2024,UPT,
Česko,březen 2024,Zemřelí,9223.0
Česko,březen 2024,Zemřelí do 1 roku,21.0
Česko,březen 2024,Zemřelí do 28 dnů,13.0
Česko,březen 2024,Přirozený přírůstek/úbytek,-2077.0
Česko,březen 2024,Přistěhovalí,8213.0
Česko,březen 2024,Vystěhovalí,46365.0
Česko,březen 2024,Přírůstek/úbytek stěhováním,-38152.0
Česko,březen 2024,Celkový přírůstek/úbytek,-40229.0
Česko,únor 2024,Počáteční stav obyvatel,10906653.0
Česko,únor 2024,Střední stav obyvatel,10907458.0
Česko,únor 2024,Koncový stav obyvatel,10908262.0
Česko,únor 2024,Sňatky,1246.0
Česko,únor 2024,Rozvody,1697.0
Česko,únor 2024,Živě narození,6830.0
Česko,únor 2024,Potraty,
Česko,únor 2024,UPT,
Česko,únor 2024,Zemřelí,9861.0
Česko,únor 2024,Zemřelí do 1 roku,14.0
Česko,únor 2024,Zemřelí do 28 dnů,10.0
Česko,únor 2024,Přirozený přírůstek/úbytek,-3031.0
Česko,únor 2024,Přistěhovalí,7205.0
Česko,únor 2024,Vystěhovalí,2565.0
Česko,únor 2024,Přírůstek/úbytek stěhováním,4640.0
Česko,únor 2024,Celkový přírůstek/úbytek,1609.0
Česko,leden 2024,Počáteční stav obyvatel,10900555.0
Česko,leden 2024,Střední stav obyvatel,10903604.0
Česko,leden 2024,Koncový stav obyvatel,10906653.0
Česko,leden 2024,Sňatky,772.0
Česko,leden 2024,Rozvody,1659.0
Česko,leden 2024,Živě narození,7008.0
Česko,leden 2024,Potraty,
Česko,leden 2024,UPT,
Česko,leden 2024,Zemřelí,10610.0
Česko,leden 2024,Zemřelí do 1 roku,15.0
Česko,leden 2024,Zemřelí do 28 dnů,6.0
Česko,leden 2024,Přirozený přírůstek/úbytek,-3602.0
Česko,leden 2024,Přistěhovalí,13182.0
Česko,leden 2024,Vystěhovalí,3482.0
Česko,leden 2024,Přírůstek/úbytek stěhováním,9700.0
Česko,leden 2024,Celkový přírůstek/úbytek,6098.0
Česko,prosinec 2023,Počáteční stav obyvatel,10899620.0
Česko,prosinec 2023,Střední stav obyvatel,10900088.0
Česko,prosinec 2023,Koncový stav obyvatel,10900555.0
Česko,prosinec 2023,Sňatky,1120.0
Česko,prosinec 2023,Rozvody,1523.0
Česko,prosinec 2023,Živě narození,6730.0
Česko,prosinec 2023,Potraty,1875.0
Česko,prosinec 2023,UPT,1125.0
Česko,prosinec 2023,Zemřelí,10823.0
Česko,prosinec 2023,Zemřelí do 1 roku,21.0
Česko,prosinec 2023,Zemřelí do 28 dnů,14.0
Česko,prosinec 2023,Přirozený přírůstek/úbytek,-4093.0
Česko,prosinec 2023,Přistěhovalí,6770.0
Česko,prosinec 2023,Vystěhovalí,1742.0
Česko,prosinec 2023,Přírůstek/úbytek stěhováním,5028.0
Česko,prosinec 2023,Celkový přírůstek/úbytek,935.0
Česko,listopad 2023,Počáteční stav obyvatel,10895076.0
Česko,listopad 2023,Střední stav obyvatel,10897348.0
Česko,listopad 2023,Koncový stav obyvatel,10899620.0
Česko,listopad 2023,Sňatky,1742.0
Česko,listopad 2023,Rozvody,1680.0
Česko,listopad 2023,Živě narození,7091.0
Česko,listopad 2023,Potraty,2025.0
Česko,listopad 2023,UPT,1178.0
Česko,listopad 2023,Zemřelí,9594.0
Česko,listopad 2023,Zemřelí do 1 roku,17.0
Česko,listopad 2023,Zemřelí do 28 dnů,9.0
Česko,listopad 2023,Přirozený přírůstek/úbytek,-2503.0
Česko,listopad 2023,Přistěhovalí,9510.0
Česko,listopad 2023,Vystěhovalí,2463.0
Česko,listopad 2023,Přírůstek/úbytek stěhováním,7047.0
Česko,listopad 2023,Celkový přírůstek/úbytek,4544.0
Česko,říjen 2023,Počáteční stav obyvatel,10889092.0
Česko,říjen 2023,Střední stav obyvatel,10892084.0
Česko,říjen 2023,Koncový stav obyvatel,10895076.0
Česko,říjen 2023,Sňatky,2925.0
Česko,říjen 2023,Rozvody,1793.0
Česko,říjen 2023,Živě narození,7232.0
Česko,říjen 2023,Potraty,1984.0
Česko,říjen 2023,UPT,1151.0
Česko,říjen 2023,Zemřelí,9510.0
Česko,říjen 2023,Zemřelí do 1 roku,18.0
Česko,říjen 2023,Zemřelí do 28 dnů,13.0
Česko,říjen 2023,Přirozený přírůstek/úbytek,-2278.0
Česko,říjen 2023,Přistěhovalí,12292.0
Česko,říjen 2023,Vystěhovalí,4030.0
Česko,říjen 2023,Přírůstek/úbytek stěhováním,8262.0
Česko,říjen 2023,Celkový přírůstek/úbytek,5984.0
Česko,září 2023,Počáteční stav obyvatel,10895687.0
Česko,září 2023,Střední stav obyvatel,10892390.0
Česko,září 2023,Koncový stav obyvatel,10889092.0
Česko,září 2023,Sňatky,8334.0
Česko,září 2023,Rozvody,1460.0
Česko,září 2023,Živě narození,7419.0
Česko,září 2023,Potraty,1941.0
Česko,září 2023,UPT,1152.0
Česko,září 2023,Zemřelí,8362.0
Česko,září 2023,Zemřelí do 1 roku,14.0
Česko,září 2023,Zemřelí do 28 dnů,9.0
Česko,září 2023,Přirozený přírůstek/úbytek,-943.0
Česko,září 2023,Přistěhovalí,11556.0
Česko,září 2023,Vystěhovalí,17208.0
Česko,září 2023,Přírůstek/úbytek stěhováním,-5652.0
Česko,září 2023,Celkový přírůstek/úbytek,-6595.0
Česko,srpen 2023,Počáteční stav obyvatel,10887333.0
Česko,srpen 2023,Střední stav obyvatel,10891510.0
Česko,srpen 2023,Koncový stav obyvatel,10895687.0
Česko,srpen 2023,Sňatky,6737.0
Česko,srpen 2023,Rozvody,1469.0
Česko,srpen 2023,Živě narození,8218.0
Česko,srpen 2023,Potraty,2234.0
Česko,srpen 2023,UPT,1353.0
Česko,srpen 2023,Zemřelí,8929.0
Česko,srpen 2023,Zemřelí do 1 roku,24.0
Česko,srpen 2023,Zemřelí do 28 dnů,13.0
Česko,srpen 2023,Přirozený přírůstek/úbytek,-711.0
Česko,srpen 2023,Přistěhovalí,12109.0
Česko,srpen 2023,Vystěhovalí,3044.0
Česko,srpen 2023,Přírůstek/úbytek stěhováním,9065.0
Česko,srpen 2023,Celkový přírůstek/úbytek,8354.0
Česko,červenec 2023,Počáteční stav obyvatel,10878042.0
Česko,červenec 2023,Střední stav obyvatel,10882688.0
Česko,červenec 2023,Koncový stav obyvatel,10887333.0
Česko,červenec 2023,Sňatky,7488.0
Česko,červenec 2023,Rozvody,1347.0
Česko,červenec 2023,Živě narození,8382.0
Česko,červenec 2023,Potraty,2036.0
Česko,červenec 2023,UPT,1231.0
Česko,červenec 2023,Zemřelí,8580.0
Česko,červenec 2023,Zemřelí do 1 roku,14.0
Česko,červenec 2023,Zemřelí do 28 dnů,7.0
Česko,červenec 2023,Přirozený přírůstek/úbytek,-198.0
Česko,červenec 2023,Přistěhovalí,12537.0
Česko,červenec 2023,Vystěhovalí,3048.0
Česko,červenec 2023,Přírůstek/úbytek stěhováním,9489.0
Česko,červenec 2023,Celkový přírůstek/úbytek,9291.0
Česko,červen 2023,Počáteční stav obyvatel,10868310.0
Česko,červen 2023,Střední stav obyvatel,10873176.0
Česko,červen 2023,Koncový stav obyvatel,10878042.0
Česko,červen 2023,Sňatky,9242.0
Česko,červen 2023,Rozvody,1889.0
Česko,červen 2023,Živě narození,7837.0
Česko,červen 2023,Potraty,2084.0
Česko,červen 2023,UPT,1269.0
Česko,červen 2023,Zemřelí,8509.0
Česko,červen 2023,Zemřelí do 1 roku,17.0
Česko,červen 2023,Zemřelí do 28 dnů,11.0
Česko,červen 2023,Přirozený přírůstek/úbytek,-672.0
Česko,červen 2023,Přistěhovalí,13522.0
Česko,červen 2023,Vystěhovalí,3118.0
Česko,červen 2023,Přírůstek/úbytek stěhováním,10404.0
Česko,červen 2023,Celkový přírůstek/úbytek,9732.0
Česko,květen 2023,Počáteční stav obyvatel,10859234.0
Česko,květen 2023,Střední stav obyvatel,10863772.0
Česko,květen 2023,Koncový stav obyvatel,10868310.0
Česko,květen 2023,Sňatky,3732.0
Česko,květen 2023,Rozvody,1842.0
Česko,květen 2023,Živě narození,7975.0
Česko,květen 2023,Potraty,2223.0
Česko,květen 2023,UPT,1397.0
Česko,květen 2023,Zemřelí,8816.0
Česko,květen 2023,Zemřelí do 1 roku,17.0
Česko,květen 2023,Zemřelí do 28 dnů,12.0
Česko,květen 2023,Přirozený přírůstek/úbytek,-841.0
Česko,květen 2023,Přistěhovalí,13007.0
Česko,květen 2023,Vystěhovalí,3090.0
Česko,květen 2023,Přírůstek/úbytek stěhováním,9917.0
Česko,květen 2023,Celkový přírůstek/úbytek,9076.0
Česko,duben 2023,Počáteční stav obyvatel,10852526.0
Česko,duben 2023,Střední stav obyvatel,10855880.0
Česko,duben 2023,Koncový stav obyvatel,10859234.0
Česko,duben 2023,Sňatky,2956.0
Česko,duben 2023,Rozvody,1524.0
Česko,duben 2023,Živě narození,7384.0
Česko,duben 2023,Potraty,1924.0
Česko,duben 2023,UPT,1203.0
Česko,duben 2023,Zemřelí,9122.0
Česko,duben 2023,Zemřelí do 1 roku,11.0
Česko,duben 2023,Zemřelí do 28 dnů,4.0
Česko,duben 2023,Přirozený přírůstek/úbytek,-1738.0
Česko,duben 2023,Přistěhovalí,11215.0
Česko,duben 2023,Vystěhovalí,2769.0
Česko,duben 2023,Přírůstek/úbytek stěhováním,8446.0
Česko,duben 2023,Celkový přírůstek/úbytek,6708.0
Česko,březen 2023,Počáteční stav obyvatel,10844750.0
Česko,březen 2023,Střední stav obyvatel,10848638.0
Česko,březen 2023,Koncový stav obyvatel,10852526.0
Česko,březen 2023,Sňatky,1878.0
Česko,březen 2023,Rozvody,1814.0
Česko,březen 2023,Živě narození,8013.0
Česko,březen 2023,Potraty,2290.0
Česko,březen 2023,UPT,1417.0
Česko,březen 2023,Zemřelí,9925.0
Česko,březen 2023,Zemřelí do 1 roku,21.0
Česko,březen 2023,Zemřelí do 28 dnů,18.0
Česko,březen 2023,Přirozený přírůstek/úbytek,-1912.0
Česko,březen 2023,Přistěhovalí,11709.0
Česko,březen 2023,Vystěhovalí,2021.0
Česko,březen 2023,Přírůstek/úbytek stěhováním,9688.0
Česko,březen 2023,Celkový přírůstek/úbytek,7776.0
Česko,únor 2023,Počáteční stav obyvatel,10836624.0
Česko,únor 2023,Střední stav obyvatel,10840687.0
Česko,únor 2023,Koncový stav obyvatel,10844750.0
Česko,únor 2023,Sňatky,1253.0
Česko,únor 2023,Rozvody,1497.0
Česko,únor 2023,Živě narození,6962.0
Česko,únor 2023,Potraty,1927.0
Česko,únor 2023,UPT,1142.0
Česko,únor 2023,Zemřelí,9185.0
Česko,únor 2023,Zemřelí do 1 roku,12.0
Česko,únor 2023,Zemřelí do 28 dnů,5.0
Česko,únor 2023,Přirozený přírůstek/úbytek,-2223.0
Česko,únor 2023,Přistěhovalí,12050.0
Česko,únor 2023,Vystěhovalí,1701.0
Česko,únor 2023,Přírůstek/úbytek stěhováním,10349.0
Česko,únor 2023,Celkový přírůstek/úbytek,8126.0
Česko,leden 2023,Počáteční stav obyvatel,10827529.0
Česko,leden 2023,Střední stav obyvatel,10832077.0
Česko,leden 2023,Koncový stav obyvatel,10836624.0
Česko,leden 2023,Sňatky,861.0
Česko,leden 2023,Rozvody,1615.0
Česko,leden 2023,Živě narození,7906.0
Česko,leden 2023,Potraty,2397.0
Česko,leden 2023,UPT,1470.0
Česko,leden 2023,Zemřelí,11440.0
Česko,leden 2023,Zemřelí do 1 roku,14.0
Česko,leden 2023,Zemřelí do 28 dnů,10.0
Česko,leden 2023,Přirozený přírůstek/úbytek,-3534.0
Česko,leden 2023,Přistěhovalí,14986.0
Česko,leden 2023,Vystěhovalí,2357.0
Česko,leden 2023,Přírůstek/úbytek stěhováním,12629.0
Česko,leden 2023,Celkový přírůstek/úbytek,9095.0
Česko,prosinec 2022,Počáteční stav obyvatel,10821390.0
Česko,prosinec 2022,Střední stav obyvatel,10824460.0
Česko,prosinec 2022,Koncový stav obyvatel,10827529.0
Česko,prosinec 2022,Sňatky,1218.0
Česko,prosinec 2022,Rozvody,1692.0
Česko,prosinec 2022,Živě narození,7542.0
Česko,prosinec 2022,Potraty,2403.0
Česko,prosinec 2022,UPT,1375.0
Česko,prosinec 2022,Zemřelí,12172.0
Česko,prosinec 2022,Zemřelí do 1 roku,18.0
Česko,prosinec 2022,Zemřelí do 28 dnů,12.0
Česko,prosinec 2022,Přirozený přírůstek/úbytek,-4630.0
Česko,prosinec 2022,Přistěhovalí,12246.0
Česko,prosinec 2022,Vystěhovalí,1477.0
Česko,prosinec 2022,Přírůstek/úbytek stěhováním,10769.0
Česko,prosinec 2022,Celkový přírůstek/úbytek,6139.0
Česko,listopad 2022,Počáteční stav obyvatel,10812390.0
Česko,listopad 2022,Střední stav obyvatel,10816890.0
Česko,listopad 2022,Koncový stav obyvatel,10821390.0
Česko,listopad 2022,Sňatky,1870.0
Česko,listopad 2022,Rozvody,1725.0
Česko,listopad 2022,Živě narození,7614.0
Česko,listopad 2022,Potraty,2349.0
Česko,listopad 2022,UPT,1375.0
Česko,listopad 2022,Zemřelí,9491.0
Česko,listopad 2022,Zemřelí do 1 roku,16.0
Česko,listopad 2022,Zemřelí do 28 dnů,9.0
Česko,listopad 2022,Přirozený přírůstek/úbytek,-1877.0
Česko,listopad 2022,Přistěhovalí,12621.0
Česko,listopad 2022,Vystěhovalí,1744.0
Česko,listopad 2022,Přírůstek/úbytek stěhováním,10877.0
Česko,listopad 2022,Celkový přírůstek/úbytek,9000.0
Česko,říjen 2022,Počáteční stav obyvatel,10800635.0
Česko,říjen 2022,Střední stav obyvatel,10806513.0
Česko,říjen 2022,Koncový stav obyvatel,10812390.0
Česko,říjen 2022,Sňatky,3634.0
Česko,říjen 2022,Rozvody,1700.0
Česko,říjen 2022,Živě narození,8345.0
Česko,říjen 2022,Potraty,2202.0
Česko,říjen 2022,UPT,1324.0
Česko,říjen 2022,Zemřelí,10232.0
Česko,říjen 2022,Zemřelí do 1 roku,20.0
Česko,říjen 2022,Zemřelí do 28 dnů,4.0
Česko,říjen 2022,Přirozený přírůstek/úbytek,-1887.0
Česko,říjen 2022,Přistěhovalí,15500.0
Česko,říjen 2022,Vystěhovalí,1858.0
Česko,říjen 2022,Přírůstek/úbytek stěhováním,13642.0
Česko,říjen 2022,Celkový přírůstek/úbytek,11755.0
Česko,září 2022,Počáteční stav obyvatel,10789068.0
Česko,září 2022,Střední stav obyvatel,10794852.0
Česko,září 2022,Koncový stav obyvatel,10800635.0
Česko,září 2022,Sňatky,8517.0
Česko,září 2022,Rozvody,1588.0
Česko,září 2022,Živě narození,8762.0
Česko,září 2022,Potraty,2142.0
Česko,září 2022,UPT,1247.0
Česko,září 2022,Zemřelí,9564.0
Česko,září 2022,Zemřelí do 1 roku,8.0
Česko,září 2022,Zemřelí do 28 dnů,2.0
Česko,září 2022,Přirozený přírůstek/úbytek,-802.0
Česko,září 2022,Přistěhovalí,14751.0
Česko,září 2022,Vystěhovalí,2382.0
Česko,září 2022,Přírůstek/úbytek stěhováním,12369.0
Česko,září 2022,Celkový přírůstek/úbytek,11567.0
Česko,srpen 2022,Počáteční stav obyvatel,10773892.0
Česko,srpen 2022,Střední stav obyvatel,10781480.0
Česko,srpen 2022,Koncový stav obyvatel,10789068.0
Česko,srpen 2022,Sňatky,8354.0
Česko,srpen 2022,Rozvody,1387.0
