Území,Instituce,Ukazatel,Roky,value
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2014,41158.9845816831
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2015,40767.7442342557
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2016,42117.6954524036
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2017,37154.724115008
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2018,39134.0842594461
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2019,69190.1695581539
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2020,110574.3321498516
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2021,134480.1719614573
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2022,217590.3894298066
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z finančních činností,2023,238538.0764929366
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2014,10374.4618285262
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2015,6795.4392755608
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2016,8736.4435024275
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2017,6379.290609981
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2018,8383.027219081
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2019,8530.767
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2020,8501.18
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2021,9176.803
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2022,15666.078
Česko,Nebankovní peněžní instituce účtující jako banky,Úroky a podobné výnosy,2023,25857.209
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2014,2355.4927226326
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2015,2004.6526284436
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2016,1819.012971311
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2017,4726.2568285503
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2018,5869.3578057334
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2019,15214.019
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2020,21320.302
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2021,33902.214
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2022,67438.374
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z operací s cennými papíry (realná hodnota),2023,66221.881
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2014,3035.1009350563
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2015,4995.7791664364
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2016,13611.4603595937
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2017,5423.7980494968
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2018,5450.8337695642
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2019,4832.666
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2020,12330.346
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2021,8052.435
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2022,14959.685
Česko,Nebankovní peněžní instituce účtující jako banky,Výnosy z devizových operací,2023,17132.832
Česko,Nebankovní peněžní instituce účtující jako banky,Ostatní provozní výnosy,2014,6449.5975514032
Česko,Nebankovní peněžní instituce účtující jako banky,Ostatní provozní výnosy,2015,8539.2290138535
Česko,Nebankovní peněžní instituce účtující jako banky,Ostatní provozní výnosy,2016,10934.2144493077
Česko,Nebankovní peněžní instituce účtující jako banky,Ostatní provozní výnosy,2017,14484.1406914682
Česko,Nebankovní peněžní instituce účtující jako banky,Ostatní provozní výnosy,2018,15513.3586581112
Česko,Nebankovní peněžní instituce účtující jako banky,Ostatní provozní výnosy,2019,18881.3477151896
Česko,Nebankovní peněžní instituce účtující jako banky,Ostatní provozní výnosy,2020,13121.8867258313
Česko,Nebankovní peněžní instituce účtující jako banky,Ostatní provozní výnosy,2021,11876.5109907556
Česko,Nebankovní peněžní instituce účtující jako banky,Ostatní provozní výnosy,2022,17059.462844245
