Roky,Území,Ukazatel,value
2024,Česko,Počet obyvatel - celkem,10909500.0
2024,Česko,Počet mužů,5354579.0
2024,Česko,Počet žen,5554921.0
2024,Česko,Počet obyvatel ve věku 0 - 14 let,1690783.0
2024,Česko,Počet obyvatel ve věku 15 - 64 let,6962830.0
2024,Česko,Počet obyvatel ve věku 65 a více let,2255887.0
2024,Česko,Průměrný věk obyvatel (roky),43.06147486
2024,Česko,Index stáří (%),133.4226214
2024,Hlavní město Praha,Počet obyvatel - celkem,1397880.0
2024,Hlavní město Praha,Počet mužů,679162.0
2024,Hlavní město Praha,Počet žen,718718.0
2024,Hlavní město Praha,Počet obyvatel ve věku 0 - 14 let,215285.0
2024,Hlavní město Praha,Počet obyvatel ve věku 15 - 64 let,925154.0
2024,Hlavní město Praha,Počet obyvatel ve věku 65 a více let,257441.0
2024,Hlavní město Praha,Průměrný věk obyvatel (roky),41.86489541
2024,Hlavní město Praha,Index stáří (%),119.581485
2024,Středočeský kraj,Počet obyvatel - celkem,1466215.0
2024,Středočeský kraj,Počet mužů,720810.0
2024,Středočeský kraj,Počet žen,745405.0
2024,Středočeský kraj,Počet obyvatel ve věku 0 - 14 let,251729.0
2024,Středočeský kraj,Počet obyvatel ve věku 15 - 64 let,939165.0
2024,Středočeský kraj,Počet obyvatel ve věku 65 a více let,275321.0
2024,Středočeský kraj,Průměrný věk obyvatel (roky),41.77490375
2024,Středočeský kraj,Index stáří (%),109.3719834
2024,Jihočeský kraj,Počet obyvatel - celkem,653227.0
2024,Jihočeský kraj,Počet mužů,322004.0
2024,Jihočeský kraj,Počet žen,331223.0
2024,Jihočeský kraj,Počet obyvatel ve věku 0 - 14 let,100376.0
2024,Jihočeský kraj,Počet obyvatel ve věku 15 - 64 let,410412.0
2024,Jihočeský kraj,Počet obyvatel ve věku 65 a více let,142439.0
2024,Jihočeský kraj,Průměrný věk obyvatel (roky),43.58911297
2024,Jihočeský kraj,Index stáří (%),141.9054356
2024,Plzeňský kraj,Počet obyvatel - celkem,614640.0
2024,Plzeňský kraj,Počet mužů,302499.0
2024,Plzeňský kraj,Počet žen,312141.0
2024,Plzeňský kraj,Počet obyvatel ve věku 0 - 14 let,91983.0
2024,Plzeňský kraj,Počet obyvatel ve věku 15 - 64 let,395427.0
2024,Plzeňský kraj,Počet obyvatel ve věku 65 a více let,127230.0
2024,Plzeňský kraj,Průměrný věk obyvatel (roky),43.21338507
2024,Plzeňský kraj,Index stáří (%),138.3190372
2024,Karlovarský kraj,Počet obyvatel - celkem,293195.0
2024,Karlovarský kraj,Počet mužů,142969.0
2024,Karlovarský kraj,Počet žen,150226.0
2024,Karlovarský kraj,Počet obyvatel ve věku 0 - 14 let,41623.0
2024,Karlovarský kraj,Počet obyvatel ve věku 15 - 64 let,188324.0
2024,Karlovarský kraj,Počet obyvatel ve věku 65 a více let,63248.0
2024,Karlovarský kraj,Průměrný věk obyvatel (roky),43.98634185
2024,Karlovarský kraj,Index stáří (%),151.9544483
2024,Ústecký kraj,Počet obyvatel - celkem,808356.0
2024,Ústecký kraj,Počet mužů,398312.0
2024,Ústecký kraj,Počet žen,410044.0
2024,Ústecký kraj,Počet obyvatel ve věku 0 - 14 let,122271.0
2024,Ústecký kraj,Počet obyvatel ve věku 15 - 64 let,518221.0
2024,Ústecký kraj,Počet obyvatel ve věku 65 a více let,167864.0
2024,Ústecký kraj,Průměrný věk obyvatel (roky),43.17664742
2024,Ústecký kraj,Index stáří (%),137.2884821
2024,Liberecký kraj,Počet obyvatel - celkem,449494.0
2024,Liberecký kraj,Počet mužů,220699.0
2024,Liberecký kraj,Počet žen,228795.0
2024,Liberecký kraj,Počet obyvatel ve věku 0 - 14 let,69377.0
2024,Liberecký kraj,Počet obyvatel ve věku 15 - 64 let,285665.0
2024,Liberecký kraj,Počet obyvatel ve věku 65 a více let,94452.0
2024,Liberecký kraj,Průměrný věk obyvatel (roky),43.18244515
2024,Liberecký kraj,Index stáří (%),136.1431022
2024,Královéhradecký kraj,Počet obyvatel - celkem,555923.0
2024,Královéhradecký kraj,Počet mužů,273369.0
2024,Královéhradecký kraj,Počet žen,282554.0
2024,Královéhradecký kraj,Počet obyvatel ve věku 0 - 14 let,83689.0
2024,Královéhradecký kraj,Počet obyvatel ve věku 15 - 64 let,346214.0
2024,Královéhradecký kraj,Počet obyvatel ve věku 65 a více let,126020.0
2024,Královéhradecký kraj,Průměrný věk obyvatel (roky),43.97960779
2024,Královéhradecký kraj,Index stáří (%),150.5813189
2024,Pardubický kraj,Počet obyvatel - celkem,530469.0
2024,Pardubický kraj,Počet mužů,262437.0
2024,Pardubický kraj,Počet žen,268032.0
2024,Pardubický kraj,Počet obyvatel ve věku 0 - 14 let,83033.0
2024,Pardubický kraj,Počet obyvatel ve věku 15 - 64 let,335020.0
2024,Pardubický kraj,Počet obyvatel ve věku 65 a více let,112416.0
2024,Pardubický kraj,Průměrný věk obyvatel (roky),43.15990096
2024,Pardubický kraj,Index stáří (%),135.3871352
2024,Kraj Vysočina,Počet obyvatel - celkem,517647.0
2024,Kraj Vysočina,Počet mužů,257216.0
2024,Kraj Vysočina,Počet žen,260431.0
2024,Kraj Vysočina,Počet obyvatel ve věku 0 - 14 let,79965.0
2024,Kraj Vysočina,Počet obyvatel ve věku 15 - 64 let,325396.0
2024,Kraj Vysočina,Počet obyvatel ve věku 65 a více let,112286.0
2024,Kraj Vysočina,Průměrný věk obyvatel (roky),43.53763955
2024,Kraj Vysočina,Index stáří (%),140.4189333
2024,Jihomoravský kraj,Počet obyvatel - celkem,1229343.0
2024,Jihomoravský kraj,Počet mužů,602539.0
2024,Jihomoravský kraj,Počet žen,626804.0
2024,Jihomoravský kraj,Počet obyvatel ve věku 0 - 14 let,195085.0
2024,Jihomoravský kraj,Počet obyvatel ve věku 15 - 64 let,780610.0
2024,Jihomoravský kraj,Počet obyvatel ve věku 65 a více let,253648.0
2024,Jihomoravský kraj,Průměrný věk obyvatel (roky),42.92719322
2024,Jihomoravský kraj,Index stáří (%),130.0192224
2024,Olomoucký kraj,Počet obyvatel - celkem,631500.0
2024,Olomoucký kraj,Počet mužů,308853.0
2024,Olomoucký kraj,Počet žen,322647.0
2024,Olomoucký kraj,Počet obyvatel ve věku 0 - 14 let,95930.0
2024,Olomoucký kraj,Počet obyvatel ve věku 15 - 64 let,396466.0
2024,Olomoucký kraj,Počet obyvatel ve věku 65 a více let,139104.0
2024,Olomoucký kraj,Průměrný věk obyvatel (roky),43.81271576
2024,Olomoucký kraj,Index stáří (%),145.0057333
2024,Zlínský kraj,Počet obyvatel - celkem,578998.0
2024,Zlínský kraj,Počet mužů,284122.0
2024,Zlínský kraj,Počet žen,294876.0
2024,Zlínský kraj,Počet obyvatel ve věku 0 - 14 let,86154.0
2024,Zlínský kraj,Počet obyvatel ve věku 15 - 64 let,363508.0
2024,Zlínský kraj,Počet obyvatel ve věku 65 a více let,129336.0
2024,Zlínský kraj,Průměrný věk obyvatel (roky),44.15967758
2024,Zlínský kraj,Index stáří (%),150.1218748
2024,Moravskoslezský kraj,Počet obyvatel - celkem,1182613.0
2024,Moravskoslezský kraj,Počet mužů,579588.0
2024,Moravskoslezský kraj,Počet žen,603025.0
2024,Moravskoslezský kraj,Počet obyvatel ve věku 0 - 14 let,174283.0
2024,Moravskoslezský kraj,Počet obyvatel ve věku 15 - 64 let,753248.0
2024,Moravskoslezský kraj,Počet obyvatel ve věku 65 a více let,255082.0
2024,Moravskoslezský kraj,Průměrný věk obyvatel (roky),43.86316445
2024,Moravskoslezský kraj,Index stáří (%),146.360804
