Typ indexu;Ukazatel;Očištění;Území;Odvětví (NACE);Čtvrtletí;value
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;2. čtvrtletí 2018;100.2567710701
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;3. čtvrtletí 2018;101.4043950029
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;4. čtvrtletí 2018;99.6212564473
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;1. čtvrtletí 2019;98.0589363305
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;2. čtvrtletí 2019;98.5860027903
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;3. čtvrtletí 2019;100.3509456309
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;4. čtvrtletí 2019;104.2384019993
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;1. čtvrtletí 2020;103.6478932637
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;2. čtvrtletí 2020;100.2125070998
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;3. čtvrtletí 2020;105.0326598928
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;4. čtvrtletí 2020;102.5479579418
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;1. čtvrtletí 2021;103.4832668033
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;2. čtvrtletí 2021;104.0433974774
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;3. čtvrtletí 2021;98.2988650409
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;4. čtvrtletí 2021;106.0896964546
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;1. čtvrtletí 2022;101.6466572114
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;2. čtvrtletí 2022;91.3338954237
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;3. čtvrtletí 2022;90.0819628288
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;4. čtvrtletí 2022;89.8689171947
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;1. čtvrtletí 2023;101.1047591982
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;2. čtvrtletí 2023;96.0950269709
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;3. čtvrtletí 2023;93.50851785
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;4. čtvrtletí 2023;91.4697622571
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;1. čtvrtletí 2024;86.3539282831
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;2. čtvrtletí 2024;96.2959013869
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;3. čtvrtletí 2024;97.0256021503
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46 Velkoobchod, kromě motorových vozidel;4. čtvrtletí 2024;97.9552135707
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2016;102.2193470147
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2016;107.6442497821
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2016;103.915956574
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2016;98.5012751196
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2017;98.6033413145
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2017;101.7935915865
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2017;96.9110171472
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2017;98.5920277489
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2018;105.2398997168
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2018;101.5709135324
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2018;103.4574161827
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2018;94.1003263864
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2019;89.3258675052
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2019;92.0617979455
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2019;98.3757048707
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2019;106.4314669655
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2020;104.0311401579
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2020;94.3023754877
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2020;99.5387835178
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2020;99.7642298079
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2021;101.2097176405
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2021;106.6451451697
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2021;98.5566488798
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2021;98.5133198378
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2022;95.2031456484
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2022;94.616456636
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2022;92.1605613002
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2022;96.574578225
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2023;101.0053859122
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2023;105.9675040392
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2023;107.1167560903
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2023;107.7606334535
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;1. čtvrtletí 2024;107.1890894641
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2. čtvrtletí 2024;103.9912514789
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;3. čtvrtletí 2024;105.7413786074
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;4. čtvrtletí 2024;101.1400629152
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2016;91.9926637709
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2016;95.3104606436
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2016;102.9026562395
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2016;108.0288379695
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2017;109.263712444
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2017;92.7221059279
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2017;86.0993502963
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2017;86.4152673902
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2018;80.4362904285
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2018;95.9142237946
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2018;97.6878940916
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2018;92.9787472249
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2019;97.9280840935
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2019;90.6479640992
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2019;94.3901054202
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2019;106.3204032733
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2020;110.7288751747
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2020;104.0386042472
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2020;102.4464909626
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2020;109.346766211
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2021;102.8923169692
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2021;95.9352459939
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2021;96.7820264894
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2021;90.918934485
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2022;85.489999164
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2022;82.4274972486
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2022;90.8114262739
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2022;91.3976656709
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2023;93.4715662098
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2023;121.2125292378
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2023;107.1196088113
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2023;102.7669800622
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;1. čtvrtletí 2024;122.8055237969
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2. čtvrtletí 2024;105.2201974229
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;3. čtvrtletí 2024;98.4504063586
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;4. čtvrtletí 2024;101.2649960113
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;1. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;3. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;4. čtvrtletí 2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;1. čtvrtletí 2016;111.5370389915
