Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2012;110.1201749957
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2012;111.5352163626
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2012;112.3706404221
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2012;112.7569217471
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2012;113.6126519452
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2012;113.502254601
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2012;111.692094111
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2012;112.2731426652
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2012;114.070724106
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2012;115.3949715949
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2012;120.1726749723
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2012;122.387439193
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2011;110.6521511009
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2011;111.0294868967
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2011;111.7225635934
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2011;112.6556570849
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2011;114.3559256127
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2011;115.2451538119
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2011;116.6038324601
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2011;116.3177527155
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2011;114.3028387366
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2011;116.5829186099
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2011;117.7298302802
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2011;119.7379966629
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2010;118.3894811388
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2010;117.4890296356
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2010;116.5048701453
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2010;116.3146368941
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2010;115.4304249357
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2010;113.1070570947
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2010;113.5148115431
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2010;113.2937109303
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2010;110.2330106232
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2010;106.4868416329
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2010;103.2439007608
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2010;95.7766555778
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2009;84.0137977805
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2009;82.9625230531
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2009;82.1560043223
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2009;81.7049856475
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2009;81.129486804
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2009;81.1794962386
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2009;80.9575749282
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2009;80.7754226589
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2009;82.291102119
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2009;84.6330434411
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2009;80.6695845842
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2009;83.6325661793
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2008;101.241297576
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2008;101.9458169039
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2008;103.3227230473
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2008;104.2872799731
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2008;103.952838595
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2008;105.2582623894
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2008;105.0337684131
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2008;104.6021893676
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2008;106.1350234053
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2008;104.8952493052
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2008;110.8219567583
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2008;111.4016413292
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2007;113.7023618326
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2007;115.0011220742
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2007;115.9747277688
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2007;116.6123586606
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2007;118.029962296
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2007;118.9752312304
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2007;119.3516963064
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2007;121.4776708397
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2007;123.4612763072
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2007;123.4680195084
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2007;127.47591802
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2007;131.3782061075
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2006;117.0451606622
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2006;117.3259806727
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2006;117.6377374398
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2006;116.7453034416
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2006;116.8115702127
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2006;116.7184991854
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2006;116.0639495195
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2006;116.3354203171
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2006;115.4892481983
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2006;117.3244598478
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2006;111.3743764922
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2006;107.8270223834
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2005;105.8441744641
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2005;106.221762806
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2005;106.652275418
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2005;106.9407977233
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2005;107.8446428174
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2005;107.5084845652
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2005;108.4339822358
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2005;108.8962508609
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2005;108.8952001699
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2005;108.6920329646
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2005;114.3673482759
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2005;116.3892739689
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2004;117.6210584865
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2004;117.5567739237
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2004;116.25855106
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2004;116.6384370993
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2004;118.0249164938
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2004;117.7112158784
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2004;119.0300467042
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2004;117.189004981
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2004;115.4323619759
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2004;114.8401446938
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2004;111.6697104598
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2004;106.885974664
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2003;108.7955197231
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2003;108.7310876503
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2003;110.4988337267
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2003;110.8477856361
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2003;109.1151653488
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2003;109.057919926
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2003;108.8593876561
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2003;108.1137387855
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2003;109.878399187
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2003;110.5782133727
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2003;107.3688915449
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2003;110.830109736
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2002;107.9223407391
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2002;106.5245130481
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2002;104.9127281861
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2002;104.4041593482
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2002;102.4786541526
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2002;102.7858002593
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2002;100.8337953656
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2002;100.9655428946
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2002;102.2825158886
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2002;101.459098331
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2002;103.8066429254
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2002;102.1973039011
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2001;111.2098252882
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2001;112.6621182718
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2001;113.0051481148
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2001;113.3937974382
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2001;114.4802791552
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2001;116.1532783528
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2001;117.3895540406
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2001;119.9588466894
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2001;120.5856349587
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2001;120.00237018
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2001;122.8723607482
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2001;131.6789287267
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – září 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden – únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba elektrických  zařízení;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – březen 2025;102.2444577551
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – únor 2025;97.7287741306
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden 2025;96.9606167976
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – prosinec 2024;91.8381820146
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – listopad 2024;92.0445836427
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – říjen 2024;91.7707046416
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – září 2024;91.3866778753
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – srpen 2024;90.4361863728
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červenec 2024;90.5945477855
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červen 2024;88.4129175303
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – květen 2024;89.4962497028
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – duben 2024;90.1358380323
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – březen 2024;85.6070829439
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – únor 2024;89.166120826
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden 2024;89.7671379651
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – prosinec 2023;98.0539805599
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – listopad 2023;98.7327329912
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – říjen 2023;99.9523837913
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – září 2023;100.5338216207
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – srpen 2023;102.413353736
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červenec 2023;103.2700470637
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červen 2023;104.7366526464
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – květen 2023;104.949589356
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – duben 2023;105.4085378172
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – březen 2023;107.1582467022
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – únor 2023;107.9335279448
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden 2023;105.9156024198
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – prosinec 2022;104.8412292983
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – listopad 2022;104.7764596524
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – říjen 2022;104.5840119064
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – září 2022;104.1847489909
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – srpen 2022;103.7608493829
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červenec 2022;102.9826685029
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červen 2022;103.3635568415
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – květen 2022;103.4255578839
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – duben 2022;103.7873399679
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – březen 2022;105.7368143981
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – únor 2022;108.5866879376
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden 2022;115.3240812454
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – prosinec 2021;108.897947631
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – listopad 2021;109.7125684725
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – říjen 2021;109.393892556
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – září 2021;110.4407450784
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – srpen 2021;110.8927533506
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červenec 2021;110.6091228747
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červen 2021;112.847898372
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – květen 2021;112.7067862452
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – duben 2021;107.7358978328
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – březen 2021;100.257837048
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – únor 2021;92.9345821102
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden 2021;90.6420703862
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – prosinec 2020;87.5359049781
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – listopad 2020;86.3260652479
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – říjen 2020;85.8171740453
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – září 2020;85.4851322265
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – srpen 2020;84.4604802935
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červenec 2020;84.438870386
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červen 2020;83.6198304136
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – květen 2020;82.9931854496
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – duben 2020;86.2871920599
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – březen 2020;92.5098559854
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – únor 2020;97.0697823417
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden 2020;96.5920758491
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – prosinec 2019;99.3876986601
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – listopad 2019;99.0486913218
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – říjen 2019;99.7433905796
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – září 2019;100.2835980792
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – srpen 2019;100.366282356
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červenec 2019;101.4128155846
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – červen 2019;100.4957907648
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – květen 2019;101.9678883338
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – duben 2019;102.616877808
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – březen 2019;102.4371509626
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden – únor 2019;100.4658522144
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba strojů a  zařízení, j.n.;leden 2019;98.2640384263
