Ukazatel;Území;Roky;value
Počet obyvatel - celkem;Kraj Vysočina;1998;522267.0
Počet obyvatel - celkem;Kraj Vysočina;1997;522616.0
Počet obyvatel - celkem;Kraj Vysočina;1996;522862.0
Počet obyvatel - celkem;Kraj Vysočina;1995;522846.0
Počet obyvatel - celkem;Kraj Vysočina;1994;523089.0
Počet obyvatel - celkem;Kraj Vysočina;1993;522823.0
Počet obyvatel - celkem;Kraj Vysočina;1992;522195.0
Počet obyvatel - celkem;Kraj Vysočina;1991;521517.0
Počet obyvatel - celkem;Kraj Vysočina;1990;521084.0
Počet obyvatel - celkem;Kraj Vysočina;1989;522504.0
Počet obyvatel - celkem;Kraj Vysočina;1988;
Počet obyvatel - celkem;Kraj Vysočina;1987;
Počet obyvatel - celkem;Kraj Vysočina;1986;
Počet obyvatel - celkem;Kraj Vysočina;1985;
Počet obyvatel - celkem;Kraj Vysočina;1984;
Počet obyvatel - celkem;Kraj Vysočina;1983;
Počet obyvatel - celkem;Kraj Vysočina;1982;
Počet obyvatel - celkem;Kraj Vysočina;1981;
Počet obyvatel - celkem;Jihomoravský kraj;2024;1229343.0
Počet obyvatel - celkem;Jihomoravský kraj;2023;1226749.0
Počet obyvatel - celkem;Jihomoravský kraj;2022;1217200.0
Počet obyvatel - celkem;Jihomoravský kraj;2021;1184568.0
Počet obyvatel - celkem;Jihomoravský kraj;2020;1195327.0
Počet obyvatel - celkem;Jihomoravský kraj;2019;1191989.0
Počet obyvatel - celkem;Jihomoravský kraj;2018;1187667.0
Počet obyvatel - celkem;Jihomoravský kraj;2017;1183207.0
Počet obyvatel - celkem;Jihomoravský kraj;2016;1178812.0
Počet obyvatel - celkem;Jihomoravský kraj;2015;1175025.0
Počet obyvatel - celkem;Jihomoravský kraj;2014;1172853.0
Počet obyvatel - celkem;Jihomoravský kraj;2013;1170078.0
Počet obyvatel - celkem;Jihomoravský kraj;2012;1168650.0
Počet obyvatel - celkem;Jihomoravský kraj;2011;1166313.0
Počet obyvatel - celkem;Jihomoravský kraj;2010;1154654.0
Počet obyvatel - celkem;Jihomoravský kraj;2009;1151708.0
Počet obyvatel - celkem;Jihomoravský kraj;2008;1147146.0
Počet obyvatel - celkem;Jihomoravský kraj;2007;1140534.0
Počet obyvatel - celkem;Jihomoravský kraj;2006;1132563.0
Počet obyvatel - celkem;Jihomoravský kraj;2005;1130358.0
Počet obyvatel - celkem;Jihomoravský kraj;2004;1123201.0
Počet obyvatel - celkem;Jihomoravský kraj;2003;1122570.0
Počet obyvatel - celkem;Jihomoravský kraj;2002;1121792.0
Počet obyvatel - celkem;Jihomoravský kraj;2001;1124493.0
Počet obyvatel - celkem;Jihomoravský kraj;2000;1135586.0
Počet obyvatel - celkem;Jihomoravský kraj;1999;1137289.0
Počet obyvatel - celkem;Jihomoravský kraj;1998;1138174.0
Počet obyvatel - celkem;Jihomoravský kraj;1997;1138725.0
Počet obyvatel - celkem;Jihomoravský kraj;1996;1139795.0
Počet obyvatel - celkem;Jihomoravský kraj;1995;1141172.0
Počet obyvatel - celkem;Jihomoravský kraj;1994;1141953.0
Počet obyvatel - celkem;Jihomoravský kraj;1993;1141313.0
Počet obyvatel - celkem;Jihomoravský kraj;1992;1140371.0
Počet obyvatel - celkem;Jihomoravský kraj;1991;1137997.0
Počet obyvatel - celkem;Jihomoravský kraj;1990;1136928.0
Počet obyvatel - celkem;Jihomoravský kraj;1989;1143013.0
Počet obyvatel - celkem;Jihomoravský kraj;1988;
Počet obyvatel - celkem;Jihomoravský kraj;1987;
Počet obyvatel - celkem;Jihomoravský kraj;1986;
Počet obyvatel - celkem;Jihomoravský kraj;1985;
Počet obyvatel - celkem;Jihomoravský kraj;1984;
Počet obyvatel - celkem;Jihomoravský kraj;1983;
Počet obyvatel - celkem;Jihomoravský kraj;1982;
Počet obyvatel - celkem;Jihomoravský kraj;1981;
Počet obyvatel - celkem;Olomoucký kraj;2024;631500.0
Počet obyvatel - celkem;Olomoucký kraj;2023;632864.0
Počet obyvatel - celkem;Olomoucký kraj;2022;631802.0
Počet obyvatel - celkem;Olomoucký kraj;2021;622930.0
Počet obyvatel - celkem;Olomoucký kraj;2020;630522.0
Počet obyvatel - celkem;Olomoucký kraj;2019;632015.0
Počet obyvatel - celkem;Olomoucký kraj;2018;632492.0
Počet obyvatel - celkem;Olomoucký kraj;2017;633178.0
Počet obyvatel - celkem;Olomoucký kraj;2016;633925.0
Počet obyvatel - celkem;Olomoucký kraj;2015;634718.0
Počet obyvatel - celkem;Olomoucký kraj;2014;635711.0
Počet obyvatel - celkem;Olomoucký kraj;2013;636356.0
Počet obyvatel - celkem;Olomoucký kraj;2012;637609.0
Počet obyvatel - celkem;Olomoucký kraj;2011;638638.0
Počet obyvatel - celkem;Olomoucký kraj;2010;641681.0
Počet obyvatel - celkem;Olomoucký kraj;2009;642041.0
Počet obyvatel - celkem;Olomoucký kraj;2008;642137.0
Počet obyvatel - celkem;Olomoucký kraj;2007;641791.0
Počet obyvatel - celkem;Olomoucký kraj;2006;639894.0
Počet obyvatel - celkem;Olomoucký kraj;2005;639161.0
Počet obyvatel - celkem;Olomoucký kraj;2004;635126.0
Počet obyvatel - celkem;Olomoucký kraj;2003;636313.0
Počet obyvatel - celkem;Olomoucký kraj;2002;636750.0
Počet obyvatel - celkem;Olomoucký kraj;2001;638374.0
Počet obyvatel - celkem;Olomoucký kraj;2000;641072.0
Počet obyvatel - celkem;Olomoucký kraj;1999;642016.0
Počet obyvatel - celkem;Olomoucký kraj;1998;642961.0
Počet obyvatel - celkem;Olomoucký kraj;1997;643946.0
Počet obyvatel - celkem;Olomoucký kraj;1996;644987.0
Počet obyvatel - celkem;Olomoucký kraj;1995;641163.0
Počet obyvatel - celkem;Olomoucký kraj;1994;641857.0
Počet obyvatel - celkem;Olomoucký kraj;1993;641245.0
Počet obyvatel - celkem;Olomoucký kraj;1992;640541.0
Počet obyvatel - celkem;Olomoucký kraj;1991;638791.0
Počet obyvatel - celkem;Olomoucký kraj;1990;638172.0
Počet obyvatel - celkem;Olomoucký kraj;1989;641719.0
Počet obyvatel - celkem;Olomoucký kraj;1988;
Počet obyvatel - celkem;Olomoucký kraj;1987;
Počet obyvatel - celkem;Olomoucký kraj;1986;
Počet obyvatel - celkem;Olomoucký kraj;1985;
Počet obyvatel - celkem;Olomoucký kraj;1984;
Počet obyvatel - celkem;Olomoucký kraj;1983;
Počet obyvatel - celkem;Olomoucký kraj;1982;
Počet obyvatel - celkem;Olomoucký kraj;1981;
Počet obyvatel - celkem;Zlínský kraj;2024;578998.0
Počet obyvatel - celkem;Zlínský kraj;2023;580744.0
Počet obyvatel - celkem;Zlínský kraj;2022;580531.0
Počet obyvatel - celkem;Zlínský kraj;2021;572432.0
Počet obyvatel - celkem;Zlínský kraj;2020;580119.0
Počet obyvatel - celkem;Zlínský kraj;2019;582555.0
Počet obyvatel - celkem;Zlínský kraj;2018;582921.0
Počet obyvatel - celkem;Zlínský kraj;2017;583056.0
Počet obyvatel - celkem;Zlínský kraj;2016;583698.0
Počet obyvatel - celkem;Zlínský kraj;2015;584676.0
Počet obyvatel - celkem;Zlínský kraj;2014;585261.0
Počet obyvatel - celkem;Zlínský kraj;2013;586299.0
Počet obyvatel - celkem;Zlínský kraj;2012;587693.0
Počet obyvatel - celkem;Zlínský kraj;2011;589030.0
Počet obyvatel - celkem;Zlínský kraj;2010;590361.0
Počet obyvatel - celkem;Zlínský kraj;2009;591042.0
Počet obyvatel - celkem;Zlínský kraj;2008;591412.0
Počet obyvatel - celkem;Zlínský kraj;2007;590780.0
Počet obyvatel - celkem;Zlínský kraj;2006;589839.0
Počet obyvatel - celkem;Zlínský kraj;2005;590142.0
Počet obyvatel - celkem;Zlínský kraj;2004;590706.0
Počet obyvatel - celkem;Zlínský kraj;2003;591866.0
Počet obyvatel - celkem;Zlínský kraj;2002;593130.0
Počet obyvatel - celkem;Zlínský kraj;2001;594060.0
Počet obyvatel - celkem;Zlínský kraj;2000;597890.0
Počet obyvatel - celkem;Zlínský kraj;1999;598339.0
Počet obyvatel - celkem;Zlínský kraj;1998;598789.0
Počet obyvatel - celkem;Zlínský kraj;1997;599431.0
Počet obyvatel - celkem;Zlínský kraj;1996;600203.0
Počet obyvatel - celkem;Zlínský kraj;1995;600617.0
Počet obyvatel - celkem;Zlínský kraj;1994;601235.0
Počet obyvatel - celkem;Zlínský kraj;1993;600915.0
Počet obyvatel - celkem;Zlínský kraj;1992;599586.0
Počet obyvatel - celkem;Zlínský kraj;1991;598110.0
Počet obyvatel - celkem;Zlínský kraj;1990;596872.0
Počet obyvatel - celkem;Zlínský kraj;1989;597123.0
Počet obyvatel - celkem;Zlínský kraj;1988;
Počet obyvatel - celkem;Zlínský kraj;1987;
Počet obyvatel - celkem;Zlínský kraj;1986;
Počet obyvatel - celkem;Zlínský kraj;1985;
Počet obyvatel - celkem;Zlínský kraj;1984;
Počet obyvatel - celkem;Zlínský kraj;1983;
Počet obyvatel - celkem;Zlínský kraj;1982;
Počet obyvatel - celkem;Zlínský kraj;1981;
Počet obyvatel - celkem;Moravskoslezský kraj;2024;1182613.0
Počet obyvatel - celkem;Moravskoslezský kraj;2023;1189204.0
Počet obyvatel - celkem;Moravskoslezský kraj;2022;1189674.0
Počet obyvatel - celkem;Moravskoslezský kraj;2021;1177989.0
Počet obyvatel - celkem;Moravskoslezský kraj;2020;1192834.0
Počet obyvatel - celkem;Moravskoslezský kraj;2019;1200539.0
Počet obyvatel - celkem;Moravskoslezský kraj;2018;1203299.0
Počet obyvatel - celkem;Moravskoslezský kraj;2017;1205886.0
Počet obyvatel - celkem;Moravskoslezský kraj;2016;1209879.0
Počet obyvatel - celkem;Moravskoslezský kraj;2015;1213311.0
Počet obyvatel - celkem;Moravskoslezský kraj;2014;1217676.0
Počet obyvatel - celkem;Moravskoslezský kraj;2013;1221832.0
Počet obyvatel - celkem;Moravskoslezský kraj;2012;1226602.0
Počet obyvatel - celkem;Moravskoslezský kraj;2011;1230613.0
Počet obyvatel - celkem;Moravskoslezský kraj;2010;1243220.0
Počet obyvatel - celkem;Moravskoslezský kraj;2009;1247373.0
Počet obyvatel - celkem;Moravskoslezský kraj;2008;1250255.0
Počet obyvatel - celkem;Moravskoslezský kraj;2007;1249897.0
Počet obyvatel - celkem;Moravskoslezský kraj;2006;1249290.0
Počet obyvatel - celkem;Moravskoslezský kraj;2005;1250769.0
Počet obyvatel - celkem;Moravskoslezský kraj;2004;1257554.0
Počet obyvatel - celkem;Moravskoslezský kraj;2003;1260277.0
Počet obyvatel - celkem;Moravskoslezský kraj;2002;1262660.0
Počet obyvatel - celkem;Moravskoslezský kraj;2001;1265912.0
Počet obyvatel - celkem;Moravskoslezský kraj;2000;1278036.0
Počet obyvatel - celkem;Moravskoslezský kraj;1999;1281410.0
Počet obyvatel - celkem;Moravskoslezský kraj;1998;1283911.0
Počet obyvatel - celkem;Moravskoslezský kraj;1997;1285936.0
Počet obyvatel - celkem;Moravskoslezský kraj;1996;1287413.0
Počet obyvatel - celkem;Moravskoslezský kraj;1995;1293643.0
Počet obyvatel - celkem;Moravskoslezský kraj;1994;1294807.0
Počet obyvatel - celkem;Moravskoslezský kraj;1993;1294328.0
Počet obyvatel - celkem;Moravskoslezský kraj;1992;1292723.0
Počet obyvatel - celkem;Moravskoslezský kraj;1991;1290151.0
Počet obyvatel - celkem;Moravskoslezský kraj;1990;1287532.0
Počet obyvatel - celkem;Moravskoslezský kraj;1989;1297312.0
Počet obyvatel - celkem;Moravskoslezský kraj;1988;
Počet obyvatel - celkem;Moravskoslezský kraj;1987;
Počet obyvatel - celkem;Moravskoslezský kraj;1986;
Počet obyvatel - celkem;Moravskoslezský kraj;1985;
Počet obyvatel - celkem;Moravskoslezský kraj;1984;
Počet obyvatel - celkem;Moravskoslezský kraj;1983;
Počet obyvatel - celkem;Moravskoslezský kraj;1982;
Počet obyvatel - celkem;Moravskoslezský kraj;1981;
