Roky,Území,Ukazatel,value
2023,Česko,Počet obyvatel - celkem,10900555.0
2023,Česko,Počet mužů,5342610.0
2023,Česko,Počet žen,5557945.0
2023,Česko,Počet obyvatel ve věku 0 - 14 let,1727758.0
2023,Česko,Počet obyvatel ve věku 15 - 64 let,6935475.0
2023,Česko,Počet obyvatel ve věku 65 a více let,2237322.0
2023,Česko,Průměrný věk obyvatel (roky),42.80415635
2023,Česko,Index stáří (%),129.4927878
2023,Hlavní město Praha,Počet obyvatel - celkem,1384732.0
2023,Hlavní město Praha,Počet mužů,670680.0
2023,Hlavní město Praha,Počet žen,714052.0
2023,Hlavní město Praha,Počet obyvatel ve věku 0 - 14 let,218647.0
2023,Hlavní město Praha,Počet obyvatel ve věku 15 - 64 let,909437.0
2023,Hlavní město Praha,Počet obyvatel ve věku 65 a více let,256648.0
2023,Hlavní město Praha,Průměrný věk obyvatel (roky),41.72066292
2023,Hlavní město Praha,Index stáří (%),117.3800692
2023,Středočeský kraj,Počet obyvatel - celkem,1455940.0
2023,Středočeský kraj,Počet mužů,714752.0
2023,Středočeský kraj,Počet žen,741188.0
2023,Středočeský kraj,Počet obyvatel ve věku 0 - 14 let,256263.0
2023,Středočeský kraj,Počet obyvatel ve věku 15 - 64 let,927230.0
2023,Středočeský kraj,Počet obyvatel ve věku 65 a více let,272447.0
2023,Středočeský kraj,Průměrný věk obyvatel (roky),41.51859692
2023,Středočeský kraj,Index stáří (%),106.3153869
2023,Jihočeský kraj,Počet obyvatel - celkem,654505.0
2023,Jihočeský kraj,Počet mužů,322338.0
2023,Jihočeský kraj,Počet žen,332167.0
2023,Jihočeský kraj,Počet obyvatel ve věku 0 - 14 let,102765.0
2023,Jihočeský kraj,Počet obyvatel ve věku 15 - 64 let,410715.0
2023,Jihočeský kraj,Počet obyvatel ve věku 65 a více let,141025.0
2023,Jihočeský kraj,Průměrný věk obyvatel (roky),43.29955692
2023,Jihočeský kraj,Index stáří (%),137.2305746
2023,Plzeňský kraj,Počet obyvatel - celkem,613374.0
2023,Plzeňský kraj,Počet mužů,301029.0
2023,Plzeňský kraj,Počet žen,312345.0
2023,Plzeňský kraj,Počet obyvatel ve věku 0 - 14 let,94026.0
2023,Plzeňský kraj,Počet obyvatel ve věku 15 - 64 let,393322.0
2023,Plzeňský kraj,Počet obyvatel ve věku 65 a více let,126026.0
2023,Plzeňský kraj,Průměrný věk obyvatel (roky),42.95846254
2023,Plzeňský kraj,Index stáří (%),134.0331398
2023,Karlovarský kraj,Počet obyvatel - celkem,295077.0
2023,Karlovarský kraj,Počet mužů,143579.0
2023,Karlovarský kraj,Počet žen,151498.0
2023,Karlovarský kraj,Počet obyvatel ve věku 0 - 14 let,43393.0
2023,Karlovarský kraj,Počet obyvatel ve věku 15 - 64 let,188837.0
2023,Karlovarský kraj,Počet obyvatel ve věku 65 a více let,62847.0
2023,Karlovarský kraj,Průměrný věk obyvatel (roky),43.62844444
2023,Karlovarský kraj,Index stáří (%),144.8321158
2023,Ústecký kraj,Počet obyvatel - celkem,811169.0
2023,Ústecký kraj,Počet mužů,399430.0
2023,Ústecký kraj,Počet žen,411739.0
2023,Ústecký kraj,Počet obyvatel ve věku 0 - 14 let,125649.0
2023,Ústecký kraj,Počet obyvatel ve věku 15 - 64 let,518141.0
2023,Ústecký kraj,Počet obyvatel ve věku 65 a více let,167379.0
2023,Ústecký kraj,Průměrný věk obyvatel (roky),42.90398487
2023,Ústecký kraj,Index stáří (%),133.2115656
2023,Liberecký kraj,Počet obyvatel - celkem,450728.0
2023,Liberecký kraj,Počet mužů,220938.0
2023,Liberecký kraj,Počet žen,229790.0
2023,Liberecký kraj,Počet obyvatel ve věku 0 - 14 let,71560.0
2023,Liberecký kraj,Počet obyvatel ve věku 15 - 64 let,285215.0
2023,Liberecký kraj,Počet obyvatel ve věku 65 a více let,93953.0
2023,Liberecký kraj,Průměrný věk obyvatel (roky),42.86556415
2023,Liberecký kraj,Index stáří (%),131.2926216
2023,Královéhradecký kraj,Počet obyvatel - celkem,556949.0
2023,Královéhradecký kraj,Počet mužů,273632.0
2023,Královéhradecký kraj,Počet žen,283317.0
2023,Královéhradecký kraj,Počet obyvatel ve věku 0 - 14 let,85947.0
2023,Královéhradecký kraj,Počet obyvatel ve věku 15 - 64 let,345988.0
2023,Královéhradecký kraj,Počet obyvatel ve věku 65 a více let,125014.0
2023,Královéhradecký kraj,Průměrný věk obyvatel (roky),43.68553404
2023,Královéhradecký kraj,Index stáří (%),145.454757
2023,Pardubický kraj,Počet obyvatel - celkem,530560.0
2023,Pardubický kraj,Počet mužů,262028.0
2023,Pardubický kraj,Počet žen,268532.0
2023,Pardubický kraj,Počet obyvatel ve věku 0 - 14 let,84560.0
2023,Pardubický kraj,Počet obyvatel ve věku 15 - 64 let,334506.0
2023,Pardubický kraj,Počet obyvatel ve věku 65 a více let,111494.0
2023,Pardubický kraj,Průměrný věk obyvatel (roky),42.89751206
2023,Pardubický kraj,Index stáří (%),131.8519395
2023,Kraj Vysočina,Počet obyvatel - celkem,517960.0
2023,Kraj Vysočina,Počet mužů,257012.0
2023,Kraj Vysočina,Počet žen,260948.0
2023,Kraj Vysočina,Počet obyvatel ve věku 0 - 14 let,81172.0
2023,Kraj Vysočina,Počet obyvatel ve věku 15 - 64 let,325800.0
2023,Kraj Vysočina,Počet obyvatel ve věku 65 a více let,110988.0
2023,Kraj Vysočina,Průměrný věk obyvatel (roky),43.29046838
2023,Kraj Vysočina,Index stáří (%),136.731878
2023,Jihomoravský kraj,Počet obyvatel - celkem,1226749.0
2023,Jihomoravský kraj,Počet mužů,600541.0
2023,Jihomoravský kraj,Počet žen,626208.0
2023,Jihomoravský kraj,Počet obyvatel ve věku 0 - 14 let,198417.0
2023,Jihomoravský kraj,Počet obyvatel ve věku 15 - 64 let,777424.0
2023,Jihomoravský kraj,Počet obyvatel ve věku 65 a více let,250908.0
2023,Jihomoravský kraj,Průměrný věk obyvatel (roky),42.68178861
2023,Jihomoravský kraj,Index stáří (%),126.4548905
2023,Olomoucký kraj,Počet obyvatel - celkem,632864.0
2023,Olomoucký kraj,Počet mužů,309380.0
2023,Olomoucký kraj,Počet žen,323484.0
2023,Olomoucký kraj,Počet obyvatel ve věku 0 - 14 let,98340.0
2023,Olomoucký kraj,Počet obyvatel ve věku 15 - 64 let,396702.0
2023,Olomoucký kraj,Počet obyvatel ve věku 65 a více let,137822.0
2023,Olomoucký kraj,Průměrný věk obyvatel (roky),43.52863806
2023,Olomoucký kraj,Index stáří (%),140.1484645
2023,Zlínský kraj,Počet obyvatel - celkem,580744.0
