Území;Ukazatel;Roky;value
Česko;Počet okrsků;2004;14763.0
Česko;Počet okrsků;2009;14777.0
Česko;Počet okrsků;2014;14777.0
Česko;Počet okrsků;2019;14766.0
Česko;Počet okrsků;2024;14714.0
Česko;Voliči v seznamu;2004;8283485.0
Česko;Voliči v seznamu;2009;8401374.0
Česko;Voliči v seznamu;2014;8395132.0
Česko;Voliči v seznamu;2019;8316737.0
Česko;Voliči v seznamu;2024;8212628.0
Česko;Vydané obálky;2004;2346010.0
Česko;Vydané obálky;2009;2371009.0
Česko;Vydané obálky;2014;1528250.0
Česko;Vydané obálky;2019;2388304.0
Česko;Vydané obálky;2024;2993252.0
Česko;Volební účast (%);2004;28.32
Česko;Volební účast (%);2009;28.22
Česko;Volební účast (%);2014;18.2
Česko;Volební účast (%);2019;28.72
Česko;Volební účast (%);2024;36.45
Česko;Odevzdané obálky;2004;2344290.0
Česko;Odevzdané obálky;2009;2369137.0
Česko;Odevzdané obálky;2014;1527367.0
Česko;Odevzdané obálky;2019;2387378.0
Česko;Odevzdané obálky;2024;2991682.0
Česko;Platné hlasy;2004;2332862.0
Česko;Platné hlasy;2009;2358934.0
Česko;Platné hlasy;2014;1515492.0
Česko;Platné hlasy;2019;2370765.0
Česko;Platné hlasy;2024;2968889.0
Česko;Počet kandidátů;2004;806.0
Česko;Počet kandidátů;2009;708.0
Česko;Počet kandidátů;2014;849.0
Česko;Počet kandidátů;2019;841.0
Česko;Počet kandidátů;2024;674.0
Česko;Počet zvolených mužů;2004;
Česko;Počet zvolených mužů;2009;
Česko;Počet zvolených mužů;2014;
Česko;Počet zvolených mužů;2019;14.0
Česko;Počet zvolených mužů;2024;13.0
Česko;Počet zvolených žen;2004;
Česko;Počet zvolených žen;2009;
Česko;Počet zvolených žen;2014;
Česko;Počet zvolených žen;2019;7.0
Česko;Počet zvolených žen;2024;8.0
