Typ indexu;Ukazatel;Očištění;Území;CZ NACE;Roky;value
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2019;100.7482707975
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2020;88.0450826709
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2021;106.4280055746
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2022;109.0551313365
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2023;98.5311929743
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;H,I,J,L,M a N SLUŽBY CELKEM (bez CZ-NACE 72 a 75);2024;102.2166672715
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2001;105.0982630713
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2002;96.0965597036
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2003;107.6415310839
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2004;107.0058167305
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2005;106.5716065135
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2006;106.8536042532
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2007;108.2617308356
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2008;98.9209628164
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2009;90.4697018499
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2010;103.1682439639
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2011;101.330930349
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2012;100.9895815797
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2013;103.8992018365
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2014;102.1298616006
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2015;100.7724565309
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2016;101.0987782949
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2017;103.5756119267
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2018;104.5382939349
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2019;99.7064579977
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2020;89.208106931
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2021;111.0047027373
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2022;109.1825001936
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2023;91.8139974839
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2024;104.4847395406
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2001;102.939732274
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2002;92.956473013
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2003;107.9031298771
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2004;106.0878321394
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2005;110.3929380261
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2006;106.1075750777
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2007;105.1919691289
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2008;97.569659639
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2009;88.0946270412
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2010;103.7513414827
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2011;102.2191080473
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2012;99.924376039
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2013;103.5601700106
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2014;103.1921209352
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2015;104.4638597905
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2016;100.0598779542
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2017;102.1612927109
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2018;104.0472898948
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2019;99.5468743921
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2020;89.0042330483
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2021;105.8693322663
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2022;108.5271475733
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2023;92.1401101005
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;49 Pozemní a potrubní doprava;2024;102.85763088
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2001;95.5810196879
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2002;65.8884706658
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2003;100.3113280716
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2004;138.3118013885
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2005;139.318198433
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2006;95.454559091
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2007;99.387683312
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2008;86.0946297875
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2009;73.0674046969
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2010;81.8409726075
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2011;76.5020180827
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2012;102.8077601249
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2013;101.2414212161
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2014;102.5870983586
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2015;95.8415629776
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2016;102.7443452352
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2017;99.7011954242
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2018;115.6642692618
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2019;107.3234084071
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2020;63.8424040268
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2021;98.1664239022
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2022;128.0106584997
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2023;103.8288285569
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;50 Vodní doprava;2024;99.2938859546
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2001;100.7213407653
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2002;93.3089765835
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2003;101.4216832897
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2004;112.5524451809
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2005;119.7170754281
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2006;101.347190538
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2007;104.1181294934
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2008;105.4617899892
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2009;89.4828815862
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2010;88.3813814507
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2011;101.8081894232
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2012;93.9535278088
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2013;100.0533801076
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2014;97.9366031057
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2015;96.1612438501
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2016;99.9506319205
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2017;109.0528488402
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2018;105.0243310734
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2019;97.7785093389
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2020;35.1434918751
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2021;114.8739148795
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2022;184.820750008
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2023;108.9916711116
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;51 Letecká doprava;2024;120.6881704349
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2001;115.6086701637
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2002;104.6295796257
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2003;112.0768578458
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2004;108.7736318865
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2005;97.7986128814
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2006;111.249511784
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2007;117.219648698
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2008;103.020627697
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2009;92.5409201939
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2010;104.7434324162
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2011;99.7314800951
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2012;105.4599309427
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2013;108.1623621412
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2014;102.4003400979
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2015;95.9786555612
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2016;103.1644734943
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2017;105.2623670538
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2018;106.4084148946
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2019;97.4548947378
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2020;94.1350124922
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2021;119.2430056132
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2022;108.6283534013
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2023;88.7155105752
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;52 Skladování a vedlejší činnosti v dopravě;2024;105.4535291946
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;53 Poštovní a kurýrní činnosti;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;53 Poštovní a kurýrní činnosti;2001;99.0691406419
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;53 Poštovní a kurýrní činnosti;2002;98.0453066243
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Sezónně očištěno, včetně očištění o kalendářní vlivy;Česko;53 Poštovní a kurýrní činnosti;2003;98.7747462679
