Území;Instituce;Ukazatel;Roky;value
Česko;Bankovní peněžní instituce;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2018;7446.957
Česko;Bankovní peněžní instituce;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2019;7969.41
Česko;Bankovní peněžní instituce;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2020;8033.6845275963
Česko;Bankovní peněžní instituce;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2021;8846.985
Česko;Bankovní peněžní instituce;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2022;11502.549
Česko;Bankovní peněžní instituce;Nákup nového DNM a DNM vytvořený ve vlastní režii;2018;1806.649
Česko;Bankovní peněžní instituce;Nákup nového DNM a DNM vytvořený ve vlastní režii;2019;2538.431
Česko;Bankovní peněžní instituce;Nákup nového DNM a DNM vytvořený ve vlastní režii;2020;1696.0186667029
Česko;Bankovní peněžní instituce;Nákup nového DNM a DNM vytvořený ve vlastní režii;2021;2444.507
Česko;Bankovní peněžní instituce;Nákup nového DNM a DNM vytvořený ve vlastní režii;2022;4396.894
Česko;Bankovní peněžní instituce;Technické zhodnocení dlouhodobého nehmotného majetku;2018;5640.308
Česko;Bankovní peněžní instituce;Technické zhodnocení dlouhodobého nehmotného majetku;2019;5430.979
Česko;Bankovní peněžní instituce;Technické zhodnocení dlouhodobého nehmotného majetku;2020;6337.6658608934
Česko;Bankovní peněžní instituce;Technické zhodnocení dlouhodobého nehmotného majetku;2021;6250.758
Česko;Bankovní peněžní instituce;Technické zhodnocení dlouhodobého nehmotného majetku;2022;5850.899
Česko;Bankovní peněžní instituce;Stav dlouhodobého nehmotného majetku - brutto;2018;67917.954
Česko;Bankovní peněžní instituce;Stav dlouhodobého nehmotného majetku - brutto;2019;75233.373
Česko;Bankovní peněžní instituce;Stav dlouhodobého nehmotného majetku - brutto;2020;78534.513031501
Česko;Bankovní peněžní instituce;Stav dlouhodobého nehmotného majetku - brutto;2021;85735.302
Česko;Bankovní peněžní instituce;Stav dlouhodobého nehmotného majetku - brutto;2022;90541.061
