Ukazatel;Věkové skupiny;Pohlaví;Roky;Okres vystěhování;Okres přistěhování;value
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Šumperk;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Kroměříž;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Uherské Hradiště;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Vsetín;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Zlín;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Bruntál;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Frýdek-Místek;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Karviná;21.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Nový Jičín;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Opava;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Děčín;Ostrava-město;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Praha;340.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Benešov;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Beroun;29.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Kladno;40.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Kolín;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Kutná Hora;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Mělník;19.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Mladá Boleslav;35.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Nymburk;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Praha-východ;35.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Praha-západ;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Příbram;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Rakovník;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;České Budějovice;19.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Český Krumlov;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Jindřichův Hradec;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Písek;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Prachatice;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Strakonice;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Tábor;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Domažlice;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Klatovy;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Plzeň-město;49.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Plzeň-jih;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Plzeň-sever;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Rokycany;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Tachov;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Cheb;36.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Karlovy Vary;84.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Sokolov;22.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Děčín;19.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Chomutov;
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Litoměřice;42.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Louny;227.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Most;248.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Teplice;90.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Ústí nad Labem;42.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Česká Lípa;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Jablonec nad Nisou;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Liberec;25.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Semily;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Hradec Králové;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Jičín;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Náchod;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Rychnov nad Kněžnou;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Trutnov;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Chrudim;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Pardubice;17.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Svitavy;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Ústí nad Orlicí;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Havlíčkův Brod;15.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Jihlava;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Pelhřimov;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Třebíč;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Žďár nad Sázavou;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Blansko;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Brno-město;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Brno-venkov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Břeclav;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Hodonín;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Vyškov;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Znojmo;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Jeseník;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Olomouc;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Prostějov;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Přerov;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Šumperk;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Kroměříž;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Uherské Hradiště;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Vsetín;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Zlín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Bruntál;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Frýdek-Místek;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Karviná;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Nový Jičín;13.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Opava;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Chomutov;Ostrava-město;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Praha;340.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Benešov;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Beroun;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Kladno;56.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Kolín;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Kutná Hora;13.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Mělník;96.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Mladá Boleslav;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Nymburk;24.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Praha-východ;52.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Praha-západ;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Příbram;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Rakovník;15.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;České Budějovice;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Český Krumlov;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Jindřichův Hradec;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Písek;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Prachatice;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Strakonice;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Tábor;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Domažlice;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Klatovy;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Plzeň-město;17.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Plzeň-jih;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Plzeň-sever;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Rokycany;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Tachov;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Cheb;15.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Karlovy Vary;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Sokolov;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Děčín;50.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Chomutov;21.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Litoměřice;
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Louny;38.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Most;82.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Teplice;95.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Ústí nad Labem;173.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Česká Lípa;55.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Jablonec nad Nisou;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Liberec;32.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Semily;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Hradec Králové;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Jičín;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Náchod;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Rychnov nad Kněžnou;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Trutnov;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Chrudim;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Pardubice;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Svitavy;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Ústí nad Orlicí;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Havlíčkův Brod;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Jihlava;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Pelhřimov;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Třebíč;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Žďár nad Sázavou;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Blansko;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Brno-město;23.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Brno-venkov;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Břeclav;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Hodonín;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Vyškov;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Znojmo;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Jeseník;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Olomouc;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Prostějov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Přerov;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Šumperk;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Kroměříž;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Uherské Hradiště;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Vsetín;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Zlín;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Bruntál;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Frýdek-Místek;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Karviná;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Nový Jičín;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Opava;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Litoměřice;Ostrava-město;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Praha;252.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Benešov;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Beroun;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Kladno;101.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Kolín;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Kutná Hora;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Mělník;16.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Mladá Boleslav;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Nymburk;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Praha-východ;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Praha-západ;27.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Příbram;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Rakovník;88.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;České Budějovice;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Český Krumlov;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Jindřichův Hradec;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Písek;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Prachatice;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Strakonice;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Tábor;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Domažlice;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Klatovy;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Plzeň-město;39.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Plzeň-jih;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Plzeň-sever;22.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Rokycany;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Tachov;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Cheb;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Karlovy Vary;51.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Sokolov;27.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Děčín;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Chomutov;161.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Litoměřice;41.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Louny;
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Most;242.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Teplice;62.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Ústí nad Labem;49.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Česká Lípa;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Jablonec nad Nisou;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Liberec;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Semily;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Hradec Králové;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Jičín;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Náchod;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Rychnov nad Kněžnou;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Trutnov;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Chrudim;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Pardubice;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Svitavy;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Ústí nad Orlicí;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Havlíčkův Brod;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Jihlava;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Pelhřimov;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Třebíč;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Žďár nad Sázavou;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Blansko;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Brno-město;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Brno-venkov;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Břeclav;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Hodonín;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Vyškov;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Znojmo;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Jeseník;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Olomouc;15.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Prostějov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Přerov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Šumperk;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Kroměříž;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Uherské Hradiště;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Vsetín;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Zlín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Bruntál;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Frýdek-Místek;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Karviná;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Nový Jičín;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Opava;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Louny;Ostrava-město;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Praha;291.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Benešov;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Beroun;19.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Kladno;43.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Kolín;16.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Kutná Hora;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Mělník;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Mladá Boleslav;20.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Nymburk;16.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Praha-východ;28.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Praha-západ;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Příbram;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Rakovník;19.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;České Budějovice;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Český Krumlov;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Jindřichův Hradec;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Písek;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Prachatice;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Strakonice;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Tábor;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Domažlice;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Klatovy;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Plzeň-město;29.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Plzeň-jih;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Plzeň-sever;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Rokycany;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Tachov;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Cheb;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Karlovy Vary;28.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Sokolov;20.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Děčín;43.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Chomutov;225.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Litoměřice;74.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Louny;224.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Most;
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Teplice;260.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Ústí nad Labem;91.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Česká Lípa;20.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Jablonec nad Nisou;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Liberec;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Semily;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Hradec Králové;15.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Jičín;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Náchod;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Rychnov nad Kněžnou;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Trutnov;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Chrudim;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Pardubice;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Svitavy;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Ústí nad Orlicí;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Havlíčkův Brod;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Jihlava;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Pelhřimov;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Třebíč;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Žďár nad Sázavou;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Blansko;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Brno-město;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Brno-venkov;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Břeclav;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Hodonín;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Vyškov;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Znojmo;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Jeseník;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Olomouc;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Prostějov;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Přerov;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Šumperk;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Kroměříž;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Uherské Hradiště;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Vsetín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Zlín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Bruntál;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Frýdek-Místek;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Karviná;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Nový Jičín;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Opava;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Most;Ostrava-město;3.0
