Kumulace čtvrtletí,Šetření,"ČR, regiony, kraje",Ukazatel,value
Q1-Q2 2025,Pracovištní metoda,Liberecký kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2219.9385831056
Q1-Q2 2025,Pracovištní metoda,Liberecký kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),105.7819847907
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),195.5196708229
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),-1.6826007912
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),99.1467639914
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),44250.0100179855
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2611.2009428727
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.271074992
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),206.1292417751
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),-1.1554188352
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),99.4425931799
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),41972.4407760964
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2358.9560506023
Q1-Q2 2025,Pracovištní metoda,Královéhradecký kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),105.9549319302
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),183.9296067035
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),0.231535788
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),100.1260414912
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),42314.4758607835
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2826.3878999242
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),107.1575709179
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),193.4353472877
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),0.7155650993
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),100.3712982088
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),40235.0708496102
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2595.5223809342
Q1-Q2 2025,Pracovištní metoda,Pardubický kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.8957319801
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),172.0565112894
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),-0.6179385265
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),99.6421366756
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),43019.1449769192
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2522.0557887835
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.2277458438
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),180.6457918033
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),-0.434002331
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),99.7603253676
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),40973.6862923338
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2356.3870617095
Q1-Q2 2025,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.101895028
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),471.2345203981
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),1.5277392642
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),100.3252538234
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),47122.4518211771
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),3406.7471702441
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),107.7929595267
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),499.9710713612
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),3.0576586157
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),100.6153302642
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),44414.0216422474
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),3091.8065642995
Q1-Q2 2025,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),107.4821898063
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),222.7954843426
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),-0.6626491678
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),99.7034571276
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),42101.853569245
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2654.8829792914
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.7302582165
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),235.787810178
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),-0.2950731349
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),99.8750129062
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),39781.9668904914
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2444.459414406
Q1-Q2 2025,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.5469271509
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),201.5407157037
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),-0.5790016425
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),99.7135352997
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),42221.3238608469
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2438.6326390431
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.1298835351
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),211.40949483
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),-0.1095328271
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),99.948216088
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),40250.3957341835
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2235.5353498283
Q1-Q2 2025,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),105.8806880447
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),412.8377603749
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),-4.1597681915
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),99.0024477589
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),42942.1677450931
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2838.0730782507
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),107.0767663547
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),433.97020629
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),-3.3601311084
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),99.2316720746
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),40851.0724943224
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2611.5383679008
Q1-Q2 2025,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.8294199382
