Území;Měsíce;Země;Ukazatel;value
Česko;prosinec 2024;Maďarsko;Obrat - pohyb zboží (v mil. Kč);24968.406016
Česko;prosinec 2024;Maďarsko;Pohyb zboží z ČR (meziroční index );118.4193173881
Česko;prosinec 2024;Maďarsko;Pohyb zboží do ČR (meziroční index);90.5661356026
Česko;prosinec 2024;Maďarsko;Obrat pohybu zboží (meziroční index);107.9847204602
Česko;prosinec 2024;Malajsie;Pohyb zboží z ČR (v mil. Kč, FOB);659.291204
Česko;prosinec 2024;Malajsie;Pohyb zboží do ČR (v mil. Kč, CIF);4433.19158
Česko;prosinec 2024;Malajsie;Bilance - pohyb zboží (v mil. Kč);-3773.900376
Česko;prosinec 2024;Malajsie;Obrat - pohyb zboží (v mil. Kč);5092.482784
Česko;prosinec 2024;Malajsie;Pohyb zboží z ČR (meziroční index );176.6967572689
Česko;prosinec 2024;Malajsie;Pohyb zboží do ČR (meziroční index);104.9309054463
Česko;prosinec 2024;Malajsie;Obrat pohybu zboží (meziroční index);110.7546022797
Česko;prosinec 2024;Malawi;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Malawi;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Malawi;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Malawi;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Malawi;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Malawi;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Malawi;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Maledivy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Maledivy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Maledivy;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Maledivy;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Maledivy;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Maledivy;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Maledivy;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Mali;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Mali;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Mali;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mali;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mali;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Mali;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Mali;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Malta;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Malta;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Malta;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Malta;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Malta;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Malta;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Malta;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Maroko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Maroko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Maroko;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Maroko;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Maroko;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Maroko;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Maroko;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Marshallovy ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Marshallovy ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Marshallovy ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Marshallovy ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Marshallovy ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Marshallovy ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Marshallovy ostrovy;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Mauricius;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Mauricius;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Mauricius;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mauricius;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mauricius;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Mauricius;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Mauricius;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Mauritánie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Mauritánie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Mauritánie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mauritánie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mauritánie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Mauritánie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Mauritánie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Melilla;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Melilla;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Melilla;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Melilla;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Melilla;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Melilla;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Melilla;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Menší odlehlé ostrovy USA;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Menší odlehlé ostrovy USA;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Menší odlehlé ostrovy USA;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Menší odlehlé ostrovy USA;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Menší odlehlé ostrovy USA;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Menší odlehlé ostrovy USA;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Menší odlehlé ostrovy USA;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Mexiko;Pohyb zboží z ČR (v mil. Kč, FOB);3161.627503
Česko;prosinec 2024;Mexiko;Pohyb zboží do ČR (v mil. Kč, CIF);2212.105757
Česko;prosinec 2024;Mexiko;Bilance - pohyb zboží (v mil. Kč);949.521746
Česko;prosinec 2024;Mexiko;Obrat - pohyb zboží (v mil. Kč);5373.73326
Česko;prosinec 2024;Mexiko;Pohyb zboží z ČR (meziroční index );120.2280541232
Česko;prosinec 2024;Mexiko;Pohyb zboží do ČR (meziroční index);120.8686591938
Česko;prosinec 2024;Mexiko;Obrat pohybu zboží (meziroční index);120.490936109
Česko;prosinec 2024;Mnohonárodní stát Bolívie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Mnohonárodní stát Bolívie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Mnohonárodní stát Bolívie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mnohonárodní stát Bolívie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mnohonárodní stát Bolívie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Mnohonárodní stát Bolívie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Mnohonárodní stát Bolívie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Moldavská republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Moldavská republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Moldavská republika;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Moldavská republika;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Moldavská republika;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Moldavská republika;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Moldavská republika;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Mongolsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Mongolsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Mongolsko;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mongolsko;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mongolsko;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Mongolsko;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Mongolsko;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Montserrat;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Montserrat;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Montserrat;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Montserrat;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Montserrat;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Montserrat;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Montserrat;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Mosambik;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Mosambik;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Mosambik;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mosambik;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Mosambik;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Mosambik;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Mosambik;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Myanmar;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Myanmar;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Myanmar;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Myanmar;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Myanmar;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Myanmar;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Myanmar;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Namibie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Namibie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Namibie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Namibie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Namibie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Namibie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Namibie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Nauru;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Nauru;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Nauru;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nauru;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nauru;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Nauru;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Nauru;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Německo;Pohyb zboží z ČR (v mil. Kč, FOB);135988.169603
Česko;prosinec 2024;Německo;Pohyb zboží do ČR (v mil. Kč, CIF);79935.1379
Česko;prosinec 2024;Německo;Bilance - pohyb zboží (v mil. Kč);56053.031703
Česko;prosinec 2024;Německo;Obrat - pohyb zboží (v mil. Kč);215923.307503
Česko;prosinec 2024;Německo;Pohyb zboží z ČR (meziroční index );108.0724011811
Česko;prosinec 2024;Německo;Pohyb zboží do ČR (meziroční index);105.714949831
Česko;prosinec 2024;Německo;Obrat pohybu zboží (meziroční index);107.1875123222
Česko;prosinec 2024;Nepál;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Nepál;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Nepál;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nepál;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nepál;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Nepál;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Nepál;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Niger;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Niger;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Niger;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Niger;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Niger;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Niger;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Niger;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Nigérie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Nigérie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Nigérie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nigérie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nigérie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Nigérie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Nigérie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Nikaragua;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Nikaragua;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Nikaragua;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nikaragua;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nikaragua;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Nikaragua;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Nikaragua;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Niue;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Niue;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Niue;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Niue;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Niue;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Niue;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Niue;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Nizozemsko;Pohyb zboží z ČR (v mil. Kč, FOB);15766.733356
Česko;prosinec 2024;Nizozemsko;Pohyb zboží do ČR (v mil. Kč, CIF);9297.948377
Česko;prosinec 2024;Nizozemsko;Bilance - pohyb zboží (v mil. Kč);6468.784979
Česko;prosinec 2024;Nizozemsko;Obrat - pohyb zboží (v mil. Kč);25064.681733
Česko;prosinec 2024;Nizozemsko;Pohyb zboží z ČR (meziroční index );105.9486191804
Česko;prosinec 2024;Nizozemsko;Pohyb zboží do ČR (meziroční index);96.2470719094
Česko;prosinec 2024;Nizozemsko;Obrat pohybu zboží (meziroční index);102.1297847377
Česko;prosinec 2024;Norfolk;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Norfolk;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Norfolk;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Norfolk;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Norfolk;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Norfolk;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Norfolk;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Norsko;Pohyb zboží z ČR (v mil. Kč, FOB);1570.74601
Česko;prosinec 2024;Norsko;Pohyb zboží do ČR (v mil. Kč, CIF);2268.61365
Česko;prosinec 2024;Norsko;Bilance - pohyb zboží (v mil. Kč);-697.86764
Česko;prosinec 2024;Norsko;Obrat - pohyb zboží (v mil. Kč);3839.35966
Česko;prosinec 2024;Norsko;Pohyb zboží z ČR (meziroční index );98.6102124797
Česko;prosinec 2024;Norsko;Pohyb zboží do ČR (meziroční index);38.3237885519
Česko;prosinec 2024;Norsko;Obrat pohybu zboží (meziroční index);51.1064195521
Česko;prosinec 2024;Nová Kaledonie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Nová Kaledonie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Nová Kaledonie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nová Kaledonie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nová Kaledonie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Nová Kaledonie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Nová Kaledonie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Nový Zéland;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Nový Zéland;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Nový Zéland;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nový Zéland;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Nový Zéland;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Nový Zéland;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Nový Zéland;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Okupované palestinské území;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Okupované palestinské území;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Okupované palestinské území;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Okupované palestinské území;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Okupované palestinské území;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Okupované palestinské území;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Okupované palestinské území;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Omán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Omán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Omán;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Omán;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Omán;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Omán;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Omán;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Ostrovy Turks a Caicos;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Ostrovy Turks a Caicos;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Ostrovy Turks a Caicos;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Ostrovy Turks a Caicos;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Ostrovy Turks a Caicos;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Ostrovy Turks a Caicos;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Ostrovy Turks a Caicos;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Pákistán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Pákistán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Pákistán;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Pákistán;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Pákistán;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Pákistán;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Pákistán;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Palau;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Palau;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Palau;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Palau;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Palau;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Palau;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Palau;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Panama;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Panama;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Panama;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Panama;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Panama;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Panama;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Panama;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Papua-Nová Guinea;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Papua-Nová Guinea;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Papua-Nová Guinea;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Papua-Nová Guinea;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Papua-Nová Guinea;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Papua-Nová Guinea;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Papua-Nová Guinea;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Paraguay;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Paraguay;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Paraguay;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Paraguay;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Paraguay;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Paraguay;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Paraguay;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Peru;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Peru;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Peru;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Peru;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Peru;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Peru;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Peru;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Pitcairn;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Pitcairn;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Pitcairn;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Pitcairn;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Pitcairn;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Pitcairn;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Pitcairn;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Pobřeží slonoviny;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Pobřeží slonoviny;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Pobřeží slonoviny;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Pobřeží slonoviny;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Pobřeží slonoviny;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Pobřeží slonoviny;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Pobřeží slonoviny;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Polsko;Pohyb zboží z ČR (v mil. Kč, FOB);37388.752547
Česko;prosinec 2024;Polsko;Pohyb zboží do ČR (v mil. Kč, CIF);30209.242318
Česko;prosinec 2024;Polsko;Bilance - pohyb zboží (v mil. Kč);7179.510229
Česko;prosinec 2024;Polsko;Obrat - pohyb zboží (v mil. Kč);67597.994865
Česko;prosinec 2024;Polsko;Pohyb zboží z ČR (meziroční index );119.7813070577
Česko;prosinec 2024;Polsko;Pohyb zboží do ČR (meziroční index);106.4010659079
Česko;prosinec 2024;Polsko;Obrat pohybu zboží (meziroční index);113.4079606812
Česko;prosinec 2024;Portugalsko;Pohyb zboží z ČR (v mil. Kč, FOB);1832.967593
Česko;prosinec 2024;Portugalsko;Pohyb zboží do ČR (v mil. Kč, CIF);1612.015794
Česko;prosinec 2024;Portugalsko;Bilance - pohyb zboží (v mil. Kč);220.951799
Česko;prosinec 2024;Portugalsko;Obrat - pohyb zboží (v mil. Kč);3444.983387
Česko;prosinec 2024;Portugalsko;Pohyb zboží z ČR (meziroční index );152.5092152473
Česko;prosinec 2024;Portugalsko;Pohyb zboží do ČR (meziroční index);125.6458783947
Česko;prosinec 2024;Portugalsko;Obrat pohybu zboží (meziroční index);138.6391135726
Česko;prosinec 2024;Rakousko;Pohyb zboží z ČR (v mil. Kč, FOB);17771.711212
Česko;prosinec 2024;Rakousko;Pohyb zboží do ČR (v mil. Kč, CIF);10176.00153
Česko;prosinec 2024;Rakousko;Bilance - pohyb zboží (v mil. Kč);7595.709682
Česko;prosinec 2024;Rakousko;Obrat - pohyb zboží (v mil. Kč);27947.712742
Česko;prosinec 2024;Rakousko;Pohyb zboží z ČR (meziroční index );115.8356171721
Česko;prosinec 2024;Rakousko;Pohyb zboží do ČR (meziroční index);113.9162799656
Česko;prosinec 2024;Rakousko;Obrat pohybu zboží (meziroční index);115.1293283196
Česko;prosinec 2024;Rezervy a zásoby;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Rezervy a zásoby;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Rezervy a zásoby;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Rezervy a zásoby;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Rezervy a zásoby;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Rezervy a zásoby;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Rezervy a zásoby;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Bilance - pohyb zboží (v mil. Kč);
