Typ indexu;Ukazatel;Očištění;Území;Odvětví (NACE);Roky;value
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2019;103.2947747721
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2020;93.7014348311
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2021;105.2767435702
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2022;96.0168323634
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2023;98.8524069986
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel;2024;103.2040481609
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2001;109.0097720532
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2002;102.0969611652
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2003;104.421496395
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2004;102.0773779861
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2005;109.161666391
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2006;112.742695241
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2007;113.2130930069
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2008;101.4244050162
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2009;91.3031786965
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2010;103.401442199
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2011;103.4505798476
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2012;98.475764183
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2013;103.1077225836
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2014;109.7420742603
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2015;111.2414702115
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2016;107.1578479089
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2017;103.4657285807
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2018;99.0000932738
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2019;101.3318421843
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2020;86.0935989542
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2021;107.1516430258
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2022;95.8995552628
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2023;105.5628004672
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2024;101.3721414667
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2001;113.2208605791
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2002;101.5551560784
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2003;105.2806408929
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2004;103.7432028912
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2005;112.3589729753
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2006;116.086786464
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2007;115.4025449721
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2008;98.5499984386
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2009;89.4035457763
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2010;106.417319586
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2011;105.4044177366
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2012;98.490643304
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2013;104.3810814196
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2014;111.7328597166
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2015;112.3217658147
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2016;107.5897351651
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2017;103.0079684131
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2018;97.9302813926
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2019;101.1378651133
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2020;84.7871513318
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2021;107.9045283668
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2022;95.8096703968
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2023;105.5978152686
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45 Obchod, opravy a údržba motorových vozidel;2024;100.4795933294
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2001;113.0158243082
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2002;105.8691854963
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2003;105.098918675
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2004;103.1992155801
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2005;114.6879214534
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2006;120.4350652911
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2007;116.0082770352
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2008;98.372005975
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2009;88.7921781984
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2010;108.5583083508
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2011;106.7816991904
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2012;99.0289671909
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2013;105.0148781381
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2014;112.3316328386
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2015;113.4854128575
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2016;108.5810702472
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2017;102.1460830063
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2018;98.1378600788
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2019;101.9014731113
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2020;84.2986358995
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2021;107.6884740311
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2022;95.4415092997
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2023;106.1562603213
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"45.1+45.3+45.4 Obchod s motorovými vozidly; obchod, opravy a údržba motocyklů";2024;100.2704717963
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2001;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2002;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2003;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2004;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2005;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2006;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2007;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2008;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2009;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2010;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2011;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2012;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2013;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2014;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2015;113.4696313731
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2016;109.8816203777
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2017;101.5370353866
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2018;96.3559714554
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2019;101.1239035292
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2020;83.8207201634
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2021;106.9739938189
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2022;94.4240124849
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2023;109.8008921466
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.1 Obchod s motorovými vozidly, kromě motocyklů;2024;101.112828291
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2000;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2001;113.6751561108
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;45.2 Opravy a údržba motorových vozidel, kromě motocyklů;2002;92.0520722594
