Právní forma;Roky;SO ORP a obce;Ukazatel;value
Obecní rozpočty;2023;Hradec Králové;Běžné výdaje ;
Obecní rozpočty;2023;Hradec Králové;Kapitalové výdaje ;
Obecní rozpočty;2023;Hradec Králové;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Hranice;Příjmy celkem;
Obecní rozpočty;2023;Hranice;Daňové příjmy ;
Obecní rozpočty;2023;Hranice;Nedaňové příjmy ;
Obecní rozpočty;2023;Hranice;Kapitalové příjmy ;
Obecní rozpočty;2023;Hranice;Přijaté transféry;
Obecní rozpočty;2023;Hranice;Výdaje celkem;
Obecní rozpočty;2023;Hranice;Běžné výdaje ;
Obecní rozpočty;2023;Hranice;Kapitalové výdaje ;
Obecní rozpočty;2023;Hranice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Humpolec;Příjmy celkem;
Obecní rozpočty;2023;Humpolec;Daňové příjmy ;
Obecní rozpočty;2023;Humpolec;Nedaňové příjmy ;
Obecní rozpočty;2023;Humpolec;Kapitalové příjmy ;
Obecní rozpočty;2023;Humpolec;Přijaté transféry;
Obecní rozpočty;2023;Humpolec;Výdaje celkem;
Obecní rozpočty;2023;Humpolec;Běžné výdaje ;
Obecní rozpočty;2023;Humpolec;Kapitalové výdaje ;
Obecní rozpočty;2023;Humpolec;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Hustopeče;Příjmy celkem;
Obecní rozpočty;2023;Hustopeče;Daňové příjmy ;
Obecní rozpočty;2023;Hustopeče;Nedaňové příjmy ;
Obecní rozpočty;2023;Hustopeče;Kapitalové příjmy ;
Obecní rozpočty;2023;Hustopeče;Přijaté transféry;
Obecní rozpočty;2023;Hustopeče;Výdaje celkem;
Obecní rozpočty;2023;Hustopeče;Běžné výdaje ;
Obecní rozpočty;2023;Hustopeče;Kapitalové výdaje ;
Obecní rozpočty;2023;Hustopeče;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Cheb;Příjmy celkem;
Obecní rozpočty;2023;Cheb;Daňové příjmy ;
Obecní rozpočty;2023;Cheb;Nedaňové příjmy ;
Obecní rozpočty;2023;Cheb;Kapitalové příjmy ;
Obecní rozpočty;2023;Cheb;Přijaté transféry;
Obecní rozpočty;2023;Cheb;Výdaje celkem;
Obecní rozpočty;2023;Cheb;Běžné výdaje ;
Obecní rozpočty;2023;Cheb;Kapitalové výdaje ;
Obecní rozpočty;2023;Cheb;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Chomutov;Příjmy celkem;
Obecní rozpočty;2023;Chomutov;Daňové příjmy ;
Obecní rozpočty;2023;Chomutov;Nedaňové příjmy ;
Obecní rozpočty;2023;Chomutov;Kapitalové příjmy ;
Obecní rozpočty;2023;Chomutov;Přijaté transféry;
Obecní rozpočty;2023;Chomutov;Výdaje celkem;
Obecní rozpočty;2023;Chomutov;Běžné výdaje ;
Obecní rozpočty;2023;Chomutov;Kapitalové výdaje ;
Obecní rozpočty;2023;Chomutov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Chotěboř;Příjmy celkem;
Obecní rozpočty;2023;Chotěboř;Daňové příjmy ;
Obecní rozpočty;2023;Chotěboř;Nedaňové příjmy ;
Obecní rozpočty;2023;Chotěboř;Kapitalové příjmy ;
Obecní rozpočty;2023;Chotěboř;Přijaté transféry;
Obecní rozpočty;2023;Chotěboř;Výdaje celkem;
Obecní rozpočty;2023;Chotěboř;Běžné výdaje ;
Obecní rozpočty;2023;Chotěboř;Kapitalové výdaje ;
Obecní rozpočty;2023;Chotěboř;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Chrudim;Příjmy celkem;
Obecní rozpočty;2023;Chrudim;Daňové příjmy ;
Obecní rozpočty;2023;Chrudim;Nedaňové příjmy ;
Obecní rozpočty;2023;Chrudim;Kapitalové příjmy ;
Obecní rozpočty;2023;Chrudim;Přijaté transféry;
Obecní rozpočty;2023;Chrudim;Výdaje celkem;
Obecní rozpočty;2023;Chrudim;Běžné výdaje ;
Obecní rozpočty;2023;Chrudim;Kapitalové výdaje ;
Obecní rozpočty;2023;Chrudim;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Ivančice;Příjmy celkem;
Obecní rozpočty;2023;Ivančice;Daňové příjmy ;
Obecní rozpočty;2023;Ivančice;Nedaňové příjmy ;
Obecní rozpočty;2023;Ivančice;Kapitalové příjmy ;
Obecní rozpočty;2023;Ivančice;Přijaté transféry;
Obecní rozpočty;2023;Ivančice;Výdaje celkem;
Obecní rozpočty;2023;Ivančice;Běžné výdaje ;
Obecní rozpočty;2023;Ivančice;Kapitalové výdaje ;
Obecní rozpočty;2023;Ivančice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Jablonec nad Nisou;Příjmy celkem;
Obecní rozpočty;2023;Jablonec nad Nisou;Daňové příjmy ;
Obecní rozpočty;2023;Jablonec nad Nisou;Nedaňové příjmy ;
Obecní rozpočty;2023;Jablonec nad Nisou;Kapitalové příjmy ;
Obecní rozpočty;2023;Jablonec nad Nisou;Přijaté transféry;
Obecní rozpočty;2023;Jablonec nad Nisou;Výdaje celkem;
Obecní rozpočty;2023;Jablonec nad Nisou;Běžné výdaje ;
Obecní rozpočty;2023;Jablonec nad Nisou;Kapitalové výdaje ;
Obecní rozpočty;2023;Jablonec nad Nisou;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Jablunkov;Příjmy celkem;
Obecní rozpočty;2023;Jablunkov;Daňové příjmy ;
Obecní rozpočty;2023;Jablunkov;Nedaňové příjmy ;
Obecní rozpočty;2023;Jablunkov;Kapitalové příjmy ;
Obecní rozpočty;2023;Jablunkov;Přijaté transféry;
Obecní rozpočty;2023;Jablunkov;Výdaje celkem;
Obecní rozpočty;2023;Jablunkov;Běžné výdaje ;
Obecní rozpočty;2023;Jablunkov;Kapitalové výdaje ;
Obecní rozpočty;2023;Jablunkov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Jaroměř;Příjmy celkem;
Obecní rozpočty;2023;Jaroměř;Daňové příjmy ;
Obecní rozpočty;2023;Jaroměř;Nedaňové příjmy ;
Obecní rozpočty;2023;Jaroměř;Kapitalové příjmy ;
Obecní rozpočty;2023;Jaroměř;Přijaté transféry;
Obecní rozpočty;2023;Jaroměř;Výdaje celkem;
Obecní rozpočty;2023;Jaroměř;Běžné výdaje ;
Obecní rozpočty;2023;Jaroměř;Kapitalové výdaje ;
Obecní rozpočty;2023;Jaroměř;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Jeseník;Příjmy celkem;
Obecní rozpočty;2023;Jeseník;Daňové příjmy ;
Obecní rozpočty;2023;Jeseník;Nedaňové příjmy ;
Obecní rozpočty;2023;Jeseník;Kapitalové příjmy ;
Obecní rozpočty;2023;Jeseník;Přijaté transféry;
Obecní rozpočty;2023;Jeseník;Výdaje celkem;
Obecní rozpočty;2023;Jeseník;Běžné výdaje ;
Obecní rozpočty;2023;Jeseník;Kapitalové výdaje ;
Obecní rozpočty;2023;Jeseník;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Jičín;Příjmy celkem;
Obecní rozpočty;2023;Jičín;Daňové příjmy ;
Obecní rozpočty;2023;Jičín;Nedaňové příjmy ;
Obecní rozpočty;2023;Jičín;Kapitalové příjmy ;
Obecní rozpočty;2023;Jičín;Přijaté transféry;
Obecní rozpočty;2023;Jičín;Výdaje celkem;
Obecní rozpočty;2023;Jičín;Běžné výdaje ;
Obecní rozpočty;2023;Jičín;Kapitalové výdaje ;
Obecní rozpočty;2023;Jičín;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Jihlava;Příjmy celkem;
Obecní rozpočty;2023;Jihlava;Daňové příjmy ;
Obecní rozpočty;2023;Jihlava;Nedaňové příjmy ;
Obecní rozpočty;2023;Jihlava;Kapitalové příjmy ;
Obecní rozpočty;2023;Jihlava;Přijaté transféry;
Obecní rozpočty;2023;Jihlava;Výdaje celkem;
Obecní rozpočty;2023;Jihlava;Běžné výdaje ;
Obecní rozpočty;2023;Jihlava;Kapitalové výdaje ;
Obecní rozpočty;2023;Jihlava;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Jilemnice;Příjmy celkem;
Obecní rozpočty;2023;Jilemnice;Daňové příjmy ;
Obecní rozpočty;2023;Jilemnice;Nedaňové příjmy ;
Obecní rozpočty;2023;Jilemnice;Kapitalové příjmy ;
Obecní rozpočty;2023;Jilemnice;Přijaté transféry;
Obecní rozpočty;2023;Jilemnice;Výdaje celkem;
Obecní rozpočty;2023;Jilemnice;Běžné výdaje ;
Obecní rozpočty;2023;Jilemnice;Kapitalové výdaje ;
Obecní rozpočty;2023;Jilemnice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Jindřichův Hradec;Příjmy celkem;
Obecní rozpočty;2023;Jindřichův Hradec;Daňové příjmy ;
Obecní rozpočty;2023;Jindřichův Hradec;Nedaňové příjmy ;
Obecní rozpočty;2023;Jindřichův Hradec;Kapitalové příjmy ;
Obecní rozpočty;2023;Jindřichův Hradec;Přijaté transféry;
Obecní rozpočty;2023;Jindřichův Hradec;Výdaje celkem;
Obecní rozpočty;2023;Jindřichův Hradec;Běžné výdaje ;
Obecní rozpočty;2023;Jindřichův Hradec;Kapitalové výdaje ;
Obecní rozpočty;2023;Jindřichův Hradec;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kadaň;Příjmy celkem;
Obecní rozpočty;2023;Kadaň;Daňové příjmy ;
Obecní rozpočty;2023;Kadaň;Nedaňové příjmy ;
Obecní rozpočty;2023;Kadaň;Kapitalové příjmy ;
Obecní rozpočty;2023;Kadaň;Přijaté transféry;
Obecní rozpočty;2023;Kadaň;Výdaje celkem;
Obecní rozpočty;2023;Kadaň;Běžné výdaje ;
Obecní rozpočty;2023;Kadaň;Kapitalové výdaje ;
Obecní rozpočty;2023;Kadaň;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kaplice;Příjmy celkem;
Obecní rozpočty;2023;Kaplice;Daňové příjmy ;
Obecní rozpočty;2023;Kaplice;Nedaňové příjmy ;
Obecní rozpočty;2023;Kaplice;Kapitalové příjmy ;
Obecní rozpočty;2023;Kaplice;Přijaté transféry;
Obecní rozpočty;2023;Kaplice;Výdaje celkem;
Obecní rozpočty;2023;Kaplice;Běžné výdaje ;
Obecní rozpočty;2023;Kaplice;Kapitalové výdaje ;
Obecní rozpočty;2023;Kaplice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Karlovy Vary;Příjmy celkem;
Obecní rozpočty;2023;Karlovy Vary;Daňové příjmy ;
Obecní rozpočty;2023;Karlovy Vary;Nedaňové příjmy ;
Obecní rozpočty;2023;Karlovy Vary;Kapitalové příjmy ;
Obecní rozpočty;2023;Karlovy Vary;Přijaté transféry;
Obecní rozpočty;2023;Karlovy Vary;Výdaje celkem;
Obecní rozpočty;2023;Karlovy Vary;Běžné výdaje ;
Obecní rozpočty;2023;Karlovy Vary;Kapitalové výdaje ;
Obecní rozpočty;2023;Karlovy Vary;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Karviná;Příjmy celkem;
Obecní rozpočty;2023;Karviná;Daňové příjmy ;
Obecní rozpočty;2023;Karviná;Nedaňové příjmy ;
Obecní rozpočty;2023;Karviná;Kapitalové příjmy ;
Obecní rozpočty;2023;Karviná;Přijaté transféry;
Obecní rozpočty;2023;Karviná;Výdaje celkem;
Obecní rozpočty;2023;Karviná;Běžné výdaje ;
Obecní rozpočty;2023;Karviná;Kapitalové výdaje ;
Obecní rozpočty;2023;Karviná;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kladno;Příjmy celkem;
Obecní rozpočty;2023;Kladno;Daňové příjmy ;
Obecní rozpočty;2023;Kladno;Nedaňové příjmy ;
Obecní rozpočty;2023;Kladno;Kapitalové příjmy ;
Obecní rozpočty;2023;Kladno;Přijaté transféry;
Obecní rozpočty;2023;Kladno;Výdaje celkem;
Obecní rozpočty;2023;Kladno;Běžné výdaje ;
Obecní rozpočty;2023;Kladno;Kapitalové výdaje ;
Obecní rozpočty;2023;Kladno;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Klatovy;Příjmy celkem;
Obecní rozpočty;2023;Klatovy;Daňové příjmy ;
Obecní rozpočty;2023;Klatovy;Nedaňové příjmy ;
Obecní rozpočty;2023;Klatovy;Kapitalové příjmy ;
Obecní rozpočty;2023;Klatovy;Přijaté transféry;
Obecní rozpočty;2023;Klatovy;Výdaje celkem;
Obecní rozpočty;2023;Klatovy;Běžné výdaje ;
Obecní rozpočty;2023;Klatovy;Kapitalové výdaje ;
Obecní rozpočty;2023;Klatovy;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kolín;Příjmy celkem;
Obecní rozpočty;2023;Kolín;Daňové příjmy ;
Obecní rozpočty;2023;Kolín;Nedaňové příjmy ;
Obecní rozpočty;2023;Kolín;Kapitalové příjmy ;
Obecní rozpočty;2023;Kolín;Přijaté transféry;
Obecní rozpočty;2023;Kolín;Výdaje celkem;
Obecní rozpočty;2023;Kolín;Běžné výdaje ;
Obecní rozpočty;2023;Kolín;Kapitalové výdaje ;
Obecní rozpočty;2023;Kolín;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Konice;Příjmy celkem;
Obecní rozpočty;2023;Konice;Daňové příjmy ;
Obecní rozpočty;2023;Konice;Nedaňové příjmy ;
Obecní rozpočty;2023;Konice;Kapitalové příjmy ;
Obecní rozpočty;2023;Konice;Přijaté transféry;
Obecní rozpočty;2023;Konice;Výdaje celkem;
Obecní rozpočty;2023;Konice;Běžné výdaje ;
Obecní rozpočty;2023;Konice;Kapitalové výdaje ;
Obecní rozpočty;2023;Konice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kopřivnice;Příjmy celkem;
Obecní rozpočty;2023;Kopřivnice;Daňové příjmy ;
Obecní rozpočty;2023;Kopřivnice;Nedaňové příjmy ;
Obecní rozpočty;2023;Kopřivnice;Kapitalové příjmy ;
Obecní rozpočty;2023;Kopřivnice;Přijaté transféry;
Obecní rozpočty;2023;Kopřivnice;Výdaje celkem;
Obecní rozpočty;2023;Kopřivnice;Běžné výdaje ;
Obecní rozpočty;2023;Kopřivnice;Kapitalové výdaje ;
Obecní rozpočty;2023;Kopřivnice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kostelec nad Orlicí;Příjmy celkem;
Obecní rozpočty;2023;Kostelec nad Orlicí;Daňové příjmy ;
Obecní rozpočty;2023;Kostelec nad Orlicí;Nedaňové příjmy ;
Obecní rozpočty;2023;Kostelec nad Orlicí;Kapitalové příjmy ;
Obecní rozpočty;2023;Kostelec nad Orlicí;Přijaté transféry;
Obecní rozpočty;2023;Kostelec nad Orlicí;Výdaje celkem;
Obecní rozpočty;2023;Kostelec nad Orlicí;Běžné výdaje ;
Obecní rozpočty;2023;Kostelec nad Orlicí;Kapitalové výdaje ;
Obecní rozpočty;2023;Kostelec nad Orlicí;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Králíky;Příjmy celkem;
Obecní rozpočty;2023;Králíky;Daňové příjmy ;
Obecní rozpočty;2023;Králíky;Nedaňové příjmy ;
Obecní rozpočty;2023;Králíky;Kapitalové příjmy ;
Obecní rozpočty;2023;Králíky;Přijaté transféry;
Obecní rozpočty;2023;Králíky;Výdaje celkem;
Obecní rozpočty;2023;Králíky;Běžné výdaje ;
Obecní rozpočty;2023;Králíky;Kapitalové výdaje ;
Obecní rozpočty;2023;Králíky;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kralovice;Příjmy celkem;
Obecní rozpočty;2023;Kralovice;Daňové příjmy ;
Obecní rozpočty;2023;Kralovice;Nedaňové příjmy ;
Obecní rozpočty;2023;Kralovice;Kapitalové příjmy ;
Obecní rozpočty;2023;Kralovice;Přijaté transféry;
Obecní rozpočty;2023;Kralovice;Výdaje celkem;
Obecní rozpočty;2023;Kralovice;Běžné výdaje ;
Obecní rozpočty;2023;Kralovice;Kapitalové výdaje ;
Obecní rozpočty;2023;Kralovice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kralupy nad Vltavou;Příjmy celkem;
Obecní rozpočty;2023;Kralupy nad Vltavou;Daňové příjmy ;
Obecní rozpočty;2023;Kralupy nad Vltavou;Nedaňové příjmy ;
Obecní rozpočty;2023;Kralupy nad Vltavou;Kapitalové příjmy ;
Obecní rozpočty;2023;Kralupy nad Vltavou;Přijaté transféry;
Obecní rozpočty;2023;Kralupy nad Vltavou;Výdaje celkem;
Obecní rozpočty;2023;Kralupy nad Vltavou;Běžné výdaje ;
Obecní rozpočty;2023;Kralupy nad Vltavou;Kapitalové výdaje ;
Obecní rozpočty;2023;Kralupy nad Vltavou;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kraslice;Příjmy celkem;
Obecní rozpočty;2023;Kraslice;Daňové příjmy ;
Obecní rozpočty;2023;Kraslice;Nedaňové příjmy ;
Obecní rozpočty;2023;Kraslice;Kapitalové příjmy ;
Obecní rozpočty;2023;Kraslice;Přijaté transféry;
Obecní rozpočty;2023;Kraslice;Výdaje celkem;
Obecní rozpočty;2023;Kraslice;Běžné výdaje ;
Obecní rozpočty;2023;Kraslice;Kapitalové výdaje ;
Obecní rozpočty;2023;Kraslice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kravaře;Příjmy celkem;
Obecní rozpočty;2023;Kravaře;Daňové příjmy ;
Obecní rozpočty;2023;Kravaře;Nedaňové příjmy ;
Obecní rozpočty;2023;Kravaře;Kapitalové příjmy ;
Obecní rozpočty;2023;Kravaře;Přijaté transféry;
Obecní rozpočty;2023;Kravaře;Výdaje celkem;
Obecní rozpočty;2023;Kravaře;Běžné výdaje ;
Obecní rozpočty;2023;Kravaře;Kapitalové výdaje ;
Obecní rozpočty;2023;Kravaře;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Krnov;Příjmy celkem;
Obecní rozpočty;2023;Krnov;Daňové příjmy ;
Obecní rozpočty;2023;Krnov;Nedaňové příjmy ;
Obecní rozpočty;2023;Krnov;Kapitalové příjmy ;
Obecní rozpočty;2023;Krnov;Přijaté transféry;
Obecní rozpočty;2023;Krnov;Výdaje celkem;
Obecní rozpočty;2023;Krnov;Běžné výdaje ;
Obecní rozpočty;2023;Krnov;Kapitalové výdaje ;
Obecní rozpočty;2023;Krnov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kroměříž;Příjmy celkem;
Obecní rozpočty;2023;Kroměříž;Daňové příjmy ;
Obecní rozpočty;2023;Kroměříž;Nedaňové příjmy ;
Obecní rozpočty;2023;Kroměříž;Kapitalové příjmy ;
Obecní rozpočty;2023;Kroměříž;Přijaté transféry;
Obecní rozpočty;2023;Kroměříž;Výdaje celkem;
Obecní rozpočty;2023;Kroměříž;Běžné výdaje ;
Obecní rozpočty;2023;Kroměříž;Kapitalové výdaje ;
Obecní rozpočty;2023;Kroměříž;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kuřim;Příjmy celkem;
Obecní rozpočty;2023;Kuřim;Daňové příjmy ;
Obecní rozpočty;2023;Kuřim;Nedaňové příjmy ;
Obecní rozpočty;2023;Kuřim;Kapitalové příjmy ;
Obecní rozpočty;2023;Kuřim;Přijaté transféry;
Obecní rozpočty;2023;Kuřim;Výdaje celkem;
Obecní rozpočty;2023;Kuřim;Běžné výdaje ;
Obecní rozpočty;2023;Kuřim;Kapitalové výdaje ;
Obecní rozpočty;2023;Kuřim;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kutná Hora;Příjmy celkem;
Obecní rozpočty;2023;Kutná Hora;Daňové příjmy ;
Obecní rozpočty;2023;Kutná Hora;Nedaňové příjmy ;
Obecní rozpočty;2023;Kutná Hora;Kapitalové příjmy ;
Obecní rozpočty;2023;Kutná Hora;Přijaté transféry;
Obecní rozpočty;2023;Kutná Hora;Výdaje celkem;
Obecní rozpočty;2023;Kutná Hora;Běžné výdaje ;
Obecní rozpočty;2023;Kutná Hora;Kapitalové výdaje ;
Obecní rozpočty;2023;Kutná Hora;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Kyjov;Příjmy celkem;
Obecní rozpočty;2023;Kyjov;Daňové příjmy ;
Obecní rozpočty;2023;Kyjov;Nedaňové příjmy ;
Obecní rozpočty;2023;Kyjov;Kapitalové příjmy ;
Obecní rozpočty;2023;Kyjov;Přijaté transféry;
Obecní rozpočty;2023;Kyjov;Výdaje celkem;
Obecní rozpočty;2023;Kyjov;Běžné výdaje ;
Obecní rozpočty;2023;Kyjov;Kapitalové výdaje ;
Obecní rozpočty;2023;Kyjov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Lanškroun;Příjmy celkem;
Obecní rozpočty;2023;Lanškroun;Daňové příjmy ;
Obecní rozpočty;2023;Lanškroun;Nedaňové příjmy ;
Obecní rozpočty;2023;Lanškroun;Kapitalové příjmy ;
Obecní rozpočty;2023;Lanškroun;Přijaté transféry;
Obecní rozpočty;2023;Lanškroun;Výdaje celkem;
Obecní rozpočty;2023;Lanškroun;Běžné výdaje ;
Obecní rozpočty;2023;Lanškroun;Kapitalové výdaje ;
Obecní rozpočty;2023;Lanškroun;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Liberec;Příjmy celkem;
Obecní rozpočty;2023;Liberec;Daňové příjmy ;
Obecní rozpočty;2023;Liberec;Nedaňové příjmy ;
Obecní rozpočty;2023;Liberec;Kapitalové příjmy ;
Obecní rozpočty;2023;Liberec;Přijaté transféry;
Obecní rozpočty;2023;Liberec;Výdaje celkem;
Obecní rozpočty;2023;Liberec;Běžné výdaje ;
Obecní rozpočty;2023;Liberec;Kapitalové výdaje ;
Obecní rozpočty;2023;Liberec;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Lipník nad Bečvou;Příjmy celkem;
Obecní rozpočty;2023;Lipník nad Bečvou;Daňové příjmy ;
Obecní rozpočty;2023;Lipník nad Bečvou;Nedaňové příjmy ;
Obecní rozpočty;2023;Lipník nad Bečvou;Kapitalové příjmy ;
Obecní rozpočty;2023;Lipník nad Bečvou;Přijaté transféry;
Obecní rozpočty;2023;Lipník nad Bečvou;Výdaje celkem;
Obecní rozpočty;2023;Lipník nad Bečvou;Běžné výdaje ;
Obecní rozpočty;2023;Lipník nad Bečvou;Kapitalové výdaje ;
Obecní rozpočty;2023;Lipník nad Bečvou;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Litoměřice;Příjmy celkem;
Obecní rozpočty;2023;Litoměřice;Daňové příjmy ;
Obecní rozpočty;2023;Litoměřice;Nedaňové příjmy ;
Obecní rozpočty;2023;Litoměřice;Kapitalové příjmy ;
Obecní rozpočty;2023;Litoměřice;Přijaté transféry;
Obecní rozpočty;2023;Litoměřice;Výdaje celkem;
Obecní rozpočty;2023;Litoměřice;Běžné výdaje ;
Obecní rozpočty;2023;Litoměřice;Kapitalové výdaje ;
Obecní rozpočty;2023;Litoměřice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Litomyšl;Příjmy celkem;
Obecní rozpočty;2023;Litomyšl;Daňové příjmy ;
Obecní rozpočty;2023;Litomyšl;Nedaňové příjmy ;
Obecní rozpočty;2023;Litomyšl;Kapitalové příjmy ;
Obecní rozpočty;2023;Litomyšl;Přijaté transféry;
Obecní rozpočty;2023;Litomyšl;Výdaje celkem;
Obecní rozpočty;2023;Litomyšl;Běžné výdaje ;
Obecní rozpočty;2023;Litomyšl;Kapitalové výdaje ;
Obecní rozpočty;2023;Litomyšl;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Litovel;Příjmy celkem;
Obecní rozpočty;2023;Litovel;Daňové příjmy ;
Obecní rozpočty;2023;Litovel;Nedaňové příjmy ;
Obecní rozpočty;2023;Litovel;Kapitalové příjmy ;
Obecní rozpočty;2023;Litovel;Přijaté transféry;
Obecní rozpočty;2023;Litovel;Výdaje celkem;
Obecní rozpočty;2023;Litovel;Běžné výdaje ;
Obecní rozpočty;2023;Litovel;Kapitalové výdaje ;
Obecní rozpočty;2023;Litovel;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Litvínov;Příjmy celkem;
Obecní rozpočty;2023;Litvínov;Daňové příjmy ;
Obecní rozpočty;2023;Litvínov;Nedaňové příjmy ;
Obecní rozpočty;2023;Litvínov;Kapitalové příjmy ;
Obecní rozpočty;2023;Litvínov;Přijaté transféry;
Obecní rozpočty;2023;Litvínov;Výdaje celkem;
Obecní rozpočty;2023;Litvínov;Běžné výdaje ;
Obecní rozpočty;2023;Litvínov;Kapitalové výdaje ;
Obecní rozpočty;2023;Litvínov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Louny;Příjmy celkem;
Obecní rozpočty;2023;Louny;Daňové příjmy ;
Obecní rozpočty;2023;Louny;Nedaňové příjmy ;
Obecní rozpočty;2023;Louny;Kapitalové příjmy ;
Obecní rozpočty;2023;Louny;Přijaté transféry;
Obecní rozpočty;2023;Louny;Výdaje celkem;
Obecní rozpočty;2023;Louny;Běžné výdaje ;
Obecní rozpočty;2023;Louny;Kapitalové výdaje ;
Obecní rozpočty;2023;Louny;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Lovosice;Příjmy celkem;
Obecní rozpočty;2023;Lovosice;Daňové příjmy ;
Obecní rozpočty;2023;Lovosice;Nedaňové příjmy ;
Obecní rozpočty;2023;Lovosice;Kapitalové příjmy ;
Obecní rozpočty;2023;Lovosice;Přijaté transféry;
Obecní rozpočty;2023;Lovosice;Výdaje celkem;
Obecní rozpočty;2023;Lovosice;Běžné výdaje ;
Obecní rozpočty;2023;Lovosice;Kapitalové výdaje ;
Obecní rozpočty;2023;Lovosice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Luhačovice;Příjmy celkem;
Obecní rozpočty;2023;Luhačovice;Daňové příjmy ;
Obecní rozpočty;2023;Luhačovice;Nedaňové příjmy ;
Obecní rozpočty;2023;Luhačovice;Kapitalové příjmy ;
Obecní rozpočty;2023;Luhačovice;Přijaté transféry;
Obecní rozpočty;2023;Luhačovice;Výdaje celkem;
Obecní rozpočty;2023;Luhačovice;Běžné výdaje ;
Obecní rozpočty;2023;Luhačovice;Kapitalové výdaje ;
Obecní rozpočty;2023;Luhačovice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Lysá nad Labem;Příjmy celkem;
Obecní rozpočty;2023;Lysá nad Labem;Daňové příjmy ;
Obecní rozpočty;2023;Lysá nad Labem;Nedaňové příjmy ;
Obecní rozpočty;2023;Lysá nad Labem;Kapitalové příjmy ;
Obecní rozpočty;2023;Lysá nad Labem;Přijaté transféry;
Obecní rozpočty;2023;Lysá nad Labem;Výdaje celkem;
Obecní rozpočty;2023;Lysá nad Labem;Běžné výdaje ;
Obecní rozpočty;2023;Lysá nad Labem;Kapitalové výdaje ;
Obecní rozpočty;2023;Lysá nad Labem;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Mariánské Lázně;Příjmy celkem;
Obecní rozpočty;2023;Mariánské Lázně;Daňové příjmy ;
Obecní rozpočty;2023;Mariánské Lázně;Nedaňové příjmy ;
Obecní rozpočty;2023;Mariánské Lázně;Kapitalové příjmy ;
Obecní rozpočty;2023;Mariánské Lázně;Přijaté transféry;
Obecní rozpočty;2023;Mariánské Lázně;Výdaje celkem;
Obecní rozpočty;2023;Mariánské Lázně;Běžné výdaje ;
Obecní rozpočty;2023;Mariánské Lázně;Kapitalové výdaje ;
Obecní rozpočty;2023;Mariánské Lázně;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Mělník;Příjmy celkem;
Obecní rozpočty;2023;Mělník;Daňové příjmy ;
Obecní rozpočty;2023;Mělník;Nedaňové příjmy ;
Obecní rozpočty;2023;Mělník;Kapitalové příjmy ;
Obecní rozpočty;2023;Mělník;Přijaté transféry;
